@relation thedata

@attribute 10005 real
@attribute 10858 real
@attribute 10998 real
@attribute 11001 real
@attribute 1109 real
@attribute 1581 real
@attribute 1582 real
@attribute 1593 real
@attribute 23600 real
@attribute 3295 real
@attribute 51302 real
@attribute 570 real
@attribute 6342 real
@attribute 6718 real
@attribute 80270 real
@attribute 8309 real
@attribute 8647 real
@attribute 9023 real
@attribute 9420 real
@attribute DependentVariable {BRCA,Control}

@data
7.184878131,7.069103653,6.701137054,6.963246156,5.519645097,5.019047182,5.178526673,10.7221503,6.93423366833,11.09730811,6.456568394,4.993687096,7.2964269455,9.815758405,9.315874762,10.04737654,5.817758343,11.35660343,5.927073476,Control
6.722504021,7.099981891,7.221082271,6.033319063,5.911818141,5.862210374,5.201056716,11.02832761,6.402667179,10.91180038,6.445892764,4.576912188,7.1981423495,10.1462129605,8.748411858,10.33515616,5.152803256,7.947653191,5.394043544,BRCA
7.383663527,6.774659006,8.427167336,6.053334703,6.040021845,5.995434345,5.182504847,11.28307404,7.403785913,11.12068843,7.029139294,5.48205062,6.9330807505,9.7177441945,8.598444418,9.571573066,4.889243844,7.459720794,5.383800396,BRCA
7.59548338,7.252526182,8.562873108,5.504788206,6.006528756,6.340211188,5.000914074,11.11355354,6.13048027067,10.55438287,6.9302706035,4.441925913,6.8103280455,10.085094788,8.500683687,9.638010974,5.771893004,5.62000808,5.233822166,Control
7.197317764,6.062214149,8.251531081,7.801322174,5.572595075,5.415666779,5.326799101,10.93731517,6.97442544467,10.87758344,6.7706665135,5.588723066,7.8570900495,9.820262273,8.888919105,9.562147541,5.963711807,7.456192424,5.744774144,BRCA
6.738737864,6.590366699,6.425766121,6.354474751,6.052356793,5.743764871,5.222467693,11.89018267,7.389363753,11.02017803,6.982590593,5.36773034,8.003273693,10.3744482785,9.232481563,10.19564323,5.889480387,8.647639314,5.413806667,BRCA
6.00034443,8.050339969,6.913221911,5.857863615,5.850631456,5.836246857,5.630093262,10.84461576,5.992893276,10.02722219,6.01779139,4.899068355,7.3238721285,10.0252553475,8.560448556,10.0436019,5.46859248,8.010809379,5.544509535,BRCA
7.218444873,6.47143593,7.789307238,6.539938605,5.805041697,5.808263565,5.528970731,10.92031584,7.81210927067,11.38105635,7.0861768335,4.703782956,7.7267805215,9.394676109,8.880724644,10.15840177,5.384232247,9.486312704,5.439466268,Control
7.478610125,6.424171013,8.442550769,6.196730592,5.967059784,5.430796457,5.425183376,11.30129057,7.17517287233,11.10564356,7.471796476,5.352274105,7.2983490845,9.764335427,9.225244272,9.238668129,5.224591417,8.322898347,5.886008211,BRCA
7.31211405,7.861042112,8.020912072,6.560107813,5.98664487,5.303973626,5.622938584,10.6623838,6.94116491067,10.93055646,7.009118688,5.250782787,6.892680553,9.6444656875,8.656086161,9.636706687,5.013139794,7.199527884,5.438884356,BRCA
7.686537513,7.842619252,8.053302965,6.227958227,5.648042042,6.086619917,5.732683853,11.55806922,6.57899015267,10.94417051,6.307228857,5.011910695,6.1855141455,9.717226957,9.914968493,10.2712474,5.97637008,9.420287182,5.944279407,BRCA
6.954723045,7.121484628,7.673046,10.01166444,6.018929689,5.451879748,5.291135005,11.13168997,7.72611715267,11.25727898,6.537252681,4.977292804,8.2746413025,11.7979114495,8.276055905,10.13811214,5.582714993,9.254793094,5.406852318,Control
6.984051329,7.506131263,7.8694722,7.693802512,5.992094983,5.457225929,5.593287468,10.5503671,7.31500335067,11.3989816,6.300763877,5.602298936,7.187060127,9.663585797,8.568565267,10.62352057,5.637792259,10.06320668,5.788040457,Control
6.935197837,7.780213504,7.789437666,6.738636546,5.7012796,5.507962085,5.463533568,11.03869289,7.316624831,11.71363365,6.541109169,4.933113756,7.3284529625,9.8470855375,8.937801287,9.77458988,5.309259193,6.885455777,5.317422789,BRCA
6.951521137,7.871937763,7.378037131,6.930918032,6.043635001,5.461570507,4.966374225,10.47812272,7.72856936133,11.47374394,7.137136477,5.586322838,6.7016055775,9.757492651,8.826954486,10.38826519,5.069757204,9.247797668,5.203016352,BRCA
7.289606548,7.70535786,8.28259169,7.220840508,6.078850631,5.579701547,5.332538997,11.34599024,7.64084558367,11.33051934,6.722669948,4.518505219,7.098526773,10.498127208,9.106877698,10.20855784,5.561792943,8.261790678,5.398154738,BRCA
7.41208525,7.730336178,8.153857416,8.262201898,5.773740066,5.744774144,5.37304892,11.0826449,7.60587163467,11.49113672,6.1684757915,5.077041333,7.272190563,9.6026864805,8.864341803,9.854642896,5.414821571,8.836035458,5.559423936,BRCA
7.560621583,7.6746533,8.602996767,7.847622917,5.442621133,5.334685584,5.136490053,10.85568242,7.580803739,11.55940591,6.739456546,4.931459981,6.793055989,9.335142456,9.265123395,9.733261595,5.127954352,8.827740542,5.651777341,BRCA
7.489448856,7.809512721,8.47891229,7.581616992,5.67822071,5.888750097,5.657505139,10.94183646,7.885073374,11.56371361,6.8994632645,5.456322582,7.2507504755,9.3504105795,9.360375869,9.524248408,5.394558084,8.372148022,5.406001929,BRCA
6.482691508,7.43588092,8.992655946,5.666764579,6.256213996,4.941119518,4.842490216,11.24345683,6.394622927,11.08484843,6.6454742555,4.586234078,7.1556732325,8.8998082855,8.994354232,9.590793393,5.901899413,9.098625049,5.052688948,BRCA
