ID	4012	59272	5972	290	1215	5476	1511	7064	183	185	1636	186	57486	2028	1359	4311	4142	DependentVariable
Instance1	6.39902218067	6.004788582	5.890331925	10.10111594	6.459272278	10.40635945	10.18933693	8.881298397	6.811827823	9.5608717535	6.02975163867	6.201247285	6.715416802	6.188876212	7.91289102	7.6892916965	5.182504847	Control
Instance2	6.16456564733	6.22043214	5.817246707	11.68900437	5.748737112	9.896635567	10.52922583	9.321195924	5.751685476	7.7910460485	5.29478875067	5.994699217	6.968670032	5.966359273	7.659783886	7.31126824525	5.049534115	BRCA
Instance3	6.06223987167	6.009611007	5.905393774	12.19466615	5.668325698	9.731446799	7.615925915	9.593774448	5.019269629	7.459546681	5.54229821033	6.433214548	7.587779625	5.31615106	5.844744204	7.1595196325	5.038053386	BRCA
Instance4	6.47673575733	6.29655434	5.682019293	11.92978186	6.097511381	10.0391285	7.252526182	10.2800983	6.201639374	6.598545502	5.305937761	7.033260895	6.957801811	5.687249475	5.82324701	7.121281416	5.238988625	Control
Instance5	6.57539750967	6.773076963	6.285129953	11.90810746	5.806975681	9.665460782	10.09721281	9.089067163	6.17712611	8.3965491395	5.52334638333	6.15977612	7.069640749	5.693762061	7.086616932	6.94375899425	5.676670267	BRCA
Instance6	6.716944666	6.448203566	5.545359333	11.46114958	5.688048317	10.06586077	9.421265976	9.164342007	6.18041208	7.6616966005	5.768262383	6.188742749	7.441390364	6.051591254	7.927542616	7.497677271	5.148742216	BRCA
Instance7	6.82160382733	6.101508918	6.249071368	11.72497433	5.48205062	9.580372172	9.708299824	10.03475121	4.987447357	6.130768332	5.38111384567	7.001326908	7.28656036	6.661205831	5.551986008	6.73102008975	6.023372494	BRCA
Instance8	6.61833519433	6.206043042	5.841099622	11.15278253	5.940995503	10.34787632	10.32396703	8.761053454	6.154317508	9.289329186	5.523096805	6.396952035	7.322516605	5.9008724205	7.868546526	7.606380097	6.408037244	Control
Instance9	6.273388714	7.012990752	5.661287319	11.53193469	5.589022814	9.875534783	8.22564262	9.65934534	5.844493149	7.2542447435	5.734063004	6.682085592	7.500047382	6.152075164	6.647606376	7.26687456825	6.25333282	BRCA
Instance10	6.355664473	6.147312423	5.932398584	11.12068843	5.578947201	10.26509376	8.925377244	9.729417293	6.779329085	7.444947249	5.530378966	6.438214347	6.908516092	5.36368608	6.323194968	7.238898054	5.481404906	BRCA
Instance11	6.44850858267	6.169930636	5.876646629	11.06323009	7.701966788	10.97105152	11.67278344	9.796364594	6.336020558	8.037104493	5.43888414867	6.244036128	6.732781776	5.970079126	9.382149061	6.66810922175	5.507882823	BRCA
Instance12	6.19719857267	6.15735262	5.504788206	11.01529328	6.09265739	9.890553519	10.21664921	8.648933758	6.067171478	9.144707758	5.63719427533	6.546204289	7.182049468	6.3709727965	8.472671676	7.1778932965	5.364932404	Control
Instance13	6.43123093	5.622938584	5.540950401	11.26696235	5.982714845	10.25166618	10.23091542	8.928141645	7.801516189	9.337113062	5.639720119	6.469890553	7.056478197	6.1836453265	7.947653191	7.857644784	5.617512462	Control
Instance14	6.144658923	6.616038296	6.146294365	11.53391627	5.586322838	10.31119801	9.277171797	10.14854685	5.709849771	7.6451809965	5.23072773433	6.301867109	7.560621583	5.932763224	6.915763256	7.49211327975	4.720295008	BRCA
Instance15	6.060190856	6.565944119	5.982201443	11.14027398	5.718232318	10.59770368	8.537326283	9.791985416	7.119877807	8.1643346865	5.413744616	6.670978828	7.793718923	7.101313026	7.698359359	7.001427863	5.149758548	BRCA
Instance16	5.90079936233	6.499212576	5.682019293	11.27871096	5.967520965	10.22826589	9.58093741	9.603413599	5.658862155	6.9745006025	5.00878855533	5.529673585	7.471311701	6.0571518005	7.454260475	7.0362447915	5.162201222	BRCA
Instance17	6.18950109367	6.413294187	6.159977895	11.48554018	5.57547212	10.0572611	9.111970995	9.856531013	6.121435737	6.7422321415	5.609701396	5.961514085	7.322741917	5.7961804675	6.670872637	7.14566813175	5.027254978	BRCA
Instance18	5.856184915	6.395838815	5.87031	11.03430052	6.456564386	10.38050466	10.53976977	9.668318219	6.836117042	7.4241269665	4.830724878	6.204870044	7.88932314	5.860853942	8.671931209	6.98908263	4.713987651	BRCA
Instance19	5.907111788	5.761292753	6.155987609	11.45304566	6.006192112	10.46429587	9.123436726	9.844219734	8.288302177	7.142113704	5.67628306933	6.256638601	7.982909641	5.9538608265	7.451254649	7.70241496675	5.063730771	BRCA
Instance20	6.74068604633	7.223135616	6.104971499	11.93949851	6.638874358	10.28905955	11.05254447	10.15068061	5.962960332	5.8564691355	5.12472418633	6.528966337	7.243747912	5.794302276	5.762422735	7.24973792825	4.646190648	BRCA
