ID	842	6655	1869	1147	5894	3479	148327	2475	90993	80310	4824	3480	2950	51176	1387	10488	3630	572	5159	2064	5605	673	7039	5604	2263	5170	3551	4193	5925	1385	207	208	2260	10000	4893	2885	9586	5595	6932	4790	3645	4792	6654	6934	5594	23533	8517	3265	1956	2033	5970	2932	56034	3845	1027	1026	1950	1499	369	3320	367	7184	84699	595	64764	6716	5728	5154	596	8503	5155	5156	2308	83439	1017	3326	1871	7157	1870	5290	5291	9134	354	5293	468	5294	5295	898	5296	DependentVariable
Instance1	7.924560768	7.867620258	5.763286242	9.004698798	10.11570732	7.6246849295	6.869350546	10.40794251	5.599623716	10.086863984	6.723494141	7.634903824	13.08977243	7.5908954075	9.174412855	6.490735075	5.169936271	7.546352606	12.86051578	7.90862600467	11.44994835	6.513534664	7.5001189985	10.49127719	5.703219255	7.1007852408	7.1307406325	5.4774530015	8.976299993	10.707890538	9.746089281	7.466690585	6.63167228267	6.02664600925	8.74899041	9.4954151895	6.7355365388	11.634256725	5.303029586	12.34771002	5.545668226	15.00532806	8.001564595	9.499816557	8.27215776867	6.033979735	10.2072374	7.4423513115	7.05035509475	9.886672502	8.69026092	10.00381342	8.660897184	6.8286116825	9.994983337	11.459753229	6.141397664	6.94578590514	10.17550624	11.0093826917	6.61492678233	13.36626624	4.993687096	13.0689563	12.47296881	5.968558082	10.48283344	6.70121473533	8.4944607845	6.660285205	8.08474537867	10.73337264	11.59105257	9.014572276	9.26596478	13.42222975	9.274157466	8.333402628	7.6916757	6.685313404	7.339184439	5.353672182	5.72617692433	8.467616885	10.153974076	6.299304767	7.0703331436	5.7706733955	11.7240492	Control
Instance2	7.7506065195	7.609956448	6.058322584	8.974945912	10.34726733	6.947135646	7.470742495	10.37262599	5.478414715	9.2562959815	7.563236558	7.713354077	13.2092074	7.9480842695	9.719195242	6.524350224	5.773212576	7.48196166867	12.72067933	7.97213650833	11.52169626	5.99820185	6.753678231	9.559434991	5.672079654	7.4312568682	7.787354885	5.63969746625	7.958452847	11.4528809893	9.68028616833	6.43012268	6.761059759	5.94776533325	8.474680533	9.5539178325	6.2571731356	11.27623323	5.5473183655	12.34109771	5.301232095	13.91249272	7.481398095	10.1669919	7.85669691467	6.539395847	10.39985497	7.8897640555	6.79791370075	10.41990782	8.669346719	10.79867858	8.433753511	6.4300637355	9.7467670155	8.288611166	6.795134192	6.96887473943	10.06599536	11.030777654	6.781465032	13.6548665	5.219566658	12.87039849	12.30206775	5.549369797	10.32512022	6.927342899	7.97569312475	6.249592888	7.53677712533	10.73397278	10.97151861	9.552203712	8.958604237	13.65917147	9.646289192	8.508984299	6.931656836	7.098719371	6.741201091	5.877209297	5.23001387133	8.699078855	9.57262420067	7.09127967	7.6111323212	5.8681879535	12.12504541	BRCA
Instance3	8.1061247785	7.575257723	6.031886566	8.986710369	10.45388564	5.9026635435	8.672903619	10.44466839	5.011016147	9.1652272555	6.918270314	7.935549803	13.47574423	8.5167067915	9.441990946	6.786534696	5.870864797	7.496409352	11.31253714	8.06895283033	11.72288448	6.84843868	8.6060442205	9.65317699	6.089429956	7.2445861642	7.4532495275	5.8602843415	8.409052632	10.8440250817	9.69256516467	6.416760061	6.26887747967	5.52044016575	8.690112479	9.480270588	6.4740992638	11.198356615	5.2594447425	12.51631937	5.173838258	14.51605303	7.228580927	9.596027176	8.11094053067	5.844744204	10.04121461	7.856102429	6.80402066425	9.740911174	9.073024297	10.42204403	8.399610251	6.720661627	9.760065891	8.320702773	7.503172055	7.126093946	10.30533535	11.1437694107	6.53028510667	13.50983997	4.571466258	13.5121695	12.38767549	5.48205062	10.4297627	6.43184992733	7.84053328475	6.638439986	7.226160153	10.053395164	11.02198648	9.290572499	9.1433668585	13.91614961	9.837470696	9.660905593	8.360672771	6.212526175	6.813047234	5.7851863155	5.540074346	9.063247518	9.80783744233	6.323194968	7.448654099	6.213232041	12.67203307	BRCA
Instance4	7.389583129	6.838009842	5.460424154	8.742495656	10.09500831	6.5710894325	8.826152109	10.39039231	5.307438771	7.583639434	6.931745467	7.68113495	13.34505663	8.468887702	9.0089772035	6.976424143	5.793122872	7.166098701	11.45985565	8.41389790167	11.42772678	6.723630657	8.2859047325	9.580847928	5.475661496	6.9971733014	7.4011955135	5.5016593965	6.610216975	11.337274206	9.98949733167	5.863140121	5.89010381667	5.58777326775	8.847629866	9.432546201	5.9052108054	11.274247985	5.361841212	12.26985874	5.545127619	14.35403309	6.648325671	10.09834176	7.98209816267	5.341462114	10.50969117	8.398114105	6.3257817405	9.510601559	7.67194989	11.11828268	8.75727426	6.243898751	9.344181055	8.2000896335	7.0134654	6.25068708814	10.35265071	10.6939344647	6.33136576933	13.591191	5.249456007	13.61588998	11.98277091	5.91205775	10.18190731	6.29958050633	7.5957045875	7.411068419	7.314341457	9.4016975135	10.90909074	9.512108899	7.7178678995	13.80946823	10.27390663	8.338826757	8.162745192	5.584068992	6.506054132	5.83079519	5.52761433067	8.649598507	9.12714489533	6.299945779	7.6522265588	5.99736739975	12.52623397	Control
Instance5	7.637528126	7.652900753	6.053008806	8.684828488	10.22872886	7.739494752	8.057424717	9.62228117	5.831124321	9.2346014295	7.846432395	7.919550328	13.18452521	6.8894093365	9.6688997565	6.189286535	5.536217098	7.33013335533	11.9729763	8.097692024	11.8471671	6.818713579	7.8260671385	9.966174165	6.216508824	7.3395574808	7.5245616955	5.80954885825	8.022008655	11.0490871027	9.506100771	6.860966288	6.706029596	5.87271996825	8.770532686	9.66718229	5.8986169228	11.21839075	5.7593689035	12.37603319	4.778486368	13.73047547	7.634958261	10.14243933	7.82991936767	6.042212717	9.78258103	7.697637374	6.78190965925	10.27748534	9.268495874	10.40311354	8.742748263	6.8833304115	10.049946495	7.875076566	8.466587485	7.18244667671	10.14697308	11.2182175033	6.34890178367	13.48222565	5.119575355	13.04549694	12.49559531	5.470546015	10.27256013	7.33859063467	7.8450723755	6.561483187	7.39241541167	10.594310045	10.63211394	9.488543691	9.123941273	13.95556321	9.962375907	9.701150974	7.617800091	7.405441727	6.944393257	5.8087825485	5.60240308167	8.565760069	9.608528428	7.300126299	7.950268865	6.29992863125	11.96427598	BRCA
Instance6	8.5459358775	8.522033306	5.770572224	9.33884841	10.624983	7.375850429	7.892240927	10.04182378	5.294814856	9.6945443665	9.005190219	9.087722135	12.73839215	8.097828749	9.509274839	6.499332184	5.73607124	6.96976629	12.55918115	8.12132754867	11.5852209	6.520033725	7.0683788045	10.23164154	6.631654085	7.3955993004	7.5689740425	5.889292139	9.286795183	10.8002004453	9.688092646	7.477052175	7.05955089	6.0241266485	9.445243095	9.9164802245	6.1394132438	11.07534033	5.46848766233	12.87483063	4.77953729	13.77694807	8.19601328	8.429543916	8.18650002	5.759695977	10.54285319	7.3388634815	7.10041818325	9.934575887	9.673230059	9.953578497	8.441119412	7.019536675	9.5007422985	10.112371314	7.455781587	7.271366378	10.77106872	11.374489615	6.45232417833	13.78304532	4.44414752	13.37610779	12.42106423	5.572291894	10.16250498	6.96108608367	7.89616385625	6.446881172	7.26030069533	10.813430195	11.37439849	8.234483507	9.3759597995	14.03142469	10.05069253	8.868576523	7.123969084	7.460253403	7.80732453	5.840659366	5.723916978	8.146264608	10.5461605397	6.725540512	7.4183463498	5.7160804985	12.02694363	BRCA
Instance7	6.9179834015	6.760091594	6.146803484	8.17437786	9.961088297	10.349737175	7.151831235	9.710815526	5.832707292	8.8788747695	6.973327498	7.203154957	13.41082367	8.8341510175	9.006275549	6.998198677	5.705709271	6.54175895867	12.84338824	8.122738224	11.16076662	6.949071249	6.4105816125	8.977681421	5.583918611	7.3536038904	7.550193916	5.78129302475	8.555107826	11.1354255073	10.0480993307	6.742953157	6.91813654967	5.88751933675	9.358008891	9.167523377	6.2350466806	11.151396135	5.8858777265	12.52075501	5.123719213	15.02279519	7.292025067	11.59635064	8.451561107	5.942169184	10.10111594	7.9742866725	6.9842760015	10.17277787	7.262755244	12.02630394	7.5011826	6.6232326	9.015559992	7.8281740715	6.973327498	6.587592285	10.66411416	10.4929184813	6.66193385767	13.61588998	5.209854193	13.46367638	12.43390104	5.567888595	10.31455241	6.89649601933	7.264331835	6.282259665	6.684352383	10.86366497	11.02648906	9.001071145	7.9728052855	13.34981755	11.29154789	8.315445233	7.972134198	6.662423158	5.996847001	5.8821083545	5.624431146	8.302457433	8.68348982967	7.476910459	8.3350079456	6.32124444525	13.11366653	BRCA
Instance8	8.3320404855	7.907583411	5.920180882	8.824657385	10.12277013	7.733044401	7.757025122	9.922785491	5.120093989	10.257051615	6.26697916	7.320803087	13.62077142	8.155621054	8.7304792815	6.418279038	5.451879748	7.84441516067	12.5617021	7.79389694967	11.28922369	6.880413479	8.009231702	10.00443156	5.808263565	7.0445753338	7.4520617975	5.3501390665	9.023671978	10.258386433	9.436876068	6.689303092	6.477000624	5.55851851825	8.993477034	9.1611827995	6.8237722894	11.40345044	5.48916194417	12.20475003	5.185481295	14.22362506	7.787382059	9.218358063	8.171538624	6.015923042	10.4077487	7.7095138065	6.998917209	9.744439113	9.194320487	9.584981814	8.477425503	7.0670465565	10.6232973005	9.436657679	6.405231362	7.12159637657	10.26119615	10.7716702567	6.64458013767	13.54473631	5.520745364	12.73729283	11.94573106	5.167931151	10.71573921	6.60636141433	8.05261194825	6.094030827	7.606488298	11.03550101	11.33417845	8.191603516	9.321425499	13.53466038	9.654399345	8.92056956	6.945271536	6.020263967	7.162847292	5.6699833785	5.98635550333	8.452633655	10.3256012193	6.726903149	7.757716558	5.7012189585	12.07897478	Control
Instance9	7.7930385845	7.65031782	5.598879718	8.659854224	9.9831294	7.2965384015	9.07478446	10.26710886	5.430796457	9.613363683	7.737604169	7.809255459	13.26600764	7.9414165605	9.1075112315	7.109990256	5.541182786	7.80894971567	11.93257475	8.019000875	11.82274022	6.894518054	9.2984794075	9.452231522	6.450184887	7.1591884674	7.530604743	5.591806779	8.717951507	10.6759547673	9.58057105933	6.500527718	5.68970163167	5.650041658	8.769533015	9.3657406255	6.1964141492	10.99057863	5.40220329333	12.42766909	5.617953179	14.37348409	6.878728789	9.080831598	7.91861634733	5.978888461	9.861979055	7.94496816	6.85070537275	9.125801619	9.012625324	9.460251675	9.08121786	6.5497902615	10.059640231	8.6840196725	7.872399588	7.27824373014	10.30631839	11.3126835957	6.714158992	13.58717103	5.048553625	13.81715158	12.16730219	5.17573541	10.36365325	7.743697197	7.87109163775	6.225020007	7.45408843267	10.45062521	10.66032156	9.202332696	9.1526830635	14.18150639	10.12192882	9.680166591	8.258590913	7.205282841	7.428655643	5.731781437	6.744088178	8.407417683	10.227199369	6.426437217	7.6719006758	6.42728370275	12.20624983	BRCA
