@relation thedata

@attribute 11035 real
@attribute 1147 real
@attribute 148022 real
@attribute 3551 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 5970 real
@attribute 7098 real
@attribute 8517 real
@attribute 8737 real
@attribute DependentVariable {BRCA,Control}

@data
7.71285561,9.004698798,8.990502651,7.1307406325,12.34771002,6.613275006,15.00532806,6.709066159,8.69026092,6.277029476,10.2072374,9.943694688,Control
8.347268264,8.974945912,8.8269228395,7.787354885,12.34109771,6.847355026,13.91249272,6.373840507,8.669346719,6.1753908245,10.39985497,10.07879165,BRCA
7.404633079,8.986710369,8.854112445,7.4532495275,12.51631937,6.882157689,14.51605303,6.74855168667,9.073024297,5.9744687035,10.04121461,9.929872764,BRCA
8.22327909,8.742495656,9.374046924,7.4011955135,12.26985874,7.43686989633,14.35403309,6.91424652367,7.67194989,5.0089445615,10.50969117,10.01119619,Control
7.77152434,8.684828488,9.049980109,7.5245616955,12.37603319,6.867992672,13.73047547,6.52162721267,9.268495874,6.298171367,9.78258103,9.484878832,BRCA
8.624376132,9.33884841,8.959527725,7.5689740425,12.87483063,6.82836121733,13.77694807,6.160625593,9.673230059,6.4009452435,10.54285319,10.12499078,BRCA
8.248996236,8.17437786,8.833378894,7.550193916,12.52075501,7.129972705,15.02279519,6.344653246,7.262755244,5.345123689,10.10111594,9.601752743,BRCA
7.863769878,8.824657385,8.588742572,7.4520617975,12.20475003,6.370347138,14.22362506,6.20271008933,9.194320487,6.1474658955,10.4077487,9.671351374,Control
8.038728526,8.659854224,9.2449642545,7.530604743,12.42766909,7.15645079333,14.37348409,6.496869675,9.012625324,6.4335405075,9.861979055,9.108531726,BRCA
8.223556644,8.645245129,8.4216094845,7.6541093245,12.09766027,6.83844174133,13.54172225,6.537366551,8.33670864,5.4338499695,10.22738163,9.863923404,BRCA
8.143282598,8.670710349,8.644467415,7.53597724,12.2590489,7.168375022,13.43573605,6.53208433767,8.687254178,5.561571382,10.6073352,9.933705821,BRCA
7.85171957,8.807082076,8.9410095965,7.4402145165,12.38541089,6.57488857867,14.39776555,6.30944562733,8.875473781,6.2340896,10.68519142,9.477151683,Control
7.978740664,9.155780297,9.0956836405,7.3412959795,12.24889125,6.82571524133,14.10537413,6.83411040533,8.978067698,6.237572491,10.55664043,9.882639658,Control
8.214757601,9.260861404,8.889311524,7.5914915015,12.29388695,7.207652156,14.13459319,7.043476808,9.226388785,6.4373989235,10.78787423,10.43762494,BRCA
8.057546564,9.241179451,8.573754578,7.946295334,12.41257918,6.73005362833,13.98232431,6.31386063533,8.761435816,6.249303584,10.64411791,10.76657469,BRCA
7.843734423,9.022833232,8.781924287,7.791459439,12.40655986,6.90677295333,13.70909946,6.96648824367,8.629266563,6.370558042,10.70804518,10.39270411,BRCA
8.183860048,9.175650046,9.2561154625,7.9501379685,12.32574401,7.382294288,13.58466312,6.88625381767,9.515749664,6.2183765775,10.68956587,10.31328586,BRCA
7.824005841,9.44260202,8.9141647275,7.5558305855,12.39966386,7.144249486,13.75810714,7.059851597,8.496794995,6.0887305845,10.59472841,10.26978741,BRCA
8.380689546,8.973504462,9.0777368,7.8335949455,12.00382718,6.75150023233,12.88068749,7.14134063733,9.61434228,6.184436099,10.6432567,9.880004788,BRCA
9.689915497,8.965922146,9.1051538585,7.9784806655,12.05629403,5.51821901167,10.54750216,6.82896955467,9.315772892,6.7063430695,10.36475876,10.94323478,BRCA
