@relation thedata

@attribute 10368 real
@attribute 10369 real
@attribute 1605 real
@attribute 1636 real
@attribute 1674 real
@attribute 1756 real
@attribute 2010 real
@attribute 22801 real
@attribute 27091 real
@attribute 27092 real
@attribute 3479 real
@attribute 3569 real
@attribute 3655 real
@attribute 3672 real
@attribute 3673 real
@attribute 3674 real
@attribute 3675 real
@attribute 3676 real
@attribute 3678 real
@attribute 3679 real
@attribute 3680 real
@attribute 3685 real
@attribute 3688 real
@attribute 3690 real
@attribute 3691 real
@attribute 3693 real
@attribute 3694 real
@attribute 3695 real
@attribute 3696 real
@attribute 3908 real
@attribute 4000 real
@attribute 4607 real
@attribute 4624 real
@attribute 4625 real
@attribute 4633 real
@attribute 4634 real
@attribute 488 real
@attribute 51422 real
@attribute 53632 real
@attribute 5562 real
@attribute 5563 real
@attribute 5564 real
@attribute 5565 real
@attribute 5571 real
@attribute 55799 real
@attribute 59283 real
@attribute 59284 real
@attribute 59285 real
@attribute 60 real
@attribute 6262 real
@attribute 6442 real
@attribute 6443 real
@attribute 6444 real
@attribute 6445 real
@attribute 6546 real
@attribute 70 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 71 real
@attribute 7124 real
@attribute 7134 real
@attribute 7137 real
@attribute 7139 real
@attribute 7168 real
@attribute 7169 real
@attribute 7170 real
@attribute 7171 real
@attribute 7273 real
@attribute 775 real
@attribute 776 real
@attribute 778 real
@attribute 779 real
@attribute 781 real
@attribute 782 real
@attribute 783 real
@attribute 784 real
@attribute 785 real
@attribute 786 real
@attribute 8515 real
@attribute 8516 real
@attribute 9254 real
@attribute 93589 real
@attribute DependentVariable {BRCA,Control}

@data
4.549507972,4.762364039,11.37070935,6.02975163867,7.339184439,6.28879269075,11.67950002,7.6918007385,5.221505148,5.776177206,7.6246849295,13.60771409,6.43230933033,9.101017795,9.689124896,5.361953639,8.1217165825,6.297013109,10.57663577,8.552305136,7.258945501,10.67951553,9.30169669467,6.147515948,7.91590933625,9.367661926,5.461406798,7.631852081,6.1022441,9.4846820175,12.31771434,5.50383468,5.838895843,5.243565552,5.711516483,6.213741562,10.368230238,7.64611005,5.182504847,9.6271145295,4.980952113,10.08992748,8.596218763,10.084193648,6.584590977,5.3692492615,4.375364145,5.22586149433,14.7883179233,5.689167221,6.328365825,7.7551419355,6.63554058067,8.309318462,5.57418573,5.114586962,5.682300273,6.78103548,9.289875449,14.665256985,8.519696323,5.88497103,5.415835761,5.810189583,10.7606885695,11.3200844737,8.551446864,8.757333882,5.0992841828,7.11619091,5.857677033,5.536217098,5.682300273,5.865059701,5.4117729285,5.3368584114,9.864136271,5.448689612,5.011016147,8.623754517,6.8307089,6.4084029945,6.1618602465,Control
5.718917257,4.73770262,11.95147243,5.29478875067,5.887288406,6.93799663212,11.85662794,7.7559931985,5.39061120433,5.827572151,6.947135646,8.608616259,6.371338954,7.86511636,10.4246495,5.442455259,7.940840191,6.043635001,10.55403266,7.581447523,6.080290574,9.752932999,8.828078384,5.52873637,8.39704886075,8.9984705876,5.959776674,9.113248027,7.532124306,9.205762802,12.217337305,6.026363672,6.343279559,5.652207716,5.8271941275,5.718917257,9.85838642367,7.78951872733,5.402083668,9.9140920795,4.833916319,9.883140084,8.632069254,9.5416181315,6.408334517,5.804434171,4.833916319,5.33626726667,13.8159086333,6.017928169,7.16854959,6.9009398315,6.22895455467,6.144052107,5.754895016,5.372787809,5.101199635,6.166218956,9.578863787,14.318888115,7.177920594,7.987379316,4.783471516,6.661106123,10.8437529417,10.9542193057,8.3909202865,9.015786907,5.2122251396,6.780445033,6.190817922,5.545359333,5.571533663,5.545359333,5.5176274975,5.5997153768,10.03404273,5.473504824,5.31868854,9.079385528,6.827314517,6.3285160135,6.645545604,BRCA
4.883878898,4.790265497,12.10871075,5.54229821033,5.672716149,6.37904151738,11.77465953,7.826627437,5.10116542067,5.766735111,5.9026635435,7.664022547,6.561221976,7.148936963,10.6672848,5.488973851,7.980807774,6.268430299,9.18625115,6.124127129,6.590104667,10.08758255,8.9042892375,5.194176951,8.24906789575,8.9288106782,5.36790503,8.540477891,6.992431746,7.7278553315,11.331478295,6.082900138,5.960124324,5.730783436,5.407860596,5.194176951,10.260641451,7.717289563,5.16953547,9.566117134,4.402621796,10.14535302,8.471818588,9.9835099365,6.077035324,5.658621215,4.823508981,5.50458097767,14.49928798,5.664561948,6.389313513,6.632445747,6.11666479167,5.707228834,5.062004299,5.102250005,5.014814152,5.995434345,9.330514214,14.52431873,8.414834386,6.212526175,5.511128997,6.349868869,10.6795467515,10.8169845653,8.202635757,8.8210862905,5.4256925706,6.671085011,6.360369215,6.225935832,5.135874705,5.190428437,5.14158408425,5.5487285326,10.64948099,5.23877014933,5.81083589,10.05466574,5.651633855,6.69622707,6.054275354,BRCA
5.682019293,5.264171629,12.23392978,5.305937761,5.383195587,6.90819341625,12.04001406,8.4517115145,5.82159641667,6.472573571,6.5710894325,6.879402901,6.18410994633,6.516492413,10.19124467,5.402254249,8.3145459475,5.660003917,9.671576946,7.774014657,6.976424143,9.271638758,8.75186424133,5.254944744,7.82261999,8.7802292424,5.438135838,8.695559886,7.258286006,7.1284671085,11.69631911,6.252954533,6.086407617,5.558352786,5.8881516615,5.402254249,9.32155651667,7.35253753667,4.95653443,9.7521116675,5.446761787,10.28239959,8.590101509,9.3324219335,5.99820185,5.792078748,4.633172663,5.49952783867,11.1284900313,5.432467779,6.991695086,7.288561012,5.94045973267,6.15977612,5.21345543,5.000914074,4.808914358,5.797150007,10.06419075,12.912810505,8.370459788,5.427950757,5.842043069,6.3175692745,10.8893700808,11.0245892,8.255885214,8.6333340425,5.476820078,6.621982704,6.966479856,5.515077886,5.397812585,4.868898162,5.2051637345,5.542221699,10.47438056,4.97237215433,5.139460541,10.91483004,6.093766806,6.642795088,6.0660792465,Control
5.321306925,5.115211455,11.96551025,5.52334638333,5.841099622,6.87972631413,11.69370922,8.053666097,5.41723232867,5.804912672,7.739494752,6.192791506,7.03425695367,7.441058314,10.8955187,5.256266489,7.9312840775,5.694748763,9.349370323,7.213179877,6.410201693,9.935467529,9.13491446,5.476714818,8.18279765425,8.7950599632,6.345898074,8.398146319,7.408714249,8.893920635,11.649666395,5.358792935,5.663921845,5.415666779,5.573662743,6.04931016,9.71733403867,7.88745877033,5.312711681,9.378542152,5.133924369,10.06457475,8.426475613,9.8517271485,6.091970181,5.4208254045,4.993460669,5.69946011467,14.66759481,5.601110562,6.524937838,7.3117356915,6.210355966,6.047784427,5.111669081,5.163107462,4.828848945,6.737352562,9.272076349,14.515533555,6.675961001,5.671725924,5.333791561,5.779557801,10.459756376,10.789338705,8.591755777,9.579962393,5.1468628222,6.262194115,6.091970181,5.375136114,5.60541377,5.326799101,5.29047116175,5.3915724186,9.820243246,5.53760820333,4.894103816,8.133220736,6.54048116,6.5955976525,5.640752968,BRCA
5.202134845,4.314057196,11.84561169,5.768262383,9.348673457,6.5529899305,11.52544754,7.2817545605,5.55476490833,5.643936437,7.375850429,10.84461576,7.21289602867,7.98845907,10.55708099,5.950883181,8.363719193,7.092337284,10.95930669,7.400369547,7.114213764,10.94344908,9.489530799,6.672712173,8.628701183,9.5481835408,6.759825365,8.129439032,7.492776776,9.5352510465,13.55168753,5.870741528,5.831124321,5.70895367,5.8595748445,5.080669653,10.680999606,8.682705693,5.601110562,10.1343921865,5.186075849,9.875534783,8.232662106,9.698559825,5.861342069,5.4203052295,4.82223464,5.59735468067,15.0760746733,5.437137209,6.264635533,7.3638614315,6.54684484467,6.815579031,5.256643908,5.551217027,5.321216715,7.238598499,9.540317507,14.9749406,6.320264091,6.670376976,5.440131024,6.039265318,11.3057112285,11.082793754,8.79338396825,10.48044771,5.1819487988,6.244178877,5.840847932,5.895309438,6.156543881,5.81083589,5.646294817,5.1447686846,9.840207941,5.13786996667,6.172733142,8.625965515,7.67382338,6.3549356545,6.21006023,BRCA
5.733361967,4.927198693,12.01701203,5.38111384567,5.341462114,7.60110755137,11.61046905,9.6364126975,5.47886285067,5.907137786,10.349737175,6.331772944,7.19476401833,7.580354917,10.37177151,5.323740468,8.00994217,6.042759915,10.70804518,7.435068318,7.590458165,9.545409111,9.251714595,5.418536788,8.05954225525,9.0012339544,5.587223392,8.067946709,8.616687708,9.121049651,11.981065665,6.146803484,6.190768548,5.768721099,6.2923220485,5.971607496,9.43648997933,8.026211755,5.622938584,9.746930711,5.391983545,9.962643412,7.44226163,8.827384863,7.78313105,5.8276077135,5.096779711,5.71698393233,10.2940315303,5.375918034,6.8045219,6.638585894,6.30138612967,4.642441245,5.442621133,5.51191964,4.73770262,6.518854253,11.79415195,13.05627132,6.423120638,6.305154876,5.618834209,5.858800482,11.1163730825,11.2325257193,8.655670398,9.8272360555,5.5542104156,6.679695168,7.11691865,5.48205062,5.579701547,4.682592971,5.162567732,5.2238573746,10.87936138,5.515181188,5.717889727,10.98552909,7.189209615,7.0119988995,5.518387553,BRCA
5.487205952,5.057679059,11.17361954,5.523096805,8.537326283,6.51193653938,11.93178472,8.842132135,5.31204636867,5.917199751,7.733044401,10.45145612,6.328962603,7.865827785,9.52338608,5.388371455,8.2637160875,6.51601958,10.27665401,7.413841832,7.15785501,10.75503384,9.23773095817,5.838328613,7.71917636725,9.3423966262,5.943283297,7.600435399,6.689303092,10.36853561,11.76167965,5.479142629,6.091811548,5.252108349,5.3157706865,6.070610035,10.2767326833,7.93129970567,5.002490161,9.831690885,5.190033289,10.10583032,8.483464254,10.092337449,6.504465965,5.7489685045,4.668481241,5.19045183567,14.9143649833,5.563776856,6.988971848,7.7866087565,6.286350022,7.042811547,5.190033289,6.335216707,5.167931151,7.822174254,10.56613044,14.795549445,6.14308278,5.397641479,5.460424154,5.645809962,10.941522653,11.1456085957,8.511988679,9.4119268115,5.3362788624,6.842353879,6.444274162,5.435637968,5.088959125,5.427112717,5.48819416525,5.5835800438,10.26782285,5.85287407833,6.329935892,8.656300723,5.987895674,6.497368881,6.2996600505,Control
5.484791683,4.897254041,12.04072818,5.734063004,6.147261537,6.429801268,11.77234975,7.6941273435,5.461312063,5.83074415,7.2965384015,10.12252426,6.958562315,7.418993406,10.40755487,5.151586144,8.446684304,6.379383241,9.280446664,6.546667333,7.057399162,10.365683,9.05065703483,5.40668228,8.1664411835,9.0837101736,6.090753548,7.713285334,6.698847453,8.991500668,11.84304893,5.388199225,5.826809832,5.130118764,5.5998750555,5.809035744,9.858911688,7.84812807267,5.425183376,9.676526932,4.817381859,10.19124467,8.390557125,9.9168075855,6.460992839,5.395905033,4.847259412,5.74966114533,15.0102008533,5.253432694,6.026806282,7.7090892595,6.255932743,5.81109287,5.287261033,4.786611159,5.46083367,6.303694572,9.938499406,14.61562869,8.252974189,5.857863615,6.388711011,6.076985225,10.6386604935,11.0319901213,8.567214441,9.219853705,5.2745188438,6.535201976,6.015254046,5.915706872,5.264922245,5.290029217,5.14878192175,5.4135094614,10.02337358,5.00355489367,5.321757891,8.91062109,6.028575367,6.4613233895,6.36859746,BRCA
5.272033689,4.87284261,11.58294888,5.530378966,5.255511354,6.91427600362,12.05629403,7.098684806,5.78244079367,6.271748387,6.6155769395,7.723389827,6.30607312233,7.512564929,10.55221305,5.384059522,8.061784113,5.729220505,9.152139757,7.833714147,6.099721915,9.93833767,9.06946628383,5.411944154,7.7363626215,9.0993783712,5.596049021,7.721237853,6.516256016,8.189963021,11.98689852,5.726293954,5.9893725,5.468103682,5.354306944,5.524354632,9.47126387767,7.86377913433,4.710134856,9.813055769,5.368603583,9.977545082,8.965922146,9.689212392,5.916244486,5.7683724175,4.932168974,5.252183099,14.4683583733,5.564234295,6.54404145,6.973016191,6.13237345233,7.401180589,5.255511354,5.104977394,5.062004299,6.274406692,9.642061229,14.06674172,6.105390642,6.259701488,5.241850906,6.0854753695,10.533686007,11.1507329307,8.55357916875,8.3579595805,5.2421864282,6.666902575,6.271748387,6.181803869,5.404640262,5.764746385,5.075953647,5.3116906826,10.02260748,5.58603060767,6.088741207,9.92775616,7.176101137,7.036744875,5.9166864415,BRCA
