@relation thedata

@attribute 1000 real
@attribute 10368 real
@attribute 10369 real
@attribute 1495 real
@attribute 1496 real
@attribute 1499 real
@attribute 1605 real
@attribute 1674 real
@attribute 1756 real
@attribute 1824 real
@attribute 1829 real
@attribute 1832 real
@attribute 2010 real
@attribute 22801 real
@attribute 2697 real
@attribute 27091 real
@attribute 27092 real
@attribute 29119 real
@attribute 3655 real
@attribute 3672 real
@attribute 3673 real
@attribute 3674 real
@attribute 3675 real
@attribute 3676 real
@attribute 3678 real
@attribute 3679 real
@attribute 3680 real
@attribute 3685 real
@attribute 3688 real
@attribute 3690 real
@attribute 3691 real
@attribute 3693 real
@attribute 3694 real
@attribute 3695 real
@attribute 3696 real
@attribute 3728 real
@attribute 3908 real
@attribute 4000 real
@attribute 488 real
@attribute 51176 real
@attribute 5318 real
@attribute 55799 real
@attribute 59283 real
@attribute 59284 real
@attribute 59285 real
@attribute 60 real
@attribute 6262 real
@attribute 6442 real
@attribute 6443 real
@attribute 6444 real
@attribute 6445 real
@attribute 6546 real
@attribute 6932 real
@attribute 6934 real
@attribute 71 real
@attribute 775 real
@attribute 776 real
@attribute 778 real
@attribute 779 real
@attribute 781 real
@attribute 782 real
@attribute 783 real
@attribute 784 real
@attribute 785 real
@attribute 786 real
@attribute 81 real
@attribute 83439 real
@attribute 8515 real
@attribute 8516 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 9254 real
@attribute 93589 real
@attribute DependentVariable {BRCA,Control}

@data
7.556374089,4.549507972,4.762364039,12.970346955,5.603041174,6.94578590514,11.37070935,7.339184439,6.28879269075,8.618162427,10.77621939,8.53575537967,11.67950002,7.6918007385,10.50676158,5.221505148,5.776177206,5.116659172,6.43230933033,9.101017795,9.689124896,5.361953639,8.1217165825,6.297013109,10.57663577,8.552305136,7.258945501,10.67951553,9.30169669467,6.147515948,7.91590933625,9.367661926,5.461406798,7.631852081,6.1022441,9.22593978533,9.4846820175,12.31771434,10.368230238,7.5908954075,8.227629329,6.584590977,5.3692492615,4.375364145,5.22586149433,14.7883179233,5.689167221,6.328365825,7.7551419355,6.63554058067,8.309318462,5.57418573,5.303029586,9.499816557,14.665256985,7.11619091,5.857677033,5.536217098,5.682300273,5.865059701,5.4117729285,5.3368584114,9.864136271,5.448689612,5.011016147,11.86027624,9.014572276,8.623754517,6.8307089,13.43392773,6.68951277,5.69544494,6.4084029945,6.1618602465,Control
7.826232466,5.718917257,4.73770262,12.9002596,5.545359333,6.96887473943,11.95147243,5.887288406,6.93799663212,8.7574180295,10.90604899,8.40594313567,11.85662794,7.7559931985,9.915820059,5.39061120433,5.827572151,5.037056875,6.371338954,7.86511636,10.4246495,5.442455259,7.940840191,6.043635001,10.55403266,7.581447523,6.080290574,9.752932999,8.828078384,5.52873637,8.39704886075,8.9984705876,5.959776674,9.113248027,7.532124306,9.65798629833,9.205762802,12.217337305,9.85838642367,7.9480842695,7.897983254,6.408334517,5.804434171,4.833916319,5.33626726667,13.8159086333,6.017928169,7.16854959,6.9009398315,6.22895455467,6.144052107,5.754895016,5.5473183655,10.1669919,14.318888115,6.780445033,6.190817922,5.545359333,5.571533663,5.545359333,5.5176274975,5.5997153768,10.03404273,5.473504824,5.31868854,12.21133327,9.552203712,9.079385528,6.827314517,13.88775422,6.68426165,5.483179924,6.3285160135,6.645545604,BRCA
7.537647698,4.883878898,4.790265497,13.044669795,5.942638389,7.126093946,12.10871075,5.672716149,6.37904151738,9.788801909,11.17080781,8.95399971267,11.77465953,7.826627437,9.954407582,5.10116542067,5.766735111,4.8317607205,6.561221976,7.148936963,10.6672848,5.488973851,7.980807774,6.268430299,9.18625115,6.124127129,6.590104667,10.08758255,8.9042892375,5.194176951,8.24906789575,8.9288106782,5.36790503,8.540477891,6.992431746,10.0576530213,7.7278553315,11.331478295,10.260641451,8.5167067915,9.328193084,6.077035324,5.658621215,4.823508981,5.50458097767,14.49928798,5.664561948,6.389313513,6.632445747,6.11666479167,5.707228834,5.062004299,5.2594447425,9.596027176,14.52431873,6.671085011,6.360369215,6.225935832,5.135874705,5.190428437,5.14158408425,5.5487285326,10.64948099,5.23877014933,5.81083589,12.03758051,9.290572499,10.05466574,5.651633855,13.69550076,6.570846646,5.014814152,6.69622707,6.054275354,BRCA
7.91055448,5.682019293,5.264171629,12.98230153,5.941641146,6.25068708814,12.23392978,5.383195587,6.90819341625,8.729296568,8.780622706,8.71945055867,12.04001406,8.4517115145,9.780614043,5.82159641667,6.472573571,5.186514179,6.18410994633,6.516492413,10.19124467,5.402254249,8.3145459475,5.660003917,9.671576946,7.774014657,6.976424143,9.271638758,8.75186424133,5.254944744,7.82261999,8.7802292424,5.438135838,8.695559886,7.258286006,9.36088115533,7.1284671085,11.69631911,9.32155651667,8.468887702,7.39887433,5.99820185,5.792078748,4.633172663,5.49952783867,11.1284900313,5.432467779,6.991695086,7.288561012,5.94045973267,6.15977612,5.21345543,5.361841212,10.09834176,12.912810505,6.621982704,6.966479856,5.515077886,5.397812585,4.868898162,5.2051637345,5.542221699,10.47438056,4.97237215433,5.139460541,12.42457843,9.512108899,10.91483004,6.093766806,14.12961268,7.162091995,5.346612346,6.642795088,6.0660792465,Control
7.055746423,5.321306925,5.115211455,12.901448725,5.841099622,7.18244667671,11.96551025,5.841099622,6.87972631413,10.111855496,11.40194094,8.588727254,11.69370922,8.053666097,10.69662226,5.41723232867,5.804912672,5.282046476,7.03425695367,7.441058314,10.8955187,5.256266489,7.9312840775,5.694748763,9.349370323,7.213179877,6.410201693,9.935467529,9.13491446,5.476714818,8.18279765425,8.7950599632,6.345898074,8.398146319,7.408714249,9.67758439933,8.893920635,11.649666395,9.71733403867,6.8894093365,8.700510052,6.091970181,5.4208254045,4.993460669,5.69946011467,14.66759481,5.601110562,6.524937838,7.3117356915,6.210355966,6.047784427,5.111669081,5.7593689035,10.14243933,14.515533555,6.262194115,6.091970181,5.375136114,5.60541377,5.326799101,5.29047116175,5.3915724186,9.820243246,5.53760820333,4.894103816,12.28676141,9.488543691,8.133220736,6.54048116,13.52549699,6.308617188,5.468103682,6.5955976525,5.640752968,BRCA
6.85256423,5.202134845,4.314057196,13.345227255,5.989145395,7.271366378,11.84561169,9.348673457,6.5529899305,10.0797179715,11.19715849,8.755850344,11.52544754,7.2817545605,11.19524625,5.55476490833,5.643936437,5.136521652,7.21289602867,7.98845907,10.55708099,5.950883181,8.363719193,7.092337284,10.95930669,7.400369547,7.114213764,10.94344908,9.489530799,6.672712173,8.628701183,9.5481835408,6.759825365,8.129439032,7.492776776,9.71617004,9.5352510465,13.55168753,10.680999606,8.097828749,9.456775931,5.861342069,5.4203052295,4.82223464,5.59735468067,15.0760746733,5.437137209,6.264635533,7.3638614315,6.54684484467,6.815579031,5.256643908,5.46848766233,8.429543916,14.9749406,6.244178877,5.840847932,5.895309438,6.156543881,5.81083589,5.646294817,5.1447686846,9.840207941,5.13786996667,6.172733142,11.86752597,8.234483507,8.625965515,7.67382338,13.39262134,6.448203566,5.694818396,6.3549356545,6.21006023,BRCA
9.291666361,5.733361967,4.927198693,12.567749395,5.899484569,6.587592285,12.01701203,5.341462114,7.60110755137,8.41546512,9.005653406,8.25545181933,11.61046905,9.6364126975,10.91276982,5.47886285067,5.907137786,5.162107613,7.19476401833,7.580354917,10.37177151,5.323740468,8.00994217,6.042759915,10.70804518,7.435068318,7.590458165,9.545409111,9.251714595,5.418536788,8.05954225525,9.0012339544,5.587223392,8.067946709,8.616687708,8.83286652133,9.121049651,11.981065665,9.43648997933,8.8341510175,6.181008725,7.78313105,5.8276077135,5.096779711,5.71698393233,10.2940315303,5.375918034,6.8045219,6.638585894,6.30138612967,4.642441245,5.442621133,5.8858777265,11.59635064,13.05627132,6.679695168,7.11691865,5.48205062,5.579701547,4.682592971,5.162567732,5.2238573746,10.87936138,5.515181188,5.717889727,13.01183005,9.001071145,10.98552909,7.189209615,14.57543497,6.401567006,6.038980014,7.0119988995,5.518387553,BRCA
8.950265087,5.487205952,5.057679059,12.832913565,6.084708086,7.12159637657,11.17361954,8.537326283,6.51193653938,9.7511491455,10.50042393,8.52803081233,11.93178472,8.842132135,10.25654518,5.31204636867,5.917199751,5.3039740435,6.328962603,7.865827785,9.52338608,5.388371455,8.2637160875,6.51601958,10.27665401,7.413841832,7.15785501,10.75503384,9.23773095817,5.838328613,7.71917636725,9.3423966262,5.943283297,7.600435399,6.689303092,9.14835891633,10.36853561,11.76167965,10.2767326833,8.155621054,8.915835414,6.504465965,5.7489685045,4.668481241,5.19045183567,14.9143649833,5.563776856,6.988971848,7.7866087565,6.286350022,7.042811547,5.190033289,5.48916194417,9.218358063,14.795549445,6.842353879,6.444274162,5.435637968,5.088959125,5.427112717,5.48819416525,5.5835800438,10.26782285,5.85287407833,6.329935892,11.29220962,8.191603516,8.656300723,5.987895674,12.86342169,6.884418198,5.853628472,6.497368881,6.2996600505,Control
6.592012667,5.484791683,4.897254041,12.876117185,5.789736585,7.27824373014,12.04072818,6.147261537,6.429801268,10.584530192,10.74565776,9.0636929,11.77234975,7.6941273435,10.37922703,5.461312063,5.83074415,5.084708589,6.958562315,7.418993406,10.40755487,5.151586144,8.446684304,6.379383241,9.280446664,6.546667333,7.057399162,10.365683,9.05065703483,5.40668228,8.1664411835,9.0837101736,6.090753548,7.713285334,6.698847453,9.81358013633,8.991500668,11.84304893,9.858911688,7.9414165605,9.004375772,6.460992839,5.395905033,4.847259412,5.74966114533,15.0102008533,5.253432694,6.026806282,7.7090892595,6.255932743,5.81109287,5.287261033,5.40220329333,9.080831598,14.61562869,6.535201976,6.015254046,5.915706872,5.264922245,5.290029217,5.14878192175,5.4135094614,10.02337358,5.00355489367,5.321757891,11.8267889,9.202332696,8.91062109,6.028575367,13.11510467,6.341457111,5.529517425,6.4613233895,6.36859746,BRCA
7.680959203,5.272033689,4.87284261,12.710907205,5.69321599,6.66799436186,11.58294888,5.255511354,6.91427600362,8.6826472625,10.39480059,8.865114026,12.05629403,7.098684806,10.06785821,5.78244079367,6.271748387,5.596049021,6.30607312233,7.512564929,10.55221305,5.384059522,8.061784113,5.729220505,9.152139757,7.833714147,6.099721915,9.93833767,9.06946628383,5.411944154,7.7363626215,9.0993783712,5.596049021,7.721237853,6.516256016,9.89908857167,8.189963021,11.98689852,9.47126387767,7.841531879,7.904094356,5.916244486,5.7683724175,4.932168974,5.252183099,14.4683583733,5.564234295,6.54404145,6.973016191,6.13237345233,7.401180589,5.255511354,5.292395849,9.445998278,14.06674172,6.666902575,6.271748387,6.181803869,5.404640262,5.764746385,5.075953647,5.3116906826,10.02260748,5.58603060767,6.088741207,12.45248586,8.92018991,9.92775616,7.176101137,13.75810714,6.908516092,5.524354632,7.036744875,5.9166864415,BRCA
