@relation thedata

@attribute 1000 real
@attribute 10368 real
@attribute 10369 real
@attribute 1495 real
@attribute 1496 real
@attribute 1499 real
@attribute 1605 real
@attribute 1674 real
@attribute 1756 real
@attribute 1824 real
@attribute 1829 real
@attribute 1832 real
@attribute 2010 real
@attribute 22801 real
@attribute 2697 real
@attribute 27091 real
@attribute 27092 real
@attribute 29119 real
@attribute 3655 real
@attribute 3672 real
@attribute 3673 real
@attribute 3674 real
@attribute 3675 real
@attribute 3676 real
@attribute 3678 real
@attribute 3679 real
@attribute 3680 real
@attribute 3685 real
@attribute 3688 real
@attribute 3690 real
@attribute 3691 real
@attribute 3693 real
@attribute 3694 real
@attribute 3695 real
@attribute 3696 real
@attribute 3728 real
@attribute 3908 real
@attribute 4000 real
@attribute 488 real
@attribute 51176 real
@attribute 5318 real
@attribute 55799 real
@attribute 59283 real
@attribute 59284 real
@attribute 59285 real
@attribute 60 real
@attribute 6262 real
@attribute 6442 real
@attribute 6443 real
@attribute 6444 real
@attribute 6445 real
@attribute 6546 real
@attribute 6932 real
@attribute 6934 real
@attribute 71 real
@attribute 775 real
@attribute 776 real
@attribute 778 real
@attribute 779 real
@attribute 781 real
@attribute 782 real
@attribute 783 real
@attribute 784 real
@attribute 785 real
@attribute 786 real
@attribute 81 real
@attribute 83439 real
@attribute 8515 real
@attribute 8516 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 9254 real
@attribute 93589 real
@attribute DependentVariable {BRCA,Control}

@data
7.051402352,5.214524337,5.038053386,12.88540901,5.947438964,6.27534299943,11.33767223,5.784969309,6.06070729125,8.4289010825,8.550055208,7.95063746733,11.78950523,7.611798171,10.53801698,5.30398108567,6.169930636,4.8359390755,6.641325096,7.438794191,8.014705553,6.239603899,7.868672706,5.442289366,10.47331538,8.110550027,7.042127541,10.03888509,8.5429645305,5.576228285,8.308178057,9.3432531832,5.240897443,9.243210363,6.181605124,9.37637611367,9.978040839,12.561351905,8.94787588,7.304534698,7.382107644,6.828076569,5.5783788705,5.247843274,5.26613884967,14.7048191133,4.734319168,5.689586587,7.6815881405,6.95993952933,7.553804221,5.387510099,5.250613486,7.713010325,14.16117987,7.242319362,5.911818141,5.584068992,5.573049727,4.928502089,5.59041828775,5.4830637994,9.95258151,5.43311706567,5.500173644,11.54582134,9.302171157,8.798262085,5.349976695,13.03513077,6.631326684,6.025201173,6.73726371,6.334723431,BRCA
8.092745416,5.358089615,5.420222366,12.92565307,5.991981649,7.131665281,11.43475867,5.831947683,6.535878108,8.8322990295,10.2403087,8.24566815867,11.79991713,7.6790995035,10.5789154,5.46936544567,5.708194997,5.4467755465,6.535519258,8.342898175,9.776984476,5.295182325,7.9624000735,6.711395528,9.720655169,7.319290795,6.940933492,10.62352057,9.18007328783,5.887897624,7.88632146725,9.1030013012,6.289839651,8.324226826,6.607630381,9.36248739267,9.952970221,11.3968287,10.1216597773,8.1736588475,8.656497376,6.619123639,4.990112682,5.120197693,5.34324319367,15.05796349,6.176228636,6.140273158,7.5270631825,6.236214879,6.539395847,5.684686388,5.32864704483,9.421265976,14.5902901,6.719187291,6.174282191,5.401230463,5.38008113,5.612213331,5.54376316875,5.400048107,9.534634151,5.500445789,5.385958361,11.42477793,8.292691032,8.905267496,6.312797321,12.83735302,6.454961876,6.015030979,6.720982581,6.723933376,Control
7.30433107,5.502084908,4.694341356,13.040661435,6.010058786,7.29151062114,11.66148208,7.963923632,6.56207636538,9.005763587,10.85631291,8.37605990633,11.86184501,7.929305347,9.974988515,5.370342719,6.179018946,5.219545711,6.95978501467,9.099519506,9.868745837,5.346257748,8.309212196,5.692100223,10.11027486,8.595538276,7.08220527,10.72951477,9.52376826383,5.582263377,7.99584289325,9.264973204,5.804912672,7.402801304,6.657215268,9.38953014233,9.9265671165,12.16234867,10.426308477,7.115647436,8.256422334,6.015923042,5.3790969105,5.488491912,5.42339750633,14.93219218,5.587673458,6.366501993,7.868285,6.35607195033,7.957045617,5.550447635,5.24435827317,9.843207033,14.6393662,6.816699294,6.073504957,5.587673458,5.579701547,5.572140279,5.14774356425,5.4895095526,9.85743721,5.149677137,4.835938297,11.70381504,8.734558167,8.385475393,5.949541498,13.26600764,6.8430452,5.633148724,6.656801085,6.657059085,Control
6.75301989,5.431298057,5.139972076,12.745583265,5.97637008,6.59111954886,11.9128857,6.399859478,6.22971739863,8.2726638155,9.752473112,8.48104555633,12.80741335,8.0398757475,7.444106148,5.60972543233,5.629146211,4.7867784305,5.75840882033,7.626842693,9.00761679,5.917677146,8.8558219455,6.691398504,10.99419451,7.654924404,6.693908988,10.42071848,9.15082053767,4.840980873,8.66039633675,8.9157987572,5.391639926,8.591747779,5.934641074,10.3230354513,9.5115781165,11.9623243,10.81211709,8.4425651375,9.626001518,6.077622879,5.681263718,5.292792099,5.492048323,15.0187098367,5.337721125,6.559037171,6.867719707,5.545636954,5.936880085,5.078643187,5.540993142,9.094889963,14.61489822,7.919550328,6.152087694,6.770039856,5.483986029,5.376091736,5.746848728,4.9999847526,10.43232295,5.382866728,5.988861462,12.29564706,8.912530956,10.74402254,6.118531688,12.95175557,6.722606479,5.65836235,7.2318600375,6.176310538,BRCA
7.483253752,4.897254041,5.224784328,13.224572915,5.853877943,6.82356085529,12.34260121,6.192791506,6.331100524,8.653847866,9.720120732,8.83875205367,11.75034492,8.866067951,7.812114918,5.42666891433,6.066310557,5.103904832,6.10844654733,9.408383416,10.53769432,5.234397132,8.093597058,7.991537612,11.17577737,7.497993755,7.669223685,11.15310882,9.44121959,4.788047896,8.04048532125,9.5286912742,5.257964097,8.253411568,6.418700692,9.49927176667,10.67488522,12.40541646,10.4451043927,8.1233901535,8.448096813,7.048816858,5.5737198735,5.268856586,5.41295341067,14.8884804533,5.407702206,5.722063796,7.0430954215,6.51427352367,6.399859478,5.569484446,5.5553266305,9.093867222,14.820812395,7.855929176,6.347670638,5.78712633,5.263796174,5.760760691,5.468049199,5.6758523128,11.10294695,5.47007919633,5.30196368,10.93699877,8.710342497,10.05292838,6.322338866,14.01689273,6.837126844,5.923868951,7.0536974955,6.2388760655,BRCA
7.574974017,4.965104614,5.435554632,12.746818115,5.5828655,6.36337954043,12.20475003,6.053008806,6.31628701175,8.1920591725,9.510448266,9.145931248,12.64577331,7.999215593,7.53348767,5.175163265,6.024037736,5.103896392,5.87139509267,8.035817876,10.45361046,5.887593047,8.728623836,6.289101891,9.381100084,6.707224951,7.05696584,10.33270825,8.933464829,5.364932404,8.56007319175,9.0036360266,5.205559906,8.636045546,6.198401453,10.2326465533,9.717665021,11.647604995,10.5698849667,8.298430784,8.497094498,6.604001341,5.2723514385,5.13566953,5.673829783,14.9774764867,5.962671199,6.25333282,7.1768984575,5.95288240233,5.602001935,5.517914408,5.5918056555,9.133181475,14.40395713,7.990970633,6.201051201,5.65306808,5.874558002,5.092980397,5.637508689,5.1905305272,10.87189776,5.49080158233,6.547670085,12.08449626,9.428837044,9.831466044,5.813660159,14.08845827,6.741740415,5.579701547,7.267085085,6.020151254,BRCA
7.080127653,5.25928308,5.002940155,12.704256735,5.702942321,6.422985035,12.29067992,5.325090664,6.13572564812,7.8485119615,9.862637793,8.71457949067,12.60628034,7.538691521,7.47856968,5.387933812,6.005406303,4.934468485,5.71221607367,7.332867062,8.650370669,5.946152572,8.708228537,6.19830322,10.13424056,7.120992405,6.492819078,10.458089,9.05192720867,5.229790979,8.3266944165,8.7783750024,5.551986008,8.366301585,6.207605557,10.6110479993,8.4714794215,11.383564795,10.74449924,10.0216627,8.907943022,6.620847087,5.4194190585,4.857248584,5.52862268267,15.0132487467,5.722200446,6.608591658,6.5701470275,5.56013952733,5.785165535,5.422747045,5.53038510583,8.946965563,14.584707025,7.396478754,6.166118507,7.156439912,5.265109838,5.238988625,5.3555070315,5.3093301262,10.65288555,5.466900649,6.368249438,12.15418213,9.073834372,9.848083443,5.567888595,12.37349196,6.544698369,5.919942619,7.8094315885,6.1132183145,BRCA
7.511833926,5.402254249,4.673294659,12.88292634,5.330389211,6.66300284714,12.17175704,7.343365902,6.07451346612,8.460419718,9.247975637,8.72637779833,12.38074251,8.327505691,7.985131975,5.346825883,6.083006551,5.1370986735,5.95639658467,8.062681816,9.336345391,6.109888752,8.327804747,6.82706041,10.12647254,7.26425756,7.379597408,10.36934682,9.04214245483,5.69000583,7.9541415925,8.9391305352,5.388026974,8.595333135,5.684966848,9.94833043567,10.18857619,11.723080655,10.8441442767,8.068034868,8.865378449,6.685068064,5.3986590685,5.338790969,5.550595451,14.9657466367,5.136490053,6.785161856,7.0753805105,6.08841840467,6.70134502,5.467614719,5.39309260383,9.04801075,14.076440755,7.439417699,6.202227307,5.716724307,5.9029245,5.500970312,5.4432766505,5.3768774524,10.70804518,5.437536576,5.565758045,11.61468237,9.115226496,9.639657761,5.846751073,12.98137289,6.651845045,5.617365526,7.384987189,6.2233056235,BRCA
6.924875212,5.264734628,4.912663335,12.62871138,5.781760497,6.42648938771,12.49713337,5.579701547,6.07210505663,8.7357511355,9.80023708,8.50697980867,12.27296951,8.214467408,7.982111044,5.43129865167,5.588273328,5.0727564045,5.837794173,7.660960561,8.236326533,5.787648759,8.70490029,6.768320398,10.03091577,6.991610063,6.979456993,10.2072374,9.0875921835,5.50954641,8.6315020275,8.8864068374,5.408551594,8.346913826,6.114789302,10.7104711907,9.1498423435,11.326520465,11.05505062,8.8582775665,9.104271866,6.447005198,5.299649882,4.881923051,5.49004530133,14.4411317433,5.198898037,6.295360859,6.8160570515,5.813663676,5.928021599,5.095725349,5.8409395135,8.848717702,14.67873479,7.662634777,6.027691096,6.065072081,5.626666364,5.022602231,5.4139881745,5.4951223922,10.60610469,5.53998237333,5.842357415,11.66672787,8.560448556,9.136613813,5.702942321,12.46971692,6.556203785,5.839462851,7.2886743795,6.1149002915,BRCA
7.844362309,5.430127385,5.418874061,12.12427343,7.514519035,6.69586688229,12.09425678,6.831690829,7.10795257975,8.636667834,10.8852123,8.79912135667,13.48821363,7.1613857855,7.533176158,5.51762330867,5.726021414,4.9598345345,5.634729943,8.462247785,9.600610375,5.113545539,8.062562651,6.182896477,11.25022455,8.36573313,6.420007038,7.62607609,8.1006439875,4.766875281,8.25704968575,8.7607050838,4.830371028,8.770532686,6.520033725,10.01191871,9.969027535,13.403975805,9.937293281,8.770284653,8.884163744,6.329397776,5.8283815555,4.904256777,5.254877366,14.7567013667,5.212385731,6.894972708,6.885888901,5.88262670167,5.893915038,5.356153716,5.59168486833,8.753869513,14.44422315,7.26692969,6.684051207,4.990286948,5.135259094,5.706262025,5.437344258,5.562561557,11.08626249,5.01704524433,7.387675143,11.78706297,9.95810357,9.401989375,5.833276737,14.46865842,6.264447878,6.279290785,6.83043649,5.769421025,BRCA
