ID	1869	8317	5682	9861	8318	5686	5685	5684	5683	9491	10926	10197	6117	6119	6118	81620	23649	5708	5709	5706	5707	5704	5691	5690	5705	5693	5702	51053	5692	7314	5695	5700	5694	5701	5696	5687	5688	5689	5717	5718	5719	5557	5710	5558	5711	5713	5714	5715	5716	5422	29935	84515	5699	5698	23594	4173	5427	4172	4175	4174	4176	5426	1017	10213	5720	5721	4171	1871	1870	4998	4999	55388	5000	5001	990	23595	DependentVariable
Instance1	5.763286242	5.510179653	8.68690091133	10.66538909	6.299304767	11.45443311	10.773474255	9.0509661315	8.849890707	8.2518409835	5.334864322	9.5130720155	10.83471386	10.66108355	11.61752958	5.957224679	9.058425498	10.88129775	8.320869495	8.2415367635	10.75119697	9.52802259133	12.5173582	12.00076422	10.76621026	11.63501532	11.29749826	8.005626128	12.3793121	14.001314075	12.69883927	13.19976669	12.8865864	11.75625619	8.79769619475	12.01088989	6.854560258	13.16916718	7.502913581	7.6478096268	7.1263324395	7.9259666445	9.99408498	5.97561041567	9.139564862	11.29559693	11.16207045	8.474680533	9.08037601133	7.122160823	6.59544818	8.00728757867	12.26010515	7.8586641855	9.9652661335	8.5947996215	7.168850407	10.884339601	10.54158093	9.155963663	7.993275958	7.905163024	9.26596478	9.389707223	9.3046709605	10.57043948	8.086681778	9.274157466	7.6916757	5.790192895	8.8794769	6.161646774	6.798021749	6.47162143767	4.932168974	8.595435709	Control
Instance2	6.058322584	5.853378958	8.564460088	10.285160686	5.648473532	11.70800194	10.448362625	8.663920189	8.687945234	8.6470158575	6.001414528	9.4460828095	10.800436875	10.48441034	11.88379655	6.483780011	9.413279443	10.53048708	8.224437221	7.999641059	10.11183374	8.66293534567	12.82483353	11.8759414	11.05745385	11.39179686	11.41436827	8.134607448	12.13981521	13.81882705	12.80741335	13.22888561	12.81758135	11.4706641	8.9447929715	12.096668015	6.785227259	13.26600764	7.829676956	7.6935621724	7.061510218	7.9503875055	9.75457026633	6.06639047267	8.317719126	11.49325267	10.64810838	7.798165773	8.49440965167	6.409474951	6.81198833	8.600459581	12.49390804	8.003615916	10.6067005385	9.53925189	7.041826475	10.9670802135	10.45125262	9.501827795	9.089962561	7.56639873	8.958604237	8.918073954	9.371998932	10.25218676	8.805543271	9.646289192	6.931656836	5.868397398	9.341663989	5.2412686305	6.6596432	6.35138548033	4.948847562	8.901380658	BRCA
Instance3	6.031886566	5.877014897	8.90620358967	10.525857853	7.716204063	11.79340834	10.50004144	8.7410247875	9.15137249	8.6963432705	5.194176951	10.021838884	11.330452225	10.72737618	12.02968073	7.625491737	9.650235514	10.68183161	8.504323566	8.1305872305	9.852580664	9.13019918967	12.78740681	12.08449626	10.82365605	11.56454026	11.41436827	8.109858235	12.29328779	13.884698385	13.11183912	13.26600764	12.81545941	11.44340995	9.05267110725	12.02999728	6.345720697	13.02126635	7.058590127	7.6312576694	7.367369481	8.517100268	10.049331671	5.72399821567	8.895644291	11.34727825	10.9447818	8.203655262	8.73865177933	7.180493836	6.899994664	8.39000280033	12.68497545	7.9306158695	10.261247663	10.065924884	8.010949209	11.361670225	11.09109172	10.31119801	9.42760480833	8.099283532	9.1433668585	8.923536316	9.657715067	10.74375964	10.14873431	9.837470696	8.360672771	6.760291233	9.113990271	5.928972672	7.16277178	6.817579064	5.447257868	8.838747853	BRCA
Instance4	5.460424154	6.090118375	8.06062747867	9.7075407315	8.225232898	12.05836733	10.45335816	8.2768542615	9.228182036	8.687436261	5.818781073	9.9727633615	11.057611095	10.83441597	12.38193096	8.354404912	10.18060575	10.97310559	8.773914859	7.5951142215	10.1206141	6.501491522	12.79764436	11.77387079	11.3345919	11.41998139	11.84795592	7.40586715	12.28120423	13.10949585	12.80568549	13.52332736	13.13613647	11.21903252	8.8475481605	11.55921065	5.846751073	13.30543127	7.779327238	7.8421414368	7.3093172695	8.4986833315	9.861676143	5.36854192167	8.699078855	11.25835125	10.95004389	7.961624956	7.931835366	7.023923823	7.123296633	8.72557625633	12.81400365	7.136446259	10.6087782065	9.7613002345	7.627900667	10.974153029	10.85352421	10.38957787	10.2614579577	8.251862414	7.7178678995	9.204339515	9.7106639285	10.40029272	10.15416657	10.27390663	8.162745192	5.972354482	9.441502737	5.8136325105	6.651773306	6.714916353	5.182703468	8.994142056	Control
Instance5	6.053008806	7.431708874	8.484101233	10.5959512115	6.134329409	11.70232867	10.78654813	9.400933638	9.234303192	8.7242702675	5.07693448	9.670002224	10.93374845	10.45090222	11.96009799	6.99492227	9.590110341	10.89071479	8.821105186	8.129256569	9.671351374	8.92179205133	12.83066776	11.8407859	11.59208337	11.45657274	11.30008097	7.627900667	12.07828769	13.92393915	13.06098469	13.05669872	12.99332148	11.83572685	9.56101011525	12.108842315	6.117700885	13.09561052	8.209881145	7.9014979902	7.0417430505	8.3791173545	9.89827133933	5.95280065933	8.485629214	11.22756798	10.76553912	7.495377629	8.806992301	6.9330908945	6.667115534	8.393809981	12.58797677	8.101565847	10.471142841	9.919961329	7.098298285	10.972083198	10.66574031	9.989394899	8.69428477733	7.31664612	9.123941273	9.125523977	9.527273459	10.51648826	9.39316579	9.962375907	7.617800091	5.712603517	9.666615087	5.484010067	6.921011149	6.839917773	5.455665247	9.287309018	BRCA
Instance6	5.770572224	6.626224195	8.26577764633	10.848082905	6.828996845	11.41892796	10.42774834	8.8631824515	9.000521984	8.4071374385	5.409400483	9.9087425115	11.641461875	9.132050545	11.54965727	6.399090431	9.225973251	11.24345683	8.70989467	8.3982787515	9.965402326	9.583846924	12.17902899	11.19443078	10.94250372	10.96486087	11.24631027	6.637860622	11.73846187	13.72048402	12.48456748	13.24583793	12.26689494	11.8734596	8.584152548	12.005052055	6.573651447	12.5801856	7.178518271	7.7061769544	6.9303711535	8.4061773715	9.731642715	6.237969269	8.698601474	11.64123906	10.52858624	7.914237304	8.989253179	6.8500213875	6.578490159	8.15974847467	11.77234975	7.2109038415	10.338767298	9.3913479745	7.395150919	11.3658813	10.61958751	9.829620128	8.713813284	8.336909437	9.3759597995	8.95814749	9.187016555	9.789085739	9.344385311	10.05069253	7.123969084	6.146803484	9.241638294	5.580582579	6.784605811	6.41271170433	5.342529189	9.318577337	BRCA
Instance7	6.146803484	5.95855924	7.627110972	8.8728375605	7.527244602	11.62934992	10.644018325	7.3785163565	9.48265729	8.4601267675	5.361953639	9.738500574	10.3458464955	10.38702135	12.52245777	7.423118274	9.935902096	10.65680049	7.511675823	7.4298346275	9.622015717	6.90693820733	13.1007987	11.15733448	11.56978693	10.89071479	11.96287081	8.058737407	11.31322333	13.157660585	12.56435203	13.63630348	13.20290364	11.13455645	8.5786057585	11.7354617665	5.765011707	13.15586736	8.323506447	7.875467798	6.686317724	7.114956815	8.73350074767	5.788693131	8.039907589	10.82348291	10.5206165	7.950470054	7.89073473833	6.349361739	6.497057936	8.69044413033	12.88210333	6.83554656	11.251370817	9.8864762635	6.452575359	10.2529778765	11.31896656	9.718905756	10.761045422	7.690279365	7.9728052855	8.944917819	9.300249878	9.808852038	8.860746456	11.29154789	7.972134198	5.301415026	9.669098149	5.98214856	5.968327676	6.868407698	4.998433881	8.337779235	BRCA
Instance8	5.920180882	5.6227922	8.898296117	10.79613101	6.264072495	11.64258438	10.769831575	9.1253842295	9.291090747	8.620017522	5.64530627	9.2760823915	11.06229666	10.88785292	11.90810746	6.126245653	9.369358036	10.69844447	8.336351598	8.211239684	10.03091577	9.79916599967	12.69358176	12.15122597	11.0497977	11.82808501	11.45279735	8.684959947	12.50318977	14.498215135	13.11366653	13.00161496	13.09426251	11.70725139	8.783384793	12.028265245	6.573196985	13.21631242	7.77748732	7.6144880158	7.234214257	8.4155051985	9.853346974	6.32473713233	9.248106134	11.40859261	11.11113911	7.468178286	9.42022077033	7.048256226	6.167122676	7.79524891633	12.21574693	8.2246126895	10.1636613075	8.483937859	6.995289824	10.8098750475	10.45750942	9.461746027	8.35263474667	7.956610113	9.321425499	9.321866737	9.5777333365	10.40712464	8.42352683	9.654399345	6.945271536	5.120093989	8.795261354	5.608752813	6.659429135	6.90348309733	5.346169084	8.482577193	Control
Instance9	5.598879718	6.783656769	8.88636976267	10.937703845	7.900868506	11.79600727	11.171571995	9.5892770755	9.326081763	9.0434887545	5.157459364	9.7701113155	11.49735519	10.77226531	11.92126273	8.000734017	9.357783524	10.77621939	8.72948575	8.18494516	9.475936612	9.37684093033	12.70613234	12.05268701	11.46641824	12.04345466	11.52775569	7.856053718	12.32769025	14.242274775	13.2409799	13.12983363	12.64414927	11.69149721	9.38378296975	12.202062635	6.4876838	13.25798962	7.904907218	7.5683183254	7.654837992	9.0643521695	10.185042339	6.02795948867	8.543090924	11.32669367	10.87349431	7.617451165	8.972024704	7.4543940705	6.640032041	8.29143898133	12.7295762	8.2093419145	10.517727571	9.9714342365	7.782983675	11.446472425	11.10430408	10.12722736	9.039656623	8.048106907	9.1526830635	9.43457148	9.713952053	11.33112984	10.16944939	10.12192882	8.258590913	6.614640376	8.989182391	5.9714513915	6.944217536	6.783116074	5.620154746	9.139008401	BRCA
