Instance10	5.672857555	5.564234295	8.19283079433	10.2426533225	5.634020526	11.47931054	10.75364457	8.8337158815	9.010990369	8.7916525815	5.619861398	9.6858681675	10.656153568	10.47860813	12.52742331	6.420975498	9.162543096	10.99939073	8.330638085	8.0296321255	10.32115896	8.551578614	12.93429355	12.03287579	11.10029786	11.70928645	11.5798723	7.877009719	12.25199131	13.80215118	13.04382794	13.33363132	12.97797754	11.50843622	8.625664425	11.91235316	5.980660139	13.283571	8.023866778	7.5810767716	7.3863176745	8.3222045595	9.840100938	5.43016628233	8.590662948	11.35860878	11.21306793	8.383500319	8.73795495033	7.011695558	6.536368163	8.821606451	12.50251243	7.317170943	10.3375133275	9.5799737185	6.840718531	10.736889649	10.32795428	9.648331121	8.80992016633	7.391761545	8.766958367	9.153799716	9.4034636305	10.61404749	8.675799285	9.387097072	6.888624921	5.431298057	8.984704068	5.6783599625	6.773670433	6.49954063167	5.096358059	8.823646775	BRCA
Instance11	6.357820835	6.262476028	8.18064090833	10.577858394	6.619270395	11.8759414	11.046464365	9.4774367275	9.242120816	8.556797319	5.364757352	9.590603746	10.87490854	10.35810202	12.53830178	7.033563754	9.645109494	11.39453251	9.223954101	8.0982242125	10.69342622	8.97602061	13.12486126	12.12322914	11.66819594	11.92020965	12.05268701	7.152236984	12.67639685	14.083072915	13.41920247	13.33363132	13.04382794	11.87114877	9.25143050475	11.9258899	6.615670554	13.37355718	7.705910749	7.531306061	8.11485924	8.1297927905	10.334183228	5.90699724167	8.449521268	11.40579844	11.11880178	7.723969969	8.28615040767	7.008129683	6.798896608	8.19852639733	12.78963253	7.916556046	10.1060462435	9.126565767	7.713319706	11.30175136	11.00715715	10.07634836	8.000714493	8.622089465	8.5614408535	9.461459559	10.00021257	11.21259383	9.157436075	9.342830898	7.227811157	6.012574958	8.519529251	5.665348624	6.487482832	6.52906469167	5.255700175	8.823479598	BRCA
Instance12	5.853877943	6.004058206	8.88005368833	10.984879545	7.051647054	11.69988051	10.93362771	9.685313076	8.998534812	8.8019921295	5.711089607	9.630875787	11.11875956	10.88129775	11.75528414	6.567884319	9.278554651	10.89883964	8.2669635	8.328537455	10.1126777	9.57487227933	12.75717127	11.90740908	11.25407804	11.88081762	11.23443143	7.373955101	12.32501877	14.491124715	12.99983714	13.13233509	12.91282298	11.80634431	8.9507337465	12.17366339	6.566895523	13.2409799	7.292669322	7.6724419354	7.2086747845	8.207026822	9.951140842	6.10699417833	8.627881407	11.46972335	11.17235267	7.889977115	9.09427385867	6.914785761	6.553902353	8.12052771933	12.35836419	8.0106371615	10.4203475115	9.3320368985	7.322110956	11.06146347	10.66204549	9.327003038	8.527335664	7.321637554	8.893995041	9.340262451	9.521496672	10.83234438	8.895530694	10.01526211	7.045216672	5.59381033	9.069960645	5.6015955305	6.786077228	6.825976426	5.455336468	9.037218243	Control
Instance13	5.687208569	5.752622329	8.880792656	10.736331835	6.327333135	11.27473356	10.770072085	9.488075207	8.571298649	8.5966959745	6.132068463	9.672739215	11.29475415	10.4887367	11.64562254	6.362562487	9.185483232	10.91120492	8.351912203	8.1168607075	10.54158093	9.456908841	12.82346582	12.10354363	10.8264931	11.78564057	11.44205205	7.243509918	12.43809276	14.375350355	12.87339418	13.33363132	13.01841933	11.76992885	8.77483141125	11.58132609	6.84768731	13.35753005	7.777684566	7.6721130478	7.338070516	8.176539011	9.852050299	5.90664606667	8.923848251	11.4091179	11.40466276	8.335592591	8.72173289	6.9100955155	6.685173215	7.93139199867	12.3181333	8.169821621	10.273987442	8.9337085745	6.816699294	10.9823843865	10.47189392	9.282845833	8.33408606133	7.471189747	9.195934583	9.242734159	9.3721657175	10.70265129	8.423925951	9.817175993	7.30193311	5.569028668	9.036579657	5.920258538	6.477965145	6.67563750033	5.375918034	8.776993161	Control
Instance14	6.099827094	6.097932696	8.614266504	10.333964758	6.469727786	11.14309317	10.077107125	8.213074375	8.292046787	8.8688822105	5.441791574	10.282808745	10.666982815	10.55403266	12.03723816	6.360193609	9.086873394	11.29922535	8.940387841	7.960534248	11.0443909	9.322948958	12.72020477	11.79600727	10.41271832	11.524772	11.54053263	6.427443278	12.80254267	14.38538722	12.87039849	13.19318117	12.86518429	11.43412272	8.788515201	11.1392085065	7.183985468	13.17957018	7.454322173	7.4564646934	7.503212916	8.30919878	10.2376439163	5.90581402733	9.276660153	11.35629255	11.05474016	8.03524054	9.00997914267	7.2390370655	7.17689899	7.87122307133	12.37045183	7.9034055435	10.227964657	8.8844057575	7.518655368	11.261461695	10.18746996	9.760229732	8.46409499267	8.892179346	9.7479615385	8.091145926	9.968680969	11.5968724	8.850203347	9.061938927	7.237642883	5.611033099	9.243103231	5.5090356035	6.78934168	6.72834066067	5.297201735	8.635528703	BRCA
Instance15	5.927310565	6.738163632	8.50801697	9.9233879005	7.759923335	11.01772728	10.29108096	8.0503769725	8.531830892	9.062980137	5.322839634	9.666771214	11.21590727	9.580042347	11.80073018	7.313837914	9.517788029	11.29559693	8.424944257	8.0551081435	10.17550624	9.004298777	12.28120423	11.26201864	10.43684194	11.38801744	11.91738897	6.166771297	11.92203438	14.256090485	12.6125864	13.36098494	12.36194933	11.43208526	8.44802842625	11.09673553	5.822864756	12.85150121	7.252431567	7.5603097212	7.143702287	8.1555588695	9.77420149833	5.73925937133	9.598322922	11.23866464	10.7304916	7.876150279	9.159078751	7.31912801	6.683560055	7.80959303467	11.92850738	7.367289616	10.0955035995	9.071601972	7.750105877	10.822579484	11.00415042	9.462104032	8.306388692	9.091660914	9.3160147545	8.212011301	9.463868115	10.74539725	9.181134316	9.928363336	8.462748793	5.48527486	9.108740796	5.612943184	6.748599179	6.85516244833	5.234397132	8.887343342	BRCA
Instance16	6.0664182	5.769514729	8.870571599	10.325118734	7.578488036	11.54370625	10.244801125	8.260593436	8.181178507	8.8336966435	5.65607532	10.03856784	10.39328649	10.64948099	12.21510531	7.478852772	9.521659876	11.13429814	8.831276461	8.127320089	10.64225055	8.89299942433	12.84191128	12.04827069	10.38522909	12.03524768	11.75880629	6.689897101	12.98742218	14.371791605	13.10574654	13.25089354	12.9597684	11.35888208	8.6298253915	11.215516436	7.014302633	13.41920247	7.440414751	7.6894287584	7.332220609	8.63293609	10.1945770437	5.92688192933	9.400581223	11.11250811	11.1794428	8.181178507	9.17779723033	7.454481784	6.610770643	7.78460812933	12.59087361	7.570979119	9.8952105075	9.457132773	7.91898414	11.456037835	10.9783031	9.955810122	8.45954481	8.511556122	9.532128788	8.383219488	10.138422425	11.40689869	9.625197931	8.857670911	8.146264608	6.217720863	8.998534812	5.37648159	6.805457319	6.79523996967	5.727111263	8.719338441	BRCA
Instance17	6.240701309	6.010394529	8.944399701	10.3559830305	6.482005732	11.28199972	10.031682247	8.1084162645	8.371668982	8.870272829	5.605487851	10.0152804485	10.861074535	10.9447818	11.98277091	5.812890452	9.375713432	11.15202194	9.203617871	8.2623984705	10.77919838	9.17260576333	12.89900003	11.88149458	9.750766068	11.71972476	11.51681803	6.335038012	12.91025583	14.532993875	13.00770101	13.17478142	13.06490613	11.34861214	8.54955897875	11.2757608715	7.150486375	13.23568448	7.505535937	7.2649298594	7.3202222285	8.4837444445	10.196065935	5.82199268833	9.362470505	11.19567996	10.95100801	8.480246059	9.14382359133	7.3267110305	6.778573689	7.798830339	12.07353083	7.910165262	9.8329397695	9.0958669535	7.949609524	11.169296335	10.54074827	9.773436423	8.410838317	8.772299004	9.817272827	8.022646788	9.985059859	11.21935325	9.405535663	8.667928594	7.325532861	5.726293954	9.406960242	5.4173776	6.87116946	6.76381618433	5.112503363	8.496515403	BRCA
Instance18	6.12918576	6.346607361	8.806744591	10.421853277	8.038481623	11.55392216	10.359469555	8.317625592	8.591598196	8.81904828	5.55659131	10.19683679	10.620424425	11.12425722	12.11639279	8.04360305	9.551372359	11.1794428	8.741956615	8.2782737305	10.63522863	8.92405041767	13.1007987	12.14106624	10.31271881	12.24753009	11.90133466	6.158463896	12.76637057	14.528822965	13.34320241	13.34505663	13.35514394	11.63567744	8.913108555	11.3260081805	6.878146348	13.36856584	7.656498381	7.6894317488	7.4457350635	8.705581547	10.2603164373	5.94728233467	9.630012754	11.51777531	11.18505522	8.085394281	9.109153747	7.345900669	6.415746521	7.22130205967	12.41466417	8.501987071	9.9305064935	9.5713605475	8.122958834	11.174427615	11.03059147	10.02058454	8.47082142633	8.567443842	9.1966010805	8.509835486	9.932881007	11.61805062	9.897747581	9.626777286	8.1655868	6.419754289	9.126105027	5.815480992	6.716514688	6.84822423767	5.449323037	8.864341803	BRCA
Instance19	6.065072081	5.730919264	8.95256539667	10.54491829	6.812405567	11.30388933	10.11792223	8.308170906	8.520521573	8.8903112945	5.561181958	10.22396564	11.17905754	10.84615266	11.90965135	6.691398504	9.101726968	11.34028702	9.149125411	8.184550345	10.82382918	9.66285448533	12.86051578	11.82101269	9.958574872	12.26795863	11.48849306	7.049851612	12.88385376	14.343984755	13.25089354	13.13233509	13.08056861	11.60772112	8.3669006075	11.399220835	6.95239509	13.21954598	7.566208434	7.3888732006	7.349538107	8.528158071	10.3938326523	5.97034949167	9.077110201	11.61752958	10.87818911	7.830675431	9.19832628067	7.188619934	6.839333325	7.406009218	11.93257475	7.643972117	10.0772368515	9.345582263	7.739039878	11.13629055	10.53205419	9.657604783	8.71205232367	8.792042831	9.742178486	8.244412747	9.7076462655	11.45443311	9.297742323	8.975526388	7.252739043	5.94872421	9.084543421	5.261210656	6.790580238	6.566929743	5.48205062	8.673027334	BRCA
Instance20	5.901899413	4.990286948	8.68873067867	8.4163495475	7.614086121	11.4763312	9.5161275375	7.80319951	7.915522581	8.157832757	5.123512303	9.204907435	10.585395104	9.955032716	9.074115449	8.235058209	10.10847909	11.49398064	9.371014877	7.061064784	10.62937509	8.796986519	13.00161496	12.45159499	6.600325977	11.19346855	12.20190804	5.290397907	12.52245777	14.572620915	10.61739655	13.83149977	10.15177801	10.79459886	8.68547243025	9.5418326785	8.340140655	12.68048706	8.081351779	7.204767331	8.07120391	8.5665834615	9.88560113	5.90527172967	10.15739466	11.90579323	11.89968368	8.667644801	9.038342853	6.212221867	6.734984332	7.03454756133	10.47506236	8.2761462235	9.8710179655	8.9400510145	8.140089864	10.579241791	10.53323265	9.817791564	7.38486775267	6.664629054	9.453635543	8.671807401	10.046635579	11.5343468	9.090953388	7.570673773	9.009885376	5.852005861	6.164912581	5.530822762	5.716038325	6.91194087533	5.212385731	8.625965515	BRCA
