@relation thedata

@attribute 122622 real
@attribute 1373 real
@attribute 158 real
@attribute 159 real
@attribute 18 real
@attribute 189 real
@attribute 2571 real
@attribute 2572 real
@attribute 259307 real
@attribute 2673 real
@attribute 27165 real
@attribute 2744 real
@attribute 2746 real
@attribute 2747 real
@attribute 2752 real
@attribute 2805 real
@attribute 2806 real
@attribute 2875 real
@attribute 435 real
@attribute 440 real
@attribute 443 real
@attribute 445 real
@attribute 5471 real
@attribute 56954 real
@attribute 64902 real
@attribute 790 real
@attribute 7915 real
@attribute 84706 real
@attribute 8528 real
@attribute 8659 real
@attribute 91703 real
@attribute 9945 real
@attribute DependentVariable {BRCA,Control}

@data
7.00916001233,8.143716264,11.70928645,9.5476228025,5.38116950267,6.299304767,5.38304633667,5.784118687,5.3139324875,9.9380304435,5.69462499,9.170414035,12.60350703,7.436838787,6.847425386,9.713172168,10.97008092,9.335234645,5.83683751267,8.373101223,8.215073211,9.37872430833,8.620110863,9.786939812,5.862210374,8.449314912,7.8745592845,11.7416567,6.211149067,9.4251470335,5.158974417,9.221031882,Control
6.77223276467,7.287899629,11.59532989,9.6123935465,5.576464594,5.823883874,5.555093649,5.641409649,5.3868104,9.34545895,5.939855093,9.182904002,12.26503342,7.060293663,6.340358172,9.446732392,11.37383049,8.59117741,6.53944862067,8.344108418,7.109650796,9.09953169133,8.290227544,9.792209165,5.636777762,8.559186941,7.8522675325,10.66176054,5.86328205133,7.7223137215,5.229406468,8.663425681,BRCA
6.368644342,8.409816389,12.23463043,9.7215995865,5.47866963533,5.346612346,5.46421904767,5.149148835,5.5205412945,9.29320491,6.6881603085,8.632641862,12.46516723,7.610602489,6.09350492933,9.940893908,11.74755745,8.119798553,5.98821381033,8.681968469,5.911578492,8.95238432333,9.23553628,9.978374813,5.084076226,9.537820753,7.988364494,10.78342824,5.819707848,7.61603788025,5.595452376,7.009271932,BRCA
6.515340765,7.885118455,12.55220564,8.856270335,5.55787428767,6.281471652,5.54813415467,5.850631456,6.1854901165,9.2711507935,6.1309256235,9.160338576,12.32574401,7.461604526,5.982867673,10.41429442,11.92672973,9.022313104,6.36214884633,8.885774078,6.16330311,8.914729651,9.075560123,9.90843808,5.535750687,9.358629843,7.499128527,11.05900997,5.41386779067,8.46760880925,5.739855695,7.497774262,Control
6.829527269,6.87375515,11.78113439,9.7284822005,5.70309750667,5.878916116,5.30357325,5.651059765,5.8195336145,10.2137771165,6.0827064,8.660014728,12.52393564,7.260334165,6.25608953533,9.570406539,11.56729791,8.747589748,6.114856599,8.841565019,6.499092958,9.52809618633,8.962217233,9.910005977,5.612950486,8.493376264,8.203099012,10.35208789,6.00241781533,7.51554119025,5.607338636,7.738600872,BRCA
7.06778512333,7.456952162,11.69454954,10.562819107,5.51417857267,5.625863148,5.448684967,5.703219255,6.2042813735,10.046922905,6.4528711575,9.003350039,13.08801473,7.518655368,6.86925192467,10.20351353,11.58210918,8.058060912,5.974517017,8.7349808115,6.914268889,9.076458916,8.876809389,9.592513625,4.836948221,8.155856887,8.18123385,10.2853274,6.10535258233,7.8936350345,5.37052286,9.604535218,BRCA
6.844981819,8.442136029,11.90579323,8.988691264,5.851328677,6.365014999,5.79339804,6.046584505,5.2726163765,9.1164030025,5.73579942,9.145690907,11.7646924,6.776041872,5.78809716133,10.3362558,11.50616141,8.143282598,5.881244417,9.3170075525,5.219373048,8.28704044033,7.585190017,9.822443813,4.726030068,9.011158142,7.502647819,10.68519142,5.0667107,7.90536199975,5.587223392,8.010809379,BRCA
6.66753475033,7.263459649,12.10010062,9.8667531445,5.58262949933,6.176228636,5.31003055167,5.820441464,5.680256454,9.725809339,5.882841981,8.939837117,12.46187723,7.352023833,7.01721220833,9.869532589,11.31514972,7.836604479,5.579635892,8.6209947135,7.953456048,8.62891855233,8.573761846,10.28488803,5.313437469,8.488313278,7.818463286,10.31037169,5.97049618367,7.86128788125,5.770704357,9.578250555,Control
6.42085294333,7.997717391,12.28491381,10.0259546485,5.77540273467,6.092128797,5.29941082167,5.821079567,6.08065771,9.6142033185,6.375538511,8.727649179,12.55220564,7.189481445,6.22851342967,10.29228169,11.70655442,7.825119583,6.26025557633,8.817805313,6.061674282,9.17265771767,9.401680126,10.12484543,5.520745364,8.867071067,8.232125413,10.01191249,5.89527711833,8.279317676,5.784053233,8.240840365,BRCA
6.76847749733,7.895849595,11.66204091,9.249646524,5.54244468267,6.382499203,5.29248360533,5.921252584,5.6441686615,9.3968847235,6.4923185605,8.884385094,13.07861622,7.344298405,6.17874161233,9.589230319,12.01315176,8.816600606,6.00934849367,8.937979761,6.875107712,8.96241375,8.551228685,9.84355253,5.328236218,8.570644248,8.225429243,11.29724747,5.80908172033,9.359944147,5.871604195,7.178916585,BRCA
