@relation thedata

@attribute 10699 real
@attribute 154 real
@attribute 207 real
@attribute 2778 real
@attribute 2782 real
@attribute 2792 real
@attribute 2908 real
@attribute 301 real
@attribute 3320 real
@attribute 4790 real
@attribute 4846 real
@attribute 4878 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5970 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute DependentVariable {BRCA,Control}

@data
5.30196368,11.54446475,9.746089281,8.533866741,13.02719506,5.028139516,7.18425028167,13.93264756,11.0093826917,12.34771002,8.903363049,5.938998052,6.685313404,6.299304767,7.0703331436,8.69026092,13.11037161,13.59313376,12.33572539,Control
5.609778043,9.806066679,9.68028616833,8.84345400733,13.00956452,5.682862067,6.69507245733,13.58466312,11.030777654,12.34109771,8.765461089,5.282820861,7.098719371,7.09127967,7.6111323212,8.669346719,12.75620088,13.5121695,12.47764072,BRCA
5.024598103,9.953964008,9.69256516467,9.29076107,12.9979954,4.963487128,6.72158522333,13.32090986,11.1437694107,12.51631937,7.420257374,5.395243853,6.212526175,6.323194968,7.448654099,9.073024297,12.13760287,13.47944813,12.54827894,BRCA
5.249456007,9.946928611,9.98949733167,8.629147321,13.11510467,5.29683478,6.71895967033,12.85738045,10.6939344647,12.26985874,7.314019254,4.694202049,5.584068992,6.299945779,7.6522265588,7.67194989,12.20536419,13.35270561,12.76004735,Control
5.491621645,10.73333763,9.506100771,9.35589447533,12.87743566,5.536217098,6.84745465533,13.29267684,11.2182175033,12.37603319,7.122365029,5.406342144,7.405441727,7.300126299,7.950268865,9.268495874,12.34682957,13.37889296,12.45248586,BRCA
5.773212576,10.69117233,9.688092646,9.078168623,12.98372673,5.717272857,7.09579860233,14.3269231,11.374489615,12.87483063,8.804696631,5.093825554,7.460253403,6.725540512,7.4183463498,9.673230059,13.11510467,13.71343219,12.66384721,BRCA
5.14487361,10.40664113,10.0480993307,8.46320594233,12.64120964,5.442621133,6.928798903,12.55220564,10.4929184813,12.52075501,7.657248993,5.192698437,6.662423158,7.476910459,8.3350079456,7.262755244,12.34260121,13.29267684,12.61750082,BRCA
5.780251855,10.37511578,9.436876068,8.875123686,12.98945487,5.865554662,7.43925211467,13.47298527,10.7716702567,12.20475003,7.356058229,5.380600673,6.020263967,6.726903149,7.757716558,9.194320487,12.57155186,13.44200721,12.74796537,Control
7.573630384,9.863040638,9.58057105933,9.29028807333,12.96993872,5.659076304,6.620072953,13.2433667,11.3126835957,12.42766909,7.29075873,5.375570566,7.205282841,6.426437217,7.6719006758,9.012625324,12.3148028,13.70458133,12.4865699,BRCA
5.039150733,10.26842537,9.75364579767,8.55731348,13.02126635,4.958159726,6.939337943,13.41920247,10.9901063043,12.09766027,7.784080438,5.127025752,7.606018576,6.76752611,7.3060563712,8.33670864,12.71572616,13.30755735,12.57561022,BRCA
4.916251205,9.730436649,9.592833039,8.86041017833,13.00161496,5.704879743,6.77113542967,13.42222975,10.8381684493,12.2590489,8.130108627,5.015706349,6.657000843,6.847562044,6.9076540764,8.687254178,12.72208073,13.38150649,12.59449147,BRCA
5.557051033,10.29166028,9.66262953467,9.172881566,13.04989878,5.291135005,7.20731287333,13.33363132,11.034315424,12.38541089,8.107872385,5.675400482,6.822223857,6.739109305,7.509195938,8.875473781,12.77087865,13.60583775,12.7232493,Control
6.05273717,11.17261832,9.935713008,8.796592193,13.26893746,5.465820435,7.276800571,13.80581744,10.7678923323,12.24889125,8.882277076,5.704879743,6.672535396,6.521369295,7.3656981534,8.978067698,12.97797754,13.47298527,12.52742331,Control
6.225550292,10.20351353,10.2127518167,8.711268495,13.29995283,5.973617732,6.895226918,13.92897912,10.9296346363,12.29388695,9.452334495,5.535906174,4.904979261,5.09930704,7.1534205814,9.226388785,12.99135537,12.16391545,13.2860567,BRCA
8.930486858,9.777124244,10.3303371883,9.207844615,13.17700839,6.049636893,6.782449234,12.96993872,10.482276888,12.41257918,9.123811749,5.089806641,5.472171943,6.107798352,7.0222287176,8.761435816,13.22427159,12.44601199,13.16228672,BRCA
5.115003321,9.77965006,10.0295226957,8.61201467833,13.33363132,5.732683853,6.59855268567,13.50065522,10.592174145,12.40655986,7.846651776,5.355449107,4.944168843,6.07692847,6.9209080238,8.629266563,12.53522562,12.2076581,13.15138292,BRCA
5.331822758,10.16002932,10.1231177773,8.82288182267,13.36856584,5.542111953,6.70978570133,13.18452521,10.5236420607,12.32574401,8.26545228,4.624723041,5.538546893,5.439300032,6.8965544166,9.515749664,12.56790862,12.15610687,13.15138292,BRCA
7.51942224,9.667422551,10.182290716,9.12620744833,13.36355512,5.655216748,6.837781602,13.14374197,10.635449282,12.39966386,7.995118605,5.406342144,5.070616072,6.101508918,6.895239566,8.496794995,12.61931219,12.43207997,13.08540943,BRCA
8.168723664,8.990643721,10.3257906717,9.14021016267,13.29267684,6.118635505,6.43078650867,12.77284039,10.359324125,12.00382718,7.619066537,5.362129031,5.353156751,5.379907907,7.0040046146,9.61434228,12.52524557,12.39881323,13.04201932,BRCA
5.135259094,10.73333763,10.2867156497,8.17602958933,13.38150649,5.537615426,7.52131209233,11.11985886,9.11059015067,12.05629403,9.882139059,6.303329264,5.027033758,5.039808741,7.4112322548,9.315772892,12.50816376,8.929717871,10.82365605,BRCA
