@relation thedata

@attribute 10672 real
@attribute 10681 real
@attribute 1432 real
@attribute 2767 real
@attribute 2769 real
@attribute 2770 real
@attribute 2771 real
@attribute 2773 real
@attribute 2776 real
@attribute 2782 real
@attribute 2783 real
@attribute 2784 real
@attribute 2785 real
@attribute 2786 real
@attribute 2787 real
@attribute 2788 real
@attribute 2790 real
@attribute 2791 real
@attribute 2792 real
@attribute 2793 real
@attribute 5028 real
@attribute 51764 real
@attribute 5321 real
@attribute 54331 real
@attribute 55970 real
@attribute 59345 real
@attribute 64805 real
@attribute 6714 real
@attribute 6915 real
@attribute 94235 real
@attribute 9630 real
@attribute DependentVariable {BRCA,Control}

@data
8.5717472095,6.97244898767,5.5612686795,11.36612562,9.246622521,6.097670028,11.98415862,8.276218788,6.808774778,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,4.87013196,5.452703528,6.313976471,7.365471921,7.23239964,7.5026355755,5.851693612,6.89592443067,5.17689135433,5.091711732,6.563429392,BRCA
8.5570198115,6.389883566,6.791169903,11.23978961,8.878435012,6.6687748565,12.06588572,8.495976037,9.546605663,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,5.555211263,5.285412622,5.476714818,8.135274649,10.07238089,7.2400353085,6.805296083,6.98144085767,5.525142298,5.551986008,6.288640599,Control
8.1488016765,6.757115983,6.935865955,11.54241539,8.70989467,7.184102984,12.19850959,8.069988244,9.998851701,13.26893746,8.616586634,6.362562487,5.550447635,5.650485447,9.04801075,8.825389039,10.33248729,13.11366653,5.465820435,6.122264392,5.45451419,5.293711886,5.605339686,8.384871286,10.16363116,7.055096439,8.463842227,6.75905554167,5.234299088,5.238988625,5.916841601,Control
6.9824309615,6.61616787567,6.23780006725,11.88448737,8.919415413,5.4787995935,12.44264168,7.185869332,9.061277435,13.29995283,9.333972157,6.798118982,5.149758548,6.389270486,9.210939846,10.09517319,10.07411507,11.61680165,5.973617732,6.768981971,5.263796174,5.119782831,5.276507133,6.997860083,9.560920839,5.9799251475,7.967631374,6.82951290367,6.07044564433,5.827953159,6.469727786,BRCA
7.555290803,6.60558999133,6.155251749,11.6188926,9.589230319,6.159811817,11.06323009,8.076790383,9.803614982,13.17700839,8.807251164,7.068028862,6.121642945,5.614423668,7.763878152,9.531343017,10.34356359,11.8968755,6.049636893,5.93841004,5.532793245,5.44062939,5.421737703,9.073024297,9.949207023,6.9163256205,7.197317764,6.91208436433,5.95986095067,5.706262025,7.034802057,BRCA
7.1053956975,6.784302337,6.273689165,12.24637996,9.006446093,5.6032236615,12.03914706,7.526814397,8.90929393,13.33363132,9.157436075,6.86950478,5.995773509,6.663917843,8.979483163,10.26174268,9.641921287,11.32190853,5.732683853,6.655642073,5.564996371,5.110625549,4.909306588,6.821203566,8.788074828,6.976093136,8.733287497,7.22720437133,5.73599947067,5.641409649,6.193383055,BRCA
6.970794802,6.51405773367,6.46315116575,12.05836733,9.226822258,5.6081323905,12.10567621,7.296712346,8.5896522,13.36856584,9.539954171,7.120059311,5.836183727,6.132685436,9.24482828,9.81791145,9.90199107,11.52829551,5.542111953,6.354827336,4.995271094,5.023045997,5.034316149,6.808678261,8.870851027,5.6412905805,7.198816104,7.35444662233,5.88052338667,5.59381033,6.767724723,BRCA
7.221473383,6.433898499,6.3805448535,11.74635698,9.710479778,5.800661023,11.80901857,7.53251397,8.886520521,13.36355512,9.306620611,6.63161771,5.527642182,6.202227307,9.252961701,10.64035818,10.08386525,11.49170796,5.655216748,6.385522173,5.55659131,5.24660879,5.172938736,8.086854242,8.673027334,6.3980360365,7.224390341,7.03736704367,5.67454364833,6.083006551,6.442492064,BRCA
7.2319628505,6.36224381667,6.522968526,11.79550409,9.810861239,5.52926424,12.54827894,6.843359327,8.45292188,13.29267684,9.583727381,7.036891003,5.981059894,6.371171674,9.485326755,10.08672709,10.49650957,11.7674087,6.118635505,6.586919049,5.863945417,4.808142121,5.501288856,7.432878264,9.538005127,5.8819921345,7.443981873,7.07743364033,6.06119661767,5.938762876,6.718296974,BRCA
6.895077292,6.073822667,6.65967948325,11.7820728,10.57174817,5.47662364,12.35457868,8.285946739,9.284894137,13.38150649,9.930146364,6.360983667,5.052688948,5.59724157,9.799800123,8.329326713,7.075401932,12.75033439,5.537615426,5.687628504,5.823692844,5.077041333,5.167730486,6.412997934,9.576399845,5.8308617525,6.472573571,6.94510312533,5.494402642,6.034420016,5.80517071,BRCA
