@relation thedata

@attribute 10181 real
@attribute 10189 real
@attribute 1022 real
@attribute 10236 real
@attribute 1025 real
@attribute 10250 real
@attribute 10262 real
@attribute 10291 real
@attribute 10421 real
@attribute 10594 real
@attribute 10907 real
@attribute 10914 real
@attribute 10921 real
@attribute 10946 real
@attribute 10949 real
@attribute 10978 real
@attribute 10992 real
@attribute 11051 real
@attribute 11100 real
@attribute 11198 real
@attribute 11338 real
@attribute 1477 real
@attribute 1478 real
@attribute 1479 real
@attribute 1660 real
@attribute 2068 real
@attribute 2071 real
@attribute 220988 real
@attribute 22826 real
@attribute 22916 real
@attribute 23020 real
@attribute 23450 real
@attribute 23451 real
@attribute 24148 real
@attribute 2521 real
@attribute 25920 real
@attribute 27316 real
@attribute 2957 real
@attribute 2958 real
@attribute 2959 real
@attribute 2960 real
@attribute 2961 real
@attribute 2962 real
@attribute 2963 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 29894 real
@attribute 3178 real
@attribute 3181 real
@attribute 3183 real
@attribute 3184 real
@attribute 3185 real
@attribute 3187 real
@attribute 3188 real
@attribute 3190 real
@attribute 3191 real
@attribute 3192 real
@attribute 4116 real
@attribute 4331 real
@attribute 4670 real
@attribute 4686 real
@attribute 4799 real
@attribute 4809 real
@attribute 4904 real
@attribute 5093 real
@attribute 5094 real
@attribute 51362 real
@attribute 51497 real
@attribute 51585 real
@attribute 51639 real
@attribute 51692 real
@attribute 53981 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 55749 real
@attribute 56339 real
@attribute 5725 real
@attribute 57794 real
@attribute 57819 real
@attribute 6426 real
@attribute 6427 real
@attribute 6428 real
@attribute 6429 real
@attribute 6430 real
@attribute 6431 real
@attribute 6432 real
@attribute 65109 real
@attribute 6625 real
@attribute 6626 real
@attribute 6627 real
@attribute 6628 real
@attribute 6629 real
@attribute 6632 real
@attribute 6633 real
@attribute 6634 real
@attribute 6635 real
@attribute 6636 real
@attribute 6637 real
@attribute 6749 real
@attribute 6827 real
@attribute 6829 real
@attribute 6872 real
@attribute 6874 real
@attribute 6875 real
@attribute 6877 real
@attribute 6878 real
@attribute 6880 real
@attribute 6881 real
@attribute 6882 real
@attribute 6883 real
@attribute 6884 real
@attribute 6908 real
@attribute 6917 real
@attribute 6921 real
@attribute 6923 real
@attribute 6924 real
@attribute 7307 real
@attribute 7469 real
@attribute 7936 real
@attribute 79869 real
@attribute 8106 real
@attribute 8175 real
@attribute 8178 real
@attribute 8243 real
@attribute 83443 real
@attribute 84844 real
@attribute 8683 real
@attribute 8731 real
@attribute 8732 real
@attribute 902 real
@attribute 904 real
@attribute 905 real
@attribute 9128 real
@attribute 9150 real
@attribute 9295 real
@attribute 9343 real
@attribute 9410 real
@attribute 9416 real
@attribute 9785 real
@attribute 9939 real
@attribute DependentVariable {BRCA,Control}

@data
11.87684316,7.68568542933,9.361681261,11.81385744,10.30035288,12.08138533,11.06871466,7.5104493705,11.66819594,11.30927755,6.594104823,10.61564829,9.9478443525,11.90213211,11.72159494,8.270226548,11.56819616,7.4301684585,11.20036616,11.66916423,9.244195928,5.836226757,8.635846085,8.19142420125,8.707672602,8.220113618,10.0776573,8.773107158,13.21631242,7.88145338567,9.056692662,9.977545082,8.71371147033,8.608339038,7.771689394,8.71481121475,11.49594259,6.19672199167,10.74598122,10.27876338,8.647639314,11.58443655,10.15511583,10.64948099,6.107234293,5.474931823,8.439499644,10.43957668,9.810427489,7.6541985255,11.976813,9.16382806,12.600269855,7.121484628,7.358025446,7.579660535,10.4538011685,10.97255645,9.933718217,9.727453002,6.69676284,10.05895235,8.059859689,8.4534954625,10.472464237,12.22075211,13.08056861,13.39949585,10.3428528,10.76402632,9.856674954,10.3676143405,10.33656266,9.2305254975,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,5.246703788,9.715962473,13.2015975,7.6531283365,11.61175117,11.09170663,12.73346456,7.627945878,12.58929307,13.848465345,12.88068749,11.23443143,8.6072752645,9.615035827,10.0879405,11.00452968,11.684749985,11.312531745,6.720624337,10.055954609,8.814022522,5.657219288,12.209047005,12.88816775,8.188701494,10.68956587,10.94111386,8.164904587,9.687087433,5.911039136,7.971286497,7.834513538,6.350618223,10.89144978,6.021097265,9.785191339,7.3903396625,9.808393548,7.69516215867,10.4289609365,10.7153314145,8.711943205,8.7822184145,7.416293235,8.551430581,5.911039136,11.59799678,10.60335306,8.691587488,7.117749903,11.39527989,9.2675352255,12.74918966,10.14362273,9.43438904,8.45525079,8.433503159,7.14725786833,10.35987613,7.07162794567,5.988236614,10.68420973,10.7780979,10.35310853,8.301085877,6.253994582,Control
12.08630553,7.68395159167,9.155780297,12.70943395,10.56172258,12.49828211,10.91587586,7.741537788,11.89780776,11.55455062,7.214200409,11.15959405,10.093905887,12.09119909,11.2250027,8.643748998,12.10466109,7.330037277,11.75760555,12.03723816,9.1768267945,5.80826957975,8.486142286,8.8739982955,8.255823574,8.497094498,10.50841903,9.040674063,13.29068995,7.51004890567,9.423032438,10.5460193,8.59949718867,7.643587688,7.944201245,8.54949965075,11.24026381,6.546755609,10.36236061,10.07359638,8.485226676,11.41027128,10.98225228,10.72254311,6.586162299,5.210049084,8.965352223,9.94572954,10.32614888,7.328956711,12.1278268,8.7772779435,12.874670975,7.369905099,7.083976646,7.0863922815,9.915113774,11.51112271,10.920940165,9.831165155,7.086882265,9.909672939,8.25492364,9.07906105725,10.2482605687,12.02658414,13.00468928,13.74578415,10.11313043,10.981471505,10.20308524,10.247903306,10.31685598,9.1057552085,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,5.124960054,10.41474895,13.26736202,8.062488213,12.09022832,11.25593456,12.8619748,8.057792791,12.87483063,13.59674589,13.23568448,11.50067275,8.471305704,10.050827472,10.31926034,11.31701417,11.82023805,11.377581225,7.177920594,10.175424864,9.640606977,6.25432535,12.264173295,13.01183005,7.769806651,10.52231943,11.76903417,9.135722787,9.75485875,5.99820185,8.225979952,7.4807953015,5.5164426775,11.18055585,5.428620839,8.631014334,7.7342694025,10.0579109,7.36046158267,10.312101354,10.392543967,8.029730494,8.915199928,7.799979524,8.601288997,6.319767507,12.00382718,10.76975545,8.949243917,7.474701951,11.39766944,9.2817093215,12.70613234,10.66444309,9.832676886,7.832012647,9.433126963,7.062518137,10.46181223,7.14929121367,6.541797943,10.63096808,10.86259883,10.5789154,8.93858068,6.615927983,BRCA
12.06768485,8.10018244867,9.394656215,12.35457868,10.31397736,12.36549278,11.28858078,7.7421408185,12.05711016,11.78440594,7.334275799,10.93447616,10.401239976,12.40276968,11.89497319,8.897861429,12.06169868,7.6857215995,11.79981208,12.09587508,9.5030130075,5.439084264,8.720518853,9.05785640175,8.963044525,8.892012333,10.71269919,9.016746404,12.97619003,7.94825784867,9.686960543,10.78161608,8.555595752,8.555357117,7.837424719,8.83819816225,12.03914706,6.85562510067,10.38640712,10.18842847,8.561241279,11.23391938,11.02694718,11.17512864,6.582656103,5.664561948,8.580466923,10.27514127,10.69998038,7.966801593,12.18335943,9.596504489,13.02088444,7.656319607,6.921034935,7.4486121195,10.437397366,11.40257259,10.571985255,10.11027486,6.839081327,10.2361186405,8.146621018,8.61427691625,10.6149577627,12.33931519,13.11366653,13.56187008,10.43095979,11.4799612,9.757873796,10.5417774585,10.36324806,9.172370206,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,5.173838258,10.20389277,13.530252255,7.7239021855,12.23798527,11.37562067,12.74633592,7.937337889,12.30758799,13.470225715,13.32947056,11.64933041,8.3376210945,9.82032991733,10.67652155,11.48747845,12.218859,11.498187145,7.594476004,10.417757521,9.846936382,5.730783436,12.74662417,13.18602605,8.791424313,10.91737229,11.62135377,8.307388572,10.16084871,5.458620899,7.588473151,7.773135859,6.070670496,11.29154789,6.095402957,9.210172782,7.1818242975,10.09283678,7.362647587,10.168662834,10.539595686,8.294288896,8.906940563,7.395536545,8.859830691,6.405912077,11.98494007,11.04525817,8.748277668,7.751713298,11.74226323,9.3629165545,13.14374197,10.67109897,9.247619677,7.667131787,8.897861429,7.126378459,10.70238075,7.175120268,6.5729697,11.02909413,10.95930669,10.80325148,8.881474302,6.58267313,BRCA
12.24637996,6.61701775967,9.99050151,12.66988608,10.11489441,12.21133327,11.51507901,7.315065312,12.26503342,11.63638911,6.671191186,10.91544642,9.583438812,12.70456839,9.722065131,8.305173834,11.99297383,6.920599959,11.69134804,11.91142767,9.4116827515,5.82423629975,8.961580736,8.935929424,8.0307368735,8.85164062,10.43052602,8.440932608,13.27043919,7.58612819967,9.691124582,11.12462557,8.01473776067,6.539938605,8.493956619,8.54354174375,10.84615266,7.05714631167,9.683346055,9.386358915,8.088365735,11.44938612,11.21644291,10.8849167,6.970019164,6.002540089,7.704562712,10.44466839,11.0108954,6.678237972,12.14240395,9.6737107325,12.939998605,8.177520604,6.8701207555,6.332788835,9.1678496,10.59551884,10.95568489,9.921722365,7.265055029,9.221468358,8.803470139,8.64235270975,10.3658083907,11.32491723,12.66269848,13.51891005,9.975966561,11.162653415,9.735361871,10.0353304235,10.67359642,9.16673823,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,5.702180478,10.16084871,13.55938337,8.017856487,12.69546762,11.4318764,12.28299001,6.8495687005,12.44389288,13.56614457,13.45429804,11.74892461,8.629813818,10.546148852,10.93329621,11.15503025,12.086046165,11.18568877,7.774014657,10.4879662705,9.370829667,5.888141239,12.1206107,13.42453443,8.93233371,10.6002268,11.83833739,7.892431063,9.991097026,5.540408023,7.816841466,7.639337982,5.5449805545,11.70539708,5.504788206,8.173203811,6.6136457995,9.728779829,6.74089657333,10.050980994,10.7255934155,8.539198683,8.4785009665,8.236482005,9.18800839,6.198794315,12.13138765,11.36612562,8.908123216,7.378774139,11.93079102,9.221095317,12.25336009,10.92486095,9.96450012,7.517316273,9.092513451,6.212059429,10.50792373,7.27769495633,6.269599511,10.8503707,9.784152691,10.73380366,9.308186063,5.664988526,Control
11.40689869,8.20578410567,9.627078354,12.46600514,10.36619136,12.07125127,11.61377578,7.5146543,11.79991713,11.66204091,7.165462596,11.02431225,10.4211467505,11.91937371,11.47305897,8.754354011,11.94862832,7.5545922225,11.628251575,11.71011775,9.2509596,5.71295492525,8.319774985,8.98399562275,8.6946378115,8.312657375,9.889641277,8.387221565,12.89271362,7.93509094333,9.494236145,10.22441209,8.52861131367,9.021654005,7.641421617,8.9363143475,11.84033352,6.393300929,10.39839664,9.659657526,8.460968914,11.1371034,11.01557728,11.02198648,7.045217151,5.206341637,8.732388881,9.47543003,9.782101824,7.5685987755,12.4925881,9.396733224,12.79265696,7.353458107,7.1703466195,7.3577616505,10.4516996545,11.71105832,10.57602591,10.03996125,6.867961695,10.143806634,8.173353743,8.61426475575,10.6190486503,12.441024575,13.591191,13.697924355,10.15068061,11.113912375,9.895348494,10.593959679,10.59236386,8.9599315355,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,5.025484272,9.765899818,13.141993835,8.035677345,12.10354363,11.27871096,12.24154982,8.158823234,12.58278655,13.129297275,12.7295762,11.32802988,8.2900423145,9.63375109167,10.55221305,11.4675955,11.749004515,11.235108145,7.643930351,9.874231894,9.998054828,6.370125583,12.374878825,12.65463721,8.444405271,11.07640162,11.44205205,9.091903594,9.595509779,5.931866956,7.773437814,8.0452593375,6.3218157935,11.62333067,5.757564188,8.913428843,6.9668096915,9.633676921,7.74437634867,10.4151315645,10.3104713005,8.305675466,9.342502189,7.400753782,8.729783122,5.721517065,11.69454954,10.98687328,9.057451034,6.708536018,11.63413504,9.4061511555,12.9851927,10.71405897,9.474446754,8.195898639,9.376755481,6.94966430367,10.84878354,7.32058660367,6.858357554,10.98552909,10.78457782,10.53897001,8.660014728,6.268757774,BRCA
12.08741818,7.83899154967,9.01498366,12.48900128,10.67791364,12.34904213,11.36999819,7.655560274,11.35243538,11.91142767,7.111008157,11.37640504,10.73015353,12.07463999,12.28120423,8.964023935,12.22401684,7.918896776,11.115133545,11.93079102,9.088103637,5.8378556905,8.701879202,8.63642267375,9.314953691,8.645353223,10.75975321,8.704406115,13.33171827,8.084937371,9.785085055,9.957893248,9.038483705,10.07463693,7.767093826,9.0391301595,12.44521413,6.12875716333,9.709023968,9.681765982,7.788752789,11.27072181,10.5362572,10.94132297,6.922969386,5.527329405,8.769772669,9.72642302,10.04796267,7.4831627795,12.50386679,9.527826126,12.898117465,7.692024573,7.4026524515,8.582424932,11.032620788,10.89969322,10.059155286,9.265615706,6.499332184,11.1529247775,8.315298042,8.513375705,9.76488583567,12.43387324,13.86388477,13.597035345,10.37102002,11.29505313,10.47269874,9.5075484285,10.66951428,8.7195690835,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,5.334685584,10.53397236,13.76500872,7.861818321,11.23824666,11.59105257,13.09561052,8.4547314975,12.84430567,14.01322491,13.75481291,11.980959,8.2818032125,10.2114507887,9.730232835,10.64948099,11.405244945,9.966168261,7.912531798,9.615219629,9.46837006,5.880692411,11.00569676,11.93396179,8.557780662,10.71201129,10.73293927,8.460644928,9.783674007,6.364489812,7.327600078,7.6045245685,6.2796543925,10.35756331,5.868397398,8.850359642,7.645528089,9.121838552,8.590482648,9.588315391,9.581731624,8.740220206,8.702197063,7.048816858,8.627160965,6.261065912,10.97348951,10.31880295,9.741758161,6.810446719,10.61251863,8.6878652355,12.81153531,10.30357275,9.407990591,8.0884774495,8.602996767,7.36950717467,11.03059147,7.207519942,6.964979397,11.47305897,10.82290958,11.1256332,9.239217295,7.302047389,BRCA
11.7044031,6.63745606467,9.547121611,13.51771248,9.739662964,12.38193096,11.31537336,6.784561973,12.12614151,10.93133239,6.504863171,11.48849306,8.942353879,12.76570158,8.238179151,7.826232466,11.60457421,6.389561675,11.65928238,11.45963412,9.2549460155,5.807070815,9.208960477,8.48733146575,8.25308398,8.838495753,10.0173308,9.791114496,13.50065522,7.31864934033,9.007014035,10.73727294,8.18045364967,5.768721099,8.81259539,8.4061443345,10.57360012,6.77246409467,9.240762195,8.997272028,8.020564879,11.2607492,10.47933595,10.21664921,6.719438847,6.082580853,8.357575234,9.822443813,11.3345919,6.443112263,11.95778233,9.918015884,12.695237575,7.669702029,7.437680272,5.7381653705,8.806797898,11.148669,11.07724954,9.632550476,5.895672973,8.924865526,9.040817876,9.23137616525,9.85925576533,11.165704335,12.16931758,13.682357585,9.468797688,10.41509076,9.682880991,9.7391806555,10.51017103,9.0017728385,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,5.23363046,9.365787184,13.630852715,7.9165660415,12.60734656,10.50969117,11.62135377,6.3765728385,12.46600514,13.01406235,13.50703833,10.80184598,8.229011899,10.1790262163,10.30479083,10.90796116,11.57380198,11.08440101,6.769246515,10.2713731135,9.915409278,5.354038858,11.490214785,13.82037647,8.369075052,10.00748325,11.538548,8.2889014185,9.802294663,6.512547399,6.78836312,7.182653392,5.775584767,11.63838852,6.035630095,8.121094588,8.751271778,9.568545732,7.92873725133,9.6829248285,10.68291734,8.772975245,8.802359285,8.210952703,9.768523916,5.72962839,11.80942059,11.38730129,9.0923747,6.591189918,11.52400552,9.0521768925,11.92604216,10.55438287,10.36385855,7.0980443305,10.2758862,6.24384806567,10.12324558,6.984358523,6.413421135,10.62985317,9.616976592,10.1635211,8.533476842,7.141854563,BRCA
11.88529801,8.09826930367,9.825825817,11.61103415,10.24684186,11.78748237,11.0768258,7.4877586145,11.98345514,11.33246195,6.824039465,10.57213676,9.933206313,11.91473092,12.15346979,8.400795268,11.71081731,7.5438600955,11.14409132,11.51973221,9.58057121,5.95745323,8.414432742,9.40585671375,8.969874172,7.900747773,10.17798975,8.983991943,13.34505663,8.28694858433,8.722654824,10.12039378,8.60185009133,8.633005304,7.596415509,8.39148310675,12.05027391,5.942053216,10.89094843,10.31245505,8.703844,11.43055462,10.18342483,11.07640162,6.479895483,5.520745364,8.78938784,9.751904322,9.783440744,8.3947789025,11.99021932,9.8357123485,12.636395,6.826424947,7.404192244,7.716688511,10.788866333,11.06871466,9.4484851555,10.21330509,6.573196985,10.1627362205,8.714478327,8.47004252,10.9124025893,12.376326025,13.20290364,13.46357042,10.39785406,10.834701835,9.449448466,10.6956513145,10.05540484,8.712978988,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,5.734852697,10.33178501,13.09407344,7.64509058,12.22616388,11.20049729,12.68199828,7.905385112,12.47764072,13.52447045,13.074006,11.29816872,8.661250497,9.93714048033,10.31612343,11.2546007,11.90487657,11.50833728,7.087386262,9.8227303195,9.019494215,5.893733061,12.562482875,13.09148337,8.226413547,11.09785784,10.35421112,7.303212255,10.18512356,5.265109838,7.705565218,7.53936133,6.626526383,11.14770754,5.884604788,10.02000108,7.054603226,10.09936791,8.33785800367,10.350985893,10.9364970335,8.573761846,8.955194463,7.431291005,8.793457915,6.206043042,11.79683874,10.4760984,9.038034948,6.746988283,11.74274112,9.282369391,13.12983363,10.22471354,9.339995336,8.2150115435,7.901456932,7.53020922533,10.59491265,7.330917413,6.218786615,10.45921159,11.04724001,10.08207289,8.56474124,6.187357641,Control
11.86693899,8.44827411533,10.15470456,11.88379655,10.28488803,12.02464979,11.2498099,7.395103657,12.00568429,11.63779329,6.828171797,11.23083122,10.567171401,12.08918571,12.00831666,8.802121408,11.63680824,7.7700664335,11.542006735,11.99166543,9.47220228,5.8381559375,8.639323636,9.10287896675,8.8849507255,8.755431019,10.24019539,9.131690517,13.00770101,8.102910264,9.443296418,10.26803932,8.62817260833,9.127130976,8.373616812,8.71152100125,12.34682957,6.17643489533,10.61564829,10.03037096,8.446185008,11.12137181,10.89238744,11.32848436,7.1126508515,5.082799703,8.620110863,9.751444107,9.957893248,8.336190862,12.63872105,9.8518476785,13.038098815,7.773207012,7.389405083,7.9113301835,10.6186966275,11.77945684,9.970714033,10.18746996,7.327824597,10.4825918695,8.472326439,8.571999336,11.0825050907,12.520972355,13.42453443,13.644021545,10.35235277,11.46096842,10.11282428,10.747892033,10.67862239,8.96045285,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,5.370871545,10.06234339,13.29253419,7.9273775635,12.31194418,11.9866439,12.77284039,8.074104295,12.25336009,13.63707531,13.34320241,11.72497433,8.428272906,10.4526935857,10.59770368,11.20603466,11.970529085,11.259487165,7.848311718,10.1831160975,9.731989781,6.448203566,12.5355618,12.70456839,8.725588759,11.08076443,11.14107911,8.2507507325,9.845200356,6.522546714,7.581748786,7.940330264,6.85104186,10.8507848,6.153507065,9.368168734,6.561836431,10.068557,7.93997874133,10.3065809345,10.318720793,8.368507689,9.199840675,7.772382418,8.608754849,5.69600164,11.96905199,10.52807828,9.048433146,6.839144331,11.5852209,9.3326912865,13.02126635,10.26119615,9.206233641,8.2231503775,8.77081346,7.26984393133,10.83272413,7.209285101,6.667115534,10.94344908,10.75166563,10.45361046,8.593410849,6.638729582,BRCA
12.07757191,7.79137073733,9.154553037,12.3377697,10.52792683,11.92740031,11.30524968,7.2350482035,11.95277228,11.2551704,7.053766063,11.09923621,10.082569521,12.30454677,11.62261253,8.345162513,11.79340834,7.387199798,11.544824105,11.83281498,9.1813739735,5.41263796675,8.411459216,8.65272728425,8.2421572035,8.379801934,10.10676612,8.427795888,13.12174076,7.503244585,9.652486999,10.50202152,8.28907450867,7.966824273,8.124252034,8.611721355,11.32464765,6.51099236,10.38034502,10.04541878,8.132128405,11.20148395,10.67333141,10.59878323,7.07342704,5.287630431,8.305344864,10.12301596,10.08672709,6.8053251065,12.36089516,9.642736992,12.64012429,7.423874623,7.2772367785,6.7053292395,9.811764924,11.47280393,10.552954845,10.09936791,6.996504912,9.9296773635,8.368136601,8.7982746035,10.4796405723,11.86706196,12.84571551,13.519954955,10.10317669,11.153986715,9.789346622,10.676356389,10.48377072,8.7821865275,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,5.662213512,10.01486475,13.37692533,7.873606074,12.16730219,11.44340995,12.16189092,7.677358111,12.52245777,13.588464355,13.20549015,11.38494305,8.2903863185,10.3373317983,10.32215382,10.97903948,11.70336494,11.294817165,7.091597036,10.4232455135,10.03012262,6.052030675,12.238261945,12.88068749,8.733287497,10.88991099,11.61281105,8.961559041,9.518988037,6.22371757,7.564418422,7.952250149,6.237159834,11.22892405,5.416004724,8.918297617,7.3391111975,9.813452991,7.448378636,10.0572264215,10.3885563575,8.208735647,9.107940046,7.845993534,8.919117419,5.793773171,12.0767489,10.53462901,8.699295794,7.867234137,11.78375755,9.274427351,12.93044173,10.51229137,9.584498023,8.1149854775,9.602588049,6.77682605267,10.68855655,7.13411305333,6.934372381,10.86708973,10.624983,10.51411267,8.64876303,6.645878602,BRCA
