@relation thedata

@attribute 1632 real
@attribute 1666 real
@attribute 1892 real
@attribute 3030 real
@attribute 3032 real
@attribute 3033 real
@attribute 33 real
@attribute 34 real
@attribute 35 real
@attribute 37 real
@attribute DependentVariable {BRCA,Control}

@data
10.6225486,11.02672419,11.94269603,10.55163644,9.643396765,12.97619003,8.191122308,10.81663915,9.678499404,11.254378095,Control
10.37529501,10.63394452,11.58443655,10.43684194,8.477557049,12.31303756,6.343279559,10.372158303,8.662331136,10.7839283503,BRCA
10.82820416,10.56172258,11.54512148,10.87780964,9.318577337,12.7003986,5.312711681,10.3250275745,8.747254058,11.2781873587,BRCA
10.97255645,11.40466276,12.14532727,11.03657221,8.469785393,12.45547628,6.047784427,10.314676885,8.768549192,11.0233358573,Control
10.69998038,11.16338255,11.81929108,10.24516082,9.531343017,12.83289551,5.776374632,10.5236607105,8.367874598,11.2071014877,BRCA
9.426286314,10.73155687,11.50616141,10.458089,9.872852273,12.2076581,6.827759096,10.966067695,8.982138771,11.5506180633,BRCA
10.06457475,10.99419451,11.52066056,11.12425722,6.583763983,11.74088764,5.28356184,10.504906118,7.90620083,10.827774476,BRCA
10.84395463,10.97724076,11.81218745,10.26349255,9.176148912,12.55220564,6.255128327,10.86864687,8.717077567,11.4761818133,Control
10.980761,11.28433991,11.59869472,10.23245125,9.584681225,12.70768381,5.961629839,10.6210851805,8.477425503,11.2710281563,BRCA
10.99448269,11.24731951,12.03524768,10.66366508,9.186139703,12.61931219,6.524350224,10.3774367615,10.03681963,11.2811628163,BRCA
11.11641563,11.44187962,12.27732381,11.0078229,9.2389308,12.35961925,7.296092844,9.920088216,10.02026505,11.272176891,BRCA
10.55279903,11.32122928,11.84033352,10.36324806,9.298361117,12.91155214,7.6049259,11.50645667,8.435671433,11.0981746897,Control
10.65722043,11.60364502,12.59449147,10.6865533,9.721902842,12.95175557,7.95421249,11.099654135,9.75578103,11.5685460957,Control
10.63789302,10.32860793,11.63008747,10.31343892,9.204131621,12.67768778,6.986698549,10.209684925,9.288163079,12.2005337007,BRCA
9.782101824,10.73235,11.47762688,11.39453251,9.810427489,12.53830178,6.552366023,10.538941,9.110588441,11.6033226203,BRCA
10.87439376,10.30533535,11.75795051,10.20626383,9.300890825,12.59315889,7.476788978,9.8848056945,8.889953452,11.3306954917,BRCA
10.83500053,10.14670903,11.86842336,10.09354338,9.202810181,12.54827894,6.770634576,10.13504643,9.133181475,11.7751860903,BRCA
11.01054579,10.65812692,12.25692522,10.58354379,9.332652626,12.80095353,6.973327498,10.28664241,8.870851027,11.1677461323,BRCA
10.68183161,10.21099428,12.09022832,10.38957787,9.161560926,12.5708958,6.40676252,10.231455245,8.833650017,11.8904289613,BRCA
9.323714085,7.740609078,12.66850837,11.268855,10.03057097,9.417146352,6.157049396,10.0725236105,8.008262107,11.6278639337,BRCA
