@relation thedata

@attribute 10498 real
@attribute 1385 real
@attribute 1387 real
@attribute 2033 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 5914 real
@attribute 6256 real
@attribute 8202 real
@attribute DependentVariable {BRCA,Control}

@data
11.67358746,10.707890538,9.174412855,9.886672502,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,6.9343807455,12.34948589,8.0533200225,Control
11.93178472,11.4528809893,9.719195242,10.41990782,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,7.03867441275,12.1490422,8.5607915925,BRCA
11.55940591,10.8440250817,9.441990946,9.740911174,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,6.874699479,11.75795051,8.6520573845,BRCA
12.13864308,11.337274206,9.0089772035,9.510601559,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,7.00693217225,11.71789713,9.193115693,Control
11.70577504,11.0490871027,9.6688997565,10.27748534,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,6.921019597,11.58147143,8.17611424,BRCA
11.86917365,10.8002004453,9.509274839,9.934575887,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,7.5333153725,11.56493436,8.0509748775,BRCA
13.15138292,11.1354255073,9.006275549,10.17277787,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,7.24507937975,11.14654022,9.210967199,BRCA
11.37148006,10.258386433,8.7304792815,9.744439113,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,7.1426864325,11.50810934,8.315574687,Control
11.31896656,10.6759547673,9.1075112315,9.125801619,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,6.85324334125,11.16693525,8.088143933,BRCA
11.78664344,11.1110274023,9.532397347,9.827664684,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,7.14252749825,12.29242381,8.616738919,BRCA
11.20993781,11.005151922,8.6873024975,8.279449386,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,6.6900219055,12.34109771,8.0627685055,BRCA
11.34349681,10.78322175,9.023964326,9.378501395,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,7.1168957155,11.74803988,8.256272711,Control
11.55392216,10.4041484903,8.87704806,9.675384217,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,7.06909001075,12.29564706,8.2791500545,Control
12.23236854,10.5074705227,8.924929238,9.604664936,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,7.181430757,12.02662382,8.2194603635,BRCA
12.39411974,9.90083481867,8.787588937,9.80990119,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,6.83827886,11.1794428,8.5355232925,BRCA
12.23463043,10.2584479883,8.856661681,9.987029866,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,6.96568463825,12.0344036,8.017877396,BRCA
12.17497101,10.0323493423,9.171450661,9.985543523,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,7.035803178,12.06390576,7.852127067,BRCA
12.12322914,9.692770319,8.4836949415,9.618225404,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,7.03017593925,11.62609927,8.1431344045,BRCA
11.69149721,9.570767933,8.813489955,9.505712886,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,7.213998503,11.68152186,7.940906763,BRCA
12.60891324,10.2933462963,8.456160299,10.42139193,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,7.3141427765,12.60628034,7.9011881695,BRCA
