@relation thedata

@attribute 10023 real
@attribute 10454 real
@attribute 11197 real
@attribute 1387 real
@attribute 1452 real
@attribute 1453 real
@attribute 1457 real
@attribute 1487 real
@attribute 1499 real
@attribute 1855 real
@attribute 2932 real
@attribute 3065 real
@attribute 324 real
@attribute 4089 real
@attribute 4609 real
@attribute 51176 real
@attribute 51701 real
@attribute 5467 real
@attribute 5515 real
@attribute 595 real
@attribute 6885 real
@attribute 7088 real
@attribute 7471 real
@attribute 8312 real
@attribute 8321 real
@attribute 8945 real
@attribute DependentVariable {BRCA,Control}

@data
6.849632824,6.76556701167,6.951608556,9.174412855,8.30671666533,9.5726450965,7.90764269433,9.43116048233,6.94578590514,6.255785137,10.00381342,11.78440594,4.172021977,11.0532575,11.83974258,7.5908954075,5.773740066,6.31073354367,11.688477345,13.0689563,9.487800372,8.75122697,5.105815554,7.9896357,8.4127934705,6.7640108625,Control
6.8888149005,6.67949367567,6.62362959,9.719195242,7.80192216633,9.7658327395,7.803043395,8.93751653133,6.96887473943,6.33859375367,10.79867858,11.91473092,5.814301269,10.8409276,10.569760214,7.9480842695,6.809868189,6.72090299967,11.725137905,12.87039849,9.4310771815,8.989423683,5.044843524,8.095297936,7.970974812,6.8141713125,BRCA
7.5598618325,7.13302304567,7.095188977,9.441990946,8.00283101967,9.921162789,7.94848537033,9.45865010667,7.126093946,6.47447631133,10.42204403,12.53830178,5.788040457,11.02832761,11.54593261,8.5167067915,6.513574141,6.404486807,11.639330205,13.5121695,8.9013859115,8.847089556,5.430127385,8.60625187,8.9020220415,6.8509701385,BRCA
6.8457739065,7.27747024367,6.96336177,9.0089772035,7.198746738,9.766847145,7.444988463,8.30267454133,6.25068708814,5.97755783033,11.11828268,12.34480084,5.072117861,10.65863127,10.2570662725,8.468887702,5.963942952,6.77332594167,11.80875598,13.61588998,8.417672848,9.107073927,4.65909244,8.148918672,8.301028863,6.6247603795,Control
6.8806446175,6.68095800667,5.130324729,9.6688997565,8.15957440267,9.519034593,8.520100527,9.64571013467,7.18244667671,6.38015555967,10.40311354,12.03215778,5.687908393,11.06244102,11.50644256,6.8894093365,6.850377908,6.533226084,11.458095575,13.04549694,9.2133861525,8.710118601,5.580832327,8.3176887345,8.160096299,6.936615278,BRCA
6.0297863615,6.273083892,7.078900987,9.509274839,9.10636748233,10.62802831,8.51193804167,9.74299673667,7.271366378,7.01539003567,9.953578497,12.38876812,5.770572224,11.60575973,12.17961768,8.097828749,6.761887351,6.443668225,12.40345346,13.37610779,9.9163703245,8.95599937,5.331285345,8.878606654,8.8413044935,6.691972956,BRCA
6.324609183,6.779059113,5.98687237,9.006275549,8.10197230767,9.8079983875,7.90176327133,8.062627844,6.587592285,5.675294266,12.02630394,12.20235811,5.801553978,10.12003731,10.2032142635,8.8341510175,6.28540742,6.708879826,12.072677105,13.46367638,8.575344218,9.444694564,5.246418775,8.0529570665,7.9387998355,6.403455599,BRCA
6.5747051765,7.020737198,9.385852225,8.7304792815,8.555092425,10.017162089,8.330459995,9.47203178033,7.12159637657,6.27415792233,9.584981814,12.36089516,6.180461809,10.90767581,11.820520445,8.155621054,6.051486983,6.47136228233,11.932399345,12.73729283,8.9471097785,9.259861596,4.835559392,7.9479377265,9.4795098715,6.8512917035,Control
6.9079595925,6.649348596,6.580149725,9.1075112315,8.41138566833,10.1947464435,8.343961905,9.602135287,7.27824373014,6.39219749433,9.460251675,12.41104094,5.838328613,11.18856429,12.140966635,7.9414165605,6.94204856,6.43624246133,11.55756824,13.81715158,9.204869818,8.468095662,5.524354632,8.183861137,9.2720875485,6.6180162235,BRCA
6.8668802995,7.04562845567,7.035764447,9.532397347,8.086490535,9.633999665,7.705001504,9.103925795,6.66799436186,5.868546834,11.10846093,12.70249961,4.883390185,10.84298691,9.975804059,7.841531879,7.370646272,6.45550527467,11.593713005,13.40233131,8.9430429875,8.752665916,5.488652576,8.1695430465,8.0537247955,6.6715821615,BRCA
7.4120484705,6.73906535867,6.116037843,8.6873024975,7.625895131,9.698028099,7.49544647233,9.177038476,6.27534299943,6.03305001167,9.583290187,12.2076581,5.8736971,10.75143132,10.829470512,7.304534698,6.973413606,6.52656973,11.25085226,13.46367638,8.596587527,9.629630344,4.502465777,7.921745226,7.80882705,6.3808690505,BRCA
6.607569924,6.67560015067,8.062911124,9.023964326,8.07302137867,9.833285308,8.17481472767,9.44750814967,7.131665281,6.30310518733,9.857779317,12.30454677,5.697670451,11.09442761,11.023407075,8.1736588475,6.547554419,6.59196449433,11.817863435,12.99332148,9.0816140535,8.718773555,5.123305363,7.4731272815,8.782406804,6.557225406,Control
6.645107875,6.53137599367,7.330919398,8.87704806,8.27069704433,9.895151964,8.22907692933,9.439095197,7.29151062114,6.204755088,9.894916689,12.29242381,5.394901009,10.65306923,11.5313713,7.115647436,6.410752897,6.20023802133,11.68167441,13.31043176,9.1999885685,9.386563697,5.48205062,7.895531788,7.9823760225,6.93128269,Control
7.496342345,7.05252053933,7.340030607,8.924929238,7.81618583167,10.342622705,8.002619778,9.37656151,6.59111954886,6.600485567,9.243632862,13.00770101,5.915766617,10.79459886,9.689899517,8.4425651375,4.530196957,6.77281269933,11.736023615,13.18898907,8.733092931,9.683047729,5.325000691,8.398572355,8.0231768845,6.967238401,BRCA
7.00556394,7.01209387333,8.809937806,8.787588937,8.36074882267,9.7321726875,8.40329123233,9.66988220033,6.82356085529,6.03520188333,10.71182636,12.8865864,6.201639374,10.92510768,10.043318064,8.1233901535,5.219566658,6.55719314667,11.7690989,14.23655206,9.2660120735,9.401200125,4.750622,7.751475952,8.5428355785,6.908983272,BRCA
7.2595933045,7.22201205233,7.939698393,8.856661681,7.814208945,9.8506343605,8.04410134333,9.035936206,6.36337954043,6.205131597,9.940739781,12.99983714,5.650485447,10.7377039,9.7187563365,8.298430784,5.784249584,6.51675757067,11.54137497,13.61588998,8.692934023,9.599160216,5.371568663,8.3398054485,8.131757636,7.011914339,BRCA
7.6026453885,7.39735229933,6.090435997,9.171450661,7.57056973233,10.44557702,7.69877329,9.01508774233,6.422985035,6.59718884033,9.388491534,13.28052217,5.742822246,10.63715491,9.654362623,10.0216627,5.245658467,6.72310725533,11.71439964,13.2267238,8.4734774435,9.13733773,5.45517205,8.4801333975,8.32681881,7.212498348,BRCA
7.0890055305,7.19601476967,8.191739213,8.4836949415,7.40731726167,9.9351132785,8.05336789633,9.18050363167,6.66300284714,6.141437552,9.946226836,12.86051578,5.127954352,10.67427198,10.1255478285,8.068034868,5.420727655,6.54138533733,11.698874855,14.16199356,8.580432115,9.631859639,5.334685584,8.154137598,8.796076253,6.794849191,BRCA
7.478335808,7.43260419933,8.516705752,8.813489955,7.116586758,10.1797675,8.29788210633,9.95826945533,6.42648938771,6.72762246567,9.355059844,12.95454627,5.838328613,10.66574031,9.668764921,8.8582775665,5.517599514,6.53415913633,11.60967717,14.14434519,8.5357374825,9.361450983,5.522472662,8.514460111,9.042138984,7.0478061705,BRCA
5.793535497,7.189092449,5.587673458,8.456160299,7.24082247333,10.513332762,8.10439908967,8.59544088967,6.69586688229,5.932295714,10.72853303,12.5801856,5.461734198,10.11653277,8.9745205145,8.770284653,5.039808741,7.061802655,9.2723260095,13.03513077,7.348718546,7.603517165,5.696558124,8.2867215315,8.96173673,7.585967543,BRCA
