@relation thedata

@attribute 10873 real
@attribute 134526 real
@attribute 160287 real
@attribute 1737 real
@attribute 1738 real
@attribute 197257 real
@attribute 217 real
@attribute 219 real
@attribute 223 real
@attribute 224 real
@attribute 231 real
@attribute 2739 real
@attribute 3029 real
@attribute 31 real
@attribute 32 real
@attribute 38 real
@attribute 39 real
@attribute 3939 real
@attribute 3945 real
@attribute 3948 real
@attribute 4190 real
@attribute 4191 real
@attribute 4199 real
@attribute 4200 real
@attribute 501 real
@attribute 5091 real
@attribute 5105 real
@attribute 5106 real
@attribute 5160 real
@attribute 5161 real
@attribute 5162 real
@attribute 5313 real
@attribute 5315 real
@attribute 55902 real
@attribute 84264 real
@attribute 84532 real
@attribute 92483 real
@attribute 9380 real
@attribute 97 real
@attribute 98 real
@attribute DependentVariable {BRCA,Control}

@data
7.22501485067,4.95444207,5.564691589,9.261978018,9.213761077,6.623530904,13.0288437,6.4032298225,13.90556143,10.485252783,11.25078414,12.19704319,10.144108581,8.48871590367,13.06098469,12.56790862,7.4409698455,13.34674991,11.21708242,6.30281690133,13.20549015,13.40233131,7.732457674,8.697265604,11.42353215,8.02890448425,6.6011960975,8.17760709933,9.49066094,5.4847177185,12.12695617,5.3128980706,9.07409354333,8.6154488574,5.82010793833,9.442218403,5.485933392,9.344385311,7.53852284967,7.8187350695,Control
6.66694344967,5.9414064,5.44742319,8.866630714,8.711943205,6.8348829055,11.95442182,6.056583232,13.59555882,10.019264947,11.23978961,11.63838852,9.3981714755,8.67259838967,12.96993872,11.5155078,7.4912144285,12.74918966,10.97105152,5.79308330333,12.88068749,13.61228456,7.526344936,8.549012468,11.38356241,7.08243355375,6.243050775,7.58182517267,9.103209852,4.9360874755,12.06924173,5.0997063766,9.11365583033,8.4546626756,5.87153039233,9.791114496,4.9998410805,9.281368556,7.11973807633,7.186869336,BRCA
7.03845441867,5.379561399,5.098043929,8.82150385,8.729281802,6.388696077,10.45871961,6.112002883,13.83149977,9.46395718933,11.39597736,11.99760301,9.391484483,8.424084698,11.32233677,11.2456925,7.952710478,12.65578567,11.32897515,6.25455083167,12.78039731,13.82374193,5.266984428,8.6965252915,12.194507085,6.84818504575,4.9437518165,7.737379153,8.960697854,5.738222109,12.10963326,5.105550821,9.46470574533,8.1184164756,6.22319573067,10.09063551,5.026218311,9.257317784,7.29135958333,7.867234022,BRCA
6.988095961,5.646026713,5.464840793,9.233003119,8.239194094,6.2321779955,11.12925744,6.548599416,14.26291555,9.60250727633,10.80422,11.35119339,9.0867961395,8.60830344433,12.75033439,10.95576997,7.155509218,12.62461163,11.31322333,5.58264868933,12.45547628,14.19932039,6.002540089,8.2689233965,12.319046675,7.30033758125,5.411271404,7.29196366133,9.709342822,5.4247326165,12.1006805,5.020910304,9.417448674,8.3242083128,6.49412334633,10.49616,4.8555114345,9.697975811,7.027005125,6.968147292,Control
6.73779146533,5.361953639,6.026142315,9.017637407,9.505246433,7.1694858595,11.84647188,6.81576014,13.57945564,9.31012465333,10.96639029,11.90369558,9.5421921645,8.28073113733,12.85738045,11.70867451,7.6718899015,12.63275562,11.8054921,5.67186819433,13.11936595,13.73376056,7.285959595,8.8521664535,11.80913255,6.95938043775,6.487691694,8.07156570167,9.866278672,5.614453824,11.98934847,5.5222750642,9.345289786,8.5402300052,6.119856607,9.970480225,4.2992318645,9.533437358,7.22662217333,7.665328263,BRCA
6.749198707,5.502880522,5.670735019,9.861979055,10.04101607,6.8789167225,12.28941816,7.224949571,13.83559602,10.2091594633,11.26747744,12.33120955,8.7337858805,8.62960386567,12.29746809,11.82101269,7.6679207005,13.34674991,11.07836451,5.66491256067,13.34505663,13.43914135,8.389826114,9.368215918,11.679923925,7.2790413045,6.3510124755,7.67560415833,9.569818176,4.8087685705,11.62476132,5.278206775,9.18855636267,8.5381748902,5.992027347,9.266119565,4.8914047755,8.783220184,7.15747711133,7.0942693855,BRCA
6.78482282133,5.229406468,6.272028439,8.347622614,7.325532861,5.776407136,9.234794159,6.265901599,13.96600025,8.441678221,10.54016222,10.77967445,8.2595838545,8.72042838867,11.1007545,9.665780528,6.883110591,12.29328779,11.03470976,6.061761426,11.94573106,14.24008548,6.013356873,8.4763001445,12.374971035,7.44534149475,5.0486747065,7.10096244633,9.023671978,5.5418023855,12.045241,5.3893093744,8.978490321,8.3440081242,5.871177124,9.382883972,5.0049477195,9.856885003,6.84645086367,6.567351357,BRCA
7.30212023633,5.593212758,6.238171237,8.893893904,9.130455455,5.928611039,11.61805062,6.2403037255,13.93264756,9.756458509,11.43905962,12.35733627,9.6624372695,8.25503639033,11.85977947,12.03524768,7.485282547,12.76570158,10.95206435,5.74430319833,13.15952927,13.43392773,6.371999292,8.8314684905,11.9777839,7.0305105925,6.034652891,7.17891887367,9.394463297,5.461571185,12.31194418,5.1581699328,9.65468838467,7.8220650316,6.09452287733,8.494986676,4.957878909,9.848083443,7.388332493,8.0698650855,Control
7.083452702,5.142629141,5.889723735,9.030143702,9.439182162,6.215548319,10.9270559,6.926570309,14.24390588,9.25164354567,11.19776361,12.05450776,9.301352529,8.744333241,11.3345919,11.89363345,7.811400851,13.03973478,11.9524629,5.34137042367,13.02515173,13.85125179,6.095613938,8.9695663295,12.239160505,6.7835047855,5.1194799475,7.64453556567,10.1276143,5.403268465,11.94385185,5.1628675654,9.130174211,7.8515227798,6.57740309833,10.28274128,4.7447056715,9.700123715,7.76704527733,7.910920249,BRCA
7.13002492233,5.022158329,5.492022402,8.439811279,8.94941173,7.055535196,12.50386679,6.43527559,13.83559602,10.3875623913,10.78033494,11.77544785,9.590884932,8.72327961667,13.14374197,12.05089371,7.4221075335,12.78963253,11.50276234,5.79122837667,13.02515173,13.57316849,7.628921423,8.008289497,11.5195314,7.624444863,6.044721811,7.79989988667,9.420113456,5.077709411,11.58824628,5.3102028742,9.39173719667,8.4585073162,6.11074488667,10.27274674,4.454080782,9.591279754,7.26315637133,7.726246726,BRCA
