@relation thedata

@attribute 1022 real
@attribute 1642 real
@attribute 1643 real
@attribute 2067 real
@attribute 2068 real
@attribute 2071 real
@attribute 2072 real
@attribute 2073 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 4331 real
@attribute 5887 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute 7507 real
@attribute 7508 real
@attribute 902 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,9.28863507075,6.645049976,9.188663982,8.220113618,10.0776573,6.3552688025,10.8503707,6.107234293,5.474931823,8.439499644,10.43957668,6.69676284,9.849237412,10.83471386,11.61752958,10.66108355,6.002877587,11.01901053,8.45525079,Control
9.155780297,9.382637282,6.494940064,8.87572558875,8.497094498,10.50841903,6.408355982,11.24175993,6.586162299,5.210049084,8.965352223,9.94572954,7.086882265,9.747668991,10.800436875,11.88379655,10.48441034,6.374174967,11.56978693,7.832012647,BRCA
9.394656215,9.370427593,6.857020303,9.4100312975,8.892012333,10.71269919,6.4049587985,11.18453773,6.582656103,5.664561948,8.580466923,10.27514127,6.839081327,9.348673457,11.330452225,12.02968073,10.72737618,5.770175754,11.5269639,7.667131787,BRCA
9.99050151,9.1882839575,6.866076894,9.282287986,8.85164062,10.43052602,5.8412655795,10.98412667,6.970019164,6.002540089,7.704562712,10.44466839,7.265055029,9.261261134,11.057611095,12.38193096,10.83441597,5.171138007,11.43596985,7.517316273,Control
9.627078354,9.2360283925,6.134329409,9.282575993,8.312657375,9.889641277,6.0308847905,11.05169516,7.045217151,5.206341637,8.732388881,9.47543003,6.867961695,10.17351822,10.93374845,11.96009799,10.45090222,6.117700885,11.57537865,8.195898639,BRCA
9.01498366,9.695129357,6.41193939,8.85686059575,8.645353223,10.75975321,6.4132325025,10.9376315,6.922969386,5.527329405,8.769772669,9.72642302,6.499332184,10.45470056,11.641461875,11.54965727,9.132050545,6.020708453,11.88081762,8.0884774495,BRCA
9.547121611,9.70044005225,5.460260315,8.88063195375,8.838495753,10.0173308,6.5872881545,10.97255645,6.719438847,6.082580853,8.357575234,9.822443813,5.895672973,9.250826081,10.3458464955,12.52245777,10.38702135,5.751283781,11.49170796,7.0980443305,BRCA
9.825825817,9.079293666,6.299625309,9.45367708375,7.900747773,10.17798975,6.169888467,10.549732,6.479895483,5.520745364,8.78938784,9.751904322,6.573196985,8.938213094,11.06229666,11.90810746,10.88785292,5.551370856,11.16600002,8.2150115435,Control
10.15470456,9.197656891,6.653207393,9.7162674425,8.755431019,10.24019539,6.350290065,10.99419451,7.1126508515,5.082799703,8.620110863,9.751444107,7.327824597,9.561608303,11.49735519,11.92126273,10.77226531,5.835425946,11.07481734,8.2231503775,BRCA
9.154553037,9.154795135,7.181105347,9.004615212,8.379801934,10.10676612,6.2036937575,11.17080781,7.07342704,5.287630431,8.305344864,10.12301596,6.996504912,9.377612436,10.656153568,12.52742331,10.47860813,5.846751073,11.62135377,8.1149854775,BRCA
9.6014742,8.69978708025,6.839081327,9.53272454825,9.204131621,10.65722043,5.8030248085,11.23824666,6.858718118,5.171538364,7.676452764,10.34768534,7.173305173,8.811375597,10.87490854,12.53830178,10.35810202,6.411727587,11.48011881,8.174296834,BRCA
9.65659519,9.5174660655,6.0664182,9.072729628,7.815256994,10.16944939,6.369285011,11.01404508,6.7861813475,5.37574431,8.933248873,9.399502844,7.443588263,9.612141036,11.11875956,11.75528414,10.88129775,6.456851828,11.11057321,8.4740299995,Control
9.597587563,9.2702612445,6.141806358,9.11294515975,8.343586732,10.08514084,5.9373607545,10.99419451,6.421656707,4.988697465,8.832795987,9.933941823,7.108370574,9.769565608,11.29475415,11.64562254,10.4887367,6.224875349,11.13121409,8.5940360615,Control
9.617614907,8.80925711925,6.132068463,9.4284456575,9.167193021,10.93024227,6.017465398,10.93533103,5.456076664,5.292792099,8.194979796,10.39216207,5.771628945,9.021133451,10.666982815,12.03723816,10.55403266,6.095877621,11.59488687,7.1655308455,BRCA
10.07000053,8.5279889565,6.023317043,9.113299431,9.101470918,11.10864878,6.6537276915,11.31701417,5.544020716,4.788047896,8.73696091,10.23091542,5.902683368,8.796235248,11.21590727,11.80073018,9.580042347,6.156644998,11.1007545,7.126664761,BRCA
10.12919321,8.662750984,6.340211188,9.37510267,9.228344402,10.88769302,6.523928337,11.17866503,5.44209646,5.258529523,8.461204311,10.54330281,6.196042028,8.960915006,10.39328649,12.21510531,10.64948099,5.757430847,11.63413504,7.207971487,BRCA
10.19591385,8.75566797825,6.2849912,9.588689033,9.230129219,10.61346285,5.8055340835,11.03194774,5.5223939415,5.533727829,8.260097569,10.42417183,6.101719008,9.282585247,10.861074535,11.98277091,10.9447818,5.795462577,11.63107485,7.3753302775,BRCA
10.21780056,8.2446148565,6.258901053,9.60802330525,9.21184032,10.55979796,5.981776373,11.03275882,5.5364636575,5.358089615,8.26545228,10.32995358,5.913853554,9.377476876,10.620424425,12.11639279,11.12425722,5.297385178,11.13386163,7.5514060975,BRCA
10.13564553,8.49444995675,6.405103693,9.91743211175,8.758440706,10.83660293,5.656621585,10.98412667,5.15457292,5.286429541,8.169525606,10.54869216,5.669530862,9.100820741,11.17905754,11.90965135,10.84615266,5.676740778,11.35799469,7.2303432025,BRCA
8.777182254,8.56328838325,6.182896477,9.92985813225,9.785984134,10.83158062,6.245720279,10.78613914,5.321608753,5.052688948,8.512346531,10.32910148,5.781235931,8.38506549,10.585395104,9.074115449,9.955032716,5.852005861,11.53735445,7.3442798615,BRCA
