@relation thedata

@attribute 1399 real
@attribute 207 real
@attribute 2353 real
@attribute 2885 real
@attribute 3265 real
@attribute 3717 real
@attribute 3725 real
@attribute 4214 real
@attribute 4609 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5595 real
@attribute 5599 real
@attribute 5604 real
@attribute 572 real
@attribute 5894 real
@attribute 613 real
@attribute 6416 real
@attribute 6654 real
@attribute 6772 real
@attribute 6776 real
@attribute 6777 real
@attribute DependentVariable {BRCA,Control}

@data
12.02214941,9.746089281,14.72004222,9.4954151895,7.4423513115,8.378404463,14.72492149,10.46146439,11.83974258,6.685313404,6.299304767,7.0703331436,11.634256725,5.939777752,10.49127719,7.546352606,10.11570732,7.402056661,8.585478725,8.001564595,10.31346778,11.46083484,9.961088297,Control
12.15020274,9.68028616833,13.75148289,9.5539178325,7.8897640555,7.325982508,14.11502538,11.6627575,10.569760214,7.098719371,7.09127967,7.6111323212,11.27623323,5.0886580415,9.559434991,7.48196166867,10.34726733,7.1289164645,8.106593131,7.481398095,10.329653278,11.3989816,10.15001415,BRCA
12.31403378,9.69256516467,14.33042537,9.480270588,7.856102429,7.458490947,14.41297137,11.77105209,11.54593261,6.212526175,6.323194968,7.448654099,11.198356615,5.6701097255,9.65317699,7.496409352,10.45388564,7.0926896005,8.6701660175,7.228580927,10.0589241477,12.10466109,10.28344757,BRCA
11.37479785,9.98949733167,12.01436934,9.432546201,8.398114105,6.114997467,14.08054111,12.00382718,10.2570662725,5.584068992,6.299945779,7.6522265588,11.274247985,5.7758281875,9.580847928,7.166098701,10.09500831,6.88167523675,8.231806127,6.648325671,10.100698262,11.96551025,10.10956988,Control
11.90965135,9.506100771,12.40857396,9.66718229,7.697637374,7.364180901,13.43392773,11.72645885,11.50644256,7.405441727,7.300126299,7.950268865,11.21839075,5.704258658,9.966174165,7.33013335533,10.22872886,7.4523840255,8.6043275615,7.634958261,10.5729125313,11.9164133,9.833894617,BRCA
12.34480084,9.688092646,13.96600025,9.9164802245,7.3388634815,8.052107626,13.80946823,11.51112271,12.17961768,7.460253403,6.725540512,7.4183463498,11.07534033,6.517858181,10.23164154,6.96976629,10.624983,8.244265727,8.9337864765,8.19601328,10.5815088053,11.1888517,10.29596436,BRCA
11.50866771,10.0480993307,10.44201071,9.167523377,7.9742866725,6.705498046,13.91249272,12.26224618,10.2032142635,6.662423158,7.476910459,8.3350079456,11.151396135,5.6011167705,8.977681421,6.54175895867,9.961088297,6.14302696,8.457614913,7.292025067,11.3817422673,10.72234672,9.214514093,BRCA
11.90894245,9.436876068,14.08516788,9.1611827995,7.7095138065,8.158535374,13.96294256,10.99477083,11.820520445,6.020263967,6.726903149,7.757716558,11.40345044,5.401013329,10.00443156,7.84441516067,10.12277013,6.9500503585,8.519260169,7.787382059,9.76574384767,10.75261086,9.788616845,Control
11.86434298,9.58057105933,14.82357723,9.3657406255,7.94496816,7.011789475,14.44356588,11.9611296,12.140966635,7.205282841,6.426437217,7.6719006758,10.99057863,5.8779809975,9.452231522,7.80894971567,9.9831294,7.14309656525,8.505661469,6.878728789,9.956344037,11.94573106,9.93285737,BRCA
11.70471109,9.75364579767,11.55023948,9.70078824,8.148239231,7.088605737,13.15952927,11.43790563,9.975804059,7.606018576,6.76752611,7.3060563712,11.551814785,5.5839936855,9.69476318,7.79374473733,10.28660429,7.10464715825,8.616861979,7.4960371,10.3519697093,11.45097165,9.955468697,BRCA
11.37712933,9.592833039,14.20597115,9.153599552,8.198599078,7.660782339,14.17314893,11.22161448,10.829470512,6.657000843,6.847562044,6.9076540764,11.573459625,5.9065229025,9.736317839,8.04104994467,10.23292486,7.69392134225,7.974032126,6.507481989,9.93530678933,11.89929188,9.998485053,BRCA
11.8968755,9.66262953467,14.15265365,9.5256586835,7.4409667175,7.948076801,13.87385551,11.05015324,11.023407075,6.822223857,6.739109305,7.509195938,11.32136754,5.767601547,9.990983614,7.56627437633,10.11618835,7.10276194725,8.704684954,8.512524314,10.334999682,11.36056745,9.562147541,Control
11.78748237,9.935713008,14.61254488,9.597360232,7.6537280945,7.573687183,14.67256817,10.77967445,11.5313713,6.672535396,6.521369295,7.3656981534,11.488573795,6.1670985755,10.29596436,7.59129591867,10.13087976,7.04497527125,8.3498677015,8.640083234,10.3450320487,11.68668229,10.15541314,Control
11.92436912,10.2127518167,13.61588998,9.06038523,8.1909422715,8.115591386,13.48222565,9.313711317,9.689899517,4.904979261,5.09930704,7.1534205814,11.695521545,5.967633391,10.01433476,7.66188804867,10.76657469,6.95072196525,8.5569316505,7.7584583,10.6552894147,11.50045491,10.12611757,BRCA
12.10871075,10.3303371883,12.35733627,9.5800955565,7.2806843915,8.41854957,13.17144427,9.683047729,10.043318064,5.472171943,6.107798352,7.0222287176,11.206231375,5.329465727,9.712540381,7.66703628367,10.37973064,6.8465411235,8.5497894345,7.8511886,10.5797653207,11.31253714,10.35359929,BRCA
12.16730219,10.0295226957,13.96294256,9.0393998015,8.539009948,7.821265561,14.09890062,9.206422917,9.7187563365,4.944168843,6.07692847,6.9209080238,11.49634678,5.656097949,9.812386363,8.02569258867,10.55366796,6.36958253925,8.480919728,7.192690117,9.828262008,11.50810934,9.873298423,BRCA
12.06924173,10.1231177773,13.92451704,8.9731778835,8.146852134,8.145615208,14.01211384,9.06544382,9.654362623,5.538546893,5.439300032,6.8965544166,11.796022585,6.071716146,9.916141133,7.95110622133,10.73881029,7.09904829625,8.4390426745,7.688986551,9.85565975467,11.37712933,10.15087731,BRCA
11.92126273,10.182290716,12.40276968,8.9213733295,8.041917075,7.912322211,13.34674991,9.805889394,10.1255478285,5.070616072,6.101508918,6.895239566,11.46459896,6.259376137,10.0322459,7.89435356167,10.51457134,6.81036109175,8.551370553,7.192172276,10.041403703,12.16093036,10.23716846,BRCA
11.51973221,10.3257906717,13.08977243,9.111304808,7.888636145,8.111841355,12.76004735,9.17185302,9.668764921,5.353156751,5.379907907,7.0040046146,11.5411915,6.1648761405,9.833428205,8.071594068,10.54450111,7.1247906185,8.655247477,7.574595656,9.72583582933,11.77876926,10.29197677,BRCA
11.86526555,10.2867156497,8.405238411,10.2970447,8.85628218,6.034420016,12.03663478,6.536717836,8.9745205145,5.027033758,5.039808741,7.4112322548,12.52079595,5.593235253,9.724718956,8.530428344,5.97155002,6.87914917925,8.821488149,8.480033951,8.84918642867,11.62476132,10.5038757,BRCA
