@relation thedata

@attribute 1719 real
@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 23594 real
@attribute 23595 real
@attribute 23649 real
@attribute 26271 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 5111 real
@attribute 5422 real
@attribute 5460 real
@attribute 5557 real
@attribute 5558 real
@attribute 5925 real
@attribute 6241 real
@attribute 6657 real
@attribute 7027 real
@attribute 7084 real
@attribute 7298 real
@attribute 79923 real
@attribute 81620 real
@attribute 8318 real
@attribute 84515 real
@attribute 8900 real
@attribute 891 real
@attribute 898 real
@attribute 983 real
@attribute 990 real
@attribute 993 real
@attribute DependentVariable {BRCA,Control}

@data
5.63902319,5.763286242,7.6916757,9.274157466,9.9652661335,8.595435709,9.058425498,6.388848544,5.790192895,8.8794769,6.798021749,6.47162143767,7.30666968733,7.122160823,5.98608559533,7.9259666445,5.97561041567,8.976299993,4.443820456,5.191142987,10.489828235,9.78453716,7.62454166,4.993687096,5.957224679,6.299304767,8.00728757867,6.796886882,5.331285345,5.7706733955,5.5594032075,4.932168974,5.7113333935,Control
5.748737112,6.058322584,6.931656836,9.646289192,10.6067005385,8.901380658,9.413279443,6.0430433815,5.868397398,9.341663989,6.6596432,6.35138548033,7.18042006333,6.409474951,6.29416571267,7.9503875055,6.06639047267,7.958452847,4.95444207,4.893623881,10.46698639,8.951489538,6.968670032,5.402083668,6.483780011,5.648473532,8.600459581,6.077889871,5.309804873,5.8681879535,5.1000844475,4.948847562,5.580948299,BRCA
4.620332194,6.031886566,8.360672771,9.837470696,10.261247663,8.838747853,9.650235514,6.6995400145,6.760291233,9.113990271,7.16277178,6.817579064,7.63223048933,7.180493836,6.17222257433,8.517100268,5.72399821567,8.409052632,5.605858198,5.216164312,10.89809876,8.660175215,9.100820741,5.214718599,7.625491737,7.716204063,8.39000280033,6.720350724,5.932280461,6.213232041,6.018363896,5.447257868,6.1523191905,BRCA
5.372439586,5.460424154,8.162745192,10.27390663,10.6087782065,8.994142056,10.18060575,6.458095163,5.972354482,9.441502737,6.651773306,6.714916353,6.55166353833,7.023923823,6.501395163,8.4986833315,5.36854192167,6.610216975,5.525294697,5.064542934,10.14224707,8.434608552,8.900701647,5.62000808,8.354404912,8.225232898,8.72557625633,6.183293584,6.555360353,5.99736739975,6.0392399955,5.182703468,5.697363916,Control
5.333791561,6.053008806,7.617800091,9.962375907,10.471142841,9.287309018,9.590110341,6.4112323765,5.712603517,9.666615087,6.921011149,6.839917773,7.35432909133,6.9330908945,6.24460528467,8.3791173545,5.95280065933,8.022008655,6.326164856,5.173760478,10.17761519,8.805970434,8.422297266,5.403788568,6.99492227,6.134329409,8.393809981,6.125780878,6.520190915,6.29992863125,6.028693113,5.455665247,5.9046360085,BRCA
6.048220516,5.770572224,7.123969084,10.05069253,10.338767298,9.318577337,9.225973251,6.7187801615,6.146803484,9.241638294,6.784605811,6.41271170433,7.408697217,6.8500213875,5.83327130167,8.4061773715,6.237969269,9.286795183,6.953443134,5.214330049,10.807258755,9.048637487,8.099138854,5.170937787,6.399090431,6.828996845,8.15974847467,6.672712173,6.429495141,5.7160804985,6.0648074825,5.342529189,6.113079114,BRCA
4.998433881,6.146803484,7.972134198,11.29154789,11.251370817,8.337779235,9.935902096,6.686202902,5.301415026,9.669098149,5.968327676,6.868407698,6.44602920733,6.349361739,6.55679907567,7.114956815,5.788693131,8.555107826,5.268482349,5.1499802045,10.526885685,8.448282691,7.317731701,5.032113243,7.423118274,7.527244602,8.69044413033,6.268944869,7.168173481,6.32124444525,5.427401159,4.998433881,5.5721428055,BRCA
5.297935366,5.920180882,6.945271536,9.654399345,10.1636613075,8.482577193,9.369358036,6.644794773,5.120093989,8.795261354,6.659429135,6.90348309733,8.02092389867,7.048256226,5.59058362833,8.4155051985,6.32473713233,9.023671978,5.540872931,5.1226906155,10.77234512,8.801652691,8.193452823,5.364932404,6.126245653,6.264072495,7.79524891633,6.986072764,5.149148835,5.7012189585,5.6375433755,5.346169084,5.5654738825,Control
5.681878783,5.598879718,8.258590913,10.12192882,10.517727571,9.139008401,9.357783524,6.7867375125,6.614640376,8.989182391,6.944217536,6.783116074,7.82590120133,7.4543940705,6.39055891833,9.0643521695,6.02795948867,8.717951507,6.760856726,5.078956662,10.885151175,8.745490404,9.814767147,5.474445169,8.000734017,7.900868506,8.29143898133,6.059891283,6.342257494,6.42728370275,6.505547144,5.620154746,6.648397732,BRCA
5.104977394,5.672857555,6.888624921,9.387097072,10.3375133275,8.823646775,9.162543096,6.169236535,5.431298057,8.984704068,6.773670433,6.49954063167,7.315615812,7.011695558,6.14861521567,8.3222045595,5.43016628233,7.473200667,5.447092526,5.3379549615,9.9169571465,9.25541878,7.322741917,4.535627553,6.420975498,5.634020526,8.821606451,5.906897358,5.2209212,5.859119673,5.4053195205,5.096358059,5.7118445555,BRCA
