@relation thedata

@attribute 10010 real
@attribute 1147 real
@attribute 1843 real
@attribute 3551 real
@attribute 4049 real
@attribute 4214 real
@attribute 4790 real
@attribute 4792 real
@attribute 5970 real
@attribute 7128 real
@attribute 7133 real
@attribute 7185 real
@attribute 7186 real
@attribute 7187 real
@attribute 8517 real
@attribute 8518 real
@attribute 8737 real
@attribute 9020 real
@attribute DependentVariable {BRCA,Control}

@data
6.22848091175,9.004698798,14.96942161,7.1307406325,6.097300677,10.46146439,12.34771002,15.00532806,8.69026092,10.89735788,8.084942721,6.51986956,7.722570406,6.390259793,10.2072374,6.071482881,9.943694688,7.12458953,Control
6.88744005475,8.974945912,13.94018008,7.787354885,5.99820185,11.6627575,12.34109771,13.91249272,8.669346719,9.536461479,7.532124306,6.8785382765,8.156008632,6.773076963,10.39985497,5.9492886965,10.07879165,7.618204007,BRCA
6.9167462225,8.986710369,14.43231028,7.4532495275,6.212526175,11.77105209,12.51631937,14.51605303,9.073024297,10.07659888,7.074920481,6.7213422045,8.551997661,6.939435598,10.04121461,6.4546623115,9.929872764,7.363480204,BRCA
6.565928768,8.742495656,13.07191821,7.4011955135,7.242795702,12.00382718,12.26985874,14.35403309,7.67194989,9.301536849,8.059386544,6.581963856,9.141437341,6.907494973,10.50969117,5.885664358,10.01119619,7.782574222,Control
6.97249185825,8.684828488,13.00161496,7.5245616955,5.897247233,11.72645885,12.37603319,13.73047547,9.268495874,8.967688197,7.497654525,6.5784146105,8.106250323,6.41397111,9.78258103,5.9089062735,9.484878832,7.444230413,BRCA
6.9208517505,9.33884841,14.67922443,7.5689740425,6.125574263,11.51112271,12.87483063,13.77694807,9.673230059,10.31472516,8.260238737,6.438817916,7.922110302,6.536640138,10.54285319,6.408234027,10.12499078,8.197856947,BRCA
6.742919028,8.17437786,12.90048482,7.550193916,6.101508918,12.26224618,12.52075501,15.02279519,7.262755244,9.257317784,7.800739973,7.13531381,8.283761058,7.026996771,10.10111594,6.49851931,9.601752743,6.740661566,BRCA
6.86888345225,8.824657385,14.73750669,7.4520617975,6.162145193,10.99477083,12.20475003,14.22362506,9.194320487,10.35735437,7.711014946,6.42055424,7.748127633,6.309799758,10.4077487,5.6444963965,9.671351374,7.797176966,Control
7.13853446775,8.659854224,14.74286599,7.530604743,6.095613938,11.9611296,12.42766909,14.37348409,9.012625324,10.15313434,7.59152445,6.2500862295,8.550151431,7.004223627,9.861979055,5.9441603625,9.108531726,7.392491577,BRCA
6.5752016225,8.645245129,12.66850837,7.6541093245,6.501961052,11.43790563,12.09766027,13.54172225,8.33670864,8.773379189,7.286837552,6.777982883,8.509301078,6.516256016,10.22738163,5.9893331235,9.863923404,7.396307489,BRCA
6.44564274375,8.670710349,14.63055838,7.53597724,7.277568994,11.22161448,12.2590489,13.43573605,8.687254178,9.453435848,7.427399015,6.789326815,8.81368591,7.097666426,10.6073352,6.187203455,9.933705821,8.101189293,BRCA
6.95439493575,8.807082076,14.90075929,7.4402145165,6.564534887,11.05015324,12.38541089,14.39776555,8.875473781,10.33092839,8.409445169,6.512656863,7.562397229,6.663490948,10.68519142,5.9623223675,9.477151683,7.320667722,Control
6.9662733025,9.155780297,14.8317704,7.3412959795,6.139352456,10.77967445,12.24889125,14.10537413,8.978067698,9.956354783,8.577788631,6.5411626275,7.489328426,6.597498119,10.55664043,6.1765582,9.882639658,7.585039752,Control
6.625698066,9.260861404,13.91614961,7.5914915015,6.807229727,9.313711317,12.29388695,14.13459319,9.226388785,9.396830118,8.171178205,6.8987338225,8.174789799,6.920237092,10.78787423,6.167755416,10.43762494,7.964616852,BRCA
6.6656762175,9.241179451,13.66590217,7.946295334,6.043635001,9.683047729,12.41257918,13.98232431,8.761435816,9.887921655,8.792953849,6.3803613715,8.260238737,7.527870126,10.64411791,6.1676810375,10.76657469,7.194562656,BRCA
6.801420902,9.022833232,14.12961268,7.791459439,6.635758471,9.206422917,12.40655986,13.70909946,8.629266563,9.222928376,7.964515778,6.97790097,8.569372533,7.223883757,10.70804518,5.8840159455,10.39270411,8.287667511,BRCA
6.791784344,9.175650046,13.65917147,7.9501379685,6.276781031,9.06544382,12.32574401,13.58466312,9.515749664,9.424193129,7.885637086,6.5067431395,8.554263753,6.758893179,10.68956587,5.9889090385,10.31328586,7.912531798,BRCA
6.78916503175,9.44260202,13.34055118,7.5558305855,6.582522603,9.805889394,12.39966386,13.75810714,8.496794995,9.698383942,7.911723223,6.2277355095,8.466179598,7.017117751,10.59472841,6.059667733,10.26978741,7.609328588,BRCA
6.82801269375,8.973504462,12.84571551,7.8335949455,6.371171674,9.17185302,12.00382718,12.88068749,9.61434228,9.016321592,7.553957774,6.6633366165,8.512702074,6.56350566,10.6432567,5.7617044025,9.880004788,7.653205378,BRCA
7.063110516,8.965922146,10.71074211,7.9784806655,7.173979696,6.536717836,12.05629403,10.54750216,9.315772892,9.899274258,8.530075742,7.1442293445,8.362997044,7.841062855,10.36475876,5.8571897335,10.94323478,9.165749378,BRCA
