ID	5330	23236	5579	5331	169355	5578	3606	5332	6401	7124	54106	3620	3383	335	4615	3458	7064	2150	3553	5582	8542	3250	3593	3039	3592	2776	7412	355	356	3910	3040	3586	3043	3569	3045	DependentVariable
Instance1	7.476788978	6.8772890085	6.21136540967	5.876585242	5.464840793	8.688181342	13.61228456	6.9141724395	8.0750153535	8.519696323	5.412113573	7.366412106	5.250214317	5.287261033	9.4642502	5.676529235	8.881298397	7.656660937	9.000106455	5.313256056	6.4506420375	5.5381597585	4.636656248	14.89141327	6.597386379	9.668318219	8.07772679633	6.109057762	5.714184545	9.9370151895	14.20597115	8.621509826	14.65075364	13.60771409	6.141397664	Control
Instance2	7.453231788	6.8906417385	6.479820979	6.036839159	5.633294061	9.433471275	14.36769016	7.100683958	6.6993817635	7.177920594	5.359671604	5.049534115	5.652207716	4.752897783	9.905361101	5.277995204	9.321195924	7.6259565305	8.25032344	5.115003321	5.81294915	5.869188284	5.272407006	13.90066922	6.147057976	8.930930318	7.24691632933	5.4568451785	6.1044474	8.801453058	13.2267238	9.0225626735	13.62992806	8.608616259	5.40668228	BRCA
Instance3	7.462177348	6.771545835	5.889051372	5.98687237	5.905393774	8.48506563	14.05593823	6.8982166245	5.8323785675	8.414834386	5.651633855	5.515393331	5.724112195	5.161092822	9.70697128	5.336114869	9.593774448	8.475698669	8.349592102	5.434470814	6.104873731	5.500088522	5.379561399	14.02580012	6.608332915	9.213384421	7.63218285233	5.8381822935	6.144867877	7.1871764155	13.44437567	8.5481499285	13.59822064	7.664022547	5.535750687	BRCA
Instance4	7.601141445	7.226006717	6.312672729	6.1476177	6.040679456	9.211511834	14.45988849	7.2768077175	6.2096398735	8.370459788	6.225261069	6.756826906	6.125832527	5.62000808	9.766156644	5.464840793	10.2800983	8.2515712815	7.718260793	5.36790503	6.0667876225	5.852736956	5.412113573	13.58212966	5.82808014	7.435526765	7.136062181	5.9473627115	6.331145921	8.1189968445	13.13392329	8.7223001635	13.0288437	6.879402901	4.754101184	Control
Instance5	6.773076963	6.848015995	7.50900425433	5.887775801	6.175530214	8.977409535	13.90840625	6.6548276045	6.4027685645	6.675961001	5.776374632	6.472817234	5.190230876	5.368603583	9.855452948	5.115211455	9.089067163	9.176961807	7.361595391	5.333791561	6.191100975	5.538686611	4.805822905	12.47196608	6.568568473	9.924501194	8.760944586	6.4964374115	6.16425895	8.65547585	11.77608148	8.63491322	11.9684077	6.192791506	5.586322838	BRCA
Instance6	7.658927519	6.727722821	6.98490046733	5.94872421	6.114685208	8.467749328	13.58466312	6.9752829565	8.0932205485	6.320264091	5.256643908	6.026363672	5.923750128	5.202134845	10.48083592	5.298302041	9.164342007	8.0914711865	8.525208673	4.940884687	6.17609969	5.711643218	4.790265497	13.57316849	6.123713395	10.54993411	7.97951833233	6.60785894	5.609260937	9.347397084	12.79172868	8.5984358945	13.46969908	10.84461576	5.151991962	BRCA
Instance7	6.111350232	7.4861886795	6.81582852467	5.48205062	6.413421135	9.024558716	14.600699	6.945356743	6.0295344665	6.423120638	5.71384099	5.486079796	5.229406468	5.472984221	9.530631222	5.213941395	10.03475121	7.138591387	5.250782787	5.832707292	6.2800094325	5.486333024	5.328236218	14.61254488	5.850631456	7.39744174	8.35458352167	5.6801733885	5.032113243	7.8410433245	14.18524172	9.1479749325	14.55659977	6.331772944	5.899484569	BRCA
Instance8	6.898937271	6.719520862	6.87117032933	6.202570157	6.193087311	8.419813926	13.48222565	6.5861642735	5.7188226725	6.14308278	5.870741528	6.901292687	4.759970032	4.29432028	9.695555047	5.989996857	8.761053454	8.196728483	7.134583224	5.495064524	5.4796299155	5.599211999	5.256643908	14.80269307	7.117464214	9.665460782	8.34799793867	6.0495207925	5.582112807	8.942056513	14.04737959	8.2346108605	14.26763347	10.45145612	5.176333993	Control
Instance9	7.321975714	6.995146243	6.13414385767	5.352274105	5.536838744	8.419971893	13.46969908	7.024481502	6.5953012555	8.252974189	5.59156816	5.639529738	5.659076304	6.078850631	9.573046472	5.178725843	9.65934534	8.8823081985	9.153147365	5.606746643	5.8891122605	5.8513567415	4.809043025	12.90439101	7.818711782	9.303998235	8.260992009	6.337979385	6.069858551	8.2456295	12.23565236	8.326192676	12.7645524	10.12252426	5.346612346	BRCA
Instance10	7.469827229	6.432879816	6.39658479233	5.586623085	5.850006293	8.01888328	14.24008548	7.1430110225	6.0246519895	6.105390642	5.605858198	7.243129047	5.391983545	5.630093262	9.269361142	5.114586962	9.729417293	7.877938346	6.678428044	5.139972076	6.7023130275	5.618626215	4.314057196	14.91431039	5.69321599	8.352640608	7.44841126567	5.7598219305	5.434637608	9.119176652	14.44356588	8.946522269	14.70323068	7.723389827	5.731733958	BRCA
Instance11	7.616550911	6.4844860445	6.39932068633	5.199683385	5.372961888	8.202296649	13.88385421	6.8672911265	6.8686221495	6.992205122	5.387510099	5.89185128	6.278129404	6.073719165	9.630713575	5.77657203	9.796364594	7.129007453	8.823033698	5.996621069	5.970028436	5.4064426625	5.211023147	14.42653276	6.371476641	6.808774778	8.36555046	6.208641296	6.110410879	10.206726031	13.71793344	8.8805531315	14.15265365	9.620715209	5.89185128	BRCA
Instance12	7.210454923	6.6696596965	6.68769140167	5.628781795	6.356324862	8.474558864	13.86848405	6.6906065225	6.0981082295	7.871691396	5.179920282	6.192939416	5.65306808	5.563166712	9.909466033	4.921497326	8.648933758	8.0922726865	8.814719539	5.507010655	6.171490194	5.3289938005	5.622060057	13.84737503	6.861865828	9.546605663	8.73512390433	6.375481896	5.613687265	9.3222193395	13.06490613	8.629169544	13.54172225	10.86030351	5.135464327	Control
Instance13	7.225668073	6.8308282135	6.24070564267	5.637792259	5.957921126	8.584390499	13.42739342	6.47943359	6.7974526965	6.162699096	5.848755155	7.019037798	6.003552345	5.612950486	9.531343017	5.303243061	8.928141645	7.4327022365	7.972263464	5.499695432	5.8794718745	5.939247929	4.997530935	14.42029878	6.342079669	9.998851701	8.26673643233	5.903314583	5.647898183	9.3859954115	13.86848405	8.100279525	13.60139652	11.58397843	5.442952823	Control
Instance14	8.314312607	6.0566410755	6.35314852433	5.427447991	5.827953159	7.646632733	13.44910353	6.1256933725	5.857791136	5.841225451	5.325000691	6.460665271	5.726293954	5.363706598	10.01320441	5.196047562	10.14854685	7.398284041	7.25221866	5.292792099	6.2468054795	5.737401161	4.693784032	11.3294966	6.424674922	9.061277435	7.55920272067	5.6600815695	5.601853411	7.6152573625	10.07879165	8.0593538555	11.46908991	8.333559164	5.545359333	BRCA
