ID	3265	57172	805	23236	4776	2357	1432	5894	2002	4775	801	2769	5970	5533	2792	5288	5605	5606	4214	4688	5604	654817	5058	5608	5532	5530	2782	5595	808	4773	8536	4772	4790	4792	5879	5594	DependentVariable
Instance1	7.4423513115	7.045216672	13.59313376	6.8772890085	6.328365825	8.114030058	7.09994864525	10.11570732	9.719046985	7.5492931052	13.11037161	8.935666829	8.69026092	9.584314798	5.028139516	7.44476877	11.44994835	5.86129168933	10.46146439	6.062322099	10.49127719	7.576562054	9.037678125	5.85530403967	11.8054921	7.181967161	13.02719506	11.634256725	12.33572539	5.358259724	10.00123968	6.1646303325	12.34771002	15.00532806	8.85850435833	8.27215776867	Control
Instance2	7.8897640555	8.076523188	13.5121695	6.8906417385	6.757360421	6.350767395	6.60639379225	10.34726733	9.192268846	7.2620358308	12.75620088	9.171240063	8.669346719	9.028818534	5.682862067	8.180905107	11.52169626	5.85702554217	11.6627575	6.157756819	9.559434991	7.522995597	9.447476465	6.054235957	11.54241539	7.328338472	13.00956452	11.27623323	12.47764072	5.287134046	9.00192967	6.4733698555	12.34109771	13.91249272	9.23532012167	7.85669691467	BRCA
Instance3	7.856102429	7.020066336	13.47944813	6.771545835	6.196140414	7.183985468	6.58493097	10.45388564	9.676230874	7.332988387	12.13760287	9.060122471	9.073024297	8.789730168	4.963487128	8.132681099	11.72288448	5.82716031317	11.77105209	5.48205062	9.65317699	7.427105645	9.822754492	6.35618041933	11.24175993	7.238491368	12.9979954	11.198356615	12.54827894	5.0508794315	8.091489767	6.05907682475	12.51631937	14.51605303	9.280236709	8.11094053067	BRCA
Instance4	8.398114105	7.00203053	13.35270561	7.226006717	5.745177655	5.535750687	6.0589973865	10.09500831	9.684192438	7.1860203686	12.20536419	9.612320761	7.67194989	8.74769044	5.29683478	8.324001746	11.42772678	5.05698450317	12.00382718	5.402254249	9.580847928	6.848156962	10.03852848	6.36100294267	11.56978693	6.422323287	13.11510467	11.274247985	12.76004735	4.8161306655	9.013141976	5.969107067	12.26985874	14.35403309	9.422761191	7.98209816267	Control
Instance5	7.697637374	8.468726998	13.37889296	6.848015995	6.162799782	6.592162207	6.730522711	10.22872886	9.981439248	7.5168645844	12.34682957	9.312021348	9.268495874	9.157246578	5.536217098	8.367328607	11.8471671	6.07725681717	11.72645885	5.513025813	9.966174165	7.797857857	9.507874464	5.979395943	11.00452968	7.7125980515	12.87743566	11.21839075	12.45248586	5.183721743	8.388696618	6.17905477475	12.37603319	13.73047547	9.29741101033	7.82991936767	BRCA
Instance6	7.3388634815	6.590366699	13.71343219	6.727722821	6.71596585	7.626933929	6.87151716925	10.624983	9.979768545	7.5289073748	13.11510467	9.80023708	9.673230059	9.836169177	5.717272857	8.878894761	11.5852209	7.15443493	11.51112271	6.327872022	10.23164154	6.935521995	9.3312535	5.98125183967	11.73619062	7.745704965	12.98372673	11.07534033	12.66384721	6.0739409315	8.825873953	7.79825655525	12.87483063	13.77694807	9.14697742367	8.18650002	BRCA
Instance7	7.9742866725	8.33257494	13.29267684	7.4861886795	6.18408747	6.475900081	6.362735412	9.961088297	9.212867878	7.3270793584	12.34260121	9.550891589	7.262755244	7.747456426	5.442621133	7.322741917	11.16076662	5.4415442	12.26224618	5.865430938	8.977681421	6.795296567	9.354305108	6.79660585167	11.41213066	6.5896621115	12.64120964	11.151396135	12.61750082	5.0860843655	9.05429304	5.88961529475	12.52075501	15.02279519	9.62804284167	8.451561107	BRCA
Instance8	7.7095138065	8.407279583	13.44200721	6.719520862	6.913221911	7.682943904	7.0975611175	10.12277013	9.290572499	7.3160751194	12.57155186	9.068624547	9.194320487	9.508320259	5.865554662	8.077831971	11.28922369	5.8607249385	10.99477083	5.688328124	10.00443156	7.862251644	8.901176988	5.93944441167	11.39154181	7.480559564	12.98945487	11.40345044	12.74796537	5.2291868665	9.004115895	5.9603886785	12.20475003	14.22362506	8.82865486733	8.171538624	Control
Instance9	7.94496816	7.370755236	13.70458133	6.995146243	5.801553978	6.470907435	6.41978303225	9.9831294	10.01823535	7.4954770344	12.3148028	9.270663911	9.012625324	9.212004536	5.659076304	8.94185541	11.82274022	6.020187685	11.9611296	5.612065855	9.452231522	7.297193996	9.625618044	6.398579306	10.77439198	7.5245411315	12.96993872	10.99057863	12.4865699	5.2554434645	8.559856117	6.02825469225	12.42766909	14.37348409	9.29235500067	7.91861634733	BRCA
