@relation thedata

@attribute 10993 real
@attribute 132158 real
@attribute 1491 real
@attribute 1610 real
@attribute 1738 real
@attribute 1757 real
@attribute 189 real
@attribute 211 real
@attribute 212 real
@attribute 23464 real
@attribute 2593 real
@attribute 26227 real
@attribute 2628 real
@attribute 27232 real
@attribute 2731 real
@attribute 275 real
@attribute 29958 real
@attribute 29968 real
@attribute 314 real
@attribute 4128 real
@attribute 4129 real
@attribute 501 real
@attribute 51268 real
@attribute 55349 real
@attribute 5723 real
@attribute 635 real
@attribute 63826 real
@attribute 6470 real
@attribute 6472 real
@attribute 64902 real
@attribute 8639 real
@attribute 875 real
@attribute DependentVariable {BRCA,Control}

@data
6.089906589,7.798052338,6.85532877733,5.204582147,9.213761077,5.319953181,6.299304767,6.25782276433,6.62667217267,7.582482852,8.129591102,12.65578567,9.026455058,5.735529792,6.496418906,9.241638294,6.220367054,7.0079780485,5.85371405567,13.1577646,9.957331028,11.42353215,4.787133774,7.224969077,6.8824523015,5.660645761,7.964717919,8.76112499033,11.06986277,5.862210374,7.755991017,6.810446719,Control
5.101199635,7.441203595,6.49777358967,5.166927545,8.711943205,5.761891089,5.823883874,6.50209327333,5.892864764,7.436713884,8.42813357133,12.77884208,8.603905516,6.386384717,6.464101029,9.99487707,5.66874356,5.9778487825,5.95068599267,11.8442763,9.304694199,11.38356241,4.863209057,8.888104795,6.0263942185,6.052248095,7.65682012,8.453784305,11.08348284,5.636777762,6.891604874,8.506447554,BRCA
5.760494586,7.713354077,6.15085929833,5.672716149,8.729281802,5.697600956,5.346612346,6.13966463567,5.783711998,8.862963612,8.92464260833,13.27502674,9.372463054,5.079816751,6.559687298,9.95192618,5.211786158,6.847757283,5.416089505,10.08093113,9.175325691,12.194507085,5.42627419,8.997010868,6.841161532,4.235422182,8.096492639,8.899855734,11.92850738,5.084076226,5.697600956,9.394034498,BRCA
6.697492797,7.850001018,5.33955328233,5.62000808,8.239194094,5.980374532,6.281471652,6.50871709333,5.527611444,9.155963663,8.967772191,13.31846094,7.792629466,5.941641146,5.402254249,10.47375676,5.1387403605,6.722817304,5.668788356,12.02630394,9.215327395,12.319046675,5.203995173,8.839582623,6.3196962635,4.904979261,8.344163978,8.42552051167,11.85055617,5.535750687,6.781428977,7.306656707,Control
5.245087973,7.692111778,6.903260024,5.111669081,9.505246433,5.963711807,5.878916116,6.35649857967,5.54524183033,8.501480074,8.718653029,12.89557628,9.035239766,6.38884014,7.14583314,9.501827795,5.6939759985,6.329470978,5.51591128333,11.21616247,9.091145182,11.80913255,5.364932404,9.219919401,6.079900202,4.590429601,7.647208586,9.12488666233,11.61752958,5.612950486,6.491897679,9.156305043,BRCA
8.097454264,7.02741154,6.57183207333,5.346435058,10.04101607,5.759695977,5.625863148,6.484042018,5.54513028567,8.042262829,8.09752828433,12.89668817,9.719046985,6.08183558,5.980831476,9.538005127,5.6940700435,5.778122528,5.42458429367,12.05151325,9.616108215,11.679923925,5.226326687,7.844095491,6.551114983,5.380773813,7.590102562,8.99237067133,11.4325551,4.836948221,6.680926028,8.229877631,BRCA
7.704458964,7.408968939,5.39060377367,5.068037933,7.325532861,6.032327486,6.365014999,6.54908244633,5.773175412,8.588340915,8.53822544467,12.71414467,8.706030693,6.464509503,6.594254147,10.36063893,5.9815317985,6.853418228,5.55495371667,11.45071911,8.706030693,12.374971035,5.733361967,7.428153124,6.3012408795,4.817637677,7.175976433,7.471185463,11.82899735,4.726030068,5.197326058,9.144563372,BRCA
6.371999292,7.381458863,6.297973714,4.55165352,9.130455455,6.394296014,6.176228636,6.53147889067,5.51910813,7.92617904,8.60769696033,12.64120964,9.457525103,5.309895799,6.534735237,9.810254755,5.405182676,6.5733104545,5.285641028,11.60131362,9.515168153,11.9777839,5.600664669,7.865827785,6.903192006,4.749817907,7.517750328,8.853062337,11.51777531,5.313437469,6.868270444,8.032653439,Control
6.293246892,7.100875508,6.71316500933,5.203995173,9.439182162,5.771232765,6.092128797,6.24282418167,5.231512805,9.15024304,8.928094109,12.88951828,8.651824084,7.151552216,7.873168967,9.78258103,5.680557752,5.980624115,5.59741862067,10.5650833,9.690059592,12.239160505,5.572973961,8.739460925,7.052461004,4.980952113,7.689126371,9.07889939367,12.04910329,5.520745364,6.162699096,7.646560735,BRCA
5.834288528,7.93180289,6.44562170833,4.863456876,8.94941173,5.675964969,6.382499203,6.31956175033,6.00599596233,8.795261354,8.84265081133,12.94623653,8.740388881,6.340300218,6.338429429,10.35594598,5.682325359,6.288389029,5.54518123533,12.30758799,9.835174498,11.5195314,5.185877691,9.345865995,6.4889219465,5.127025752,7.535355335,8.472690889,11.35948893,5.328236218,7.272958931,6.875107712,BRCA
