@relation thedata

@attribute 1017 real
@attribute 10197 real
@attribute 10213 real
@attribute 1026 real
@attribute 10393 real
@attribute 10926 real
@attribute 11065 real
@attribute 1111 real
@attribute 11200 real
@attribute 144715 real
@attribute 23594 real
@attribute 23595 real
@attribute 246184 real
@attribute 29882 real
@attribute 29945 real
@attribute 3364 real
@attribute 4085 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4193 real
@attribute 472 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 545 real
@attribute 55388 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 5810 real
@attribute 5883 real
@attribute 5884 real
@attribute 5982 real
@attribute 5983 real
@attribute 5984 real
@attribute 5985 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute 63967 real
@attribute 64326 real
@attribute 64682 real
@attribute 701 real
@attribute 7157 real
@attribute 7314 real
@attribute 7321 real
@attribute 7324 real
@attribute 7465 real
@attribute 8317 real
@attribute 8318 real
@attribute 8379 real
@attribute 84126 real
@attribute 84515 real
@attribute 8697 real
@attribute 8881 real
@attribute 891 real
@attribute 898 real
@attribute 9133 real
@attribute 9134 real
@attribute 9184 real
@attribute 9491 real
@attribute 983 real
@attribute 9861 real
@attribute 990 real
@attribute 991 real
@attribute 993 real
@attribute 995 real
@attribute 996 real
@attribute DependentVariable {BRCA,Control}

@data
9.26596478,9.5130720155,9.389707223,11.459753229,9.513027356,5.334864322,5.946718082,6.612872643,6.32033029133,5.014814152,9.9652661335,8.595435709,11.33438519,6.6515261255,10.89969322,5.285583164,5.731890172,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,5.4774530015,7.15912118675,5.790192895,8.8794769,6.798021749,6.47162143767,11.62074231,7.891633541,7.3510422728,5.382345047,6.161646774,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,5.3469382865,8.306085763,6.86823465375,6.4996565905,6.65416022267,8.8069355085,7.105454747,10.83471386,11.61752958,10.66108355,5.081735071,8.911967117,7.6853955185,5.876585242,8.333402628,14.001314075,4.932168974,10.0092425685,10.19591385,5.510179653,6.299304767,7.2955967915,8.769331998,8.00728757867,10.18559438,11.5864322767,5.331285345,5.7706733955,6.31084507,5.353672182,8.34512935675,8.2518409835,5.5594032075,10.66538909,4.932168974,7.553861805,5.7113333935,6.05282587733,6.396138612,Control
8.958604237,9.4460828095,8.918073954,8.288611166,8.972521155,6.001414528,6.04174069825,6.363920643,6.25695428167,4.822489599,10.6067005385,8.901380658,11.40859261,6.7379607485,11.39527989,4.9467448445,5.9049096225,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,5.63969746625,7.09089637525,5.868397398,9.341663989,6.6596432,6.35138548033,12.19704319,6.84856387,7.3426400302,5.67954943775,5.2412686305,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,6.057865228,9.270109064,6.50363252975,6.4959528655,6.803627506,8.3511951665,7.5130075585,10.800436875,11.88379655,10.48441034,5.205755379,9.11655921633,7.2170541915,6.192939416,8.508984299,13.81882705,5.03365563,9.6892558675,10.02692145,5.853378958,5.648473532,6.989731445,9.0086259175,8.600459581,10.26616024,11.6338743833,5.309804873,5.8681879535,6.183690582,5.877209297,8.52281951225,8.6470158575,5.1000844475,10.285160686,4.948847562,8.329169717,5.580948299,5.53860894767,6.157756819,BRCA
9.1433668585,10.021838884,8.923536316,8.320702773,9.108133102,5.194176951,6.74908509625,7.245317684,6.585177168,5.492342928,10.261247663,8.838747853,11.2089234,6.869178129,11.3989816,5.2009568805,6.23860798,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,5.8602843415,7.165383526,6.760291233,9.113990271,7.16277178,6.817579064,12.09904539,7.808660365,7.224976819,5.3269021,5.928972672,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,5.9256980425,9.15024304,6.489983089,7.0004963375,7.26523884267,9.396101263,7.613135391,11.330452225,12.02968073,10.72737618,5.813403636,9.076053647,7.912831347,6.209848712,9.660905593,13.884698385,5.717135739,9.963199446,9.985543523,5.877014897,7.716204063,7.6048188125,9.195711943,8.39000280033,10.57151592,11.5702330533,5.932280461,6.213232041,7.982781325,5.7851863155,8.49307755725,8.6963432705,6.018363896,10.525857853,5.447257868,9.925235871,6.1523191905,6.16595704,5.844744204,BRCA
7.7178678995,9.9727633615,9.204339515,8.2000896335,8.316825834,5.818781073,7.33950241175,6.97286817,5.902611751,5.36300567,10.6087782065,8.994142056,11.41853536,6.6715156405,11.32897515,5.243458663,5.556737863,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,5.5016593965,6.962212015,5.972354482,9.441502737,6.651773306,6.714916353,12.48456748,5.73024,7.4878570166,4.95432611925,5.8136325105,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,6.0154991735,9.641623301,6.37243574525,6.4544177505,6.47039307033,8.859174667,7.7690752125,11.057611095,12.38193096,10.83441597,5.460424154,9.22604407833,7.4581159765,6.244559471,8.338826757,13.10949585,5.249456007,9.0746207545,9.827049342,6.090118375,8.225232898,6.9519284775,9.635857198,8.72557625633,10.65722043,11.5606470833,6.555360353,5.99736739975,9.036723879,5.83079519,8.57871707575,8.687436261,6.0392399955,9.7075407315,5.182703468,10.17005684,5.697363916,6.33171556533,6.551443438,Control
9.123941273,9.670002224,9.125523977,7.875076566,9.237891778,5.07693448,6.54666819075,6.59529898,6.41017141933,5.256266489,10.471142841,9.287309018,11.07799751,6.6164296375,10.88402951,5.263091458,6.4243852295,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,5.80954885825,7.2431584955,5.712603517,9.666615087,6.921011149,6.839917773,12.22983432,7.219219655,7.161221794,5.394762578,5.484010067,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,6.0411561995,7.99421358,6.4759127875,7.0312218105,7.072920173,8.74540583,7.403741513,10.93374845,11.96009799,10.45090222,5.415666779,9.10345924067,7.543913831,5.828587949,9.701150974,13.92393915,4.615340623,10.1134177805,9.868004973,7.431708874,6.134329409,7.321199922,8.5645113055,8.393809981,10.28274128,11.5806475867,6.520190915,6.29992863125,7.335214194,5.8087825485,8.3869920265,8.7242702675,6.028693113,10.5959512115,5.455665247,9.350851427,5.9046360085,5.87454446767,6.249545485,BRCA
9.3759597995,9.9087425115,8.95814749,10.112371314,8.639323636,5.409400483,6.3652003555,7.01111856,6.614291049,5.241850906,10.338767298,9.318577337,10.65984455,7.342223526,11.46972335,5.2823824395,6.2497596215,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,5.889292139,7.08122523275,6.146803484,9.241638294,6.784605811,6.41271170433,12.44988381,8.677068719,6.776792448,5.5992247945,5.580582579,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,6.239618323,8.949243917,6.70665159975,7.138537016,7.68158217733,9.358156732,7.0064152045,11.641461875,11.54965727,9.132050545,5.427783188,9.270363986,7.8529284555,5.612213331,8.868576523,13.72048402,5.499695432,9.996990863,11.87540007,6.626224195,6.828996845,7.38043418,9.118774604,8.15974847467,10.50260587,12.1339918167,6.429495141,5.7160804985,7.468056067,5.840659366,8.6810634895,8.4071374385,6.0648074825,10.848082905,5.342529189,8.530563498,6.113079114,6.046122072,5.767794645,BRCA
7.9728052855,9.738500574,8.944917819,7.8281740715,8.078179001,5.361953639,7.3058340285,6.009555025,6.19429139567,5.486079796,11.251370817,8.337779235,11.9938814,6.3666374985,11.09109172,5.4473853525,5.182332781,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,5.78129302475,6.392001616,5.301415026,9.669098149,5.968327676,6.868407698,12.4173608,6.019930513,7.6351415802,5.20754562,5.98214856,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,5.7746841205,9.309829381,5.71414323325,6.220650197,6.54805513767,7.4871109445,7.0904318015,10.3458464955,12.52245777,10.38702135,4.993460669,9.25945486167,7.163018361,5.955365844,8.315445233,13.157660585,5.178725843,9.4235422705,9.557684409,5.95855924,7.527244602,6.887304365,9.9603041795,8.69044413033,10.71047093,11.5145750067,7.168173481,6.32124444525,7.52958892,5.8821083545,8.32276245325,8.4601267675,5.427401159,8.8728375605,4.998433881,10.62301752,5.5721428055,6.046563588,6.731933742,BRCA
9.321425499,9.2760823915,9.321866737,9.436657679,9.549015053,5.64530627,6.26826666075,6.619123639,6.727954003,5.675118156,10.1636613075,8.482577193,11.6188926,6.652433483,11.09993968,5.4528603235,6.191610237,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,5.3501390665,7.21389689,5.120093989,8.795261354,6.659429135,6.90348309733,11.89117053,8.520992932,7.4572438276,5.31897246825,5.608752813,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,5.7038607615,8.144098803,6.76617859225,6.9810465865,6.93605146533,9.1247667975,7.5927585855,11.06229666,11.90810746,10.88785292,5.54798282,8.84709218133,7.6369717535,5.738505243,8.92056956,14.498215135,5.07383228,10.53697429,9.923803275,5.6227922,6.264072495,7.4074661925,8.8015375415,7.79524891633,10.24516082,11.6136895433,5.149148835,5.7012189585,6.802002929,5.6699833785,8.2724292895,8.620017522,5.6375433755,10.79613101,5.346169084,8.015193578,5.5654738825,6.03208651933,6.353195907,Control
9.1526830635,9.7701113155,9.43457148,8.6840196725,9.367327993,5.157459364,6.96663888775,7.851094879,6.65923442633,5.708746799,10.517727571,9.139008401,11.1161313,7.1812092455,10.99477083,5.724482943,6.7445377525,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,5.591806779,7.14878397875,6.614640376,8.989182391,6.944217536,6.783116074,12.38250455,8.017366771,7.1618852434,5.76377410275,5.9714513915,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,5.764225341,8.742495656,6.37213784275,7.2222320135,7.65912161233,9.70168359,7.7796863265,11.49735519,11.92126273,10.77226531,5.39361462,9.08132747167,7.3916087785,6.034089818,9.680166591,14.242274775,5.247558487,10.4854444445,9.902390614,6.783656769,7.900868506,7.519656072,9.2716444285,8.29143898133,10.48357425,11.79353655,6.342257494,6.42728370275,8.70009385,5.731781437,8.8031293145,9.0434887545,6.505547144,10.937703845,5.620154746,9.716982805,6.648397732,6.367015667,5.835425946,BRCA
8.766958367,9.6858681675,9.153799716,8.5305745065,8.797467904,5.619861398,5.7988888795,6.438214347,6.430398513,5.630093262,10.3375133275,8.823646775,11.81218745,6.861446222,11.18792748,5.329006813,5.57811289,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,5.8421495495,6.89333590125,5.431298057,8.984704068,6.773670433,6.49954063167,12.06681079,6.594851287,7.2458581842,5.13981355375,5.6783599625,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,5.863681383,9.068832764,6.50923855525,6.8236640905,6.42676862133,8.509561114,7.4371940695,10.656153568,12.52742331,10.47860813,5.312893162,8.98324299033,7.704876591,5.828143626,7.766597025,13.80215118,4.73770262,9.894298353,9.707877238,5.564234295,5.634020526,7.2045916485,9.4482531,8.821606451,10.05646198,11.7083151733,5.2209212,5.859119673,6.438214347,5.3856671345,8.333393374,8.7916525815,5.4053195205,10.2426533225,5.096358059,8.42512265,5.7118445555,5.60768941067,5.850006293,BRCA
