@relation thedata

@attribute 1017 real
@attribute 10197 real
@attribute 10213 real
@attribute 1026 real
@attribute 10393 real
@attribute 10926 real
@attribute 11065 real
@attribute 1111 real
@attribute 11200 real
@attribute 144715 real
@attribute 23594 real
@attribute 23595 real
@attribute 246184 real
@attribute 29882 real
@attribute 29945 real
@attribute 3364 real
@attribute 4085 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4193 real
@attribute 472 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 545 real
@attribute 55388 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 5810 real
@attribute 5883 real
@attribute 5884 real
@attribute 5982 real
@attribute 5983 real
@attribute 5984 real
@attribute 5985 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute 63967 real
@attribute 64326 real
@attribute 64682 real
@attribute 701 real
@attribute 7157 real
@attribute 7314 real
@attribute 7321 real
@attribute 7324 real
@attribute 7465 real
@attribute 8317 real
@attribute 8318 real
@attribute 8379 real
@attribute 84126 real
@attribute 84515 real
@attribute 8697 real
@attribute 8881 real
@attribute 891 real
@attribute 898 real
@attribute 9133 real
@attribute 9134 real
@attribute 9184 real
@attribute 9491 real
@attribute 983 real
@attribute 9861 real
@attribute 990 real
@attribute 991 real
@attribute 993 real
@attribute 995 real
@attribute 996 real
@attribute DependentVariable {BRCA,Control}

@data
8.5614408535,9.590603746,9.461459559,8.836754421,8.516213288,5.364757352,6.117138671,6.638874358,6.98895926133,5.541492575,10.1060462435,8.823479598,11.54912779,6.860202469,11.40035929,5.512347417,5.8170130865,9.157436075,11.30175136,9.126565767,10.07634836,11.00715715,8.000714493,5.125223824,7.27735742025,6.012574958,8.519529251,6.487482832,6.52906469167,12.26420808,6.836085475,7.1867571438,5.02130020225,5.665348624,8.18064090833,9.242120816,9.4774367275,11.046464365,11.8759414,11.9258899,6.615670554,13.37355718,12.12322914,13.12486126,12.67639685,11.92020965,13.04382794,13.41920247,9.25143050475,7.916556046,12.78963253,13.33363132,11.87114877,12.05268701,8.97602061,11.66819594,8.0982242125,10.69342622,11.39453251,9.223954101,10.334183228,8.449521268,11.40579844,11.11880178,7.723969969,8.28615040767,7.705910749,7.531306061,8.11485924,10.00021257,11.21259383,5.3495791295,8.51852641,6.669590663,7.1596856165,6.23579617167,8.8655786105,7.2999723835,10.87490854,12.53830178,10.35810202,5.522708043,8.97424272367,7.614899535,6.051269448,8.06060289,14.083072915,5.681316606,9.4450322135,8.911093174,6.262476028,6.619270395,8.3582944345,9.6407814295,8.19852639733,9.900855914,11.90066367,5.842357415,6.179762227,7.043905282,4.956437318,8.4486174155,8.556797319,5.220752803,10.577858394,5.255700175,8.260556316,5.91779079,5.583748739,6.076554418,BRCA
8.893995041,9.630875787,9.340262451,9.0515115425,9.480331335,5.711089607,6.4127591625,6.776897268,6.76139862367,5.634891802,10.4203475115,9.037218243,11.17829777,6.693364887,11.22708057,5.4557014475,6.156556378,8.895530694,11.06146347,9.3320368985,9.327003038,10.66204549,8.527335664,5.5617899825,7.3263622655,5.59381033,9.069960645,6.786077228,6.825976426,12.08543106,7.835799558,7.1532987808,5.28315010425,5.6015955305,8.88005368833,8.998534812,9.685313076,10.93362771,11.69988051,12.17366339,6.566895523,13.2409799,11.90740908,12.75717127,12.32501877,11.88081762,12.91282298,12.99983714,8.9507337465,8.0106371615,12.35836419,13.13233509,11.80634431,11.23443143,9.57487227933,11.25407804,8.328537455,10.1126777,10.89883964,8.2669635,9.951140842,8.627881407,11.46972335,11.17235267,7.889977115,9.09427385867,7.292669322,7.6724419354,7.2086747845,9.521496672,10.83234438,5.927986468,8.04982286,6.62912295825,6.8101934035,7.04973393733,9.023735752,7.544617301,11.11875956,11.75528414,10.88129775,5.774267365,8.97634119667,7.7627964575,6.130730781,9.069960645,14.491124715,5.760760691,10.5384406405,9.561431694,6.004058206,7.051647054,6.8883788605,8.444056422,8.12052771933,10.4262965,11.6161679967,5.585571947,6.16318161475,6.913371526,5.8926450975,8.46816614475,8.8019921295,6.0055657725,10.984879545,5.455336468,8.115318276,5.432572281,5.671657771,6.227669487,Control
9.195934583,9.672739215,9.242734159,9.93093261,9.539789428,6.132068463,6.255555381,6.72451769,6.11691885167,5.200860606,10.273987442,8.776993161,10.92410009,6.885083732,10.90118767,5.689301904,6.078471059,8.423925951,10.9823843865,8.9337085745,9.282845833,10.47189392,8.33408606133,5.7278366545,7.01677338075,5.569028668,9.036579657,6.477965145,6.67563750033,11.98345514,7.879707489,7.261387587,5.69480086275,5.920258538,8.880792656,8.571298649,9.488075207,10.770072085,11.27473356,11.58132609,6.84768731,13.35753005,12.10354363,12.82346582,12.43809276,11.78564057,13.01841933,12.87339418,8.77483141125,8.169821621,12.3181333,13.33363132,11.76992885,11.44205205,9.456908841,10.8264931,8.1168607075,10.54158093,10.91120492,8.351912203,9.852050299,8.923848251,11.4091179,11.40466276,8.335592591,8.72173289,7.777684566,7.6721130478,7.338070516,9.3721657175,10.70265129,5.4397837495,8.112141195,6.5125468145,6.654977447,7.14436357833,8.823484927,7.3703045175,11.29475415,11.64562254,10.4887367,5.572140279,9.01684391333,7.6187231085,6.397636666,8.376018051,14.375350355,5.162100493,10.0739134865,10.47980075,5.752622329,6.327333135,6.976738588,8.869207981,7.93139199867,10.41768407,11.5281897733,5.639963781,5.667146432,6.734171472,5.76232492,8.207394179,8.5966959745,6.0129300215,10.736331835,5.375918034,7.766050346,5.930654322,5.43353183633,5.577437325,Control
9.7479615385,10.282808745,8.091145926,9.024549301,8.9961706,5.441791574,5.93785342525,6.864034824,6.30220446233,5.026591217,10.227964657,8.635528703,10.53262893,7.189528047,11.16449233,5.1872378035,5.983965667,8.850203347,11.261461695,8.8844057575,9.760229732,10.18746996,8.46409499267,5.53215868525,6.9924584855,5.611033099,9.243103231,6.78934168,6.72834066067,12.67483341,8.156337359,7.1990915432,4.95871165175,5.5090356035,8.614266504,8.292046787,8.213074375,10.077107125,11.14309317,11.1392085065,7.183985468,13.17957018,11.79600727,12.72020477,12.80254267,11.524772,12.86518429,12.87039849,8.788515201,7.9034055435,12.37045183,13.19318117,11.43412272,11.54053263,9.322948958,10.41271832,7.960534248,11.0443909,11.29922535,8.940387841,10.2376439163,9.276660153,11.35629255,11.05474016,8.03524054,9.00997914267,7.454322173,7.4564646934,7.503212916,9.968680969,11.5968724,5.331303376,9.888302279,6.96076751225,6.4175965355,7.35023516733,9.175989441,6.8935968215,10.666982815,12.03723816,10.55403266,5.645738579,8.39773924967,7.681858564,5.769382488,8.641980482,14.38538722,4.458724733,9.534909619,10.95004389,6.097932696,6.469727786,7.3512728415,9.563356555,7.87122307133,10.40755487,11.7603938867,5.135464327,6.11855449125,6.434049052,5.9750921845,7.71164698975,8.8688822105,5.5090344575,10.333964758,5.297201735,8.221926761,6.061094089,5.426185367,6.036839159,BRCA
9.3160147545,9.666771214,8.212011301,8.423284332,8.643875238,5.322839634,6.50368195875,7.29489898,6.58740276067,4.600710013,10.0955035995,8.887343342,10.25321554,6.3557358415,11.62074231,5.755788911,6.31989677,9.181134316,10.822579484,9.071601972,9.462104032,11.00415042,8.306388692,5.59239170375,7.02110039825,5.48527486,9.108740796,6.748599179,6.85516244833,12.77884208,7.829676956,7.1002806764,5.32376425875,5.612943184,8.50801697,8.531830892,8.0503769725,10.29108096,11.01772728,11.09673553,5.822864756,12.85150121,11.26201864,12.28120423,11.92203438,11.38801744,12.36194933,12.6125864,8.44802842625,7.367289616,11.92850738,13.36098494,11.43208526,11.91738897,9.004298777,10.43684194,8.0551081435,10.17550624,11.29559693,8.424944257,9.77420149833,9.598322922,11.23866464,10.7304916,7.876150279,9.159078751,7.252431567,7.5603097212,7.143702287,9.463868115,10.74539725,5.186548502,9.199452197,7.49170016775,6.5949871565,7.31315444567,8.9319577035,7.485098727,11.21590727,11.80073018,9.580042347,5.574261432,8.48088391667,7.802221824,5.83390919,7.522171761,14.256090485,5.808521004,9.627403237,9.669284207,6.738163632,7.759923335,7.2258658145,9.421386228,7.80959303467,10.4487877,12.15242758,5.666480557,6.4922561955,8.02048154,6.339199616,7.7951993875,9.062980137,5.6287591775,9.9233879005,5.234397132,9.367917655,5.864740453,6.32321535,5.974191571,BRCA
9.532128788,10.03856784,8.383219488,8.254945825,9.113456414,5.65607532,6.61033529925,7.016031376,6.20170171033,5.829222461,9.8952105075,8.719338441,10.59929946,6.8434870215,11.17455453,5.481433666,6.4789699285,9.625197931,11.456037835,9.457132773,9.955810122,10.9783031,8.45954481,5.290656016,7.00400791525,6.217720863,8.998534812,6.805457319,6.79523996967,12.46365343,7.323642812,7.3771267448,5.18875274825,5.37648159,8.870571599,8.181178507,8.260593436,10.244801125,11.54370625,11.215516436,7.014302633,13.41920247,12.04827069,12.84191128,12.98742218,12.03524768,12.9597684,13.10574654,8.6298253915,7.570979119,12.59087361,13.25089354,11.35888208,11.75880629,8.89299942433,10.38522909,8.127320089,10.64225055,11.13429814,8.831276461,10.1945770437,9.400581223,11.11250811,11.1794428,8.181178507,9.17779723033,7.440414751,7.6894287584,7.332220609,10.138422425,11.40689869,5.7893535975,9.558756055,7.0427524685,6.527756701,7.21700452967,9.4157847835,7.527901723,10.39328649,12.21510531,10.64948099,5.610959302,8.265573467,7.6461164235,6.236019575,8.151525421,14.371791605,4.931459981,9.4849852965,9.773922635,5.769514729,7.578488036,6.993826669,9.456543552,7.78460812933,10.77439198,11.84790279,5.51460459,6.27371824275,7.738600872,5.978608276,7.81412830225,8.8336966435,5.441586912,10.325118734,5.727111263,8.727955437,6.176494816,5.691872746,6.102139097,BRCA
9.817272827,10.0152804485,8.022646788,9.9223698205,9.401989375,5.605487851,6.0049869305,7.104889949,6.11466003267,4.828722032,9.8329397695,8.496515403,10.37846858,7.311695333,11.13330618,5.607694404,6.2501208955,9.405535663,11.169296335,9.0958669535,9.773436423,10.54074827,8.410838317,5.601343453,6.79451584725,5.726293954,9.406960242,6.87116946,6.76381618433,12.73257984,7.988714683,7.5088770606,5.39494822925,5.4173776,8.944399701,8.371668982,8.1084162645,10.031682247,11.28199972,11.2757608715,7.150486375,13.23568448,11.88149458,12.89900003,12.91025583,11.71972476,13.06490613,13.00770101,8.54955897875,7.910165262,12.07353083,13.17478142,11.34861214,11.51681803,9.17260576333,9.750766068,8.2623984705,10.77919838,11.15202194,9.203617871,10.196065935,9.362470505,11.19567996,10.95100801,8.480246059,9.14382359133,7.505535937,7.2649298594,7.3202222285,9.985059859,11.21935325,5.454128813,9.87815866,7.26228788725,6.3941428145,7.43359077733,9.4100818935,7.357071643,10.861074535,11.98277091,10.9447818,6.013915124,7.992329374,7.6260652505,5.853877943,8.650083401,14.532993875,5.226519366,9.5077570325,10.22215524,6.010394529,6.482005732,7.355475185,9.704140719,7.798830339,10.57985358,11.7897589833,5.524354632,6.19627768275,6.918359771,5.9935611775,7.3984915965,8.870272829,5.6210469815,10.3559830305,5.112503363,8.048542898,6.0364801365,5.40567726667,5.838328613,BRCA
9.1966010805,10.19683679,8.509835486,8.2659789275,9.350851427,5.55659131,6.98066455025,7.423160304,6.61070424367,5.402254249,9.9305064935,8.864341803,10.60658591,6.656442332,10.99419451,5.862188518,6.5540002945,9.897747581,11.174427615,9.5713605475,10.02058454,11.03059147,8.47082142633,5.51402988,6.9124972055,6.419754289,9.126105027,6.716514688,6.84822423767,12.42907592,7.804520085,7.4070599672,5.2700602015,5.815480992,8.806744591,8.591598196,8.317625592,10.359469555,11.55392216,11.3260081805,6.878146348,13.36856584,12.14106624,13.1007987,12.76637057,12.24753009,13.35514394,13.34320241,8.913108555,8.501987071,12.41466417,13.34505663,11.63567744,11.90133466,8.92405041767,10.31271881,8.2782737305,10.63522863,11.1794428,8.741956615,10.2603164373,9.630012754,11.51777531,11.18505522,8.085394281,9.109153747,7.656498381,7.6894317488,7.4457350635,9.932881007,11.61805062,5.0926793495,9.043984973,6.89644493425,6.803953256,7.17986935967,9.2504395305,7.2299863925,10.620424425,12.11639279,11.12425722,5.672857555,8.48303661867,7.4814299465,6.310890502,8.873068105,14.528822965,5.406342144,9.4693136665,9.596921694,6.346607361,8.038481623,7.414804518,9.5478271025,7.22130205967,10.77106872,11.5136723133,5.588273328,6.47813675725,8.777617896,6.0609072685,7.77850126475,8.81904828,5.8102462945,10.421853277,5.449323037,9.604947496,6.3640118835,6.22955396533,6.323825455,BRCA
9.742178486,10.22396564,8.244412747,8.414155895,9.323494555,5.561181958,6.35531967625,6.880137937,6.52280070733,5.015706349,10.0772368515,8.673027334,10.45510657,7.286816896,10.7182377,5.638086937,6.8608407705,9.297742323,11.13629055,9.345582263,9.657604783,10.53205419,8.71205232367,5.597352566,6.99788344375,5.94872421,9.084543421,6.790580238,6.566929743,12.53830178,8.558708769,7.2726298104,5.06185923325,5.261210656,8.95256539667,8.520521573,8.308170906,10.11792223,11.30388933,11.399220835,6.95239509,13.21954598,11.82101269,12.86051578,12.88385376,12.26795863,13.08056861,13.25089354,8.3669006075,7.643972117,11.93257475,13.13233509,11.60772112,11.48849306,9.66285448533,9.958574872,8.184550345,10.82382918,11.34028702,9.149125411,10.3938326523,9.077110201,11.61752958,10.87818911,7.830675431,9.19832628067,7.566208434,7.3888732006,7.349538107,9.7076462655,11.45443311,5.4331690375,9.499647167,7.1908981295,6.553387789,7.21428444467,9.283426389,7.224746219,11.17905754,11.90965135,10.84615266,5.97155002,8.32405877367,7.267079258,5.997072898,9.477151683,14.343984755,5.250593322,9.7536543305,9.584314798,5.730919264,6.812405567,7.610831862,9.639619931,7.406009218,10.45125262,11.52097681,5.759562832,6.1333137935,7.331121003,6.0148292565,7.750468579,8.8903112945,5.34095673,10.54491829,5.48205062,8.118825763,5.8370662645,5.78953268333,6.026142315,BRCA
9.453635543,9.204907435,8.671807401,8.570169323,5.953737396,5.123512303,6.9503091185,6.310890502,5.97353429167,5.039808741,9.8710179655,8.625965515,10.57487757,7.0828587065,6.816315302,5.510823672,5.9114057295,9.090953388,10.579241791,8.9400510145,9.817791564,10.53323265,7.38486775267,5.2990189695,6.815099268,5.852005861,6.164912581,5.716038325,6.91194087533,12.32574401,7.503629242,7.8456203136,5.55216961675,5.530822762,8.68873067867,7.915522581,7.80319951,9.5161275375,11.4763312,9.5418326785,8.340140655,12.68048706,12.45159499,13.00161496,12.52245777,11.19346855,10.15177801,10.61739655,8.68547243025,8.2761462235,10.47506236,13.83149977,10.79459886,12.20190804,8.796986519,6.600325977,7.061064784,10.62937509,11.49398064,9.371014877,9.88560113,10.15739466,11.90579323,11.89968368,8.667644801,9.038342853,8.081351779,7.204767331,8.07120391,10.046635579,11.5343468,5.0689772285,9.994251287,7.2789205265,6.348284926,6.94060400367,7.388460416,6.330087624,10.585395104,9.074115449,9.955032716,5.002940155,7.881944064,7.552289566,5.52701656,7.632470217,14.572620915,5.377654117,10.187024593,10.10111594,4.990286948,7.614086121,6.4879402955,10.1499422345,7.03454756133,9.817791564,10.5770599337,5.101619875,5.9634582625,7.282372907,5.334162259,7.50139699425,8.157832757,5.46625573,8.4163495475,5.212385731,9.213761077,6.025769593,5.91656898567,6.536717836,BRCA
