@relation thedata

@attribute 10381 real
@attribute 10382 real
@attribute 10383 real
@attribute 10471 real
@attribute 10574 real
@attribute 10575 real
@attribute 10576 real
@attribute 10694 real
@attribute 113457 real
@attribute 22948 real
@attribute 347733 real
@attribute 5201 real
@attribute 5202 real
@attribute 5203 real
@attribute 5204 real
@attribute 56604 real
@attribute 60 real
@attribute 6950 real
@attribute 7203 real
@attribute 7277 real
@attribute 7278 real
@attribute 7280 real
@attribute 7411 real
@attribute 7846 real
@attribute 81027 real
@attribute 84617 real
@attribute 84790 real
@attribute 908 real
@attribute DependentVariable {BRCA,Control}

@data
6.801873633,5.398154738,11.65291678,8.343664452,10.9812337763,8.254179615,11.5968724,12.04226139,7.121780497,7.254464427,11.80723024,11.26326937,5.676529235,6.490735075,13.04904063,7.837046205,14.7883179233,7.67941659933,10.0866254,7.482104333,5.37574431,7.899660725,10.48739785,13.072443805,4.884855828,10.718289445,13.41290062,8.9592447695,Control
6.528419434,5.696558124,11.40523204,8.584681754,10.6481488367,8.140089864,11.858053,11.86526555,5.6994159315,7.113666969,11.30388933,10.82319627,4.856999696,6.303603253,12.847790325,7.418044703,13.8159086333,7.29204066367,9.8405878055,8.517473661,5.34066129,6.301135476,10.3257361685,12.79617952,5.576228285,9.998851935,13.20290364,8.9431584325,BRCA
7.261603975,5.088959125,11.56729791,8.744817969,11.2557058533,9.132371922,12.19991163,12.70249961,6.1586145725,8.132681099,11.47795694,10.8129396,5.703911357,6.259466112,13.2755461,7.903823301,14.49928798,8.04052805067,10.388260875,8.770202293,5.122477305,6.615081971,10.2392944415,12.980355135,5.283469238,8.8367880875,13.54762602,9.343737015,BRCA
7.465997159,6.555360353,11.48413324,9.13733773,10.504393796,9.301536849,11.82848969,11.77806492,6.995704449,8.613449811,11.48628211,10.45670378,5.332538997,5.673352364,13.03581095,7.021399564,11.1284900313,7.230908781,10.7645152945,8.99094148,5.545127619,7.56639873,10.289399948,12.245734715,4.845002284,8.260153639,12.27296951,7.859724353,Control
7.103002192,6.418532045,11.38910174,7.883759979,11.4055387167,8.801903231,11.67556248,12.14532727,6.1552991135,7.892711475,10.56653005,10.93590557,5.876646629,6.158211409,13.066961605,7.56287418,14.66759481,8.353033346,10.5054885265,9.298601687,5.185877691,5.806975681,10.14744157,12.856054365,5.418368122,9.4396665595,13.71793344,9.308188236,BRCA
7.468056067,5.641409649,12.7347446,6.974962666,11.61878886,8.510626838,12.65135565,12.71973005,6.307885276,7.900989228,11.40976762,10.70238075,5.413806667,5.966713802,12.7573044,8.074062668,15.0760746733,8.60374328633,10.6424486845,9.118098254,5.066316611,8.22222873,10.571012835,13.77264423,5.144465785,11.162534375,14.37348409,9.9597487725,BRCA
8.628446565,6.292326809,11.04525817,7.219510091,10.186606225,8.921179767,11.02648906,10.94417051,8.6539353945,7.720554015,11.53930922,10.31535936,4.888756945,5.654644083,12.682447725,7.982781325,10.2940315303,6.74278970067,9.9903845185,9.185154884,5.682019293,6.365014999,10.1122009075,11.906436665,5.315069158,8.4261246795,11.9684077,7.969467267,BRCA
7.60485179,5.655646098,11.34927862,8.278427533,11.0599195603,9.027201837,11.89780776,12.28120423,6.80397072,7.128564388,11.6923846,11.14333556,5.069327579,6.15689776,13.285191385,6.853313064,14.9143649833,7.93564784333,10.177963467,8.216698727,4.867045482,5.532793245,10.51490702,13.058642555,5.826809832,10.304747614,13.73376056,9.243270425,Control
7.156085921,5.46083367,12.26341894,8.516213288,11.65663926,8.73811855,12.21350534,12.56790862,6.4255607725,8.290757434,10.97179879,10.89144978,5.729968205,6.678428044,13.458167915,7.795310977,15.0102008533,8.58884873467,11.016366487,9.111501597,5.758164072,6.943455835,10.43795475,13.136039135,5.139562862,9.317154837,13.88031822,9.791248384,BRCA
6.659179352,6.198941611,11.53000404,8.623754517,10.870456453,8.527663806,11.38382052,11.86723251,5.636546836,8.105307642,11.08816233,10.58594865,5.057462456,6.13976173,13.3880359,7.646128672,14.4683583733,7.54642909467,10.2734501545,8.819932474,4.715635629,7.250680065,10.149705417,12.487072675,5.211996552,9.4820278265,12.98742218,8.6080424065,BRCA
7.529725554,5.316518,12.49153253,8.946263807,11.4911682233,8.502683773,11.93696372,12.23093318,6.402173659,8.522151037,11.12745936,10.83234438,5.259471408,6.554209422,13.527642375,8.803244092,14.7048191133,7.95145228867,10.7752261585,8.773914859,5.287261033,7.413524535,10.337397537,13.477480985,5.199683385,10.2875579975,13.60771409,8.7904192335,BRCA
8.064030165,6.086885249,11.19443078,8.30337108,11.0887838397,8.398680773,11.78917304,12.45248586,6.0848206195,8.259038365,11.15310882,10.95619846,5.551986008,6.265948433,13.135544865,6.98248348,15.05796349,8.198299328,10.114833088,8.000255161,5.695027274,6.236115272,10.58328887,12.81391672,5.161294412,9.819936678,13.62684124,9.4509516275,Control
7.157223442,5.650485447,11.58824628,8.519883028,11.10156059,8.581201641,11.7416567,12.17821986,6.2876641315,7.800869372,11.65775177,11.07640162,5.68215979,6.192347685,13.02830782,7.621998953,14.93219218,7.89270244467,10.1536553565,7.832955068,5.127851204,7.241842864,10.489542325,13.1265014,5.162100493,10.736435525,13.63630348,9.120558287,Control
6.795036757,5.504788206,12.28574906,9.249700799,11.193982966,8.481558416,11.99463462,12.15504123,6.679659985,8.142159561,12.09367844,11.02780255,5.451879748,5.667190506,12.594934405,6.32224872,15.0187098367,6.638002005,10.463284374,6.23333746,5.63307605,6.838514169,10.14095257,12.712837,5.434637608,10.0573814895,13.75481291,7.724539548,BRCA
7.539858901,5.640759188,11.38910174,7.818072631,11.1532372167,8.779424816,12.42339047,12.44521413,8.249354429,8.44605057,10.79813582,10.92031584,5.764082867,5.68566776,12.25891881,6.668959864,14.8884804533,6.85626686933,10.9167613185,6.350855776,5.946269564,6.763946394,10.547761365,12.38147315,5.287261033,9.826966287,13.66928817,8.055752075,BRCA
6.987721977,5.178327476,12.0980404,9.365787184,11.0288394653,8.630750483,11.95277228,12.3915122,5.406919983,8.246005557,12.30040269,11.11584691,5.944279407,4.893133131,12.99009476,6.772153303,14.9774764867,6.70538518033,10.7928144,6.342701959,4.853011634,6.477196153,9.9235292115,12.3901302,5.439300032,9.698860734,13.60771409,7.6373240455,BRCA
7.215923955,5.520431088,12.02968073,9.299763878,11.0115026027,8.566664033,11.99166543,12.07015459,10.0343344085,7.618204007,11.85273637,11.30662298,5.919942619,5.287261033,12.694757125,7.115254705,15.0132487467,6.54930168,10.2252214015,5.963596221,7.014079418,6.686679539,10.15994659,12.280089825,4.640418217,9.4097189055,13.85125179,7.4080844215,BRCA
