@relation thedata

@attribute 10681 real
@attribute 1739 real
@attribute 1741 real
@attribute 1742 real
@attribute 23236 real
@attribute 2782 real
@attribute 2783 real
@attribute 2784 real
@attribute 2785 real
@attribute 2786 real
@attribute 2787 real
@attribute 2788 real
@attribute 2790 real
@attribute 2791 real
@attribute 2792 real
@attribute 2793 real
@attribute 2897 real
@attribute 2898 real
@attribute 2899 real
@attribute 2900 real
@attribute 2901 real
@attribute 51764 real
@attribute 5330 real
@attribute 5331 real
@attribute 54331 real
@attribute 55970 real
@attribute 59345 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 83988 real
@attribute 94235 real
@attribute DependentVariable {BRCA,Control}

@data
6.888464479,5.629364816,6.06476571133,8.85288926,6.8772890085,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,5.45914863433,5.14389293,4.33689681,5.507248571,6.390259793,5.232287804,7.476788978,5.876585242,9.177283189,10.1038422,7.4230773135,13.11037161,13.59313376,12.33572539,9.87519434667,5.641987591,Control
7.24025073833,5.62600922,6.266832976,8.71258815,6.8906417385,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,5.48866839833,5.68503616675,4.778486368,5.672079654,6.41304026,5.31868854,7.453231788,6.036839159,7.381134364,9.681370693,8.3643319965,12.75620088,13.5121695,12.47764072,10.3955654583,5.277995204,BRCA
6.84021840933,4.919591852,6.51646028633,8.943878208,6.771545835,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,5.77145313467,5.38541054,5.447257868,5.676670267,6.541875363,5.206732344,7.462177348,5.98687237,6.36768175,9.362086899,7.196995946,12.13760287,13.47944813,12.54827894,10.631877336,5.72110688,BRCA
6.610917172,5.30196368,6.68863141433,8.818774784,7.226006717,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,6.30059630433,5.2453898775,4.435394156,4.863456876,6.355796501,4.790526167,7.601141445,6.1476177,4.851263383,7.986995525,6.7231615275,12.20536419,13.35270561,12.76004735,10.428714425,5.842043069,Control
6.84786461333,5.633294061,6.78317326,8.419687541,6.848015995,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,5.795395187,5.16207089225,5.185877691,5.349976695,6.076394081,4.850263431,6.773076963,5.887775801,7.573687183,9.546605663,9.010303599,12.34682957,13.37889296,12.45248586,10.6418520903,5.615159695,BRCA
6.695170111,5.577437325,6.559610877,7.431102924,6.727722821,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,5.289440425,5.19619348225,5.214330049,5.30196368,6.531424838,5.178725843,7.658927519,5.94872421,8.547261958,11.06412655,7.9243325035,13.11510467,13.71343219,12.66384721,10.9695410167,5.093825554,BRCA
7.252915346,5.072332275,6.382674279,9.772562477,7.4861886795,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,6.07674036233,5.0476802585,5.48205062,4.981180512,6.365014999,4.959319531,6.111350232,5.48205062,6.049582442,9.132211242,8.7523926965,12.34260121,13.29267684,12.61750082,10.1034249417,5.486079796,BRCA
6.439102376,5.69600164,6.339117021,8.983991943,6.719520862,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,5.22531575733,5.0586196555,5.261917434,5.604820987,6.048874401,5.229406468,6.898937271,6.202570157,8.11035427,10.18190731,7.0132000305,12.57155186,13.44200721,12.74796537,10.025326822,5.42266296,Control
6.907508702,5.753892801,6.65683526433,8.939638805,6.995146243,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,5.48386412833,5.27593029375,5.305251227,5.712603517,5.969594455,5.411944154,7.321975714,5.352274105,6.738839176,9.085353696,7.2793614545,12.3148028,13.70458133,12.4865699,10.8651163833,5.104977394,BRCA
6.995387545,5.044406414,6.48289707067,9.017365988,6.432879816,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,6.75049318733,5.18470015175,5.048771569,6.090647705,6.069643769,4.607083101,7.469827229,5.586623085,7.211063618,8.350852048,7.9356885615,12.71572616,13.30755735,12.57561022,10.0174249857,5.034976365,BRCA
6.97244898767,6.157150477,6.37864912667,8.91139283,6.4844860445,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,5.84987190033,5.06934056475,5.224977213,5.488652576,6.062214149,5.452703528,7.616550911,5.199683385,7.365471921,7.23239964,7.5026355755,12.72208073,13.38150649,12.59449147,9.53574801633,5.091711732,BRCA
6.389883566,5.631549051,6.69205724367,8.491693915,6.6696596965,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,5.416846144,5.16107644725,5.151586144,5.434637608,6.063778625,5.285412622,7.210454923,5.628781795,8.135274649,10.07238089,7.2400353085,12.77087865,13.60583775,12.7232493,10.150175549,5.551986008,Control
6.757115983,5.620154746,6.34064834767,8.626522298,6.8308282135,13.26893746,8.616586634,6.362562487,5.550447635,5.650485447,9.04801075,8.825389039,10.33248729,13.11366653,5.465820435,6.122264392,5.27432904233,5.136413995,5.082799703,5.281801394,5.448414727,5.293711886,7.225668073,5.637792259,8.384871286,10.16363116,7.055096439,12.97797754,13.47298527,12.52742331,11.0129479467,5.238988625,Control
6.61616787567,5.580003175,6.360369755,9.406067387,6.0566410755,13.29995283,9.333972157,6.798118982,5.149758548,6.389270486,9.210939846,10.09517319,10.07411507,11.61680165,5.973617732,6.768981971,5.95027385967,5.5027803985,5.211315238,5.538857248,6.511361788,5.119782831,8.314312607,5.427447991,6.997860083,9.560920839,5.9799251475,12.99135537,12.16391545,13.2860567,10.3464670353,5.827953159,BRCA
6.60558999133,5.920954969,6.49610685333,9.826628375,6.1713175965,13.17700839,8.807251164,7.068028862,6.121642945,5.614423668,7.763878152,9.531343017,10.34356359,11.8968755,6.049636893,5.93841004,5.289244372,5.54851116875,5.292055848,5.39352882,6.444605472,5.44062939,7.715929611,5.661643617,9.073024297,9.949207023,6.9163256205,13.22427159,12.44601199,13.16228672,10.084474187,5.706262025,BRCA
6.784302337,5.439300032,6.586059103,9.589941868,6.211869299,13.33363132,9.157436075,6.86950478,5.995773509,6.663917843,8.979483163,10.26174268,9.641921287,11.32190853,5.732683853,6.655642073,5.70802041367,5.37826363175,5.139767484,5.404810541,6.681523496,5.110625549,8.095424881,5.276693226,6.821203566,8.788074828,6.976093136,12.53522562,12.2076581,13.15138292,10.3439307583,5.641409649,BRCA
6.51405773367,5.346435058,6.632675591,9.255879016,5.8868527975,13.36856584,9.539954171,7.120059311,5.836183727,6.132685436,9.24482828,9.81791145,9.90199107,11.52829551,5.542111953,6.354827336,7.105988345,5.3290165685,5.316518,5.51286784,6.460542414,5.023045997,8.03491053,4.800655715,6.808678261,8.870851027,5.6412905805,12.56790862,12.15610687,13.15138292,9.44173888567,5.59381033,BRCA
6.433898499,5.701972633,6.423369994,9.489206292,6.0972822555,13.36355512,9.306620611,6.63161771,5.527642182,6.202227307,9.252961701,10.64035818,10.08386525,11.49170796,5.655216748,6.385522173,5.50039798633,5.594494205,4.969831133,5.549831826,6.098669702,5.24660879,7.95691498,5.321757891,8.086854242,8.673027334,6.3980360365,12.61931219,12.43207997,13.08540943,10.21465569,6.083006551,BRCA
6.36224381667,5.28356184,6.45055799267,9.71030757,6.0356141115,13.29267684,9.583727381,7.036891003,5.981059894,6.371171674,9.485326755,10.08672709,10.49650957,11.7674087,6.118635505,6.586919049,5.73331585533,5.3777293845,5.350860747,5.529517425,6.349573719,4.808142121,8.341164221,5.532793245,7.432878264,9.538005127,5.8819921345,12.52524557,12.39881323,13.04201932,10.0438750383,5.938762876,BRCA
6.073822667,5.676811285,5.97763488167,10.15138482,5.0579964415,13.38150649,9.930146364,6.360983667,5.052688948,5.59724157,9.799800123,8.329326713,7.075401932,12.75033439,5.537615426,5.687628504,5.41323831033,5.26922363075,5.334149236,5.505264734,6.369994768,5.077041333,8.136146677,5.255700175,6.412997934,9.576399845,5.8308617525,12.50816376,8.929717871,10.82365605,10.8896121387,6.034420016,BRCA
