@relation thedata

@attribute 197258 real
@attribute 2203 real
@attribute 226 real
@attribute 229 real
@attribute 230 real
@attribute 231 real
@attribute 2762 real
@attribute 29085 real
@attribute 29925 real
@attribute 29926 real
@attribute 3098 real
@attribute 3099 real
@attribute 3101 real
@attribute 3795 real
@attribute 4351 real
@attribute 5207 real
@attribute 5208 real
@attribute 5209 real
@attribute 5210 real
@attribute 5211 real
@attribute 5213 real
@attribute 5214 real
@attribute 5372 real
@attribute 5373 real
@attribute 57016 real
@attribute 57103 real
@attribute 6652 real
@attribute 7167 real
@attribute 7264 real
@attribute 80201 real
@attribute 8776 real
@attribute 8789 real
@attribute 8790 real
@attribute 8898 real
@attribute 9107 real
@attribute 9108 real
@attribute DependentVariable {BRCA,Control}

@data
9.120316378,9.817791564,9.302910139,6.633943811,11.16600002,11.25078414,10.91242928,11.33246195,7.29428400667,8.322965967,7.421314376,8.5486277015,6.873785904,6.15243904733,8.261943431,8.302274634,5.89793947733,12.860869275,8.144302782,7.7293581395,9.305241607,10.31880295,11.09465688,9.069611633,4.62091844,7.29048229,7.310844001,12.28113954,7.802986618,4.993687096,5.44528223,4.721115721,4.944403139,7.2067605145,7.802986618,5.846751073,Control
9.547512066,9.705218147,9.05009466275,6.015254046,11.56061002,11.23978961,10.97474459,11.06141864,7.496571276,7.863043524,7.25216743275,7.2752951695,6.491216266,6.002535857,7.772151447,7.339674386,6.00853079767,11.395106815,8.962058135,7.6284568965,9.506050226,10.51017103,10.80184598,8.776664244,5.201056716,6.760191417,7.10382479175,12.207276755,8.148376321,5.272407006,5.7791872285,5.007208117,5.730104109,6.9100731885,7.863289793,5.368428976,BRCA
9.900180431,11.01447057,9.2216218775,6.347404892,11.30927755,11.39597736,11.43117909,11.12873886,7.85701201933,8.14548812,7.24124136325,7.4405797005,5.458620899,6.595724638,8.308476836,6.172033026,6.62894661367,10.58756278,9.069866689,8.025686068,9.787507202,10.63394452,10.85319669,8.905538281,5.249645622,6.986414135,7.34837216925,12.76766683,8.34267599,5.73478497,6.027764083,5.641120592,5.258529523,7.298629011,7.957974253,5.371568663,BRCA
10.31926034,10.55781096,8.72951368675,5.633294061,11.64123906,10.80422,11.54965727,11.26141051,7.751208527,7.815224756,6.9620171695,7.744375252,5.78869305,5.94498524233,8.097454264,8.010459746,6.33544587,11.0525900495,9.566083123,7.864109809,9.825825817,10.727993,10.98982397,9.596479163,4.899672619,6.355796501,6.6401260385,11.959395845,8.812242398,5.264171629,5.500084431,5.322298864,5.352274105,6.773228692,7.947726236,4.802724808,Control
9.578863787,9.992853784,9.2267888725,5.673988298,11.09066178,10.96639029,11.6005403,11.38730129,7.97934030033,8.109830832,7.11097001925,7.708490746,5.48205062,6.19084665567,7.975462708,6.829662885,6.36337141333,12.04429709,8.311874446,8.020338248,9.423531492,10.59491265,10.63866242,9.119162341,5.358792935,6.775120109,7.03666259375,12.58298471,9.380310145,5.287630431,5.9259658165,5.084076226,6.012127959,7.0111972325,8.36573313,5.218210843,BRCA
9.908242911,10.73619497,9.674859359,6.300403471,11.05254447,11.26747744,10.85995812,9.744775458,7.55152160167,8.3025631485,7.27924073425,8.2776170305,8.361890192,6.53695309067,7.698810782,6.745207494,6.54453151733,11.983715765,8.879339047,7.9038572805,9.909466033,10.59454415,10.34544991,9.390115808,5.563776856,8.812948295,7.9971636875,12.57389598,7.917821266,4.997982479,5.945633171,4.715910134,5.778347403,7.1400605435,8.808080213,5.784118687,BRCA
10.47070999,10.35594598,8.4091391935,6.009555025,10.75224706,10.54016222,11.21644291,11.15845524,7.48806720833,8.1446847535,7.07306347475,6.820861544,5.69405225,5.536501189,7.278707598,5.155031965,5.731491637,9.850373524,9.981439248,7.727224778,10.15138482,10.5358394,11.10737094,9.547121611,5.046808884,5.854002662,7.7880350175,11.58436785,8.590101509,5.499615714,5.7065546245,4.713162871,5.129706745,6.944169856,8.593410849,5.422410676,BRCA
9.305709021,10.49325532,9.4386490915,6.789080796,11.4091179,11.43905962,11.23083122,11.35948893,7.56811039667,8.386814997,7.13942682425,7.287694177,6.59332062,6.416573939,8.426328841,6.732001603,6.087816793,11.298284455,8.078592657,7.761687468,10.1150993,10.51059634,10.83708803,8.77081346,4.783733416,8.001254944,7.43746001575,12.56799589,8.218395073,5.368952732,5.50599273,5.447753778,4.846005888,7.069016168,8.289259417,4.806596392,Control
9.755063289,10.59030193,9.2676526785,5.976026323,11.08348284,11.19776361,11.7240492,11.54241539,7.33071672433,8.2567879515,7.363162919,8.1547705925,5.425183376,6.184482523,8.653795517,5.977400858,6.26309315467,11.507428945,8.302091812,7.9598679655,9.912478141,10.57966976,10.52153201,9.323032869,5.244897759,7.458490947,8.93106805875,12.990043025,8.871474925,5.442455259,5.961921627,5.218598349,5.080030024,7.076174695,8.528513815,5.235642105,BRCA
9.872709937,11.95147243,9.06991468275,6.773670433,11.9729763,10.78033494,10.46549017,11.57190206,7.229776611,7.820558902,7.0345246175,8.182674481,5.938292408,6.171232598,8.06060289,8.431122648,6.37934042267,11.232332545,9.062910366,8.0230743065,9.573775512,9.932285307,11.31492605,8.686361438,5.308713308,7.129672299,7.53575812475,12.555839805,8.103499115,5.641120592,5.5796630855,4.748476814,5.726293954,6.9057444575,8.39528898,5.272033689,BRCA
