@relation thedata

@attribute 10720 real
@attribute 10941 real
@attribute 11181 real
@attribute 178 real
@attribute 2538 real
@attribute 2548 real
@attribute 2595 real
@attribute 2632 real
@attribute 2645 real
@attribute 276 real
@attribute 277 real
@attribute 278 real
@attribute 279 real
@attribute 280 real
@attribute 2821 real
@attribute 283209 real
@attribute 2990 real
@attribute 2997 real
@attribute 2998 real
@attribute 3098 real
@attribute 3099 real
@attribute 3101 real
@attribute 5167 real
@attribute 5169 real
@attribute 5236 real
@attribute 54490 real
@attribute 54575 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 55276 real
@attribute 57733 real
@attribute 57818 real
@attribute 5834 real
@attribute 5836 real
@attribute 5837 real
@attribute 6476 real
@attribute 7358 real
@attribute 7360 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 79799 real
@attribute 80146 real
@attribute 80201 real
@attribute 8972 real
@attribute 9365 real
@attribute DependentVariable {BRCA,Control}

@data
8.0997323895,5.56971228,5.564234295,6.23400167413,4.8068625875,9.7232903965,5.123305363,9.518889713,5.520952032,6.237820247,6.75767611967,13.61228456,5.6036253415,6.3018025545,11.66763062,7.616550911,11.55255397,8.97289446,5.244707519,7.0127930545,8.3253168705,7.01100671,7.339184439,7.468178286,12.53965448,7.725027274,4.313881619,5.259471408,5.099517451,4.61709260833,5.312711681,5.099517451,4.399365004,4.924350826,5.868150426,7.656963092,5.458722419,4.98680422733,11.58069917,10.42942273,5.896944624,4.937445614,10.14962047,8.3681031852,5.729465955,8.639412074,5.71081418,5.5690297595,5.7598949785,4.727758549,6.181605124,5.203799462,4.833330084,7.511142096,BRCA
13.45875072,5.236886004,5.725271665,6.28843476275,4.720882052,8.7542792805,5.385958361,10.04873245,5.419747676,5.8206433655,7.05983200933,13.41513704,5.4677528645,6.794577817,10.82171841,7.201759123,12.12614151,8.256245404,4.91887665,7.20574551525,8.033782948,5.895794131,6.979742782,9.715018666,12.55486108,13.34055118,5.30707441,5.527642182,5.229790979,4.99146069233,5.531078267,5.028139516,4.915773338,4.461934912,5.425938643,8.54296522,5.1985550125,5.45480635833,11.36448778,9.399502844,5.963942952,5.4712434025,10.26892824,8.7738329156,5.7741947575,11.7220646317,9.701844069,5.3504690505,5.67693137575,4.622356738,5.684686388,4.79000478,5.19653616267,7.759657075,Control
6.606693953,5.15826759,5.394901009,6.33788056837,5.189829705,8.787379963,5.777032522,10.70189146,5.49564778167,5.9492453975,6.82116240933,13.17700839,5.2629806275,6.606692869,11.2498099,7.273192116,10.95930669,8.668052735,5.018602184,7.229572549,8.8292487585,6.846528182,7.062211113,7.140602614,13.09148337,5.914690831,4.79482043,5.242898987,5.32446073,4.887923041,5.59052062,5.164817697,5.321757891,4.827579315,5.795397636,8.474406762,5.1570867295,4.921678458,10.90509007,10.14979827,6.139352456,5.585098336,9.814991395,8.9908265678,5.5181136965,7.44836663133,5.043313058,5.655860989,5.75778513,5.184895689,6.154216227,5.383886777,5.111784634,7.30193311,Control
6.6699357665,5.18190882,5.979345877,5.97131066762,4.900918755,9.8804767615,5.263796174,8.645245129,5.18523056133,5.67647326725,6.03282786567,11.65847718,5.6648312555,6.494171746,10.90219441,7.576826556,11.8233355,8.568992699,4.998433881,7.270700089,6.694170416,6.646238725,6.5826355,7.237642883,12.26010515,5.731598207,4.680625393,4.202081312,5.078643187,4.93610003867,5.206341637,5.196047562,5.401230463,4.854508448,5.815070224,8.658881899,4.7380622595,5.45886911633,10.67145286,7.950032561,6.312207384,5.5818384335,8.39528898,7.9825833316,5.5523504485,7.00704151733,4.847259412,5.323490159,5.35621693575,5.3291006545,6.1022441,5.525059738,5.09001561533,6.267541064,BRCA
9.0691229195,5.760760691,5.865430938,6.13518211887,5.347227247,9.618213885,5.069757204,9.715962473,5.39372571767,5.81045167,6.136742691,11.61257955,5.281910256,5.796510866,11.36247141,7.52505313,11.59532989,8.248557517,5.501686937,7.44888365275,7.5124677965,7.029787251,7.100770405,8.852288487,12.60813011,7.702901859,4.819682582,5.149758548,5.109163334,5.20830034733,5.064162066,5.083225336,5.179522246,4.917683858,5.456979618,9.240493895,5.576109354,4.96082012467,11.66148208,8.74994577,6.522782082,5.374817074,9.422275648,8.115957583,5.384625629,9.01621344367,5.44808429,6.1461996255,6.2902303295,4.9109703175,6.563162421,5.327517838,5.401644181,7.0735555,BRCA
11.32870583,5.573807162,5.442455259,5.8115327645,4.789568581,9.932739611,5.824775011,8.875304823,5.55735813,5.64580829575,6.13055860067,11.73344556,5.844763555,6.441496305,11.15594258,7.95536094,12.44601199,8.521434692,5.15826759,7.3205492105,7.276306071,6.399688614,6.862516869,8.845945624,12.44988381,11.65369613,5.205559906,4.713162871,4.742021934,5.09290961133,5.619861398,4.618426738,4.959899085,5.178327476,5.217435519,8.631396377,5.651229151,4.96522432633,12.00076422,8.049278334,6.104237707,5.4331571255,7.693297243,8.0820814208,5.256080676,10.7580498313,6.332936692,5.533068037,6.0592160015,5.001851644,6.48510929,5.362129031,5.42652205633,6.60674248,BRCA
10.0298261845,5.86196234,6.034585086,6.05027236225,4.954846726,9.9520871385,5.389232297,8.4779415,5.276280094,5.75026683225,6.024912782,11.39254029,5.847268108,6.4668668285,10.89955162,8.157727298,12.09904539,8.663630259,5.2209212,7.32107004825,7.100523053,5.946152572,6.707155915,7.511675823,12.12695617,7.10972914,4.739053821,5.027254978,5.088323162,5.14548719033,5.895551805,4.894103816,5.677234257,4.898705674,5.559423936,8.409052632,5.0471425525,5.31183834767,11.10122084,7.726935283,6.364533585,5.304829672,8.181973558,7.8307857686,5.555276293,9.43377691133,5.179920282,6.105862067,6.04835388725,5.1740683305,6.441662431,5.277437357,5.230716392,6.311935024,BRCA
7.8302061435,5.547365958,5.908699592,5.86582320888,5.40001935,9.3401580235,5.585121225,9.102776955,5.31023041433,5.60048593825,6.04389442033,11.6799266,5.661355418,6.0776124045,11.53030527,7.289053174,11.76010461,8.868437624,5.301597934,6.87693023475,7.6689614285,6.771129989,6.712049318,7.126294382,12.66507944,6.421480524,5.109581261,5.36790503,5.070616072,4.78111573167,5.687348561,4.91887665,4.492329381,4.673294659,5.636777762,9.014202627,5.1899508275,5.174095116,11.71707458,8.070538427,6.342079669,5.4143862015,8.863273433,8.0855683992,5.0699161965,7.891347881,5.541027867,5.095472868,5.605852588,5.486255987,6.462793134,5.849756153,5.49965759933,6.469646395,BRCA
8.6318400445,5.818908863,5.535906174,6.05905511062,4.900515266,9.767160706,5.535906174,8.65325812,5.49999523867,5.853512573,6.13606692733,11.66791331,5.480555394,6.0641177855,11.39624368,7.357290547,11.95691889,8.773519307,5.115835678,7.4105530975,7.227761339,7.091438361,6.707224951,7.129414721,12.29242381,6.667328462,4.505933891,5.003390009,5.041123858,4.899158506,5.440131024,5.379907907,5.31307462,4.558695017,5.975682485,8.500534316,5.3785985145,5.21789256333,11.39699552,7.585866015,6.188050361,5.3472166865,9.261419819,7.8614995356,5.380945835,8.42737447133,5.404129306,6.0923372425,5.66121578,5.0997240195,6.351695128,5.469732364,5.614626411,6.065072081,BRCA
5.236568653,5.870494956,5.696558124,5.95211095312,4.718715087,9.8358220275,5.537615426,6.122575015,5.32017902367,5.84282289175,6.24975432867,9.01326762,5.6272753555,6.4563124775,9.521345799,7.10792615,12.26503342,7.760355902,5.323740468,6.4837760045,7.2606614885,6.903553889,7.53871493,9.133489757,12.51068142,5.167730486,5.356153716,5.19062597,5.870494956,4.78205714967,5.301415026,4.415681682,4.616223203,5.26763996,4.379943219,8.305048399,5.22717217,5.12715174267,10.96917084,7.923240007,6.049201232,5.536889155,7.968668413,8.1496813676,5.675354702,5.502132457,5.015037253,4.99195193,5.23868839375,5.180509672,5.430127385,5.901899413,5.16783977967,6.757493769,BRCA
