@relation thedata

@attribute 10720 real
@attribute 10941 real
@attribute 11181 real
@attribute 178 real
@attribute 2538 real
@attribute 2548 real
@attribute 2595 real
@attribute 2632 real
@attribute 2645 real
@attribute 276 real
@attribute 277 real
@attribute 278 real
@attribute 279 real
@attribute 280 real
@attribute 2821 real
@attribute 283209 real
@attribute 2990 real
@attribute 2997 real
@attribute 2998 real
@attribute 3098 real
@attribute 3099 real
@attribute 3101 real
@attribute 5167 real
@attribute 5169 real
@attribute 5236 real
@attribute 54490 real
@attribute 54575 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 55276 real
@attribute 57733 real
@attribute 57818 real
@attribute 5834 real
@attribute 5836 real
@attribute 5837 real
@attribute 6476 real
@attribute 7358 real
@attribute 7360 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 79799 real
@attribute 80146 real
@attribute 80201 real
@attribute 8972 real
@attribute 9365 real
@attribute DependentVariable {BRCA,Control}

@data
6.6481657865,5.564691589,5.873451033,6.2329791425,5.09861497,8.946425984,4.92268697,10.80616717,5.30303857733,5.9532506065,6.74132556733,12.93579034,5.5159757575,6.473425294,11.56304622,7.26983061,10.82235197,8.684959947,5.603041174,7.421314376,8.5486277015,6.873785904,7.490030794,6.60674248,13.05207472,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,8.461204311,5.8470049585,5.342127098,10.57174817,9.813452991,5.913614242,5.865922162,10.31612343,9.2403386986,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,5.218245385,5.78110476,4.993687096,5.30935029133,7.633596724,Control
7.937870279,5.301232095,5.87775115,5.98007546387,4.9415322205,9.155327297,5.018602184,9.435379153,5.53179062767,5.98535004625,6.73106962133,13.45145845,5.5577193315,6.639653159,10.75019637,7.857749531,10.97955044,8.678284212,5.424931532,7.25216743275,7.2752951695,6.491216266,7.368334299,6.546165695,12.4173608,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,8.200838696,5.1753916295,5.38534669667,10.83234438,8.91124301,5.817246707,5.757169551,9.963792397,8.5570668926,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,5.033900371,6.052248095,5.272407006,5.41719257133,7.811296214,BRCA
5.9412922905,5.932280461,5.379561399,6.099529622,5.0246144115,9.155392802,4.667062321,8.827502388,5.131792113,6.0072184345,6.91482222733,13.43573605,5.645976432,6.1880275535,10.62223972,7.497275292,10.95973052,8.736631192,5.492342928,7.24124136325,7.4405797005,5.458620899,6.928136739,5.879712657,12.5439804,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,8.457135749,6.189234451,5.14106431567,11.29922535,7.478286534,5.336114869,5.79139446,9.672182718,8.1375869088,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,4.7157349535,5.461734198,5.73478497,5.07967038967,6.608332915,BRCA
6.1921094465,5.062004299,5.525294697,6.24459745787,4.868678918,9.275643019,5.780317481,8.584794482,5.41224549733,6.366104844,6.395899804,13.23377623,5.251851209,5.8336716705,11.00318779,7.52958892,10.980761,9.107923944,5.490579154,6.9620171695,7.744375252,5.78869305,8.096110446,6.082580853,12.11865571,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,8.602996767,4.9322574105,5.12548806733,11.4905076,8.719783347,5.972354482,5.809297893,10.4210605,7.9965682378,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,4.9021860855,5.82324701,5.264171629,5.38402940367,6.901473714,Control
5.8896958225,5.518229233,5.452209317,6.10952180575,4.969105223,8.774689362,5.03343539,9.386563697,5.381060378,6.1048311105,7.34306832267,13.69898245,5.10800607,6.776795021,10.69578097,6.804392829,10.81892586,8.63972157,5.210049084,7.11097001925,7.708490746,5.48205062,7.431708874,6.381807349,12.73257984,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,8.369075052,5.1743626405,5.36637566267,11.36679226,9.268951958,5.764215595,5.154057121,10.08386525,9.0660444806,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,4.401800999,5.917319114,5.287630431,5.68905771633,6.573689312,BRCA
10.6100650295,5.79064906,5.515077886,6.38136025388,4.996658248,8.8442475565,5.619861398,10.58231634,4.78029427967,6.48213572775,7.61121481267,14.14988842,5.850204843,7.193926466,10.84878354,7.8694722,11.61638815,8.054687235,5.541879718,7.27924073425,8.2776170305,8.361890192,7.628830314,7.581447523,13.00468928,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,9.459688332,5.3391253535,4.90271696,12.04072818,9.435868748,5.722063796,5.4100538625,11.03013967,8.716050116,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,4.847091857,5.21024395,4.997982479,5.263588949,7.784080438,BRCA
10.034899063,5.98687237,5.551986008,6.15373214125,5.3906557965,9.4942279505,4.942762263,7.863769878,5.24441804267,6.09947437675,6.37987840167,12.51068142,5.701975355,5.616430635,10.50240945,6.893972281,10.39899511,8.607923107,5.306345413,7.07306347475,6.820861544,5.69405225,9.050175926,5.810964386,11.57190206,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,8.110210699,4.649092205,5.440760277,10.5362572,7.953674293,5.361953639,6.046756978,11.19460776,8.259227047,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,4.800901095,6.060269679,5.499615714,5.11908736433,8.090034492,BRCA
5.402536842,5.341462114,5.268856586,6.12428455925,5.5340522185,8.934226114,5.472009433,9.598015792,5.44014183767,5.948360185,6.685364977,13.34320241,5.512207445,6.5008011985,10.36033166,7.94040335,11.35119339,8.114602741,5.725748823,7.13942682425,7.287694177,6.59332062,7.030118435,6.789080796,12.2754728,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,8.761568788,4.859064879,5.198709621,10.70560671,8.791131238,5.233822166,5.851470639,10.27454155,8.6703653428,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,4.96422506,5.491621645,5.368952732,5.077628608,7.648431512,Control
9.5456637855,5.0188247,5.681878783,6.19135210675,5.0975948055,9.1423037475,5.235642105,9.256055991,5.20127672467,6.0551753965,7.06348026,13.67421216,5.703368893,6.731854231,10.91468805,7.103448135,11.13292398,8.499737407,5.758164072,7.363162919,8.1547705925,5.425183376,7.335080175,6.456646518,12.13760287,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,8.758657228,5.213142165,5.239130909,12.23300553,7.766779205,5.747394952,5.4372680515,9.99487707,8.08941919,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,4.6728027165,5.364932404,5.442455259,5.401344109,6.995713808,BRCA
7.292380092,5.2209212,5.349269063,6.11126757462,4.8765822255,9.5901498275,5.481404906,9.478026913,5.52820953933,6.0001498005,6.720954705,13.32349748,5.551220982,6.530679344,11.07513166,6.888624921,10.84395463,8.667644801,5.177231401,7.0345246175,8.182674481,5.938292408,8.305344864,5.738505243,12.71973005,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,7.73787453,4.808287921,5.37731992767,11.56134298,10.20981921,5.241850906,5.433708114,9.804115337,8.993405749,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,5.034665276,5.647898183,5.641120592,5.09058402133,6.516256016,BRCA
