ID	4351	2645	2584	9945	2582	5373	5372	55276	51005	132789	2762	64841	80146	54187	7358	1727	2673	197258	140838	51706	8790	3074	3073	3099	3101	3098	51700	10020	2592	80201	55577	1116	91373	6675	27159	5973	2585	7360	80896	7264	5236	55907	10007	5238	29926	2821	29925	DependentVariable
Instance1	8.261943431	5.30303857733	10.82495499	9.221031882	6.06804707467	9.069611633	11.09465688	8.461204311	8.733584087	6.84532745	10.91242928	5.934641074	5.78110476	8.066090704	10.31612343	12.630340905	9.9380304435	9.120316378	6.064411413	10.59551884	4.944403139	12.91155214	7.107010728	8.5486277015	6.873785904	7.421314376	6.9142259635	9.388104019	7.98262638267	4.993687096	10.94344908	5.002265111	7.983037945	8.483192145	5.131979075	9.860497734	7.693696755	9.2403386986	7.495029094	7.802986618	13.05207472	10.25523827	11.50889917	8.19687992	8.322965967	11.56304622	7.29428400667	Control
Instance2	7.772151447	5.53179062767	10.96917084	8.663425681	6.37405258967	8.776664244	10.80184598	8.200838696	9.001190806	7.3052038585	10.97474459	6.029679945	6.052248095	7.961523672	9.963792397	12.364742135	9.34545895	9.547512066	5.7089688895	11.22088178	5.730104109	12.58278655	7.267093607	7.2752951695	6.491216266	7.25216743275	7.5204845035	8.86238252	7.94627691567	5.272407006	10.96031353	4.948847562	8.350719474	8.13647996	4.687873886	9.692742386	7.52423258367	8.5570668926	6.8134517485	8.148376321	12.4173608	10.32589273	11.57911804	7.8981199535	7.863043524	10.75019637	7.496571276	BRCA
Instance3	8.308476836	5.131792113	11.18656944	7.009271932	6.606422928	8.905538281	10.85319669	8.457135749	9.606803599	7.2160195605	11.43117909	6.150159168	5.461734198	8.596843038	9.672182718	11.906069465	9.29320491	9.900180431	6.36252366	11.24731951	5.258529523	12.7645524	7.144329712	7.4405797005	5.458620899	7.24124136325	7.7027483795	9.169975799	8.13287189367	5.73478497	11.11641563	4.98710623	8.385475393	7.971286497	5.0755294435	8.782311189	7.470634852	8.1375869088	6.737364204	8.34267599	12.5439804	10.876383605	11.84250171	7.768234763	8.14548812	10.62223972	7.85701201933	BRCA
Instance4	8.097454264	5.41224549733	11.23595455	7.497774262	6.655246754	9.596479163	10.98982397	8.602996767	9.087834821	6.857736739	11.54965727	6.734273105	5.82324701	8.61710112	10.4210605	12.051463945	9.2711507935	10.31926034	5.3023749965	11.89889998	5.352274105	12.23971048	7.302047389	7.744375252	5.78869305	6.9620171695	7.87915491	9.791635483	8.21974876233	5.264171629	11.10430408	5.480516577	8.373899518	8.196443679	5.110750134	9.403811531	6.659588438	7.9965682378	6.492776151	8.812242398	12.11865571	10.207822372	11.6951762	7.302575321	7.815224756	11.00318779	7.751208527	Control
Instance5	7.975462708	5.381060378	10.93000936	7.738600872	6.98412943333	9.119162341	10.63866242	8.369075052	8.899841107	7.208103811	11.6005403	5.814557632	5.917319114	8.455883152	10.08386525	12.18315503	10.2137771165	9.578863787	6.583437966	10.93087057	6.012127959	12.64120964	7.176525051	7.708490746	5.48205062	7.11097001925	7.1903807415	9.775001605	7.93525592667	5.287630431	10.86107549	5.371568663	7.866569768	8.973741217	5.0225497605	9.120497827	7.682119137	9.0660444806	6.7507975	9.380310145	12.73257984	10.67625776	11.25835125	8.1382193535	8.109830832	10.69578097	7.97934030033	BRCA
Instance6	7.698810782	4.78029427967	10.53077724	9.604535218	6.520756373	9.390115808	10.34544991	9.459688332	9.195151403	7.190084276	10.85995812	6.760823468	5.21024395	7.998450984	11.03013967	12.761541375	10.046922905	9.908242911	6.750035278	10.59102464	5.778347403	13.1958974	6.875169162	8.2776170305	8.361890192	7.27924073425	7.3420734175	8.87800578	7.49306242033	4.997982479	11.19313431	5.346435058	7.861740043	9.400581223	5.16681982	9.473604861	7.77745622733	8.716050116	9.1593805205	7.917821266	13.00468928	10.32271566	11.2607492	8.298945895	8.3025631485	10.84878354	7.55152160167	BRCA
Instance7	7.278707598	5.24441804267	11.69692854	8.010809379	6.63505526467	9.547121611	11.10737094	8.110210699	9.08890821	6.784944195	11.21644291	6.541565657	6.060269679	8.037328852	11.19460776	12.19115058	9.1164030025	10.47070999	5.818745464	11.96905199	5.129706745	11.98494007	6.888624921	6.820861544	5.69405225	7.07306347475	7.9078998975	8.814022522	7.62765243967	5.499615714	11.10430408	5.491381137	8.034470399	8.31464116	5.570627879	10.11144907	7.05016451767	8.259227047	7.282274332	8.590101509	11.57190206	9.7533171915	11.38561723	6.754765557	8.1446847535	10.50240945	7.48806720833	BRCA
Instance8	8.426328841	5.44014183767	10.93212267	9.578250555	6.52519494567	8.77081346	10.83708803	8.761568788	8.906771211	7.4832238145	11.23083122	5.567584424	5.491621645	8.222953198	10.27454155	12.40260016	9.725809339	9.305709021	6.3602279605	10.6860017	4.846005888	13.13613647	6.929261738	7.287694177	6.59332062	7.13942682425	6.9793316775	9.302679545	7.93371239367	5.368952732	11.19380271	5.273526379	7.94040335	8.44315193	4.3848038115	9.870133933	7.69310850267	8.6703653428	7.515470398	8.218395073	12.2754728	10.644290145	11.56651327	7.92435404	8.386814997	10.36033166	7.56811039667	Control
Instance9	8.653795517	5.20127672467	11.09785784	8.240840365	6.43548509533	9.323032869	10.52153201	8.758657228	9.103209852	7.0455505575	11.7240492	7.046281298	5.364932404	9.006284785	9.99487707	12.18368905	9.6142033185	9.755063289	6.639384926	10.864964	5.080030024	12.50103733	7.03656137	8.1547705925	5.425183376	7.363162919	7.2173964665	10.49310768	7.80737483733	5.442455259	11.09488611	5.048553625	8.114186267	8.808434225	5.214945087	8.838747853	7.47865214433	8.08941919	7.2783141065	8.871474925	12.13760287	11.01505491	11.36882578	7.7936257375	8.2567879515	10.91468805	7.33071672433	BRCA
Instance10	8.06060289	5.52820953933	10.67145286	7.178916585	5.970522876	8.686361438	11.31492605	7.73787453	9.357591109	6.937991748	10.46549017	6.086301455	5.647898183	8.443410974	9.804115337	12.370331835	9.3968847235	9.872709937	6.387663615	11.55392216	5.726293954	12.53522562	7.095347239	8.182674481	5.938292408	7.0345246175	7.6191648385	9.470750946	7.86898479467	5.641120592	11.23824666	5.492022402	8.138465245	8.587403553	5.0229459345	9.554464685	7.33232435	8.993405749	6.811098421	8.103499115	12.71973005	9.930855751	11.3442156	7.3925929705	7.820558902	11.07513166	7.229776611	BRCA
Instance11	8.547088405	5.520952032	11.44004913	9.559215089	6.37083741633	9.138438926	11.2808811	7.656963092	9.926592927	7.0565027555	11.0724812	5.62600922	6.181605124	9.293288355	10.14962047	12.76854106	8.911960349	10.14854685	5.821211436	11.07296681	5.240897443	13.09870741	7.279241735	8.3253168705	7.01100671	7.0127930545	8.2630990645	9.33928279	8.429694467	5.203799462	11.73219511	5.127128959	8.554062253	8.850976841	4.968982059	11.02231599	6.34098043033	8.3681031852	7.7114455925	9.614958763	12.53965448	10.1038576125	11.4091179	7.9747093635	8.4027013735	11.66763062	7.88913040667	BRCA
Instance12	8.223689368	5.419747676	10.71573921	8.709412238	6.30426301567	8.73696091	10.63522863	8.54296522	9.000916275	7.6143430595	11.10704394	6.279662229	5.684686388	8.340875026	10.26892824	12.622983295	9.7916942555	9.799071567	6.3742966585	11.00891197	5.570775033	12.93044173	7.077032319	8.033782948	5.895794131	7.20574551525	7.210702954	10.47490271	7.74400371033	4.79000478	11.15845524	5.541957134	7.97381376	8.58662508	5.4073719905	9.887518083	7.75967935467	8.7738329156	7.9221589695	7.975333728	12.55486108	10.611148015	10.98603064	8.3639166725	8.003198861	10.82171841	7.71480463	Control
