@relation thedata

@attribute 10319 real
@attribute 1101 real
@attribute 1277 real
@attribute 1278 real
@attribute 1280 real
@attribute 1281 real
@attribute 1282 real
@attribute 1284 real
@attribute 1286 real
@attribute 1287 real
@attribute 1288 real
@attribute 1289 real
@attribute 1290 real
@attribute 1291 real
@attribute 1292 real
@attribute 1293 real
@attribute 1301 real
@attribute 1302 real
@attribute 1311 real
@attribute 131873 real
@attribute 1605 real
@attribute 22798 real
@attribute 22801 real
@attribute 22987 real
@attribute 2335 real
@attribute 2811 real
@attribute 2812 real
@attribute 2814 real
@attribute 2815 real
@attribute 284217 real
@attribute 3161 real
@attribute 3339 real
@attribute 3371 real
@attribute 3381 real
@attribute 3655 real
@attribute 3672 real
@attribute 3673 real
@attribute 3674 real
@attribute 3675 real
@attribute 3676 real
@attribute 3678 real
@attribute 3679 real
@attribute 3680 real
@attribute 3685 real
@attribute 3688 real
@attribute 3690 real
@attribute 3691 real
@attribute 3693 real
@attribute 3694 real
@attribute 3695 real
@attribute 3696 real
@attribute 375790 real
@attribute 3908 real
@attribute 3909 real
@attribute 3910 real
@attribute 3911 real
@attribute 3912 real
@attribute 3913 real
@attribute 3914 real
@attribute 3915 real
@attribute 3918 real
@attribute 50509 real
@attribute 51206 real
@attribute 5649 real
@attribute 6382 real
@attribute 6383 real
@attribute 6385 real
@attribute 63923 real
@attribute 6696 real
@attribute 7057 real
@attribute 7058 real
@attribute 7059 real
@attribute 7060 real
@attribute 7143 real
@attribute 7148 real
@attribute 7448 real
@attribute 7450 real
@attribute 8515 real
@attribute 8516 real
@attribute 948 real
@attribute 960 real
@attribute 961 real
@attribute 9672 real
@attribute 9899 real
@attribute 9900 real
@attribute DependentVariable {BRCA,Control}

@data
8.971644945,7.316238816,11.18792748,12.346326125,6.4470361495,12.216605,13.17957018,10.06394142,5.323380202,8.7528568605,6.22269146867,10.91092396,11.47495072,12.33362227,9.898196947,12.76221708,5.2552504025,5.854242164,6.580149725,9.246806572,11.37070935,5.66988513,7.6918007385,5.144465785,5.784851809,7.021260744,10.13904003,5.415835761,5.319953181,6.920948282,4.8169925335,7.792629466,9.47664098,6.264916969,6.43230933033,9.101017795,9.689124896,5.361953639,8.1217165825,6.297013109,10.57663577,8.552305136,7.258945501,10.67951553,9.30169669467,6.147515948,7.91590933625,9.367661926,5.461406798,7.631852081,6.1022441,7.42661548,9.4846820175,8.4543069015,9.9370151895,12.64414927,8.1486162495,10.87659774,7.56105896433,13.49883304,8.92971409567,8.053438737,5.802366961,6.75377055,6.69339494667,7.707361073,11.24502395,6.918628109,9.752694415,12.26985874,12.52245777,7.42286607,10.48083592,5.542421543,6.3548953585,4.977292804,14.70026172,8.623754517,6.8307089,12.2115918747,10.4762478353,8.334569436,5.30199728233,7.519559841,6.32409558,Control
10.18476414,5.902442197,11.10029786,11.8557988,5.9713633395,11.92203438,12.03104303,9.662846866,4.783471516,8.456458626,5.50909937167,10.11091427,10.35566524,11.61234802,9.321342412,12.10265499,5.8701787435,5.44284392167,6.455126318,8.113040342,11.95147243,5.659433149,7.7559931985,5.689866096,5.68055279233,7.493057094,10.26859496,5.726293954,5.44742319,5.90735017133,5.780722422,7.267093607,8.276817926,6.434591221,6.371338954,7.86511636,10.4246495,5.442455259,7.940840191,6.043635001,10.55403266,7.581447523,6.080290574,9.752932999,8.828078384,5.52873637,8.39704886075,8.9984705876,5.959776674,9.113248027,7.532124306,7.3442566195,9.205762802,7.9805213695,8.801453058,12.82636383,7.599828304,11.12925744,7.836317774,13.074006,9.156131895,6.880413479,5.3573015295,6.814036132,6.80248407133,7.576562054,12.11959782,5.946445035,7.782233666,10.93386418,12.34365079,7.995118605,10.06394142,4.828595108,5.417152003,4.970176368,14.48484431,9.079385528,6.827314517,9.47518757767,10.6062287043,8.749220069,5.69256794067,7.113666969,6.985105106,BRCA
9.3312535,7.101295842,9.860497734,10.173210653,6.9760023485,10.59124676,10.65812692,8.511012465,5.395243853,9.016602648,6.32727236533,9.319317118,9.009465537,10.72100969,8.64777012333,10.4773236305,5.7897030625,5.55231647667,5.9784309,7.353634535,12.10871075,5.336114869,7.826627437,5.613097872,5.278519036,7.306383297,11.01586123,5.816734888,5.093191733,6.510441019,5.977391466,6.884998114,9.776118649,6.045110507,6.561221976,7.148936963,10.6672848,5.488973851,7.980807774,6.268430299,9.18625115,6.124127129,6.590104667,10.08758255,8.9042892375,5.194176951,8.24906789575,8.9288106782,5.36790503,8.540477891,6.992431746,8.019227587,7.7278553315,8.22413577175,7.1871764155,12.67768778,7.590059595,10.01863178,8.01464519233,12.3793121,8.851202688,5.850881445,5.9146248955,7.069542143,7.01954666733,6.967604178,11.71544309,6.570846646,9.310909176,11.57272404,10.98935922,7.538307535,7.589503452,4.991874681,5.223392499,4.833157346,13.62992806,10.05466574,5.651633855,8.73530426033,10.081859206,9.6175147105,5.764809288,6.513574141,7.065257584,BRCA
9.370252094,7.721818861,10.35208789,10.217931663,6.454329321,11.37897501,12.43530962,9.841761329,5.754627826,8.5825771995,6.12400306867,9.863040638,9.952104605,11.00415042,8.707843734,10.419140134,5.64428967475,5.41663843,5.574564199,7.429367247,12.23392978,5.442289366,8.4517115145,5.238988625,5.20244744133,8.094910493,11.07439256,6.139659422,4.419761481,7.365590567,7.130175119,6.898090799,8.99853032,6.139659422,6.18410994633,6.516492413,10.19124467,5.402254249,8.3145459475,5.660003917,9.671576946,7.774014657,6.976424143,9.271638758,8.75186424133,5.254944744,7.82261999,8.7802292424,5.438135838,8.695559886,7.258286006,7.5330582545,7.1284671085,7.687670124,8.1189968445,12.1857598,7.6644005535,11.32101501,7.67642662233,12.41466417,8.64607980733,7.504284952,5.919204608,6.6461708205,6.84715873633,8.334922547,11.41782366,6.781428977,7.807239546,10.57445661,9.335111797,8.938859983,9.131690517,6.065341406,4.875682035,5.377480603,13.98232431,10.91483004,6.093766806,9.66659547467,9.52550909333,8.5747783985,5.95027885467,7.155833017,7.326162328,Control
9.848083443,6.302689754,10.04873245,11.121158615,6.0144919555,11.4905076,11.48468963,9.517187651,5.806975681,8.0194344075,5.820521944,9.65538364,9.715962473,11.31140223,9.18175458767,11.59032143,5.8619004105,5.835622774,4.911705061,7.353458107,11.96551025,5.421401099,8.053666097,5.718917257,5.25964903267,7.828646059,9.779383313,4.948613986,4.902810721,6.32585905533,6.336445883,6.345898074,8.9346482775,5.458948931,7.03425695367,7.441058314,10.8955187,5.256266489,7.9312840775,5.694748763,9.349370323,7.213179877,6.410201693,9.935467529,9.13491446,5.476714818,8.18279765425,8.7950599632,6.345898074,8.398146319,7.408714249,7.6961558215,8.893920635,8.06193408825,8.65547585,12.00289948,8.5224865225,10.46360129,7.975915989,12.45547628,8.59044482267,6.35799673,5.9062815045,6.7380865105,7.26605911,8.318227715,12.00568429,5.965559928,13.602670365,11.52882293,11.03947449,7.773437814,8.822746975,5.361953639,5.3541492105,4.993460669,13.44200721,8.133220736,6.54048116,10.9707605477,10.3176380003,8.7855995045,5.621287411,6.976767804,6.59141435,BRCA
8.991154128,5.851756067,11.02694718,12.98729249,5.7877554035,12.95796723,12.15911615,9.981902989,5.80774855,9.089106031,5.81522003967,11.00615443,11.22308177,11.63216835,10.015259704,12.46089721,5.68136943,5.12437759567,6.947055725,6.68159377,11.84561169,5.488973851,7.2817545605,5.502880522,5.707811796,7.181502947,10.62776211,6.222896914,5.040904755,5.968922106,6.244905474,7.612022762,9.877233657,6.188742749,7.21289602867,7.98845907,10.55708099,5.950883181,8.363719193,7.092337284,10.95930669,7.400369547,7.114213764,10.94344908,9.489530799,6.672712173,8.628701183,9.5481835408,6.759825365,8.129439032,7.492776776,7.6840899935,9.5352510465,8.36616522825,9.347397084,12.9236618,8.11643099,10.2822345,8.257598404,13.19114487,9.510653174,6.131451225,5.941329895,7.6283904395,7.75935687733,7.82918539,13.09148337,5.793643135,13.4246398,13.7210223,11.93520936,7.73696186,9.753910816,5.440131024,6.4304822825,5.488973851,14.1393823,8.625965515,7.67382338,11.069213795,11.0821130833,9.8326031655,5.979631625,6.960468632,6.775778571,BRCA
12.48456748,8.908948818,11.77183206,13.612733115,7.3944454995,13.60771409,12.70613234,10.24008207,5.779661087,8.784683382,5.76016431267,12.01041456,12.8619748,12.40655986,9.21351166867,12.02609217,6.492011062,5.44842924067,7.793962719,8.93376524,12.01701203,5.942169184,9.6364126975,4.795210185,6.4670477,8.021647846,11.04774441,5.751283781,5.349799819,6.82785190267,5.9986101685,6.252670753,10.1880838565,6.401567006,7.19476401833,7.580354917,10.37177151,5.323740468,8.00994217,6.042759915,10.70804518,7.435068318,7.590458165,9.545409111,9.251714595,5.418536788,8.05954225525,9.0012339544,5.587223392,8.067946709,8.616687708,7.892352308,9.121049651,8.10012284475,7.8410433245,11.97982718,8.9026384035,11.29880451,7.50578837367,13.10298289,8.70774294967,7.61305481,5.7180194865,9.2518231905,7.208733561,8.090034492,11.30974934,8.03280494,9.198165957,11.00370783,11.90965135,8.850844048,9.65525393,5.025927152,5.2404400095,5.255511354,13.74350963,10.98552909,7.189209615,7.52927220333,9.29278845833,8.307924129,6.65184961133,6.390001778,8.774038447,BRCA
9.272712079,7.793214948,13.03513077,13.37481751,6.7299466855,13.30220126,12.13864308,9.484486155,4.923875634,9.583290087,6.17054467033,11.25835125,11.75371412,12.10651723,9.785212016,13.18429673,5.41818435425,5.54009875867,6.616552979,9.739662964,11.17361954,5.567584424,8.842132135,5.513657531,6.11171869767,7.069640749,10.44517037,5.777032522,5.047681518,6.558471755,5.3017533545,7.248309789,10.0345361045,5.567584424,6.328962603,7.865827785,9.52338608,5.388371455,8.2637160875,6.51601958,10.27665401,7.413841832,7.15785501,10.75503384,9.23773095817,5.838328613,7.71917636725,9.3423966262,5.943283297,7.600435399,6.689303092,7.381158102,10.36853561,8.69394073125,8.942056513,11.92436912,7.795463405,10.50808719,7.747637681,13.19114487,8.40226476,6.756126368,6.26063088,7.757432348,7.17661645,8.304535141,11.26440904,6.590329269,8.8762932985,12.27296951,12.83574159,8.207967411,10.38358581,5.688328124,6.616743071,5.513657531,13.93643461,8.656300723,5.987895674,10.9210727577,10.107469144,8.754331251,6.111541681,6.465897452,6.211553127,Control
10.24606989,8.181973558,11.21785793,11.83751796,6.146353637,12.35101106,11.59733576,9.528835552,5.641409649,8.916717513,5.627103762,10.11428279,10.62124171,11.16513329,9.190040503,11.587207145,6.04278817725,5.70214437567,5.61353994,8.172253881,12.04072818,5.650485447,7.6941273435,5.391468086,5.79816158467,7.272865647,10.84822018,5.338434442,4.745656394,7.01291672967,6.89913984,6.512152304,9.7490666125,6.143184845,6.958562315,7.418993406,10.40755487,5.151586144,8.446684304,6.379383241,9.280446664,6.546667333,7.057399162,10.365683,9.05065703483,5.40668228,8.1664411835,9.0837101736,6.090753548,7.713285334,6.698847453,7.927871953,8.991500668,8.39897251175,8.2456295,12.33362227,8.2811261155,10.25917864,7.91114789333,12.49390804,8.89394847567,6.549596499,5.530045787,7.915123393,6.98821417,8.022452603,12.25102085,7.790871593,9.3186403255,11.58397843,11.17704903,8.343475697,8.896847871,5.430796457,5.431154635,5.108536217,13.56248158,8.91062109,6.028575367,9.16133675633,9.94585849,9.6183197915,5.59119822733,7.265289495,6.710362624,BRCA
8.730980488,8.194117994,9.002738467,10.2600636325,6.192846072,11.06609443,12.32198735,9.798480357,5.853503721,8.383828745,5.95411342967,9.471899285,10.029367,11.25261534,8.69052964467,10.481249025,5.718068779,5.648865941,4.688758955,6.506133495,11.58294888,6.005013239,7.098684806,5.508516797,5.37743589167,7.006413395,10.81808704,5.159075364,4.948380372,6.17238691167,5.7903626045,6.752819242,8.5312884225,6.207019812,6.30607312233,7.512564929,10.55221305,5.384059522,8.061784113,5.729220505,9.152139757,7.833714147,6.099721915,9.93833767,9.06946628383,5.411944154,7.7363626215,9.0993783712,5.596049021,7.721237853,6.516256016,7.8554867815,8.189963021,7.75319602025,9.119176652,12.29943565,7.71252498,11.19255807,7.702619213,12.29067992,8.90990985133,6.894093582,5.7288263995,6.501797432,6.95405461767,7.904094356,12.64414927,7.068028862,9.409458719,10.78761308,10.30479083,8.034690481,9.960056657,4.579318777,5.081253374,4.842490216,13.90066922,9.92775616,7.176101137,10.719990343,10.3123441787,8.723829144,5.640813613,7.021260744,6.70134502,BRCA
