@relation thedata

@attribute 10423 real
@attribute 113026 real
@attribute 138429 real
@attribute 200576 real
@attribute 23236 real
@attribute 23396 real
@attribute 253430 real
@attribute 27124 real
@attribute 3612 real
@attribute 3613 real
@attribute 3628 real
@attribute 3631 real
@attribute 3632 real
@attribute 3633 real
@attribute 3636 real
@attribute 3705 real
@attribute 3706 real
@attribute 3707 real
@attribute 4329 real
@attribute 4952 real
@attribute 51196 real
@attribute 51477 real
@attribute 51763 real
@attribute 5286 real
@attribute 5287 real
@attribute 5288 real
@attribute 5289 real
@attribute 5290 real
@attribute 5291 real
@attribute 5293 real
@attribute 5294 real
@attribute 5297 real
@attribute 5298 real
@attribute 5305 real
@attribute 5330 real
@attribute 5331 real
@attribute 5332 real
@attribute 5333 real
@attribute 5335 real
@attribute 5336 real
@attribute 55300 real
@attribute 55361 real
@attribute 55586 real
@attribute 56623 real
@attribute 5728 real
@attribute 64768 real
@attribute 7167 real
@attribute 79837 real
@attribute 8394 real
@attribute 8395 real
@attribute 8396 real
@attribute 84812 real
@attribute 8821 real
@attribute 8867 real
@attribute 8871 real
@attribute 89869 real
@attribute 9562 real
@attribute DependentVariable {BRCA,Control}

@data
6.697618026,7.637931018,5.68566776,5.654434804,6.8772890085,10.17096442,5.771100681,6.576441185,8.312317023,10.44673727,10.98871684,5.943118613,6.97220491467,8.588753161,11.24851188,9.745191577,5.817758343,10.2343328,9.512105701,9.292087988,6.134945417,8.60580462,6.094875369,8.178255417,9.196922425,7.44476877,6.066633462,6.685313404,7.339184439,8.467616885,6.299304767,6.990059838,10.14206911,6.638222752,7.476788978,5.876585242,6.9141724395,9.078098174,7.6745180755,10.98014335,7.1556133955,7.254464427,4.712062441,8.343664452,10.48283344,7.380982906,12.28113954,7.795457098,6.736879227,5.72824240233,8.97737175833,6.260125068,8.327486542,6.02006370333,7.915881059,5.232287804,6.77235128,Control
6.735509184,7.252336945,6.745577272,5.51315991167,6.8906417385,10.56803712,5.229406468,7.3751715,8.413195399,10.18537138,11.42163372,5.680190919,6.912450532,8.747254058,11.64681981,9.24955267,5.309804873,9.714503602,9.6696239105,9.2225408525,6.936817896,8.899977016,6.615155557,7.91055448,9.460062212,8.180905107,5.492262803,7.098719371,6.741201091,8.699078855,7.09127967,7.32843593867,10.40879176,7.204916188,7.453231788,6.036839159,7.100683958,9.169130251,7.862876923,10.64134532,6.9240660275,7.16854959,4.137600165,9.264947528,10.32512022,6.713184145,12.207276755,8.278880489,6.923182243,5.74831115833,9.147836869,6.425850025,7.588379451,6.27118750533,9.591550922,5.609778043,6.478329262,BRCA
6.560412966,7.867496711,6.74534197,5.23154770667,6.771545835,10.27665401,5.857490426,7.450295376,7.357994257,10.66287331,10.70754056,5.82970608033,6.69008006567,8.5896522,11.729846,8.759339892,5.379561399,9.488011381,9.2669758005,9.354770974,6.651414562,8.981610894,6.257770271,7.379120836,8.194672069,8.132681099,6.394124489,6.212526175,6.813047234,9.063247518,6.323194968,7.26790038967,10.3594479,6.599805472,7.462177348,5.98687237,6.8982166245,9.194154246,7.7021225845,10.4984955,7.6855195315,7.189975552,5.152803256,8.092124337,10.4297627,7.377733548,12.76766683,8.477749287,7.067383603,6.00801800533,9.01699984267,6.981998527,8.437919657,6.21993466967,9.546605663,5.844744204,6.015532832,BRCA
6.711311119,7.131191071,6.209020126,5.60656728133,7.226006717,10.63491565,5.754627826,7.0381009935,7.59548338,10.42784213,10.95503978,5.48480009067,6.46750171467,8.547088405,11.81694975,9.235015638,5.59291388,9.831893516,9.512125619,9.140894251,6.715073541,9.517999578,5.97637008,5.568952692,8.883155791,8.324001746,5.161495975,5.584068992,6.506054132,8.649598507,6.299945779,7.38531619533,10.6537276,5.78869305,7.601141445,6.1476177,7.2768077175,9.138144503,8.054801422,10.35580562,6.6261368665,7.633596724,4.778486368,7.149216488,10.18190731,6.360369215,11.959395845,8.54156239,6.947903173,5.625614538,9.36342608,7.131191071,8.317549556,6.02656795,8.823479598,5.833276737,5.934641074,Control
6.6297046065,7.084997347,6.076394081,5.330964596,6.848015995,10.32819838,5.678713683,6.7053531,8.104626434,10.22159048,10.79624673,5.537458181,7.442951447,8.157727298,11.05745385,8.829493729,5.283839608,9.455944203,10.2419768715,9.1723230225,6.879157806,8.574481064,6.322293794,8.107637037,8.230382115,8.367328607,6.385047554,7.405441727,6.944393257,8.565760069,7.300126299,7.40632798567,10.44156469,6.1022441,6.773076963,5.887775801,6.6548276045,9.015206735,7.930765467,10.43232295,7.1546883565,6.361422401,5.002265111,8.8794769,10.27256013,7.616550911,12.58298471,8.516429993,7.383209901,6.19243917733,8.91998789733,6.174132356,7.126965437,6.29909846867,9.302679545,5.0188247,6.504704302,BRCA
6.9453708935,7.561290093,6.523409543,5.656708921,6.727722821,9.844219734,5.628052686,7.0425830005,9.084915407,10.05847247,11.19882886,5.59223763967,6.80815089733,8.181302763,11.4706641,8.858455953,5.694818396,9.831165155,9.241850488,9.53489369,6.906984142,8.457556459,6.131451225,8.49584616,9.029419152,8.878894761,6.534735237,7.460253403,7.80732453,8.146264608,6.725540512,7.18556701633,10.70852807,7.08544889,7.658927519,5.94872421,6.9752829565,9.121838552,7.6687152575,10.6767992,7.9130772635,7.278707598,5.453691444,7.8759814,10.16250498,8.538180321,12.57389598,8.924753967,7.378145538,6.03175384867,8.88917607867,6.751614769,8.193933255,6.446163647,9.196486021,4.505933891,6.904547696,BRCA
6.7664428015,7.114005486,6.067010094,5.52035682533,7.4861886795,10.93816836,5.297201735,7.553904757,8.84036183,8.987037374,11.04491678,5.60634192233,7.343184124,7.316057755,11.5568558,9.247975637,5.771893004,9.464617794,10.092217039,8.331241242,6.169329391,9.95563942,5.80774855,5.38008113,8.791131238,7.322741917,5.69405225,6.662423158,5.996847001,8.302457433,7.476910459,7.12307460233,11.137683,6.952074702,6.111350232,5.48205062,6.945356743,8.624156769,8.590203577,10.27409306,6.3477796105,7.747456426,5.337721125,8.718773555,10.31455241,5.949599858,11.58436785,7.887679287,6.302735442,6.111855276,9.364328595,7.868145216,8.931292376,6.47309346533,9.728286664,5.968327676,5.810964386,BRCA
6.6197091875,7.173505064,6.818841376,5.18511875833,6.719520862,9.805502513,4.862217354,7.412093857,7.843734423,10.33398861,11.2091047,5.50954200167,6.94695499467,8.381198053,10.87563823,8.335369278,6.04385369,9.582283668,9.221658065,9.379068303,6.677300776,9.048535321,6.677300776,7.509302192,8.402224533,8.077831971,6.172283106,6.020263967,7.162847292,8.452633655,6.726903149,7.40548013,9.762972088,6.555820468,6.898937271,6.202570157,6.5861642735,8.781049111,7.7549264415,10.75653988,7.051757822,7.056478197,4.544276567,8.027271741,10.71573921,7.481115503,12.56799589,8.318860377,7.347180908,5.401308988,8.66226687033,6.616552979,8.522935664,6.19480142733,8.005289273,5.167931151,6.622202397,Control
6.9552949485,7.109990256,6.380768944,5.343914422,6.995146243,9.827843283,4.958159726,6.560089238,8.411183776,10.22411057,10.77919838,5.61155395367,6.77010269067,8.701619337,11.06986277,8.463423345,5.688817657,9.544781489,9.7024839405,9.3056963645,6.74167301,8.361703807,6.08007734,7.410580934,8.430798678,8.94185541,6.387246745,7.205282841,7.428655643,8.407417683,6.426437217,7.32404938267,9.939822015,5.739855695,7.321975714,5.352274105,7.024481502,8.780376645,8.1175343725,10.57213676,7.4214208065,6.956321338,5.095725349,8.080286077,10.36365325,7.628283535,12.990043025,8.551113303,6.920445533,5.57949983333,8.95332462367,5.789736585,7.787692219,6.22314866,9.002520488,5.101619875,6.926684788,BRCA
6.669475188,7.3779504,6.532710954,5.532413501,6.432879816,10.62563148,5.28356184,7.9889049235,7.965165416,10.3594479,10.74747575,5.36266394267,6.80720535867,8.648142847,11.41782366,9.959553238,5.508516797,10.08234238,10.388872274,9.329541657,6.137304345,8.797467904,6.294120428,7.434463778,9.190776032,7.920146076,5.992208309,7.606018576,6.850940421,8.72987657,6.76752611,7.20340588067,10.3604853,6.447005198,7.469827229,5.586623085,7.1430110225,9.438885981,8.2287174245,10.09533805,6.5848873225,7.068028862,5.062004299,7.130779359,9.653830832,6.919849909,12.555839805,8.067839179,6.760856726,5.36300024667,9.13498516567,7.707257527,9.168196442,6.05337856,8.881007724,5.570775033,6.376477607,BRCA
