@relation thedata

@attribute 10144 real
@attribute 10276 real
@attribute 10395 real
@attribute 10451 real
@attribute 10928 real
@attribute 11214 real
@attribute 1123 real
@attribute 1124 real
@attribute 116984 real
@attribute 116985 real
@attribute 117289 real
@attribute 121512 real
@attribute 158763 real
@attribute 171177 real
@attribute 1894 real
@attribute 2 real
@attribute 221472 real
@attribute 2245 real
@attribute 23092 real
@attribute 23221 real
@attribute 23229 real
@attribute 23263 real
@attribute 23365 real
@attribute 23370 real
@attribute 23380 real
@attribute 23433 real
@attribute 23526 real
@attribute 23779 real
@attribute 257106 real
@attribute 25791 real
@attribute 26230 real
@attribute 2664 real
@attribute 2665 real
@attribute 27237 real
@attribute 29 real
@attribute 2909 real
@attribute 29127 real
@attribute 29984 real
@attribute 343578 real
@attribute 3633 real
@attribute 387 real
@attribute 388 real
@attribute 389 real
@attribute 391 real
@attribute 392 real
@attribute 393 real
@attribute 394 real
@attribute 395 real
@attribute 396 real
@attribute 397 real
@attribute 398 real
@attribute 399 real
@attribute 4168 real
@attribute 4649 real
@attribute 4650 real
@attribute 4952 real
@attribute 4983 real
@attribute 50649 real
@attribute 50650 real
@attribute 51291 real
@attribute 51306 real
@attribute 5296 real
@attribute 54509 real
@attribute 55114 real
@attribute 55288 real
@attribute 55635 real
@attribute 55789 real
@attribute 55843 real
@attribute 57381 real
@attribute 57449 real
@attribute 57514 real
@attribute 57522 real
@attribute 57569 real
@attribute 57580 real
@attribute 58504 real
@attribute 5879 real
@attribute 5880 real
@attribute 5881 real
@attribute 5923 real
@attribute 5924 real
@attribute 613 real
@attribute 64333 real
@attribute 64411 real
@attribute 6453 real
@attribute 64857 real
@attribute 6654 real
@attribute 6655 real
@attribute 7074 real
@attribute 7204 real
@attribute 7409 real
@attribute 7410 real
@attribute 79658 real
@attribute 79822 real
@attribute 80728 real
@attribute 83478 real
@attribute 84033 real
@attribute 84144 real
@attribute 84986 real
@attribute 85360 real
@attribute 8874 real
@attribute 89839 real
@attribute 89846 real
@attribute 89941 real
@attribute 8997 real
@attribute 90627 real
@attribute 91614 real
@attribute 9181 real
@attribute 9322 real
@attribute 93663 real
@attribute 9411 real
@attribute 94134 real
@attribute 9459 real
@attribute 9743 real
@attribute 9754 real
@attribute 9824 real
@attribute 9826 real
@attribute 9828 real
@attribute 9886 real
@attribute 9901 real
@attribute 9908 real
@attribute 9912 real
@attribute 9938 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
8.4730843856,10.556253043,8.284557388,7.93680944967,9.377872676,9.75407577167,7.2254349265,7.27405462033,5.92715546767,6.6396097045,5.95200048833,6.58845652,7.683312442,5.84925574,7.470132382,10.82735881,6.9975990305,7.946147637,7.862639101,6.95704725,7.42286607,4.608708777,8.942471345,10.94302045,6.2753308042,13.40015501,6.603185402,6.469778724,7.62369080567,5.97762982,6.7730895085,9.304334849,10.99277571,5.922204539,7.662020075,6.0243245845,6.619877222,8.924932074,5.811991941,8.588753161,12.37603319,11.16530919,11.607128575,11.03947449,11.68503795,9.102619505,6.360325315,5.47246159725,11.05606207,13.44437567,6.4769890865,5.751685476,5.549215754,11.13455645,9.012345976,9.292087988,6.732544377,6.3517901525,11.35888208,7.213617336,10.24516082,11.7240492,5.464840793,8.723519394,8.1598190725,4.946975601,5.0230904575,9.024198544,8.694376763,5.5039318632,8.636906539,9.028818534,8.583911209,7.464221286,7.367548257,8.85850435833,9.146785748,8.243782269,5.609342323,6.338429429,7.402056661,7.237624708,11.01182496,8.58509549533,8.209503475,8.001564595,7.867620258,7.267093607,8.413925243,6.878146348,6.567960352,10.41229492,6.3143091325,8.149850143,7.63544195675,6.158968739,6.599917025,10.12513612,8.728100036,7.11874968225,5.2498721562,9.385852225,9.533797474,5.232084664,7.6591829156,5.469456288,11.83642135,9.271638758,5.204582147,5.59291388,7.0306733975,12.79680929,10.0676969,8.234483507,6.11289745233,7.02290830967,9.676706901,5.627057093,6.94237334567,9.150623495,8.867712043,6.32242395367,7.16387589625,Control
7.9863657142,9.793071169,8.307914524,7.27227977433,9.253115391,10.1021508257,7.5310216665,6.23902081667,5.47250211067,7.0606771375,5.94085529667,6.724483583,6.098617071,7.057317924,8.242341843,10.62424969,7.374543743,8.417790424,7.765768643,7.365668755,7.466547848,5.210049084,8.967342365,10.980761,5.7840495142,13.38150649,6.539395847,6.37858859233,7.508360446,6.579885831,7.4265821265,9.45882753,10.83540327,6.234966481,7.91308819033,6.0833748875,6.606064525,9.520668337,5.219566658,8.747254058,12.57624761,9.494571179,11.60688604,11.22221848,11.60457421,9.126240571,5.609778043,5.1848803565,10.89094843,13.78998546,5.932798412,5.488009811,5.309804873,11.2607492,9.527448232,9.2225408525,6.371912196,6.1249982985,11.66148208,7.375541517,10.72924284,12.12504541,5.234205502,8.74009521467,8.38276124325,4.720029408,5.4785870385,9.266482702,8.9156468925,5.5296944874,7.570673773,9.703523443,8.492054584,7.664111461,6.988943454,9.23532012167,9.807552605,8.678284212,5.4226454465,5.667687262,7.1289164645,7.7483069115,10.36908504,8.00817691533,6.59182572,7.481398095,7.609956448,6.708673956,7.815256994,6.418236866,6.809868189,9.636144756,6.046442138,8.546181736,7.28817933725,7.534266158,6.690001901,9.967975921,8.582453567,6.81468351325,5.342947718,9.932695001,10.29122283,5.28598330633,7.599503987,5.52006429667,11.86434298,9.031467655,5.545359333,5.323740468,7.0119023115,11.91536041,11.2128309,8.355418411,6.134693708,7.21726232233,9.387667941,5.6759326035,7.45114499,8.73344635725,9.632114196,6.89936825867,7.17118701125,BRCA
7.8075950768,9.72766784533,7.7755060345,9.43574702267,9.361132921,10.3766047927,7.177915844,6.026608118,5.849887796,6.9195159845,5.936832591,6.372086382,6.042322173,6.897576627,7.976365247,10.57075254,7.0695944005,8.656193446,7.684540221,7.306383297,7.473768904,5.014814152,8.842775487,11.31587145,6.0362284746,12.2142175,6.71850248,6.64870493467,8.033448906,6.570846646,7.402572591,9.154103624,11.26252082,6.681523496,7.65395101367,6.0641228325,7.309408895,9.521021835,5.387682411,8.5896522,12.07257321,10.24168562,11.497233195,11.18703979,11.62476132,8.727325837,6.086195285,5.081465014,10.58888352,13.68697704,5.66093375,6.026308336,5.751484642,11.27294773,9.461746027,9.354770974,6.232186455,6.0455148775,11.67556248,7.765851503,10.63866242,12.67203307,5.519330581,8.271156035,8.027127622,4.8982967995,5.289555201,9.404466305,8.065605657,5.187591916,6.732544377,8.720518853,7.308842122,6.699055749,7.189975552,9.280236709,10.53833958,9.330839099,5.6524911955,5.321216715,7.0926896005,8.0868645055,10.35310853,7.35940366733,6.52305663,7.228580927,7.575257723,7.120655524,7.564418422,6.805650779,6.661354578,9.029881526,5.685263655,9.422612048,7.40363419925,8.031551137,6.585342379,10.87349431,7.769988426,6.9184467285,5.3823587692,9.731446799,10.09588524,5.38249687267,6.9903279362,5.44836313033,11.64258438,8.120913213,5.371568663,5.744706881,7.067243476,12.27822446,10.80048359,7.2151474,6.274255131,7.14763954633,9.154932713,5.42993783025,7.56428299433,9.022446602,9.584681225,6.61083279467,7.03238297825,BRCA
8.3145872956,8.86323802867,8.6607783965,9.46805618433,9.850210723,9.73313979633,6.688439761,5.81650139367,6.07838750567,7.5449656925,5.14131116833,5.89251929,7.073662604,6.832450574,8.783359349,10.69680263,7.501898582,8.483192145,8.137146296,7.815256994,6.492979261,5.088111112,9.400581223,11.08987103,6.0319571228,12.9236618,7.296712346,6.343019914,7.46989493067,5.876032641,8.1271944075,10.0652179,10.73881029,7.902979691,7.75211328,6.1512488005,6.8757597405,10.19533872,5.198898037,8.547088405,12.17972416,10.0879405,11.84688205,11.14549296,11.46972335,9.464776035,6.369340517,5.32133887175,11.07399778,13.58717103,6.01930912,5.427950757,6.252954533,11.11985886,10.03404273,9.140894251,5.697948398,6.641050264,12.06924173,8.333212526,10.21623692,12.52623397,5.464840793,8.330941905,8.231964281,4.838324897,5.27965428,8.31872483,7.8166821155,5.4178203034,7.819127079,9.127737169,7.272725709,8.649598507,7.572418149,9.422761191,10.65628209,9.868360018,5.626407627,5.182703468,6.88167523675,7.6510398245,10.83188538,7.43531200933,6.894214872,6.648325671,6.838009842,6.018929689,7.054634501,6.327333135,7.454260475,9.29927736,5.539673338,9.386358915,6.9502068905,8.531109589,6.610216975,10.44863544,8.375627172,6.8753532685,5.3958700376,10.05209289,10.64076035,5.33101714433,7.3678507924,5.26214250767,12.14617574,9.397407846,4.502624818,5.530298057,6.6331294365,12.44726543,10.22501492,8.361616088,6.38499253967,8.05055294367,9.296423637,5.3329926715,8.059722738,7.779952073,9.486775264,6.7969717,6.55593589375,Control
8.4124559364,10.766641762,7.9468635355,9.27353650767,9.356210469,10.2220662527,7.5052457945,6.91973490467,5.95284648967,6.7038834115,6.11970411833,5.808521004,6.212477538,6.979456993,7.97154517,11.11355354,7.68209973,8.053791683,7.938816713,7.125881269,7.306383297,4.595204309,8.361144506,10.6623838,5.9945867732,12.87039849,6.659714548,6.74157335933,8.128433668,6.265667198,7.4227526125,9.494236145,11.66916423,6.309981606,7.65495777833,5.818949264,6.5625170065,9.668672785,4.972360944,8.157727298,12.74633592,10.24151283,11.36166858,11.3005472,11.4744083,8.798116248,6.195107022,5.261367888,11.12425722,13.44437567,5.5714047485,4.810457607,5.923036985,11.15088665,9.306444036,9.1723230225,6.82858438,6.1770987645,11.21556957,7.405441727,10.08069134,11.96427598,5.524354632,8.103094222,8.2795286615,5.2872683225,5.385515612,8.681986034,8.3446912255,5.3066397206,7.023923766,9.437939873,7.728568713,7.356190313,7.345363384,9.29741101033,10.3594479,8.752532121,5.523825652,5.527485802,7.4523840255,7.8549411325,9.681765982,7.84607777533,6.124023706,7.634958261,7.652900753,6.811667297,7.52505313,6.328276055,6.817626854,9.260367468,6.099343488,8.633831795,7.41987553225,7.473626866,6.56544914,9.83968846,8.035817876,7.042316968,5.4546069842,9.292592616,9.572511293,5.34723426533,7.108781719,5.43696747867,11.49963678,9.134337192,6.316965376,5.831124321,7.318561068,11.8295207,10.55438287,7.00660975,6.001426597,7.28998991667,8.542839504,5.724912538,7.39285387033,9.06280041775,8.605610193,6.86306970867,6.99171327025,BRCA
7.794170011,11.2722185687,7.307454262,8.79005616867,9.291666361,10.5437227833,8.052910606,6.68018103233,5.78225470233,7.4115388505,6.074602984,6.583726382,6.366021074,6.702453663,8.237976077,11.29285667,6.4788142175,8.031385719,7.015919907,6.732544377,7.699678504,5.0188247,8.091899625,11.12068843,6.163816975,13.283571,6.208922614,6.50582845033,8.605791697,7.069103653,7.56770175,9.063422806,11.7240492,6.245415441,7.850845558,6.0353176455,6.2290965195,8.883025928,5.825856367,8.181302763,13.08540943,10.19762251,11.20450541,10.87489706,11.23283777,9.250168786,6.291866548,5.20278566425,10.8492802,13.37131522,5.517527851,5.541879718,5.098043929,11.13121409,9.292178463,9.53489369,6.621836223,6.1064243495,11.63008747,7.144814038,10.6231776,12.02694363,5.560264997,8.86384930833,8.3336802555,5.45579559,5.818257494,8.893575423,9.2868913935,5.3064054026,7.516785639,8.350719474,8.96860281,7.322516605,7.657248993,9.14697742367,10.47450477,7.941137313,5.1523846775,6.134996739,8.244265727,8.32378519,10.30015265,8.27037808833,6.940786709,8.19601328,8.522033306,8.157600995,8.372735718,6.682787905,6.255789266,9.427795299,6.59813482275,8.293794782,7.276640242,6.899541591,6.690071763,10.1891454,8.128588714,7.04212019375,5.4556483348,9.379552262,9.858665306,5.67713604133,7.255032838,5.573897196,11.42649031,9.322030165,6.405912077,6.219077138,7.743275822,12.2142175,10.80140547,7.345806894,6.183715048,7.03831259267,8.851312673,5.156932939,7.36465545967,9.9629566985,9.025707892,6.21689868733,7.00999639125,BRCA
8.689948392,8.755852544,8.550525839,9.720502086,9.991267129,9.50452125533,7.9660706265,6.903092235,6.34828626733,6.840172469,5.51899298667,5.949599858,6.558425018,5.721927133,9.588822892,11.54241539,7.630703593,9.185817698,8.550247647,7.41168284,6.62585904,5.14487361,10.10617723,11.0724812,5.871253991,13.57316849,5.665201768,6.309781621,7.12229602233,5.51191964,7.7634108645,10.39985497,10.2712474,7.569269157,7.293267547,5.345324928,6.3540189785,10.30015265,5.197326058,7.316057755,12.27941189,10.04482137,12.025628865,11.15029011,11.51729675,9.604535218,6.234822818,5.355352339,11.17208697,14.13459319,6.139665182,5.087262599,6.169329391,10.86989475,10.20539958,8.331241242,5.725748823,6.621286377,12.32769025,7.90809403,11.09170663,13.11366653,5.464677455,8.07944489267,7.98777371475,4.9249812295,5.333182663,8.744658219,8.8621841815,5.2348226062,8.191603516,10.99477083,7.446217194,8.485800258,7.939272315,9.62804284167,10.71717755,9.25803663,5.1035551,5.414821571,6.14302696,7.338308574,11.06053401,7.38624643133,6.929261738,7.292025067,6.760091594,7.929822244,8.480952861,5.926361974,7.449419254,9.821300096,6.95144908325,10.37544707,6.96453053075,8.178666251,7.761021136,9.600754382,9.585883205,7.086501719,5.368002778,10.81714378,10.35310853,6.03593257567,7.5106384624,4.89694847,11.9128857,7.900989228,5.472984221,5.55659131,5.8623420165,11.65213254,10.77472553,8.444912513,5.98342948533,8.002113911,9.186362588,4.78261009125,7.93440497867,7.623830203,9.507299682,6.71799461733,7.10702874775,BRCA
7.5479686012,10.2599018737,7.779072463,8.909896709,8.685494426,9.90966181633,7.474305877,6.68990844767,5.85739112133,6.697492932,6.37919597267,6.350634813,7.196875333,6.450638557,7.614417457,11.04352823,7.953855834,7.94040335,6.686679539,6.724313038,7.187206373,5.083438106,8.742748263,10.97310559,6.031957499,12.32689017,6.606446392,6.61728378233,7.72572733933,6.304516175,6.5642383295,9.24901928,11.23136237,6.26697916,7.47000387167,5.7781221845,6.4527321755,9.524532472,5.252108349,8.381198053,11.89259415,10.54158093,11.645811195,10.93858741,11.77387079,8.619973359,6.255128327,5.5663640235,10.62098522,13.66928817,6.7618760675,5.093191733,6.040898593,10.44768279,8.523190576,9.379068303,5.985279119,6.290448296,11.59376472,6.299625309,10.17375243,12.07897478,4.942762263,8.68726231767,8.16831345225,5.190189295,5.347480446,9.388104019,8.6360025875,5.176479827,7.242652817,8.551997661,8.68327636,7.364684318,7.090300685,8.82865486733,10.03012262,8.339650867,5.4833273435,5.745379368,6.9500503585,7.6113001335,10.17944609,7.87147887667,7.475816758,7.787382059,7.907583411,7.166115682,8.831846471,6.739851899,6.117700885,9.337187648,6.3147612785,8.358234841,7.40889523275,6.692968069,6.14308278,10.29412707,8.213956124,6.878128638,5.5196614758,9.684643931,9.941825661,5.58096659333,7.2543258776,5.226625219,11.46940666,8.474680533,5.662783181,5.513657531,7.603837754,12.04345466,9.897747581,7.536346549,6.332530712,6.58638857667,9.32491247,5.294110241,7.12899515067,9.241242899,9.024918797,6.795865992,7.09973287325,Control
7.867616265,10.6694347653,7.118600645,7.48084491567,9.697254787,10.322016492,6.819301685,6.13913050833,6.06574119133,6.9235802675,5.99348910667,6.37387057,6.55102039,7.576996568,8.339762197,11.15565329,6.7631719435,8.160162778,8.358234841,6.945066652,7.416293235,5.414483349,8.532863482,10.84509426,6.1009244332,12.12152875,6.790221817,6.94236186467,7.76585373333,6.967402441,7.2045344835,8.900271441,12.16828986,6.442284701,7.45541438933,5.778107276,6.9746083205,9.701471572,5.508596024,8.701619337,12.60350703,10.79666855,11.648237295,10.9376315,11.44285036,8.793563584,6.351695128,5.32361632125,10.89211038,13.44910353,5.763299822,5.313256056,5.536838744,10.6650141,9.330043562,9.3056963645,6.458739307,6.4100339915,10.98367433,7.197219458,10.55221305,12.20624983,5.458210754,8.393649974,8.35976546825,5.5243532385,6.010579884,8.493956619,8.7595947885,5.2274778904,6.96041071,8.402608273,7.615484578,8.178554217,7.067598722,9.29235500067,10.26043183,8.940035402,5.3404876065,5.589022814,7.14309656525,7.257057203,9.915409278,7.54019452867,6.751146091,6.878728789,7.65031782,6.540171154,7.998577914,6.37387057,6.489210244,9.090457252,5.941621885,9.036222474,6.971857489,7.108919379,6.455496244,10.21155408,7.733322349,6.68912259525,5.2540260524,9.124399951,9.584981814,5.160524924,7.3190357206,5.60688011933,11.42258795,8.893423741,5.17573541,5.02526278,7.50176657,11.90965135,10.21937762,7.170228349,6.39149919267,6.90880436167,9.13113101,5.26648411425,7.41305670567,9.138257773,8.91139283,6.26966549867,7.18183415025,BRCA
8.1544563976,9.15788831867,8.145655627,9.58170631967,9.657095607,9.63013702833,7.0651632935,5.92629373433,6.14177691867,7.092265405,5.49300346433,6.467773141,6.560107813,6.777752158,8.1487195,10.83188538,7.0557807065,8.096637583,7.247645413,6.647534426,7.626842693,5.641120592,9.242210154,11.15442592,5.8630738524,13.49883304,6.340300218,6.757265508,7.555842289,5.967693869,7.137465468,9.794773703,11.55865044,6.803650446,7.51256273833,5.859276261,6.599162602,9.846423237,4.998433881,8.648142847,12.28213433,9.779978297,11.888048855,10.97255645,11.54241539,8.89713537,6.465734233,5.42396221275,11.06412655,13.80946823,6.6105412655,4.742830384,5.340750292,11.04936549,9.521502846,9.329541657,6.386298485,6.284706067,11.56729791,8.115149181,10.46916384,12.27296951,5.672857555,8.334210635,8.274940596,5.1848234625,5.32710485,8.635746344,7.8446548515,5.299257722,7.464548047,10.12844586,8.199281102,8.683407961,7.458675491,9.23513699733,9.886672502,8.620294181,5.0743020605,5.238033268,7.10464715825,7.461858213,10.12880025,7.981460242,6.924548653,7.4960371,6.965931792,6.687659557,7.344298405,6.73809606,6.749303381,9.655696684,5.6851614545,9.376641543,7.4969800135,8.392683551,6.978742272,10.34749435,8.273260753,6.83729661375,5.467216014,10.38589505,10.36439217,5.659631352,7.7357543398,5.36319157767,11.94269603,7.620111894,6.48551186,5.856743757,6.7839496845,12.55918115,10.85492508,7.240984771,6.02369490567,7.28371304933,9.296423637,5.3706975035,7.712156779,8.628597539,8.708757252,6.343769213,7.09000222,BRCA
