ID	3099	3098	3101	2645	80201	DependentVariable
Instance1	8.5486277015	7.421314376	6.873785904	5.30303857733	4.993687096	Control
Instance2	7.2752951695	7.25216743275	6.491216266	5.53179062767	5.272407006	BRCA
Instance3	7.4405797005	7.24124136325	5.458620899	5.131792113	5.73478497	BRCA
Instance4	7.744375252	6.9620171695	5.78869305	5.41224549733	5.264171629	Control
Instance5	7.708490746	7.11097001925	5.48205062	5.381060378	5.287630431	BRCA
Instance6	8.2776170305	7.27924073425	8.361890192	4.78029427967	4.997982479	BRCA
Instance7	6.820861544	7.07306347475	5.69405225	5.24441804267	5.499615714	BRCA
Instance8	7.287694177	7.13942682425	6.59332062	5.44014183767	5.368952732	Control
Instance9	8.1547705925	7.363162919	5.425183376	5.20127672467	5.442455259	BRCA
Instance10	8.182674481	7.0345246175	5.938292408	5.52820953933	5.641120592	BRCA
Instance11	8.3253168705	7.0127930545	7.01100671	5.520952032	5.203799462	BRCA
Instance12	8.033782948	7.20574551525	5.895794131	5.419747676	4.79000478	Control
Instance13	8.8292487585	7.229572549	6.846528182	5.49564778167	5.383886777	Control
Instance14	6.694170416	7.270700089	6.646238725	5.18523056133	5.525059738	BRCA
Instance15	7.5124677965	7.44888365275	7.029787251	5.39372571767	5.327517838	BRCA
Instance16	7.276306071	7.3205492105	6.399688614	5.55735813	5.362129031	BRCA
Instance17	7.100523053	7.32107004825	5.946152572	5.276280094	5.277437357	BRCA
Instance18	7.6689614285	6.87693023475	6.771129989	5.31023041433	5.849756153	BRCA
Instance19	7.227761339	7.4105530975	7.091438361	5.49999523867	5.469732364	BRCA
Instance20	7.2606614885	6.4837760045	6.903553889	5.32017902367	5.901899413	BRCA
