@relation thedata

@attribute 1056 real
@attribute 10682 real
@attribute 10826 real
@attribute 120227 real
@attribute 1594 real
@attribute 1595 real
@attribute 1717 real
@attribute 1718 real
@attribute 2222 real
@attribute 3988 real
@attribute 4047 real
@attribute 50814 real
@attribute 51478 real
@attribute 6307 real
@attribute 6309 real
@attribute 6646 real
@attribute 6713 real
@attribute 7108 real
@attribute 8435 real
@attribute DependentVariable {BRCA,Control}

@data
6.227573227,8.69026092,7.706493159,8.448437571,5.968558082,6.879341631,9.0063268635,8.409986058,11.31002212,11.31253714,7.706697481,10.00691549,12.06237178,7.223386449,7.200205439,6.173532859,7.843272147,10.68230579,5.4789183505,Control
5.737356364,8.707705204,7.527624251,8.60235659,6.464101029,6.631326684,9.3624259135,8.989423683,11.488887055,10.46466855,7.86816454267,10.1306771,13.42222975,6.98346479667,6.84647240567,6.29655434,7.5808383245,9.473939649,5.5473314875,BRCA
6.380249461,8.992018573,7.75004708467,8.838022945,7.380766509,6.316874894,10.14349276,8.70215634,11.54985655,10.88188657,7.37847965,10.03174294,12.86342169,6.856210745,6.764801055,6.478652844,8.3467846705,9.575038625,5.041451125,BRCA
8.154072682,8.396884223,7.470936589,9.099052616,7.168674938,6.261818145,9.876967559,8.92921485,11.574065385,10.28978869,7.86748559033,10.3976482,13.52808598,6.91632323867,7.06099631667,6.15977612,7.1952630245,10.25398074,5.501218557,Control
14.85435466,9.961088297,7.99582783567,8.413650273,7.504801363,6.777719287,9.997579749,8.926667463,12.00614435,10.83038866,7.70666231433,10.257176,13.00468928,8.04704834133,6.83660093233,6.697180004,8.4820803085,10.48697102,5.7092072365,BRCA
6.895366625,8.443897851,7.35238014233,8.410834102,7.095347239,7.098824623,9.488233601,8.26127355,11.731081745,13.10298289,8.03786340567,9.978221063,12.21133327,7.67602382933,6.841923281,7.634849385,8.671086341,9.276660153,5.628074884,BRCA
6.616038296,8.127763684,7.11626391733,8.093524689,6.757593772,6.816347305,9.262643103,9.117877553,11.528870665,9.887518083,7.328299953,10.47812272,13.69061737,6.951270322,7.107227626,6.464509503,7.021669869,6.853313064,6.3672451145,BRCA
6.056264462,9.172571974,7.609368661,8.664234931,6.031721187,6.353195907,8.79803714,8.221636811,11.222916425,11.21556957,7.320267541,9.943115915,11.74803988,7.46098089533,7.07749237167,6.159826567,7.904277103,9.796177999,5.8302748885,Control
6.364927481,9.50346856,7.54528305467,8.797321986,7.433086984,6.83687446,9.9507994785,8.688181342,11.75292891,10.97507253,7.493369982,10.1985743,12.26010515,7.72451612367,6.902193606,6.672888927,8.648079985,10.14535302,5.3981029375,BRCA
6.878728789,9.140300084,7.66729260367,8.595333135,6.579395613,7.252526182,9.3881384425,9.770879053,11.623083565,10.56955686,7.828277235,10.15443559,13.36098494,6.78209997,6.69186578767,6.3947676,7.5229651455,10.24862174,5.578364965,BRCA
6.657000843,9.563520973,7.65973816467,8.640788217,6.260313286,7.013967798,9.476203229,8.593784309,11.07725042,10.52777537,8.345899343,10.43977405,12.86854581,6.34701516967,6.523243856,6.696275996,7.662934648,10.71101325,6.5307958875,BRCA
6.002540089,9.59619028,7.543269876,8.920353693,6.677582676,6.898090799,10.837308625,9.209484513,12.370936965,11.74533621,7.77566994133,9.978925319,12.41355925,8.53575976933,7.53173558467,7.031745651,9.1554173705,10.00748325,5.552865686,Control
5.897247233,9.079192165,7.71050763,8.408500779,6.185822575,6.502239591,9.254618766,9.253688629,11.431442425,11.12068843,8.28593651467,10.16928652,12.04345466,7.122665556,7.04101355367,6.63379854,7.3954172795,10.91544642,5.686360737,Control
7.606222204,9.546745518,7.07409952133,9.316316114,6.957163362,5.718369332,9.392241752,10.38312675,10.248387553,11.74088764,8.18247832067,10.24562434,11.97488965,6.73336447233,7.45921630533,6.248170117,8.8408110145,10.33656266,6.3054872595,BRCA
6.799220496,8.789192187,7.52436858533,9.169368307,7.191160718,5.149758548,9.902203253,8.905538281,10.4055555735,11.80723024,7.74750055833,10.09500831,10.87078104,6.80092443833,7.21732099233,6.516177208,9.110277695,9.82934264,6.2659108545,BRCA
6.990674474,9.958817714,7.37320378767,9.427680085,6.99577033,5.859106883,10.270912115,10.17944609,10.6331287045,11.56819616,7.933217344,10.41674769,11.72191743,6.962172037,7.621201925,6.31542641,8.9238587665,9.900855914,6.1215208655,BRCA
7.328497945,9.877790685,7.28143866333,9.744775458,6.886309693,6.019596982,9.524531944,9.612320761,10.3907121925,11.72040472,8.22290227033,10.24862174,11.87820241,6.340916465,7.86047526633,6.438214347,9.2014338215,10.38403931,6.188810209,BRCA
7.135609576,9.783907232,7.548298809,9.233003119,7.403525772,6.298388541,10.24131017,9.222372974,10.6353957945,11.64562254,7.92521807233,10.41654451,11.01352875,6.808550438,7.55898376867,6.643499529,9.4763176355,10.64076035,5.5290597425,BRCA
7.434234403,10.15541314,8.098117887,9.729417293,7.267772494,6.037608037,9.919275795,9.169368307,10.615749754,11.54582134,8.18224379933,10.40145051,11.28654637,7.07980413633,7.700773363,6.607778312,9.364303311,11.16975297,5.925998547,BRCA
6.223331437,10.44623067,7.57318544667,9.277171797,6.750007239,6.51033347,10.43590252,9.997652699,8.955691983,9.83968846,8.103474308,11.18703979,11.49594259,6.489677885,6.82526550867,6.520033725,7.8812538125,10.17351822,5.5993403895,BRCA
