@relation thedata

@attribute 2194 real
@attribute 53354 real
@attribute 55229 real
@attribute 60490 real
@attribute 60496 real
@attribute 79646 real
@attribute 79717 real
@attribute 80025 real
@attribute 8034 real
@attribute 80347 real
@attribute 8884 real
@attribute DependentVariable {BRCA,Control}

@data
12.83735302,6.54308138267,7.530701137,6.076287179,8.7815539935,6.986101214,9.642928473,8.13764138667,7.2165981255,9.8620552715,11.2302278,Control
12.45159499,5.923114472,7.855929176,5.874189107,8.513798179,6.814746271,9.7081750635,7.89384099633,6.4350511555,10.128928281,11.21556957,BRCA
11.87062298,6.462974701,7.500047382,5.84800395,8.7760236225,7.634903824,9.8063503225,7.84566876333,6.304858697,10.5420491125,12.04611629,BRCA
13.77694807,6.35063514867,7.649940756,6.090118375,7.465652409,7.918835106,9.653226167,7.89895777933,6.837023289,10.7070374925,12.46042141,Control
13.85629375,5.69813852267,7.00660975,5.947964885,8.7566891905,7.442987284,10.312529967,8.08417923167,6.6280304325,10.741283937,11.39216863,BRCA
13.21954598,6.279395827,7.634849385,5.649048651,9.2853179235,7.408714249,9.616437592,8.03580784133,6.859785034,10.493392791,11.21374538,BRCA
13.25616376,6.64307678233,7.213398623,5.273339877,7.448218188,7.623042188,9.60006278,7.98216989567,6.983140895,10.5351152325,11.10564356,BRCA
12.53965448,6.63089707733,7.876825596,6.24289363,9.226404728,7.200067621,9.8637739325,8.433800095,6.034938036,10.200511827,10.86957864,Control
13.23871974,6.837751553,7.377494973,5.872096916,9.18438919,7.540420859,10.001597342,8.13958872633,6.161938,10.8494815595,12.22921997,BRCA
11.80338054,6.81354169967,7.680959203,6.362956922,8.3555083,7.500445806,10.0486919695,8.09011954333,7.2517031455,10.7710819545,10.7004573,BRCA
12.93579034,6.051367867,8.398680773,5.820888166,8.078471345,6.964055261,9.8981471455,8.22585239667,7.079610595,10.96200609,11.61468237,BRCA
13.63244094,6.36236707467,7.191555557,5.639963781,9.1114672685,7.613994069,10.215006051,8.445055861,6.901864808,10.397117471,11.35660343,Control
14.02134875,6.32061619833,7.717524135,5.784118687,8.724579395,7.126500894,9.91931203,8.437639664,6.884590261,10.161807824,11.02231599,Control
13.91249272,6.76955102733,8.317549556,5.757697518,7.787107336,7.390773267,8.845554032,8.29736287233,6.372014634,10.5412201785,12.02771607,BRCA
14.66423422,7.14564004,8.364332902,5.673988298,8.0861848335,7.550383421,8.541200674,8.42316064167,6.8648883935,10.8192643215,11.83178435,BRCA
13.40512953,6.61233367433,8.311295486,5.923274739,7.902607137,7.327734794,8.7067270515,8.47158484133,6.29262633,10.5894145495,11.95147243,BRCA
13.24869779,6.54193414267,8.35012274,6.30866269,7.8357577825,7.531403149,8.991823331,8.11103921533,6.2272933495,10.5127468455,11.69812525,BRCA
14.5376428,7.03141821067,8.593018612,6.354474751,7.92181794,8.058060912,9.175470815,8.209049713,6.613895275,10.690000772,12.06323168,BRCA
13.73376056,6.57734567133,8.661868152,6.36737598,8.086046283,7.647208586,9.2046709795,8.400468271,6.4957725315,10.5857562085,11.46565582,BRCA
10.83520192,6.16139176633,8.168184609,5.616777635,7.471818623,8.38999815,8.710388742,6.970835585,7.211940706,8.75571661,12.40526256,BRCA
