@relation thedata

@attribute 10096 real
@attribute 10097 real
@attribute 10298 real
@attribute 1072 real
@attribute 1073 real
@attribute 207 real
@attribute 2316 real
@attribute 2318 real
@attribute 23452 real
@attribute 25794 real
@attribute 2664 real
@attribute 2665 real
@attribute 29999 real
@attribute 3984 real
@attribute 4620 real
@attribute 4638 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 5216 real
@attribute 5217 real
@attribute 56924 real
@attribute 57144 real
@attribute 6010 real
@attribute 6093 real
@attribute 6191 real
@attribute 6624 real
@attribute 71 real
@attribute 72 real
@attribute 7408 real
@attribute 85366 real
@attribute 8936 real
@attribute 8976 real
@attribute 9475 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
7.791685689,12.46600514,6.78184004567,12.5506675,5.9311606085,9.746089281,6.434382719,10.03037096,12.78312415,5.0724356405,9.304334849,10.99277571,5.536217098,5.7690473375,5.458292792,9.50331156833,9.037678125,8.225782395,6.572931815,12.94594262,7.4054811825,7.228436626,6.06101575,5.316518,8.331209336,14.333989405,11.55095369,14.665256985,14.38765928,6.6644604375,6.059945345,5.1241386875,11.4461297,12.232557025,7.16387589625,Control
7.92222926,12.72627038,6.96341635667,12.5801856,5.685224682,9.68028616833,7.041826475,9.846027482,11.90810746,5.9054709485,9.45882753,10.83540327,5.380600673,5.7228877405,4.778486368,9.09094023867,9.447476465,8.658878356,5.989031828,12.79419988,7.572406141,7.918686056,5.9152182985,4.435394156,8.399610251,14.292347115,11.34089896,14.318888115,14.0020375,6.203672825,5.301232095,5.26166635,11.4951169,12.3160764435,7.17118701125,BRCA
7.849031477,12.35101106,7.053848853,12.67483341,5.748541194,9.69256516467,6.436091549,8.848717702,10.69913019,5.656243269,9.154103624,11.26252082,5.469732364,5.848293342,5.122477305,9.01551201767,9.822754492,7.83784169,6.451215749,13.181245845,7.2571828075,8.388922588,6.471963415,5.186670157,7.854652002,14.688771895,12.32574401,14.52431873,13.29267684,6.7713309535,5.641120592,5.6771915915,11.70577504,11.8573344895,7.03238297825,BRCA
7.622401694,12.03029651,7.29161173667,12.73346456,5.6549351675,9.98949733167,7.187354857,8.931846371,11.2413041,5.4917637955,10.0652179,10.73881029,4.845002284,6.1942824925,4.938534277,8.53219426233,10.03852848,7.70770520067,6.212477538,12.7802358,7.253927011,7.666368043,5.970444851,5.254944744,7.179165475,14.066865485,11.2498099,12.912810505,13.51771248,6.103628909,5.377480603,5.6326827355,11.19831015,11.581178851,6.55593589375,Control
8.570881384,12.40979539,7.17942935133,12.90048482,5.749486107,9.506100771,6.618976867,9.129734513,10.69259831,5.551908377,9.494236145,11.66916423,5.747529224,6.176314587,4.927672792,9.705586173,9.507874464,8.07563913267,6.54048116,13.28927478,7.6057427725,7.235083497,6.436155389,4.915773338,7.894031227,14.8781703,12.05836733,14.515533555,13.17957018,6.057294721,5.572595075,5.473898856,11.62848212,12.51727103,6.99171327025,BRCA
9.208161871,12.84338824,7.13014571033,12.64577331,5.509245221,9.688092646,7.057101267,11.29154789,11.91235432,5.4716866645,9.063422806,11.7240492,5.427783188,5.789661595,4.758105247,9.68830932967,9.3312535,8.35808952433,6.491536971,12.77346919,7.3399733255,7.486435083,6.593782925,4.596397442,9.001704532,14.52995559,12.36089516,14.9749406,14.31938813,7.116007336,5.930448326,5.2548835515,12.05670215,12.441328291,7.00999639125,BRCA
8.635746344,12.88542666,7.12335323067,13.07861622,5.3365802605,10.0480993307,7.088102166,10.486594,10.9232534,5.7005826565,10.39985497,10.2712474,5.38008113,5.703437493,4.828595108,9.12043218767,9.354305108,8.02893851733,6.952074702,12.884686225,7.5062755425,6.609404545,6.309891817,5.119575355,8.073955593,13.354369595,11.73619062,13.05627132,14.34873163,6.299870208,6.172733142,5.462605335,10.73380366,12.1160117875,7.10702874775,BRCA
7.924992273,12.3064449,6.600449015,12.73346456,6.086799569,9.436876068,6.218786615,10.17570583,12.25801543,5.472767647,9.24901928,11.23136237,5.252108349,5.9416429115,4.818404856,9.486682492,8.901176988,7.68379282967,5.447753778,13.27590732,7.5667344455,6.453069445,6.192045554,4.947679304,7.856831861,14.92983043,11.55530105,14.795549445,13.94623879,6.4861257565,6.040898593,5.438280489,11.5141002,11.963258885,7.09973287325,Control
8.559186941,12.39411974,7.157131823,12.83574159,5.5190403625,9.58057105933,7.099140334,9.241453583,10.93958309,5.7592094465,8.900271441,12.16828986,5.593959684,5.8969290325,4.941119518,9.58901573033,9.625618044,7.77701585767,6.517673816,13.49181197,7.704928784,7.520699455,6.4383506835,5.117810604,7.307431087,14.98307943,11.98415862,14.61562869,14.00655359,6.5383195555,6.299945779,5.5683801275,11.6557522,12.3255748965,7.18183415025,BRCA
7.749066799,12.22715872,7.26601424567,12.64987931,5.541488103,9.75364579767,6.678428044,8.418043517,11.61491238,5.7818987465,9.794773703,11.55865044,5.655216748,5.715837508,4.649642211,9.227921381,9.599773923,7.95022355167,6.373044025,13.018593535,7.5600888065,8.381198053,6.3266587065,5.087262599,7.897680799,14.414777965,10.94085517,14.06674172,13.88031822,6.534855973,5.868644328,5.001086456,11.21515091,12.275687156,7.09000222,BRCA
