@relation thedata

@attribute 10327 real
@attribute 10554 real
@attribute 10555 real
@attribute 1056 real
@attribute 11343 real
@attribute 119548 real
@attribute 129642 real
@attribute 132158 real
@attribute 137964 real
@attribute 150763 real
@attribute 154141 real
@attribute 1606 real
@attribute 1607 real
@attribute 1608 real
@attribute 160851 real
@attribute 1609 real
@attribute 217 real
@attribute 219 real
@attribute 223 real
@attribute 224 real
@attribute 231 real
@attribute 253558 real
@attribute 26007 real
@attribute 2710 real
@attribute 2712 real
@attribute 2717 real
@attribute 346606 real
@attribute 3990 real
@attribute 4023 real
@attribute 501 real
@attribute 5406 real
@attribute 5407 real
@attribute 5408 real
@attribute 55750 real
@attribute 56894 real
@attribute 56895 real
@attribute 57678 real
@attribute 80339 real
@attribute 84649 real
@attribute 84803 real
@attribute 8513 real
@attribute 8525 real
@attribute 8526 real
@attribute 8527 real
@attribute 8611 real
@attribute 8612 real
@attribute 8613 real
@attribute 8694 real
@attribute 9162 real
@attribute 9388 real
@attribute DependentVariable {BRCA,Control}

@data
9.67274817933,6.45731304233,11.2729149567,6.227573227,10.3735664127,5.114586962,7.259972251,7.798052338,6.73478116,6.231350438,7.6054666375,6.0352272464,5.411191863,5.564691589,5.6252008215,8.641980482,13.0288437,6.4032298225,13.90556143,10.485252783,11.25078414,7.295991458,6.921011149,6.90539582,8.464342681,10.14178182,5.044843524,5.7166994375,11.99463462,11.42353215,5.692518737,5.190230876,4.602195245,9.579160875,6.780471631,6.5743066835,12.294328875,4.95444207,9.949994866,8.782950002,6.677723605,5.38074834667,5.291135005,5.54763819667,10.9431224093,6.97276375733,10.585142871,10.13541467,5.458292792,5.888571941,Control
9.48730933467,6.73770635933,10.3317137867,5.737356364,9.24915549367,5.309804873,7.8685893385,7.441203595,5.934994833,6.461382572,7.2757339345,5.730737281,5.25789780133,6.609256782,5.265845043,8.681362402,11.95442182,6.056583232,13.59555882,10.019264947,11.23978961,7.2881781605,7.532124306,6.3231226715,7.632470217,10.3034272,4.759304314,5.1836945115,11.04153957,11.38356241,5.7109519,5.254944744,4.992554604,9.401680126,6.613072111,6.3872517505,10.76688182,5.40668228,8.774565636,9.749505409,6.023649715,5.62081497,5.786342332,5.65289454733,9.55774462367,7.42474164867,9.570889838,9.260026318,5.831124321,6.715004567,BRCA
10.0707327307,6.54635750867,8.31672683033,6.380249461,7.769167306,4.725757479,8.021119395,7.713354077,6.511322251,6.774118919,6.6986866055,6.0777578554,5.184621497,5.572595075,5.6248083605,8.912867729,10.45871961,6.112002883,13.83149977,9.46395718933,11.39597736,7.4241590515,8.062911124,6.568520588,7.645047949,10.08948727,5.403788568,5.756177829,9.774869866,12.194507085,5.496822826,5.283469238,4.303759001,9.639051745,7.037168449,6.756640222,8.3316406795,4.883878898,5.951174686,8.656193446,5.707228834,5.519236166,5.773740066,5.62946028433,9.388513914,8.05789780667,9.13727223567,9.01143772,5.451055498,7.217806628,BRCA
9.79074534567,6.47962669833,9.748251815,8.154072682,8.468160904,4.475747249,7.700353451,7.850001018,6.269599511,6.3452291295,7.1563612315,5.652132278,5.03743930567,5.182703468,6.192002068,9.395331225,11.12925744,6.548599416,14.26291555,9.60250727633,10.80422,7.405409622,8.46043657,5.6949692485,7.686800109,11.84647188,4.832651143,5.413543535,10.80850192,12.319046675,4.151027186,5.372439586,5.233822166,9.329959501,6.068001981,6.1937943145,10.44400134,4.748208435,9.419939709,8.622345752,6.118843116,5.21928892267,5.30196368,5.86809408267,8.49375710433,8.29916801667,8.15530132967,9.822599161,5.259471408,5.65248448,Control
10.150820744,6.82763317533,10.118156827,14.85435466,9.28986616933,4.293823271,8.168055007,7.692111778,7.041333687,7.6080320265,6.9181404495,5.8944335644,5.518605122,5.497142287,5.7650190345,8.443721766,11.84647188,6.81576014,13.57945564,9.31012465333,10.96639029,7.6333066155,7.870643868,7.248990878,8.592794429,10.11346907,5.272407006,5.0551792235,11.76903417,11.80913255,4.980952113,5.377654117,4.182400944,9.360375869,7.175871605,6.427351086,10.480761825,4.858243708,7.687832523,10.59188254,6.249545485,5.21101725667,5.256266489,5.83837805333,9.639040942,8.12905631867,10.3473351567,9.764714513,5.961687712,8.108383088,BRCA
9.70397243633,6.083200479,10.7924037133,6.895366625,9.61854324133,5.665201768,7.669008269,7.02741154,6.252576148,6.403215186,7.5348020245,6.2829369016,5.290232188,6.030011153,5.6614879675,8.878435012,12.28941816,7.224949571,13.83559602,10.2091594633,11.26747744,7.434917555,8.002535343,8.0270216085,8.327800884,10.35250175,4.963718308,5.0942909245,11.72497433,11.679923925,5.057462456,5.098043929,4.44414752,9.651433455,7.3475641805,7.0132053245,11.166479905,5.006983802,7.898693773,9.341386014,6.312978791,5.14049316067,5.859479655,5.76107451967,9.99608662833,7.73485708867,10.417489828,9.555356578,5.880692411,6.942060656,BRCA
9.52506304367,6.26856295833,8.04382771267,6.616038296,7.43439161667,5.219373048,7.74975388,7.408968939,6.685313404,6.4353793725,6.763535762,5.7755126904,5.81435631733,5.598879718,5.905607431,10.11448127,9.234794159,6.265901599,13.96600025,8.441678221,10.54016222,7.05673785,7.803826191,6.3609657265,7.474458605,10.47764726,5.155031965,5.2577259055,9.421602612,12.374971035,5.477281673,5.201056716,4.754902895,8.512168727,6.078085084,6.8884867645,7.507316924,4.428873342,6.200609914,10.15416657,6.186961651,5.22354249033,5.72962839,5.76618988233,8.75084065167,7.858497818,9.10501436133,8.93668293,6.552903924,5.583283832,BRCA
9.86564909733,6.34847302533,9.71715326567,6.056264462,9.20245037167,5.176333993,6.538403398,7.381458863,6.056264462,6.2758993195,7.2250483405,5.9750980308,5.576171569,5.42266296,5.6207895165,8.757715954,11.61805062,6.2403037255,13.93264756,9.756458509,11.43905962,7.3065836755,8.326430751,6.981694033,8.177408481,10.52792683,5.682019293,5.778081135,10.32819838,11.9777839,5.277995204,5.619127766,4.632010888,9.520157575,7.0317345465,6.758314499,10.395257975,5.179721278,7.418782637,7.910824274,6.579056134,5.161530509,5.317422789,5.49137738567,10.6777321773,7.553446162,10.3374324443,8.874398256,5.297935366,6.3104207695,Control
10.0784559203,6.48716153067,8.70486118133,6.364927481,8.473845132,4.347200447,8.088496541,7.100875508,6.776667019,6.0337063485,7.34228155,6.3322296596,5.243950046,5.659076304,5.8556534775,8.334319242,10.9270559,6.926570309,14.24390588,9.25164354567,11.19776361,7.5141578665,8.172253881,6.85946344,8.230382115,10.72100969,4.570105398,5.416921946,9.424439853,12.239160505,5.835425946,4.961636349,4.790265497,9.540516092,6.7314586475,6.221203621,8.985104708,4.229364719,7.062966591,7.923240007,6.195845235,5.320665346,5.375570566,5.70817384433,9.35728519533,8.58908597933,9.77375025267,8.662188695,5.329851264,5.58869046,BRCA
9.59790920433,6.308677869,11.4948163,6.878728789,9.21564442233,5.149555339,8.2111755265,7.93180289,6.494500115,6.57436973,7.4506610795,5.9583987108,5.31231785267,5.797150007,5.6670023095,8.464924625,12.50386679,6.43527559,13.83559602,10.3875623913,10.78033494,7.055897019,8.134607448,6.1272772885,8.003125914,10.28801852,5.048771569,4.877901287,11.33290385,11.5195314,5.476390801,5.644152813,5.328236218,9.039893114,6.851725778,6.06159148,11.05546416,5.013139794,9.204596284,9.190776032,6.425178655,5.18845344,5.320314304,6.33921661733,9.71539546567,7.86117751733,9.085078483,9.606322445,6.10240159,6.0500909935,BRCA
