@relation thedata

@attribute 10171 real
@attribute 10199 real
@attribute 10248 real
@attribute 10436 real
@attribute 10482 real
@attribute 10528 real
@attribute 10556 real
@attribute 10557 real
@attribute 10607 real
@attribute 10775 real
@attribute 10799 real
@attribute 10813 real
@attribute 10885 real
@attribute 10940 real
@attribute 134430 real
@attribute 138716 real
@attribute 1457 real
@attribute 1459 real
@attribute 1460 real
@attribute 166378 real
@attribute 1736 real
@attribute 2091 real
@attribute 22803 real
@attribute 23160 real
@attribute 23195 real
@attribute 23560 real
@attribute 254958 real
@attribute 25996 real
@attribute 26354 real
@attribute 27341 real
@attribute 28987 real
@attribute 29102 real
@attribute 29107 real
@attribute 29889 real
@attribute 3692 real
@attribute 4809 real
@attribute 4931 real
@attribute 51068 real
@attribute 51077 real
@attribute 51096 real
@attribute 51119 real
@attribute 51367 real
@attribute 51602 real
@attribute 54433 real
@attribute 54464 real
@attribute 54552 real
@attribute 54913 real
@attribute 55127 real
@attribute 55131 real
@attribute 55226 real
@attribute 55272 real
@attribute 55341 real
@attribute 55505 real
@attribute 55651 real
@attribute 55781 real
@attribute 55813 real
@attribute 55916 real
@attribute 55998 real
@attribute 56000 real
@attribute 56001 real
@attribute 57455 real
@attribute 5822 real
@attribute 5901 real
@attribute 65083 real
@attribute 6880 real
@attribute 6949 real
@attribute 7514 real
@attribute 79631 real
@attribute 83732 real
@attribute 84128 real
@attribute 84135 real
@attribute 84916 real
@attribute 92856 real
@attribute 9724 real
@attribute 9790 real
@attribute DependentVariable {BRCA,Control}

@data
9.69406232,8.092478545,9.354900115,10.85521521,11.226533645,10.39698427,5.8711181705,6.9737390255,8.146977339,6.88643164,9.85347375,9.6146412415,5.485757876,6.064694943,10.04271995,8.04341861633,7.90764269433,10.66411416,12.38307791,5.6526090655,11.13121409,11.8532502,7.904233081,7.748764991,6.992431746,10.70292179,5.118745153,11.85055617,8.78849984833,7.88927534933,8.375192737,7.368772237,11.19155758,10.82774384,9.42725626533,10.472464237,6.9729826145,8.711630966,7.2348963005,7.951694331,9.77458988,7.4251328305,8.025390316,10.126827335,8.1770271295,10.22471354,7.628119461,10.28344757,8.458161657,10.79947614,11.81694975,7.94930311,12.40857396,9.8075468025,9.868360018,9.889641277,6.499212576,5.155031965,5.599623716,5.4664291925,8.204768126,6.297013109,10.31245505,8.327929887,6.350618223,5.76302229025,11.18170219,7.474640135,7.34443870367,10.58888352,6.482328491,10.58816676,11.63896089,10.3166552,10.58638973,Control
8.777617896,8.17091152,9.769929197,10.82015126,11.19105737,10.50577161,5.817819303,7.2001450275,8.681362402,6.93387098,9.537097584,9.3470871305,6.098617071,5.989031828,10.42806206,7.937574122,7.803043395,11.05254447,12.58150432,5.7148044605,11.57959421,12.64178371,7.6415879,7.594774559,6.850940421,10.70653727,5.313618859,11.45071911,9.19309467067,6.93555634633,8.806639133,7.542890578,11.54310931,10.95159091,9.47433587733,10.2482605687,7.2540640325,8.0047373045,7.226127226,7.802485871,9.294196335,7.3236144045,8.36741598,10.2734071863,8.1641534335,11.24903656,7.819989237,10.20573862,7.653205378,10.95307261,11.4486069,7.889140582,12.17659168,10.34597512,9.546378973,9.711159801,6.864251544,4.893618555,5.817246707,5.440245509,8.861599611,5.915587375,9.706824548,8.650566646,5.5164426775,6.0070364235,11.36961249,7.286143094,7.36856339033,11.18554156,7.702624864,10.65654131,11.46787439,10.28358647,11.05567579,BRCA
9.303695785,7.9412349365,9.866042932,11.23136237,11.074124375,10.81637382,5.825746156,7.0570003855,8.93668293,7.222073073,10.35787117,10.049856017,6.778737939,6.436091549,10.29787953,8.46995531067,7.94848537033,11.16113206,12.83066776,5.4666754345,12.00382718,13.11754819,7.695347798,7.865673157,7.53621054,10.99562604,5.422747045,11.52169626,9.35086182367,7.68404711867,9.652191188,7.774551083,11.38105635,11.30184213,9.844833354,10.6149577627,7.1289494225,8.4696633605,7.5421696005,7.929289667,8.886611969,7.690498457,8.024476386,10.790656964,7.8789423795,10.78405837,7.459720794,10.41404067,7.936492374,11.31537336,12.04910329,8.278880489,11.8471671,10.76802122,9.567253149,9.758490207,6.36768175,5.784511344,5.819930778,5.551739303,8.407024594,6.52305663,10.34072947,8.833694659,6.070670496,6.0486411675,11.3442156,8.30552631567,7.321675668,10.87119702,6.807100898,10.92822987,11.78324803,10.36063893,10.91587586,BRCA
9.089398258,7.806545852,9.824123869,11.14309317,11.207780225,10.67756558,5.895009396,6.6838958985,9.409094477,7.485348582,10.64114433,9.231985853,6.767724723,6.201639374,10.0652179,8.37950884233,7.444988463,11.18856429,12.80254267,5.749192555,11.74127222,13.65061427,6.878101604,7.332352418,5.651059765,11.13386163,5.249456007,11.67867508,8.58444819267,7.17105925,9.329135442,7.4841076595,11.29042226,11.09393927,9.7740233,10.3658083907,7.374565401,7.5222292315,8.1229985615,8.036820791,7.958945778,7.3543973215,9.460420635,9.774692461,7.6043194765,11.32464765,7.904244921,10.59080248,7.957974253,11.47254884,11.92436912,8.345849991,12.21574693,10.867448075,8.94786419,9.879269684,7.480146195,5.499695432,5.59724157,5.20367027075,9.267606679,6.299945779,9.043848309,8.483526631,5.5449805545,5.8323115385,11.04568478,7.87313138267,6.728324702,11.35948893,6.816507311,11.28620125,11.94944384,10.1056372,11.84327345,Control
9.089067163,8.2271941265,9.023671978,10.83473198,10.67384732,10.814741825,5.9201518925,7.0554510695,8.772645411,7.334164045,9.513140888,9.8260943035,6.63172683,6.236976265,10.07257517,8.36745897033,8.520100527,11.26326937,12.57220763,5.8445770055,11.91053229,13.16228672,7.716501543,8.226124498,7.169025854,10.90604899,5.104767778,11.63953303,9.235970609,8.20506669767,9.519420582,7.5524457775,11.17080781,11.27762466,10.047797138,10.6190486503,7.105613398,8.8473867365,7.0421256675,8.105307642,9.204467905,7.105012235,8.570407073,10.5925986123,7.822196642,10.74445149,8.046116026,9.810427489,7.495377629,10.72737618,11.91473092,8.10221342,11.64681981,10.590691195,9.717642636,9.856387058,7.036726196,5.380600673,5.707781006,5.5143490055,7.832955068,6.38884014,10.46214465,8.3978177515,6.3218157935,5.9114136145,11.24345683,7.55536694,7.32103484567,10.87659774,7.029621631,10.52566789,11.38871439,10.09962433,10.34544991,BRCA
9.503697124,8.214063588,8.447456382,10.08562553,11.466639725,11.05826118,5.73213611,6.932139675,9.263915348,7.267397975,9.670532829,10.1104404215,6.261065912,6.69797923,10.04754695,7.151232249,8.51193804167,10.60490092,11.95277228,5.7667429725,12.11709445,12.30387856,8.0154542345,9.252453225,7.479540047,11.53262879,4.774802056,11.21515091,9.40375964767,7.795835198,8.629394076,7.71259329,11.41027128,11.98494007,9.54342273533,9.76488583567,6.7083356615,9.810941747,6.4735916975,8.675799285,10.19056274,6.816828475,8.628081972,10.2051757873,8.657560078,9.590606288,7.619194955,9.860280449,8.091899625,10.56208048,11.25904309,8.17306636,10.39216207,9.1867040865,10.03797967,10.51857476,6.873632127,5.256643908,6.072433441,5.44782371,8.751611945,6.40676252,11.35299256,9.0686310185,6.2796543925,5.7617875685,11.78440594,8.25539366,7.530427186,10.98687328,8.084544168,10.67907563,11.0826449,10.30309037,10.61477451,BRCA
8.359058927,8.4040908035,9.405376108,10.81469083,10.814425035,10.721249855,5.8770395295,5.742507539,8.690828352,7.192172276,11.08527678,8.8552181435,6.117700885,5.572140279,9.599299718,7.952151201,7.90176327133,10.46083242,12.14433968,5.7210166695,11.66997027,13.53466038,7.3508459365,7.638365542,5.42627419,11.03612228,5.524354632,11.53336151,8.647516255,7.75617822,8.485800258,7.3524444395,11.56894428,10.59307853,9.542003735,9.85925576533,7.1740276695,7.0242177065,8.3091728645,7.542028015,8.334218666,7.165147834,8.971644945,9.10205900367,8.113247436,12.65702034,7.521936293,10.30144507,7.08656386,11.07090266,11.44340995,7.181751391,12.08138533,10.208375227,8.252844132,8.834851129,7.825278619,5.634383622,6.64810992,5.38761108675,9.712699428,6.067010094,9.805502513,9.0423449005,5.775584767,5.5225418225,10.95483991,7.75824223133,7.11160897867,11.44170718,7.331121003,10.89238744,12.10651723,10.59454415,11.65775177,BRCA
9.055127259,8.143937407,9.381565189,11.21152349,11.090430125,10.2923654515,5.8160326775,6.672338797,8.232662106,6.969073124,9.922785491,9.7696538105,6.208971371,6.52701216,10.03284165,8.38834323733,8.330459995,10.87420354,12.64414927,5.877078137,11.28804432,12.75033439,7.474890718,7.949915873,7.182670264,10.40635945,4.403439363,12.0416524,8.96269454567,7.565677278,8.774392673,7.403666315,11.26326937,10.85124954,9.86169653233,10.9124025893,7.2520285475,9.108114731,7.4841672,8.296206296,9.651231624,7.142671571,8.415489459,10.4024319217,8.190916576,9.446732392,7.617285854,10.21981018,7.781656624,10.73799536,12.16391545,7.795846682,12.45678569,10.424072825,9.955468697,9.551550203,6.728638646,4.771372469,5.083438106,5.591610224,7.701620311,5.712741067,10.51975691,8.4759724565,6.626526383,5.45331915625,10.88698849,7.855215513,7.23760375067,10.70699261,6.705878143,10.32429902,11.53538974,10.40449794,10.42517423,Control
9.298601687,8.278386591,9.25106287,11.06573943,11.18344409,11.01831775,5.8953553685,7.1330705885,8.738583034,7.781525491,10.08968919,10.0573496725,6.614640376,6.72267478,10.08045152,8.552463753,8.343961905,10.86754538,12.53119874,6.002671512,12.26689494,13.1958974,7.6152470645,8.371581867,7.660960561,11.11140976,4.801431976,11.86027624,9.438711766,7.946216291,9.855266053,7.700606324,11.31562243,11.68152186,10.1803754283,11.0825050907,7.31126925,9.328782097,7.3922003375,8.889459187,9.60410892,7.589291748,9.352430332,10.785947535,7.955508384,10.16476904,8.231294544,10.10480876,7.725640838,10.81892586,12.38767549,8.076990747,11.79117929,10.963600715,9.924167126,10.08624941,7.347402401,5.197719213,5.751417692,5.475941117,7.708292656,6.314610999,10.97507253,8.795198081,6.85104186,5.902581945,11.39833769,8.08772667933,7.44470525033,10.79966433,7.571489342,10.79734157,11.7626666,10.05484886,10.99212422,BRCA
8.524395895,8.138042137,9.671824591,11.04197755,11.120786735,10.623145005,5.653839004,6.80438681,8.842021162,7.425134323,9.496375025,9.184833213,6.066687273,6.152087694,9.930338592,8.37384459333,7.705001504,10.79666855,12.41833894,5.7492925485,11.5798723,12.74796537,8.0490926795,7.622273562,7.028130191,10.40991359,5.546594509,11.33112984,8.924752981,7.81725419367,8.696325232,7.602572491,11.11536902,10.87210175,10.0464889837,10.4796405723,7.270853368,8.133892711,7.350691129,7.908874627,9.312690767,7.344234712,9.004375772,10.158962625,7.6923491835,11.56819616,7.829407408,9.895587068,7.040183193,10.79813582,11.83833739,8.125853993,11.96720294,10.43348514,9.020800198,9.663176089,7.162394161,5.853503721,5.954086504,5.27672013975,8.462462524,6.311344735,9.562147541,8.206377028,6.237159834,5.652241138,10.84633682,7.48319550367,6.71046019233,10.54580458,7.139323995,10.6537276,11.80723024,10.17182765,10.82382918,BRCA
