@relation thedata

@attribute 10161 real
@attribute 27334 real
@attribute 2840 real
@attribute 2846 real
@attribute 286530 real
@attribute 5028 real
@attribute 5029 real
@attribute 5030 real
@attribute 5031 real
@attribute 5032 real
@attribute 53829 real
@attribute 64805 real
@attribute 9934 real
@attribute DependentVariable {BRCA,Control}

@data
11.07588374,5.8574464235,5.085564076,6.41625338,7.450842404,5.40889121,5.810229242,5.443947436,6.29669669967,7.650533241,6.949331086,8.180905107,5.48434512433,Control
10.23384167,6.451257679,5.980831476,7.101637274,8.168573251,5.492262803,5.95766021575,4.771900633,6.12884202367,8.569372533,6.76785091633,4.795210185,5.13180042333,BRCA
10.43095979,6.01064131,5.34039425,7.179663127,7.941885572,5.832137623,6.120116709,5.641120592,6.342027685,8.520069709,6.65996408633,6.121642945,5.351001513,BRCA
9.886123752,5.871597562,5.470383322,7.632470217,7.59939428,4.71357532,5.3708445885,5.480516577,6.74941458133,9.046647338,6.76059158667,5.470383322,4.773307616,Control
10.44311479,5.7346351645,5.210049084,7.028544634,7.735490234,5.572595075,6.13274227525,5.533572107,6.34606727367,7.671029929,6.735410801,6.750007239,5.40131155967,BRCA
10.2392289,6.1768008135,5.214330049,6.562094044,7.385907956,5.759695977,6.11482535075,5.928140071,5.95734503167,8.652236516,6.38280986533,7.258898404,5.54980120967,BRCA
9.680716032,5.896606673,4.987447357,9.341525008,7.793962719,5.032113243,6.005636875,6.067010094,6.44532111567,9.080731686,6.593975946,4.73770262,5.25212184,BRCA
11.15002032,6.0787637185,5.130324729,6.92386561,7.759523927,5.655646098,5.9783110625,5.388371455,6.32969962667,7.996531569,6.97498459767,8.117774412,5.69901373367,Control
11.07799751,6.044703366,5.126612849,6.712186921,7.108213734,5.375570566,5.879376389,5.980431658,5.892082331,8.642828918,7.24687513033,6.293246892,5.152014549,BRCA
10.06406609,5.967074676,5.574866903,7.012990752,7.035764447,5.880692411,6.16580222825,5.267920811,6.40568057233,8.333715684,6.60644350533,6.730983353,4.886445581,BRCA
9.696107356,5.651730689,5.63866126,6.913371526,8.004840011,4.87013196,5.94880043925,5.469569578,6.42147090633,8.107192387,6.93688475,5.851693612,4.63647168033,BRCA
11.24323664,6.1543471115,4.903774919,7.156920191,8.059535264,5.555211263,5.91008512625,6.107798352,6.406462258,8.093432255,6.58673913933,6.805296083,5.413390409,Control
10.96869939,5.711182881,5.092980397,6.829694594,7.169351629,5.45451419,5.929556021,5.394901009,6.371634316,8.098678419,7.15651494033,8.463842227,5.16745870967,Control
10.56062687,5.917538521,5.481404906,6.745207494,7.112338175,5.263796174,5.81206719225,6.227669487,6.18787695233,8.925948346,6.73144862633,7.967631374,5.280616774,BRCA
11.36547782,6.3576428125,5.693076567,8.161385277,8.088551248,5.532793245,6.02268242125,5.701972633,6.61622968433,8.943482666,6.376800424,7.197317764,5.69545901467,BRCA
11.28700256,6.1954066625,5.061680356,7.368792626,7.846651776,5.564996371,5.95335543075,5.974191571,6.199673196,8.814022522,7.005381103,8.733287497,5.095496535,BRCA
11.13292398,6.024467338,5.2209212,7.301658803,7.104889949,4.995271094,5.93975245125,5.972699115,6.292816974,8.721399256,6.63519067467,7.198816104,5.22993927233,BRCA
11.12822333,6.5535202825,4.892647543,7.576410887,8.14949453,5.55659131,5.80098852675,6.034750138,6.31320637833,8.248557517,6.99417474233,7.224390341,5.06192429867,BRCA
11.46239505,6.2713056945,5.057462456,7.216724339,8.045310711,5.863945417,5.98069386625,5.669530862,6.22848457867,8.246171869,6.576306451,7.443981873,5.8146048,BRCA
11.28585604,6.142882564,4.740943304,8.283436972,8.242151266,5.823692844,6.26266568925,5.537615426,6.698724295,10.68360899,7.053952636,6.472573571,5.052547912,BRCA
