@relation thedata

@attribute 10746 real
@attribute 11221 real
@attribute 1386 real
@attribute 1647 real
@attribute 1738 real
@attribute 1846 real
@attribute 1850 real
@attribute 207 real
@attribute 2549 real
@attribute 2645 real
@attribute 3554 real
@attribute 3725 real
@attribute 4214 real
@attribute 4215 real
@attribute 4216 real
@attribute 4217 real
@attribute 4293 real
@attribute 4294 real
@attribute 4296 real
@attribute 4775 real
@attribute 5069 real
@attribute 50804 real
@attribute 51776 real
@attribute 5598 real
@attribute 5599 real
@attribute 5601 real
@attribute 5602 real
@attribute 5607 real
@attribute 5609 real
@attribute 6416 real
@attribute 6464 real
@attribute 6885 real
@attribute 7157 real
@attribute 7182 real
@attribute 7189 real
@attribute 7786 real
@attribute 9175 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
6.5459354385,6.49767022225,7.29034405,8.873106035,8.409445169,7.4599929215,8.647261549,9.592833039,5.95116306267,5.520952032,6.969677549,14.17314893,11.22161448,7.589149038,8.318065147,8.979483163,7.358060212,4.371626648,10.00852706,7.1477918822,5.89185128,5.229406468,8.08583242733,6.87186987967,5.9065229025,7.597317289,6.3734932246,7.62381642833,8.324744376,7.974032126,8.62624266567,8.596587527,8.06060289,6.147057976,6.56440695667,6.549981473,5.796890531,6.604948967,BRCA
7.0793982415,6.777626021,8.450346395,10.33052152,9.388491534,8.6213007865,9.252807995,9.66262953467,6.216767413,5.419747676,6.570163571,13.87385551,11.05015324,6.9964711445,7.7876886765,9.584314798,6.685173215,5.325000691,9.196486021,7.3725677436,7.082764118,5.190132086,8.62897353267,6.80618221367,5.767601547,8.0098633265,6.7192971842,7.12510379067,8.037891629,8.704684954,8.601359139,9.0816140535,9.069960645,6.561406812,6.78874329567,6.091917306,6.979742782,7.351535111,Control
7.268244413,7.66523086175,8.394260237,10.3523372185,9.668318219,7.84222089,9.655513338,9.935713008,5.92866327233,5.49564778167,6.289378595,14.67256817,10.77967445,7.630412058,8.3066038545,9.571942743,6.674054967,5.795397636,9.502454489,7.3957099914,5.829159022,5.530063912,8.92236960667,7.13682015067,6.1670985755,7.822857961,7.4496009772,7.04601875633,7.957045617,8.3498677015,8.523978557,9.1999885685,8.376018051,6.577433076,7.02586490967,6.912743039,6.738298766,7.359104133,Control
6.720317067,7.66071912325,8.687726581,10.288105725,7.457342143,8.0986462275,8.607544043,10.2127518167,5.81419016733,5.18523056133,6.299991555,13.48222565,9.313711317,7.6667872165,8.3682502305,8.411459216,7.022426421,5.912716471,9.913346139,7.2288002188,5.769382488,5.504788206,8.24692535733,7.63109708367,5.967633391,7.8440908905,6.4529665452,7.00195296933,8.007981913,8.5569316505,9.16094315833,8.733092931,8.641980482,6.276641472,7.215576291,7.364881259,6.798831822,6.6884391885,BRCA
7.0148852725,6.8642369085,8.685117683,9.747476713,7.951271782,7.0920435895,7.968668413,10.3303371883,5.68293841733,5.39372571767,6.457877938,13.17144427,9.683047729,7.206289205,8.3055656955,9.186362588,6.674831803,6.001133,9.657604783,7.5048108894,6.304607435,5.388199225,8.238796885,7.16731786533,5.329465727,7.5531159175,6.5996740378,7.16184858733,7.711014946,8.5497894345,8.789516499,9.2660120735,7.522171761,7.32970918,6.78915135733,7.758041825,7.577298762,6.843482732,BRCA
6.6800095955,6.18461950825,8.420129842,8.883844879,7.419983608,7.2787905755,7.6293951,10.0295226957,5.788274463,5.55735813,5.971837379,14.09890062,9.206422917,7.431226568,8.257624521,9.156570504,6.837536875,5.754627826,9.844219734,7.3174860408,6.121332121,6.126297286,8.277237236,7.513620188,5.656097949,7.5935132445,6.4103000694,7.530035751,7.832100626,8.480919728,8.419142242,8.692934023,8.151525421,6.708260103,7.091595276,6.781330613,7.252620791,7.08107622375,BRCA
6.7736433005,6.96266417525,8.480952861,9.2531399105,6.982255287,8.424245596,8.590101509,10.1231177773,5.65355368433,5.276280094,5.987099833,14.01211384,9.06544382,7.546302448,8.277976672,8.088816224,7.235514366,5.742822246,9.976772145,7.37350411,5.821079567,5.86431694,7.88456072733,7.367541703,6.071716146,7.244024888,6.3663407464,7.46005707467,8.014301064,8.4390426745,8.58330978467,8.4734774435,8.650083401,6.872462884,7.36477082733,7.167019468,6.998762823,6.38540810175,BRCA
6.7996665995,6.79957506275,8.212765231,9.264019416,7.377494973,7.3687454405,8.440081308,10.182290716,5.456942846,5.31023041433,6.078850631,13.34674991,9.805889394,7.237215557,8.0063206985,8.515996551,6.836117042,5.823119603,9.748503635,7.4063725076,6.017928169,5.745581053,7.95659235633,7.37085903833,6.259376137,7.5582124195,6.4518559062,7.485793253,7.922348208,8.551370553,8.49027171233,8.580432115,8.873068105,6.511203633,7.06833791633,7.318997181,6.7030769,6.7911300605,BRCA
6.6833910795,7.09923060525,8.550709395,9.097803495,7.371343498,7.609256218,8.1348641,10.3257906717,5.79947823233,5.49999523867,6.160280504,12.76004735,9.17185302,7.668523899,8.076680504,7.816185482,7.338137177,5.649336125,10.2398733,7.2996578948,5.495704155,6.144052107,7.82719690533,7.474173093,6.1648761405,8.134159504,6.2563490298,7.40763134667,8.115760429,8.655247477,8.95843216133,8.5357374825,9.477151683,6.511322251,6.99678506233,7.189036605,5.893611729,6.67358924525,BRCA
6.1855424725,7.400883831,9.242996091,8.805566555,6.114372881,7.4418007155,9.096630254,10.2867156497,5.17455334633,5.32017902367,5.027033758,12.03663478,6.536717836,7.892026592,8.405898909,9.55587899,6.709397913,5.823692844,10.38358581,7.1446693556,6.546204289,5.233438728,8.16928772267,7.65359668867,5.593235253,7.835265585,6.6932167248,7.46145073167,9.015708527,8.821488149,8.67313689733,7.348718546,7.632470217,7.151831235,7.079701867,7.965295308,7.997322226,6.6605798635,BRCA
