ID	5361	5362	2242	6237	10371	91584	27289	8829	9855	23396	7094	2534	5879	55558	DependentVariable
Instance1	9.04464761	6.442740861	9.792831413	12.60891324	7.743759193	6.139557107	8.99900014	10.158127895	7.449646227	10.17096442	10.9484368	9.2289642325	8.85850435833	8.287228851	Control
Instance2	8.83564079	6.107327595	9.972305339	11.94269603	8.276811994	5.372787809	7.013074525	9.137476819	7.587498371	10.56803712	10.35004996	8.8907159655	9.23532012167	8.148376321	BRCA
Instance3	8.737501821	6.18913825	9.533437358	10.99298809	7.286698963	5.469732364	6.547670085	8.616895971	7.413926432	10.27665401	10.20981921	8.275073194	9.280236709	7.90251248	BRCA
Instance4	9.085698921	6.323194968	10.1090997	11.64851725	6.966479856	5.30196368	6.800741793	8.2676729985	7.925926933	10.63491565	10.43742988	8.08464112175	9.422761191	8.803470139	Control
Instance5	8.562730038	6.119673262	9.680329247	11.70655442	8.324744376	5.846249617	6.289378595	9.144599091	7.414898982	10.32819838	9.987545106	8.34620788925	9.29741101033	8.518791936	BRCA
Instance6	8.703316278	5.969767112	9.819365272	10.98249473	7.918477361	5.79064906	8.157600995	10.134166214	7.670870646	9.844219734	10.55627639	8.716652398	9.14697742367	7.702278545	BRCA
Instance7	9.879085849	5.66903474	9.790479288	11.28199972	8.402085935	4.713162871	5.873451033	7.834786368	8.583798412	10.93816836	10.32302692	8.39165280725	9.62804284167	8.852499177	BRCA
Instance8	8.616430414	5.982771878	9.352739287	11.76088636	7.797176966	5.083438106	6.202570157	9.863085986	8.152476418	9.805502513	10.49035982	8.80415305075	8.82865486733	7.743893804	Control
Instance9	8.298281562	6.127793825	9.402735565	11.27294773	7.373259136	5.281894103	7.567844162	8.737701857	7.165914764	9.827843283	9.984080577	8.0162301535	9.29235500067	7.988799878	BRCA
Instance10	8.601288997	5.956644051	9.464102115	11.87114877	7.777684566	5.883749862	6.835675032	8.911799081	7.65478123	10.62563148	10.50808719	8.42904151725	9.23513699733	8.661084302	BRCA
Instance11	8.597718431	6.499212576	10.04541878	12.20145783	8.656783369	5.123305363	6.484948231	9.2948509005	7.930857249	10.20626383	10.87277127	8.9502413505	8.92818876867	8.678425073	BRCA
Instance12	8.173503659	6.227669487	9.401200125	11.94088626	7.398617851	5.201056716	6.940933492	10.0002065505	7.699539704	9.894151244	10.38874414	8.477755757	8.97755484267	7.669064202	Control
Instance13	8.509419853	6.097300677	9.670745253	12.45678569	8.397504713	6.47151722	6.993564335	9.9281851165	7.327106013	10.06419075	11.16338255	8.5293685075	8.882604615	8.215958981	Control
Instance14	9.877656504	6.114268757	10.16124563	12.04910329	7.386080459	5.481404906	6.494500115	8.832306626	7.810348506	10.76155147	11.32350252	8.5706565075	8.867882958	9.702986948	BRCA
Instance15	9.92487229	6.086301455	10.18422484	10.97417815	7.748010194	6.2085325	6.54048116	9.6690879865	7.827852559	10.72489348	10.42478333	8.93480514275	8.552349278	8.778833709	BRCA
Instance16	9.507616831	6.342701959	9.697975811	11.966264	7.32591507	5.482696044	7.7743936	8.771707186	7.570123478	10.20761871	10.80365511	8.1157153055	8.787767491	9.139564862	BRCA
Instance17	9.619138373	6.142827586	9.749777737	11.70577504	7.297744257	5.769514729	10.29228169	8.473825855	7.503032882	10.51017103	10.88922276	7.9997957695	8.934366304	9.362930698	BRCA
Instance18	9.258413586	6.29655434	9.385178158	11.95778233	7.409584255	5.388026974	7.005852233	8.945314097	7.582144099	10.28510773	10.80905688	8.34669283075	9.01840760867	8.887647971	BRCA
Instance19	9.151613494	6.351695128	9.778192608	11.80942059	6.95239509	5.238988625	6.965931792	8.316603575	7.414814438	10.77710346	10.86047424	8.21665827025	9.258466301	9.41509797	BRCA
Instance20	9.136145956	6.018707189	10.59849016	12.53830178	7.825835106	5.167730486	7.159924617	7.5528271515	9.55198751	10.67450813	11.58959862	7.74146486825	8.91017192567	7.565846802	BRCA
