ID	6655	5894	3708	6464	5163	2319	3709	2932	2931	1605	5533	6850	572	3635	695	1445	596	29760	3710	930	7409	933	5532	207	23368	1380	208	11184	975	5530	10211	5290	10000	5293	5336	2885	5595	8431	613	4773	4772	4067	5295	5788	6654	5594	DependentVariable
Instance1	7.867620258	10.11570732	10.99802289	9.15105029633	7.374389909	12.8538437	9.844635599	10.00381342	6.656643396	11.37070935	9.584314798	9.65740828	7.546352606	7.745155171	7.342077169	10.35004996	8.4944607845	4.418782743	11.35799469	5.792862671	6.878146348	5.583993803	11.8054921	9.746089281	10.66888523	5.26175828033	7.466690585	6.474070412	15.05985438	7.181967161	11.4712435	6.685313404	6.02664600925	8.467616885	10.98014335	9.4954151895	11.634256725	5.011016147	7.402056661	5.358259724	6.1646303325	10.63456176	7.0703331436	5.552770925	8.001564595	8.27215776867	Control
Instance2	7.609956448	10.34726733	10.75503384	8.42779587067	6.82117167	12.70768381	9.525335383	10.79867858	6.263509238	11.95147243	9.028818534	9.946928611	7.48196166867	7.742126034	7.365668755	10.84346202	7.97569312475	4.856999696	12.08864757	5.874189107	6.418236866	5.754895016	11.54241539	9.68028616833	10.98935922	5.354114245	6.43012268	7.698416725	14.81202536	7.328338472	11.07296681	7.098719371	5.94776533325	8.699078855	10.64134532	9.5539178325	11.27623323	4.708480413	7.1289164645	5.287134046	6.4733698555	11.67867508	7.6111323212	5.761736804	7.481398095	7.85669691467	BRCA
Instance3	7.575257723	10.45388564	11.137683	8.45925672733	6.742616386	12.97428108	10.74066222	10.42204403	7.147411327	12.10871075	8.789730168	9.791985416	7.496409352	8.060129988	7.320667722	11.26946293	7.84053328475	4.383188881	12.01135666	5.917677146	6.805650779	6.730983353	11.24175993	9.69256516467	11.22308177	5.11576158533	6.416760061	7.691529493	14.58875125	7.238491368	11.0249286	6.212526175	5.52044016575	9.063247518	10.4984955	9.480270588	11.198356615	5.249645622	7.0926896005	5.0508794315	6.05907682475	11.59799678	7.448654099	5.7813974245	7.228580927	8.11094053067	BRCA
Instance4	6.838009842	10.09500831	10.00164081	7.73867912133	7.875812501	12.97428108	9.439182162	11.11828268	6.947903173	12.23392978	8.74769044	9.638916035	7.166098701	8.06060289	7.813125618	11.31701417	7.5957045875	4.802724808	11.97218475	6.299945779	6.327333135	5.805041697	11.56978693	9.98949733167	11.51613105	5.131706317	5.863140121	7.6894721935	14.61254488	6.422323287	11.13481472	5.584068992	5.58777326775	8.649598507	10.35580562	9.432546201	11.274247985	4.978894894	6.88167523675	4.8161306655	5.969107067	11.00452968	7.6522265588	5.1671536775	6.648325671	7.98209816267	Control
Instance5	7.652900753	10.22872886	10.864964	8.10318445333	7.242581369	12.74323457	9.689574849	10.40311354	6.836369559	11.96551025	9.157246578	10.27897821	7.33013335533	7.919118257	7.547899223	11.32409911	7.8450723755	5.03343539	11.58766984	6.107798352	6.328276055	5.94146509	11.00452968	9.506100771	11.09139921	5.38339731633	6.860966288	7.3265682065	14.89547873	7.7125980515	11.18656944	7.405441727	5.87271996825	8.565760069	10.43232295	9.66718229	11.21839075	5.291135005	7.4523840255	5.183721743	6.17905477475	12.12951334	7.950268865	5.93158530625	7.634958261	7.82991936767	BRCA
Instance6	8.522033306	10.624983	11.45443311	8.70127661067	6.583726382	12.96626215	9.814991395	9.953578497	6.770634576	11.84561169	9.836169177	9.943244144	6.96976629	7.186711317	8.067624097	11.07168041	7.89616385625	5.628052686	12.06588572	4.980495207	6.682787905	5.551217027	11.73619062	9.688092646	10.66999253	5.35542542167	7.477052175	7.1742404065	15.11026186	7.745704965	11.27871096	7.460253403	6.0241266485	8.146264608	10.6767992	9.9164802245	11.07534033	5.294814856	8.244265727	6.0739409315	7.79825655525	11.79461296	7.4183463498	5.9022013445	8.19601328	8.18650002	BRCA
Instance7	6.760091594	9.961088297	9.557684409	8.36198243367	8.139859715	12.94803322	7.511675823	12.02630394	6.72267478	12.01701203	7.747456426	10.45584633	6.54175895867	8.082270314	6.816347305	11.3382407	7.264331835	4.93712219	12.23463043	7.278707598	5.926361974	6.11442494	11.41213066	10.0480993307	11.69149721	5.26577076433	6.742953157	7.891445025	15.01411749	6.5896621115	10.78457782	6.662423158	5.88751933675	8.302457433	10.27409306	9.167523377	11.151396135	5.046808884	6.14302696	5.0860843655	5.88961529475	11.980959	8.3350079456	5.875906139	7.292025067	8.451561107	BRCA
Instance8	7.907583411	10.12277013	10.66388964	8.53051419067	7.255408968	12.65135565	9.583290187	9.584981814	7.289814009	11.17361954	9.508320259	9.498226492	7.84441516067	7.46131803	7.356058229	10.5789154	8.05261194825	5.139460541	11.37383049	6.080130651	6.739851899	6.382758563	11.39154181	9.436876068	10.33398861	5.201833026	6.689303092	6.8986588765	15.01411749	7.480559564	11.28537059	6.020263967	5.55851851825	8.452633655	10.75653988	9.1611827995	11.40345044	5.30196368	6.9500503585	5.2291868665	5.9603886785	10.68348837	7.757716558	5.4118146555	7.787382059	8.171538624	Control
Instance9	7.65031782	9.9831294	10.78521972	8.16926655967	7.076765168	12.68048706	10.67301333	9.460251675	6.70684521	12.04072818	9.212004536	9.427680085	7.80894971567	7.57557919	7.635901506	11.11718547	7.87109163775	4.805564985	11.74966846	6.158463896	6.37387057	5.582188094	10.77439198	9.58057105933	11.15889068	5.31378150867	6.500527718	7.1634039155	14.95604237	7.5245411315	11.36309182	7.205282841	5.650041658	8.407417683	10.57213676	9.3657406255	10.99057863	4.984374307	7.14309656525	5.2554434645	6.02825469225	11.06871466	7.6719006758	5.575716739	6.878728789	7.91861634733	BRCA
