ID	3598	3597	3596	3566	7297	3716	3717	DependentVariable
Instance1	5.862210374	12.43921023	5.014814152	7.9598688595	11.21515091	11.04382723	8.378404463	Control
Instance2	5.066101302	12.26420808	5.076613872	7.5780798575	11.36612562	9.540845393	7.325982508	BRCA
Instance3	5.275017526	12.01701203	5.241660263	7.6972575105	11.54144891	10.145837	7.458490947	BRCA
Instance4	5.273526379	11.94205636	5.402254249	8.2079323255	11.88081762	7.64196344	6.114997467	Control
Instance5	4.790786791	11.89117053	5.759829109	7.8440426925	10.88698849	10.16184396	7.364180901	BRCA
Instance6	5.745917133	12.66269848	5.148742216	8.179923014	11.4712435	11.74013292	8.052107626	BRCA
Instance7	8.637622132	11.30524968	4.541660082	8.4037176925	12.03158587	8.66980731	6.705498046	BRCA
Instance8	5.330209918	12.20355304	5.007208117	7.667921317	11.23283777	10.70365297	8.158535374	Control
Instance9	4.711787202	11.9729763	5.032113243	7.6272357545	10.99013608	10.41875948	7.011789475	BRCA
Instance10	5.570775033	12.07584355	5.679206489	8.3888894545	11.51681803	9.172928193	7.088605737	BRCA
Instance11	5.431465218	11.77322176	4.847259412	7.573889673	11.57353372	8.551815066	7.660782339	BRCA
Instance12	5.927251297	12.29564706	5.622060057	7.829537058	11.18554156	10.93235154	7.948076801	Control
Instance13	5.530063912	12.39294532	4.802724808	7.343454662	11.45329393	11.03036559	7.573687183	Control
Instance14	5.021270114	12.21133327	4.854508448	8.2605585175	12.30980751	10.52922583	8.115591386	BRCA
Instance15	5.369825236	11.92740031	5.541492575	7.5265620785	12.32769025	10.46394351	8.41854957	BRCA
Instance16	5.398154738	12.35101106	5.740665359	8.0140964065	12.03792277	9.622015717	7.821265561	BRCA
Instance17	5.049425205	11.91937371	5.349799819	7.9397725765	12.05450776	10.1691111	8.145615208	BRCA
Instance18	4.96464266	11.81929108	5.838454683	7.982761652	11.744773	9.546605663	7.912322211	BRCA
Instance19	5.310713879	11.95442182	5.467777725	7.9352348665	11.59290561	10.84149381	8.111841355	BRCA
Instance20	5.762422735	12.31729538	5.279110251	7.958005403	12.55486108	9.58528234	6.034420016	BRCA
