@relation thedata

@attribute 1386 real
@attribute 1482 real
@attribute 1499 real
@attribute 1855 real
@attribute 2626 real
@attribute 27302 real
@attribute 2932 real
@attribute 324 real
@attribute 4086 real
@attribute 4089 real
@attribute 4090 real
@attribute 4091 real
@attribute 4208 real
@attribute 4633 real
@attribute 4878 real
@attribute 4879 real
@attribute 5981 real
@attribute 650 real
@attribute 652 real
@attribute 653 real
@attribute 655 real
@attribute 657 real
@attribute 659 real
@attribute 6885 real
@attribute 6927 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7046 real
@attribute 7048 real
@attribute 7049 real
@attribute 7471 real
@attribute 8312 real
@attribute 8321 real
@attribute 8646 real
@attribute 90 real
@attribute 9241 real
@attribute DependentVariable {BRCA,Control}

@data
7.29034405,4.714125067,6.27534299943,6.03305001167,5.851693612,4.700180125,9.583290187,5.8736971,5.5667765405,10.75143132,7.57372050833,8.828216731,8.155224442,5.6062123695,5.015706349,5.69300685,8.906142604,8.088683742,7.17009913333,6.273707613,6.735729052,7.2726858475,9.0752219975,8.596587527,5.500173644,6.147057976,5.609704182,10.31728008,6.183690582,10.3983485903,12.77497238,4.502465777,7.921745226,7.80882705,7.860530081,10.80422,5.411605257,BRCA
8.450346395,4.482147215,7.131665281,6.30310518733,4.809043025,5.038053386,9.857779317,5.697670451,6.184934847,11.09442761,7.223891404,9.240493895,9.539333865,5.9466090825,5.675400482,5.503198645,8.716427139,8.309091044,7.341639651,6.597498119,6.923033642,8.7102219965,10.0702361925,9.0816140535,5.156448444,5.382071697,7.247787805,9.979768545,6.995289824,10.9433576167,13.17478142,5.123305363,7.4731272815,8.782406804,7.058130098,10.93958309,5.537304804,Control
8.394260237,5.092980397,7.29151062114,6.204755088,5.355272902,5.655216748,9.894916689,5.394901009,6.061562625,10.65306923,7.16686091433,9.769077925,9.778192608,5.9101431505,5.704879743,5.637792259,8.7854943965,9.107714755,7.33129016133,6.360632583,6.197910224,8.534461138,9.8986916225,9.1999885685,4.963024656,5.502084908,7.420152085,9.655880007,6.460910954,10.957163474,12.95548196,5.48205062,7.895531788,7.9823760225,6.804263746,10.76657469,5.303243061,Control
8.687726581,4.783733416,6.59111954886,6.600485567,5.004514032,5.119782831,9.243632862,5.915766617,6.041468016,10.79459886,6.72125698433,8.007981913,8.108238405,5.800664414,5.535906174,5.748602952,8.3847614075,7.609328588,7.24568246767,7.192690117,6.738636546,7.9614682495,9.0926313435,8.733092931,5.259094728,5.115003321,7.131628387,10.35287964,6.352798794,10.7426136877,12.58797677,5.325000691,8.398572355,8.0231768845,7.620295212,9.193310434,4.796249019,BRCA
8.685117683,5.782415936,6.82356085529,6.03520188333,4.842992979,4.772692515,10.71182636,6.201639374,5.468044869,10.92510768,6.98485725167,9.846603446,9.473467881,5.7139169485,5.089806641,5.185877691,8.774283818,8.263446592,7.16445774867,6.619197019,7.603517165,8.249942971,9.495501805,9.2660120735,5.412113573,4.924350826,7.112546695,11.69149721,6.43304759,10.852317469,12.79680929,4.750622,7.751475952,8.5428355785,7.603517165,10.64247621,5.778741634,BRCA
8.420129842,4.719200007,6.36337954043,6.205131597,4.789744015,4.789744015,9.940739781,5.650485447,5.8286824875,10.7377039,6.70434970267,8.79952539,9.134080446,5.5237693225,5.355449107,5.589622123,8.604510827,7.328699888,7.61991132467,5.999780902,6.239651629,7.848071539,8.7521347965,8.692934023,5.610959302,5.605710071,6.735729052,10.24482795,6.665126693,10.211321263,12.45867582,5.371568663,8.3398054485,8.131757636,7.591674041,9.640936796,4.917445181,BRCA
8.480952861,4.241696687,6.422985035,6.59718884033,4.880699299,5.208879341,9.388491534,5.742822246,5.887443023,10.63715491,6.63005786033,8.077484859,8.150027916,5.190018454,4.624723041,5.389232297,8.409953035,6.745241114,7.772924616,6.030121539,5.951407848,7.869307774,8.8012097345,8.4734774435,5.510812619,5.66449084,7.229566594,10.86671119,6.174232248,9.906558606,12.62301161,5.45517205,8.4801333975,8.32681881,7.173629982,9.35588024,4.867169068,BRCA
8.212765231,5.620154746,6.66300284714,6.141437552,4.969831133,5.114586962,9.946226836,5.127954352,5.8287233865,10.67427198,7.04481850333,8.68863596,8.700336649,5.6144802065,5.406342144,5.597688522,8.640800583,7.982909641,7.18743774533,6.246698445,7.503907458,7.948509431,8.9579104795,8.580432115,5.58151037,5.37574431,6.535085305,10.95634187,6.817882628,10.012841776,12.58278655,5.334685584,8.154137598,8.796076253,7.226896522,9.866514374,4.586084011,BRCA
8.550709395,7.474600562,6.42648938771,6.72762246567,5.14395584,5.485435883,9.355059844,5.838328613,5.876826027,10.66574031,6.50057578767,7.232279709,7.013297895,5.5293512445,5.362129031,5.920419107,8.518554874,6.848970663,7.71971376633,6.28281565,6.635867278,7.8887175285,8.9323789515,8.5357374825,5.503198645,5.19062597,6.862206886,10.24378721,6.449607283,10.0676639323,12.59652762,5.522472662,8.514460111,9.042138984,7.539083426,9.389298521,5.170937787,BRCA
9.242996091,5.088959125,6.69586688229,5.932295714,4.830371028,4.891432858,10.72853303,5.461734198,5.7072951235,10.11653277,6.35303014467,10.03355416,8.817064493,6.118887362,6.303329264,4.791828801,8.0635175495,9.116266707,7.02188395767,5.441376616,6.894972708,8.60043208,6.5508704065,7.348718546,5.80517071,5.716038325,6.989880165,10.70345182,6.861555705,9.30348832867,12.34260121,5.696558124,8.2867215315,8.96173673,8.536442598,8.717591714,5.345725686,BRCA
