@relation thedata

@attribute 1386 real
@attribute 1482 real
@attribute 1499 real
@attribute 1855 real
@attribute 2626 real
@attribute 27302 real
@attribute 2932 real
@attribute 324 real
@attribute 4086 real
@attribute 4089 real
@attribute 4090 real
@attribute 4091 real
@attribute 4208 real
@attribute 4633 real
@attribute 4878 real
@attribute 4879 real
@attribute 5981 real
@attribute 650 real
@attribute 652 real
@attribute 653 real
@attribute 655 real
@attribute 657 real
@attribute 659 real
@attribute 6885 real
@attribute 6927 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7046 real
@attribute 7048 real
@attribute 7049 real
@attribute 7471 real
@attribute 8312 real
@attribute 8321 real
@attribute 8646 real
@attribute 90 real
@attribute 9241 real
@attribute DependentVariable {BRCA,Control}

@data
8.727649179,4.549507972,6.94578590514,6.255785137,5.036735466,4.118858592,10.00381342,4.172021977,6.297786825,11.0532575,7.478649014,10.29378807,9.521659876,5.711516483,5.938998052,5.052688948,8.7287213215,9.874758982,7.513696958,6.343235137,6.736879227,8.5823426965,10.1311116235,9.487800372,5.122684364,5.682300273,6.78103548,9.289875449,6.451380618,11.1277065827,13.61588998,5.105815554,7.9896357,8.4127934705,6.903222467,10.80286793,5.40889121,Control
7.390558334,5.101199635,6.96887473943,6.33859375367,5.250024776,4.228121093,10.79867858,5.814301269,5.751168929,10.8409276,7.607341239,8.72948575,10.58265505,5.8271941275,5.282820861,5.452044542,8.46553658,8.461460134,7.28736730967,6.13986403,6.483780011,8.571041576,9.7848910335,9.4310771815,5.428620839,5.101199635,6.166218956,9.578863787,6.425850025,10.8486273113,13.27753228,5.044843524,8.095297936,7.970974812,7.239410274,10.82412563,5.044843524,BRCA
7.432878264,4.694341356,7.126093946,6.47447631133,5.232671547,4.806596392,10.42204403,5.788040457,5.5584550985,11.02832761,7.405227856,7.831594052,9.044121624,5.407860596,5.395243853,5.503993644,8.908217113,7.020066336,6.67579258533,6.319135243,7.260169478,8.407784981,9.6634058985,8.9013859115,5.531000265,5.014814152,5.995434345,9.330514214,6.18913825,10.3325384797,13.27273406,5.430127385,8.60625187,8.9020220415,6.129803967,10.4568321,5.527329405,BRCA
6.4694836,5.28559757,6.25068708814,5.97755783033,5.438135838,5.134643221,11.11828268,5.072117861,5.4625331405,10.65863127,7.55044712233,8.379336261,9.709937252,5.8881516615,4.694202049,5.123512303,8.594608411,7.454260475,6.87085903867,6.20496783,7.957045617,7.6727645325,9.326698683,8.417672848,5.119160314,4.808914358,5.797150007,10.06419075,5.673352364,9.576518828,13.48535138,4.65909244,8.148918672,8.301028863,6.345986754,10.62860528,5.259471408,Control
7.558059277,5.265859966,7.18244667671,6.38015555967,5.014814152,4.739053821,10.40311354,5.687908393,6.198952203,11.06244102,7.26080348767,8.040674833,10.17606751,5.573662743,5.406342144,5.330568483,8.8095545205,7.394079193,6.834550255,5.714253246,6.198401453,8.508974928,9.8175461675,9.2133861525,5.308895293,4.828848945,6.737352562,9.272076349,6.53056679,10.893048167,13.88775422,5.580832327,8.3176887345,8.160096299,5.897247233,10.87516208,5.170937787,BRCA
8.61053686,4.289098871,7.271366378,7.01539003567,5.028139516,4.644749743,9.953578497,5.770572224,6.053096214,11.60575973,7.585370759,8.808434225,9.550766562,5.8595748445,5.093825554,5.283098773,8.81729114,8.045051277,6.66611098567,6.265901564,6.579810423,8.4792351485,10.271540317,9.9163703245,5.614718124,5.321216715,7.238598499,9.540317507,6.537921615,11.242027743,13.60583775,5.331285345,8.878606654,8.8413044935,6.603185402,11.32767209,5.190230876,BRCA
6.689582656,5.595303176,6.587592285,5.675294266,5.69405225,5.333433796,12.02630394,5.801553978,5.7353492055,10.12003731,7.89978607267,8.462605665,10.64474883,6.2923220485,5.192698437,5.567888595,7.738491062,7.310160874,7.068686977,6.146803484,8.391824767,8.0618741435,8.7818437545,8.575344218,4.783209568,4.73770262,6.518854253,11.79415195,7.387675143,10.2865973123,13.53124563,5.246418775,8.0529570665,7.9387998355,8.363566578,11.4325551,5.883749862,BRCA
8.441575941,5.540872931,7.12159637657,6.27415792233,5.69600164,5.135259094,9.584981814,6.180461809,6.232795818,10.90767581,7.20703029167,9.008163257,8.670303166,5.3157706865,5.380600673,4.993234206,8.303306849,9.143294637,7.67043700767,5.982771878,7.211745052,8.637779877,9.5541105935,8.9471097785,5.297935366,5.167931151,7.822174254,10.56613044,6.018039483,10.851322655,13.02719506,4.835559392,7.9479377265,9.4795098715,7.250253703,11.08987103,5.047681518,Control
7.598929252,4.422209488,7.27824373014,6.39219749433,5.186273979,4.958159726,9.460251675,5.838328613,5.61176227,11.18856429,7.504069362,7.712460152,8.626175475,5.5998750555,5.375570566,5.916960994,8.9257842175,7.508510113,7.07698836933,6.112810233,6.987125066,8.057482499,9.9864415825,9.204869818,5.789736585,5.46083367,6.303694572,9.938499406,6.385953509,10.487156052,13.58466312,5.524354632,8.183861137,9.2720875485,6.42886733,10.67206752,5.536838744,BRCA
6.79980331,4.848011004,6.66799436186,5.868546834,5.364757352,4.688758955,11.10846093,4.883390185,5.7562274145,10.84298691,7.276058684,8.777182254,9.596921694,5.354306944,5.127025752,5.574866903,8.7210455935,7.890965121,7.39845840867,6.110306469,6.560107813,8.0163828715,9.6895849865,8.9430429875,5.813403636,5.062004299,6.274406692,9.642061229,6.276734513,10.2302503277,12.86713494,5.488652576,8.1695430465,8.0537247955,6.192002396,10.37973064,5.072117861,BRCA
