ID	55746	332	10403	9861	54908	23279	64946	79902	4928	79682	64689	79003	81620	9735	79980	11004	54820	54821	55055	23122	79019	10726	8243	55920	11130	79023	9985	7514	5048	22919	23421	348235	81565	25909	55166	10274	5347	3796	10112	84515	5699	5698	10735	57551	23594	4173	4172	8379	4175	4174	699	4176	10213	1063	26271	1062	151648	4171	1060	9183	57405	80152	1058	83540	990	991	9184	151246	23332	23595	220134	1869	147841	5682	5686	5685	5684	5683	9491	378708	9493	10197	701	5885	9793	84643	3619	5708	5709	11243	5706	5707	5691	5704	5705	25936	5690	5702	5693	5692	51053	5700	5695	7314	5701	5694	401541	57122	5696	5687	5688	5689	9212	5501	6249	4085	80776	5717	5718	5719	5710	5711	91687	5713	5714	5715	5716	5516	5515	348995	9126	55839	5518	5519	55143	5905	79172	64105	81930	6232	5720	5721	1871	1870	5903	5525	4998	57082	4999	5000	2491	5528	5001	5527	5526	81929	DependentVariable
Instance1	10.70099474	5.678018658	5.368428976	10.66538909	7.891025899	9.944646595	5.4542129405	10.73828676	6.766641794	5.398154738	10.50561834	9.457643088	5.957224679	8.532395986	7.953354189	6.029238215	9.91920268	4.9658817325	6.71918472533	8.8785423	5.89404577	12.48456748	7.117749903	11.68087826	5.7671960955	10.87230572	7.1588818045	11.18170219	10.67301333	12.08741818	6.287348197	7.591767528	10.5111017535	8.276014693	5.893611729	9.1648477585	6.390259793	8.329483692	5.906055544	8.00728757867	12.26010515	7.8586641855	7.77354663467	9.313586622	9.9652661335	8.5947996215	10.884339601	7.2955967915	10.54158093	9.155963663	5.342529189	7.993275958	9.389707223	6.361861002	6.388848544	5.779452679	5.157149908	8.086681778	5.776177206	10.01951815	5.141248765	9.579571039	6.2850275965	4.96556252333	4.932168974	7.553861805	8.34512935675	5.7540219235	10.76306733	8.595435709	6.092128797	5.763286242	6.776041872	8.68690091133	11.45443311	10.773474255	9.0509661315	8.849890707	8.2518409835	7.274066535	5.530653693	9.5130720155	5.876585242	9.0511319435	9.348677287	5.3536730025	6.350871853	10.88129775	8.320869495	8.611947979	8.2415367635	10.75119697	12.5173582	9.52802259133	10.76621026	7.74278420933	12.00076422	11.29749826	11.63501532	12.3793121	8.005626128	13.19976669	12.69883927	14.001314075	11.75625619	12.8865864	6.848782926	9.872136606	8.79769619475	12.01088989	6.854560258	13.16916718	6.040295886	12.32080063	7.48072003133	5.731890172	8.258590913	7.502913581	7.6478096268	7.1263324395	9.99408498	9.139564862	6.53294467	11.29559693	11.16207045	8.474680533	9.08037601133	8.82094285433	11.688477345	8.3668938445	8.146954589	7.628119461	12.47196608	8.486261975	6.69676284	10.70560671	5.7607597545	5.660645761	4.985959324	14.79865761	9.3046709605	10.57043948	9.274157466	7.6916757	5.945099216	11.69692854	5.790192895	4.8128821595	8.8794769	6.798021749	5.164370712	7.96756283667	6.47162143767	8.33571800025	7.995415442	8.61174871767	Control
Instance2	10.79163118	4.844195356	5.349976695	10.285160686	7.873322793	10.06496539	5.5560901785	10.96132689	6.824600342	5.59268968	10.64344837	9.544535194	6.483780011	8.572265482	8.459104849	5.908699592	10.61911518	5.287315682	6.49529066367	7.79659309	5.728003101	12.74542124	7.474701951	12.02845184	5.5824500585	10.78405837	7.3446663215	11.36961249	10.90148185	11.35888208	7.914536308	7.357994257	10.348567395	8.06509866633	5.968327676	8.2961223995	6.340211188	8.116839234	5.679488016	8.600459581	12.49390804	8.003615916	7.13836098933	10.21894494	10.6067005385	9.53925189	10.9670802135	6.989731445	10.45125262	9.501827795	5.984026043	9.089962561	8.918073954	6.42341482	6.0430433815	5.797461405	5.2025751535	8.805543271	4.95444207	10.30951646	5.099483047	10.34225558	5.934715855	5.01174948033	4.948847562	8.329169717	8.52281951225	5.5233972285	10.9243451	8.901380658	6.063509009	6.058322584	7.522995597	8.564460088	11.70800194	10.448362625	8.663920189	8.687945234	8.6470158575	7.953088768	5.6011187525	9.4460828095	6.192939416	9.96635654	8.91908069	5.7175451685	6.3573014615	10.53048708	8.224437221	8.525208673	7.999641059	10.11183374	12.82483353	8.66293534567	11.05745385	7.69953617933	11.8759414	11.41436827	11.39179686	12.13981521	8.134607448	13.22888561	12.80741335	13.81882705	11.4706641	12.81758135	5.908699592	10.16400217	8.9447929715	12.096668015	6.785227259	13.26600764	6.244226457	12.28120423	7.581252752	5.9049096225	8.857670911	7.829676956	7.6935621724	7.061510218	9.75457026633	8.317719126	6.760191417	11.49325267	10.64810838	7.798165773	8.49440965167	8.45745837133	11.725137905	8.921735544	8.251649833	7.838512397	12.56790862	7.037171767	7.007282765	10.62072869	6.180192398	5.368428976	4.857515803	14.91163964	9.371998932	10.25218676	9.646289192	6.931656836	5.044843524	11.44536424	5.868397398	5.0632695815	9.341663989	6.6596432	5.021141271	7.44463675467	6.35138548033	7.92681286825	8.444746903	7.884970577	BRCA
Instance3	10.97348951	5.382572296	5.057354142	10.525857853	8.567633975	10.10125057	5.4576007295	10.8492802	6.87867607	6.821139774	10.37676331	9.85107794	7.625491737	9.268495874	8.230982462	6.871107839	9.868745837	5.448315146	6.716847493	8.057167453	7.26368340067	12.69358176	7.751713298	12.45384813	6.13051466775	11.02156667	7.369932115	11.3442156	10.87614109	11.66377168	7.705772546	7.316238816	10.280546184	8.08111405733	6.236545833	8.6694279195	6.592573364	8.637929999	7.312272913	8.39000280033	12.68497545	7.9306158695	7.19576851767	9.299763878	10.261247663	10.065924884	11.361670225	7.6048188125	11.09109172	10.31119801	6.18913825	9.42760480833	8.923536316	7.483334379	6.6995400145	6.045655353	5.346131061	10.14873431	5.748602952	10.593284	5.550723024	10.01669727	6.3600093385	5.19588227467	5.447257868	9.925235871	8.49307755725	6.259596428	10.79624673	8.838747853	6.241654902	6.031886566	7.672250519	8.90620358967	11.79340834	10.50004144	8.7410247875	9.15137249	8.6963432705	8.078208455	5.7582850055	10.021838884	6.209848712	9.908672956	9.5420140415	5.599785881	6.023891265	10.68183161	8.504323566	8.565864767	8.1305872305	9.852580664	12.78740681	9.13019918967	10.82365605	7.92367154033	12.08449626	11.41436827	11.56454026	12.29328779	8.109858235	13.26600764	13.11183912	13.884698385	11.44340995	12.81545941	6.918270314	10.14873431	9.05267110725	12.02999728	6.345720697	13.02126635	7.219219655	12.38431166	6.79578725233	6.23860798	8.211244807	7.058590127	7.6312576694	7.367369481	10.049331671	8.895644291	7.204280436	11.34727825	10.9447818	8.203655262	8.73865177933	8.297715334	11.639330205	9.1231107235	8.1257515365	8.214599769	12.66850837	6.469405549	7.932762673	11.18028854	5.948238069	6.60422379	4.7951397035	14.48484431	9.657715067	10.74375964	9.837470696	8.360672771	5.90202005	11.21453179	6.760291233	5.220517185	9.113990271	7.16277178	5.306523131	7.775337819	6.817579064	8.2285625075	8.135646608	8.57418991167	BRCA
Instance4	10.74842792	6.6617383855	5.540408023	9.7075407315	8.065336862	9.560920839	5.812160627	10.67254493	6.97341843633	6.252954533	10.54158093	9.748184934	8.354404912	9.28073663	8.137146296	7.732457674	10.59770368	5.1873658925	6.690377719	6.599433568	7.073750899	13.12816518	7.378774139	12.26689494	5.547635014	10.77639419	7.13281779	11.04568478	10.42139193	11.23083122	7.683522992	8.187798825	10.087908213	7.79023559167	5.871850577	8.4128703515	6.635867278	8.175575903	7.458860011	8.72557625633	12.81400365	7.136446259	7.35885865267	10.04312339	10.6087782065	9.7613002345	10.974153029	6.9519284775	10.85352421	10.38957787	6.506054132	10.2614579577	9.204339515	8.32857522	6.458095163	6.6282814495	5.7699003735	10.15416657	5.739855695	10.89238744	5.5481846435	10.00076803	6.7869932805	5.22670624467	5.182703468	10.17005684	8.57871707575	5.807195279	11.08301405	8.994142056	7.080127653	5.460424154	8.576674355	8.06062747867	12.05836733	10.45335816	8.2768542615	9.228182036	8.687436261	7.02465847	5.7574794745	9.9727633615	6.244559471	9.5884800125	8.4015274	5.4478763055	6.749583894	10.97310559	8.773914859	8.746498471	7.5951142215	10.1206141	12.79764436	6.501491522	11.3345919	7.70793787633	11.77387079	11.84795592	11.41998139	12.28120423	7.40586715	13.52332736	12.80568549	13.10949585	11.21903252	13.13613647	6.221350881	10.51689201	8.8475481605	11.55921065	5.846751073	13.30543127	8.515109558	11.76334944	7.348551932	5.556737863	9.319915442	7.779327238	7.8421414368	7.3093172695	9.861676143	8.699078855	6.4694836	11.25835125	10.95004389	7.961624956	7.931835366	7.178084026	11.80875598	8.954544083	7.737667498	8.988642886	12.57347448	7.27396389367	8.606850376	11.51729675	5.973230089	5.254944744	6.079155981	14.89547873	9.7106639285	10.40029272	10.27390663	8.162745192	5.082373945	11.64198185	5.972354482	5.504140586	9.441502737	6.651773306	5.5031768105	7.15936184067	6.714916353	7.8305327145	8.611099628	7.144783444	Control
Instance5	10.51270618	5.536270395	5.44461013	10.5959512115	8.163751711	9.716228343	5.6827810995	10.55491043	6.60734282267	6.268757774	10.3034272	9.428585838	6.99492227	8.13647996	8.420487797	6.056372858	10.30951646	5.674805914	6.62754807733	7.928579257	6.97670664233	12.82863739	6.708536018	12.09243847	5.929245926	10.58989012	6.8293126395	11.24345683	10.475222	11.80488133	8.208735647	6.894427107	10.017075509	7.792077893	6.471354636	8.3738401705	6.97831327	7.954401538	6.401567006	8.393809981	12.58797677	8.101565847	7.769846841	9.883140084	10.471142841	9.919961329	10.972083198	7.321199922	10.66574031	9.989394899	5.870741528	8.69428477733	9.125523977	6.312252772	6.4112323765	5.588732677	5.535994977	9.39316579	6.171632807	10.28488803	5.43360388	9.565750015	6.216257069	5.06365633433	5.455665247	9.350851427	8.3869920265	5.3031375175	10.85270138	9.287309018	6.434299309	6.053008806	7.386166704	8.484101233	11.70232867	10.78654813	9.400933638	9.234303192	8.7242702675	7.7308479335	5.696701941	9.670002224	5.828587949	10.033306314	9.0699188695	5.2628202755	6.7238555665	10.89071479	8.821105186	8.599802335	8.129256569	9.671351374	12.83066776	8.92179205133	11.59208337	7.77723576667	11.8407859	11.30008097	11.45657274	12.07828769	7.627900667	13.05669872	13.06098469	13.92393915	11.83572685	12.99332148	6.597200127	9.863230401	9.56101011525	12.108842315	6.117700885	13.09561052	6.885516788	12.25537394	7.286823922	6.4243852295	8.113352957	8.209881145	7.9014979902	7.0417430505	9.89827133933	8.485629214	6.763680876	11.22756798	10.76553912	7.495377629	8.806992301	8.52183209933	11.458095575	8.713297444	7.8712216825	7.821010387	12.75620088	7.069555338	7.371343498	10.86373739	6.161724345	6.2181085	5.322778226	14.14988842	9.527273459	10.51648826	9.962375907	7.617800091	6.183690582	11.22892405	5.712603517	5.148310249	9.666615087	6.921011149	5.342796018	7.58979746267	6.839917773	8.2753948795	8.666713215	8.52278816767	BRCA
Instance6	11.02951865	5.35053385	5.733904229	10.848082905	8.363303744	10.68029603	5.1718378565	10.93414071	7.501134809	6.212282974	10.024773	9.901093579	6.399090431	9.086508547	8.177408481	6.259560267	10.18682028	5.011922271	6.918045812	9.386261903	6.20475062567	12.8538437	6.810446719	11.99021932	6.0158412065	10.38787223	7.483547248	11.78440594	11.44759484	12.62645517	7.53348767	6.819320511	11.090002319	8.21962445667	6.530878866	9.156309664	6.794094554	8.658542769	6.572931815	8.15974847467	11.77234975	7.2109038415	7.55233776733	9.472884298	10.338767298	9.3913479745	11.3658813	7.38043418	10.61958751	9.829620128	5.982258496	8.713813284	8.95814749	6.38340676	6.7187801615	5.8656593205	5.800894644	9.344385311	5.353244986	10.74490974	5.331692323	9.750987931	6.381620096	5.28410940733	5.342529189	8.530563498	8.6810634895	6.052826818	10.70667324	9.318577337	6.195057794	5.770572224	7.021038603	8.26577764633	11.41892796	10.42774834	8.8631824515	9.000521984	8.4071374385	7.3259228285	5.4671466555	9.9087425115	5.612213331	10.1814160205	9.701446988	5.201115802	6.3658431715	11.24345683	8.70989467	8.331522867	8.3982787515	9.965402326	12.17902899	9.583846924	10.94250372	7.49111649333	11.19443078	11.24631027	10.96486087	11.73846187	6.637860622	13.24583793	12.48456748	13.72048402	11.8734596	12.26689494	6.123713395	10.58354379	8.584152548	12.005052055	6.573651447	12.5801856	6.125574263	12.55486108	7.99165101033	6.2497596215	7.72632227	7.178518271	7.7061769544	6.9303711535	9.731642715	8.698601474	6.625018832	11.64123906	10.52858624	7.914237304	8.989253179	9.370871616	12.40345346	8.490716209	8.2088578175	8.018466051	12.86342169	7.561705909	6.969476102	11.45168263	6.1654261265	6.248027763	5.765108349	14.8574397	9.187016555	9.789085739	10.05069253	7.123969084	6.835359227	11.45847853	6.146803484	5.7191033665	9.241638294	6.784605811	5.5829294375	7.917623909	6.41271170433	8.55050301725	8.409264827	9.264684213	BRCA
Instance7	10.09962433	6.260970353	5.14487361	8.8728375605	5.996847001	10.5411695	5.8526391675	10.12172813	6.583680554	5.516024013	10.17560604	9.652809633	7.423118274	8.637622132	7.853014942	6.982654601	11.2808811	5.279827809	6.64455413733	6.276222714	6.51436454033	13.03513077	6.591189918	12.43700564	5.626346168	10.55491043	7.4481251935	10.95483991	9.487689892	10.88785292	6.923033642	8.216504732	9.8750323655	7.91284886967	5.873451033	8.017243168	7.728874776	7.488404794	8.158787805	8.69044413033	12.88210333	6.83554656	7.06092490133	11.37383049	11.251370817	9.8864762635	10.2529778765	6.887304365	11.31896656	9.718905756	5.149758548	10.761045422	8.944917819	8.976106631	6.686202902	5.67332341	5.407153685	8.860746456	5.78346402	10.24584713	5.2859739945	9.61194746	6.2621231325	4.89415242767	4.998433881	10.62301752	8.32276245325	5.34958497	11.36547782	8.337779235	6.86505622	6.146803484	8.894909539	7.627110972	11.62934992	10.644018325	7.3785163565	9.48265729	8.4601267675	6.9305574855	5.589484146	9.738500574	5.955365844	10.6471236485	8.638675126	5.7420955665	6.5469342535	10.65680049	7.511675823	8.495716271	7.4298346275	9.622015717	13.1007987	6.90693820733	11.56978693	8.208107483	11.15733448	11.96287081	10.89071479	11.31322333	8.058737407	13.63630348	12.56435203	13.157660585	11.13455645	13.20290364	6.437382249	10.09372163	8.5786057585	11.7354617665	5.765011707	13.15586736	7.938390374	11.42710081	7.17213987067	5.182332781	8.711461459	8.323506447	7.875467798	6.686317724	8.73350074767	8.039907589	6.737893326	10.82348291	10.5206165	7.950470054	7.89073473833	7.46461112133	12.072677105	9.0898110315	7.3551246635	8.139859715	12.04072818	6.68902141267	7.503032882	11.4461297	6.3538444215	5.660788354	5.099006715	14.76041434	9.300249878	9.808852038	11.29154789	7.972134198	5.28356184	10.47035412	5.301415026	5.6486219225	9.669098149	5.968327676	5.076008984	7.05650117433	6.868407698	7.92079597525	8.39528898	7.412940477	BRCA
Instance8	10.71490255	5.315033534	5.540872931	10.79613101	7.865827785	10.05901354	5.8473504945	10.87818911	6.84616120133	5.593212758	10.2758862	9.569955799	6.126245653	8.727547079	7.62223695	5.929442617	10.05847247	4.834108779	6.45246211667	8.962571525	6.219212487	12.68837278	6.746988283	11.99803337	5.83077286475	11.19977372	6.8263212265	10.88698849	10.07742031	11.84033352	7.494097795	8.019147462	10.3599139925	8.093863289	5.998427535	8.6964292325	7.277940882	8.527067524	6.138635948	7.79524891633	12.21574693	8.2246126895	7.62163256	8.316384638	10.1636613075	8.483937859	10.8098750475	7.4074661925	10.45750942	9.461746027	5.376959934	8.35263474667	9.321866737	6.355928609	6.644794773	5.635107406	5.879057136	8.42352683	5.805041697	10.44822244	5.423762018	9.713172168	6.925059131	5.22903136567	5.346169084	8.015193578	8.2724292895	5.684074898	10.32302692	8.482577193	6.187357641	5.920180882	6.633507953	8.898296117	11.64258438	10.769831575	9.1253842295	9.291090747	8.620017522	7.9652680685	5.9389918875	9.2760823915	5.738505243	9.282412218	8.9065308085	5.422385608	6.5785288965	10.69844447	8.336351598	8.482577193	8.211239684	10.03091577	12.69358176	9.79916599967	11.0497977	7.48088119667	12.15122597	11.45279735	11.82808501	12.50318977	8.684959947	13.00161496	13.11366653	14.498215135	11.70725139	13.09426251	6.257770271	10.10831572	8.783384793	12.028265245	6.573196985	13.21631242	5.435637968	12.22401684	7.178242415	6.191610237	8.763835733	7.77748732	7.6144880158	7.234214257	9.853346974	9.248106134	6.531814691	11.40859261	11.11113911	7.468178286	9.42022077033	9.17209626933	11.932399345	8.391776024	8.0433304795	8.303485245	12.30526243	7.08180120033	6.491095983	10.59585913	5.8174827805	5.682019293	5.3277079335	14.600699	9.5777333365	10.40712464	9.654399345	6.945271536	5.455829609	11.3273142	5.120093989	5.234022927	8.795261354	6.659429135	5.302811024	7.630858662	6.90348309733	8.341731368	8.228615647	8.57418226267	Control
Instance9	11.14957584	6.149706324	6.18448425	10.937703845	8.261790678	9.760949066	6.031693297	10.81621191	6.846979965	7.235514366	10.18537138	9.718905756	8.000734017	9.154553037	8.261790678	6.946412501	10.02058454	5.410491835	6.951500968	8.3106027	7.49348555867	12.73839215	6.839144331	12.23798527	6.256185578	11.04774441	6.746653975	11.39833769	10.65812692	12.16491644	8.058886194	7.415237106	9.939260115	8.03357140033	6.72267478	8.8198993305	6.718296974	8.320170007	7.334409893	8.29143898133	12.7295762	8.2093419145	7.646656092	8.572606562	10.517727571	9.9714342365	11.446472425	7.519656072	11.10430408	10.12722736	6.959193811	9.039656623	9.43457148	7.654924404	6.7867375125	6.2322580745	5.6214508135	10.16944939	5.835425946	10.2543558	5.6968730495	9.500653254	7.0206055175	5.28995494967	5.620154746	9.716982805	8.8031293145	5.84282174	10.49490585	9.139008401	6.531151878	5.598879718	7.509143811	8.88636976267	11.79600727	11.171571995	9.5892770755	9.326081763	9.0434887545	8.0892492925	6.1039636745	9.7701113155	6.034089818	9.6092153305	9.1026224835	5.3046385875	6.4797264295	10.77621939	8.72948575	8.831846471	8.18494516	9.475936612	12.70613234	9.37684093033	11.46641824	7.63351915167	12.05268701	11.52775569	12.04345466	12.32769025	7.856053718	13.12983363	13.2409799	14.242274775	11.69149721	12.64414927	6.672888927	10.40557791	9.38378296975	12.202062635	6.4876838	13.25798962	7.893727943	12.63995684	7.09493215433	6.7445377525	8.376907994	7.904907218	7.5683183254	7.654837992	10.185042339	8.543090924	7.088314217	11.32669367	10.87349431	7.617451165	8.972024704	8.63116965933	11.55756824	8.726991346	8.203358017	8.517808263	12.62816419	6.71771492967	7.53391589	11.09993968	6.307118522	7.043577249	5.5774733875	14.29890208	9.713952053	11.33112984	10.12192882	8.258590913	6.048874401	10.85521521	6.614640376	5.317330261	8.989182391	6.944217536	5.1311572635	7.539110223	6.783116074	8.193126299	7.522112898	8.92060182067	BRCA
