ID	1571	1577	54490	1576	2950	2953	2952	2954	1562	1565	125	2329	126	127	128	9446	124	221357	4258	2326	4257	2327	2328	4259	2940	2944	10720	1559	2330	2941	1557	2948	1558	2947	1555	2946	79799	1553	54657	54658	1551	54659	2949	54575	54576	54577	2938	4129	2939	54578	4128	316	218	54579	373156	1548	1549	1544	131	130	10941	220	221	222	64816	54600	119391	7365	7364	7363	7367	7366	DependentVariable
Instance1	6.68951277	6.026142315	5.745513828	5.081735071	13.08977243	8.462748793	11.99074406	6.58276750967	5.831251023	6.1045471795	10.96541655	7.9798269	9.6928862	6.262508033	7.868808861	11.64633578	13.65917147	5.45451419	12.17707698	9.230429477	9.78285419275	11.38201077	6.833625349	13.42453443	5.3347520975	12.0912253167	6.6481657865	5.45451419	7.582482852	9.077737775	5.011016147	7.6295674565	6.137611747	11.0768258	4.8997521625	11.9187937	5.218245385	5.0553050655	4.917445181	4.845504173	5.264922245	5.73309076	9.735649574	4.989378887	5.316518	5.692518737	6.927822575	9.957331028	6.1592179755	5.34774693033	13.1577646	9.387350221	6.49377991	5.533260613	12.77497238	5.667190506	5.6868600275	5.147928634	5.169936271	5.609704182	5.564691589	10.673781165	6.55532521	7.21985370467	5.1516093565	5.048771569	10.49633479	5.057462456	7.321999924	6.04208923	5.67688054775	4.938324343	Control
Instance2	8.113873832	6.015254046	6.918449222	5.119990277	13.2092074	7.690087264	11.58766984	6.94444563533	4.888269882	6.036831682	10.78521972	8.305344864	9.225400943	6.19947933	7.350146089	12.028683275	12.45678569	5.558429323	12.37838706	8.49777314	8.6339230885	10.93507131	8.0499627145	12.52393564	5.066356174	10.2974941907	7.937870279	5.214524337	7.187750739	8.852077767	4.771900633	6.671253388	5.899424146	10.54355899	5.2804050785	11.4387853515	5.033900371	5.1448679035	5.442455259	4.95444207	5.501288856	5.773212576	8.375627172	4.255773643	5.34066129	5.789606185	8.383669981	9.304694199	6.9126077685	4.89087691633	11.8442763	8.687945234	8.012835586	4.569042829	12.88816775	5.039150733	4.899988218	4.98710623	5.301232095	5.946445035	5.301232095	11.969121125	6.70539325	8.221370482	5.3758344395	5.420053896	11.10893295	5.346080415	9.04325120967	4.716563977	5.59827444375	5.1072423805	BRCA
Instance3	7.258945501	5.190428437	5.001702332	4.806596392	13.47574423	9.104848435	10.5220521	6.668639606	5.135874705	6.521229341	8.439977457	8.516892845	6.558195394	5.1797990125	7.012460079	12.058587635	10.37227772	4.642441245	12.04001406	7.837424719	8.358401749	11.54965727	5.7362196345	12.43921023	5.530313046	8.631588622	5.9412922905	5.112503363	7.797533663	9.579429616	4.525994391	7.0252126395	5.960124324	9.108851852	5.2980693585	10.424804127	4.7157349535	5.6510240955	5.664561948	5.301049141	5.245658467	5.568952692	7.679728371	4.277092785	5.275017526	4.689178439	8.2249849025	9.175325691	6.900797901	5.20032288667	10.08093113	6.963130532	7.897121091	5.629656239	12.84191128	5.033215116	5.100882184	4.747402994	5.057354142	5.970630084	5.932280461	11.543692005	5.9520009225	7.99531562067	4.715631588	5.535750687	11.68503795	4.428384769	7.92662426633	4.95623024	6.06882033	5.8333037745	BRCA
Instance4	7.334946144	5.203995173	5.460424154	5.584068992	13.34505663	8.740962229	5.21345543	6.59147038	5.460424154	6.0570922065	9.933831202	8.903204859	7.149216488	5.3573935195	6.513100351	11.92464838	11.67143283	5.21345543	12.28429355	8.18271852	7.8486026845	11.77322176	5.371653937	11.79013272	5.1857278885	8.52781993467	6.1921094465	5.144669712	7.123296633	9.931240244	4.92244912	6.894582447	5.633294061	10.02026505	5.437870183	10.928548729	4.9021860855	5.6412953675	4.832651143	5.464840793	5.402254249	5.490579154	7.752098143	4.845002284	5.693773551	4.681187829	8.828760558	9.215327395	6.855415235	5.147294809	12.02630394	6.532671997	8.355550554	4.851263383	13.0381217	5.229406468	6.203983216	5.677798027	5.801553978	6.528106825	5.062004299	10.9735793315	6.112273416	7.63547782267	5.1616151485	5.62000808	11.93257475	4.978894894	7.682566087	4.8851370905	6.086641113	4.908600668	Control
Instance5	6.64810992	5.567432314	5.185877691	5.197326058	13.18452521	8.434858712	10.39297237	6.73462793	4.714811949	6.1063090835	10.54993411	8.182941933	8.718559525	6.084648569	6.877379619	11.929301075	13.18229429	5.069542407	12.21857089	9.373507452	8.63665399675	10.42395132	6.4440675505	12.64987931	5.480714815	11.32558223	5.8896958225	5.494584616	8.393026922	9.799609925	5.200272115	7.180038406	6.060539901	10.56535468	5.543792467	11.0698398375	4.401800999	5.841531388	5.409060987	4.708756286	5.588723066	5.902080364	8.056110832	5.022158329	4.694341356	4.980952113	8.9384931055	9.091145182	7.473587174	4.743827314	11.21616247	7.215681326	7.237929634	6.02414858	12.90439101	5.130324729	5.4139593525	4.841735742	5.038053386	5.854002662	5.518229233	12.419934235	6.522064276	7.319924328	5.041888608	4.854508448	11.28752498	5.671725924	6.35246380333	5.519435083	5.3441354815	5.2005104115	BRCA
Instance6	7.022259953	6.100931012	10.67589996	5.342529189	12.73839215	9.437534208	4.414880594	6.54132657767	5.377480603	5.9247114275	10.03551433	7.982467615	8.716211674	5.779174922	7.695265054	11.81827797	13.03513077	5.727111263	11.09393927	7.701135104	8.476851787	10.02243063	8.118509425	11.90369558	4.9726665165	10.4094111123	10.6100650295	4.519748404	8.707239298	9.038233906	5.861342069	6.6814181635	5.679488016	10.59188254	5.113218362	10.918672023	4.847091857	5.4400429355	5.186075849	4.63288196	5.028139516	5.591867317	7.254795087	4.769786816	5.67695229	4.774802056	8.2619037955	9.616108215	7.0151197195	5.01757128133	12.05151325	9.344806934	7.322516605	5.688048317	12.49990449	5.234397132	5.495975867	5.040904755	5.10518698	5.69000583	5.79064906	13.47778484	6.7644955215	8.604694593	4.9272180185	5.291135005	10.03681963	6.729624567	10.0165137127	5.5416179735	5.24320125275	5.3544884755	BRCA
Instance7	8.564912682	5.646674804	9.510754836	4.649642211	13.41082367	8.452201208	10.18772666	6.712638655	4.342031665	5.923097401	7.873876433	9.472143062	6.194663913	5.4084174235	5.86196234	12.21670608	9.616503414	5.23363046	11.64066985	10.85319669	7.04778603	11.47374394	6.303990273	11.08816233	5.16820929	8.85789537233	10.034899063	5.219373048	6.324635677	9.670745253	4.904497645	5.839433147	6.488889022	10.19163332	4.864967766	11.0403853	4.800901095	5.3621893625	4.547045185	5.229406468	5.072332275	5.197326058	8.211512518	4.189689145	5.51191964	5.129706745	6.9215225655	8.706030693	5.3408463765	5.09458734533	11.45071911	7.146291501	6.944393257	4.276931831	12.57793866	4.948613986	5.8328492495	4.981180512	4.904497645	6.335440044	5.98687237	10.5644352525	6.24958932	8.44327070033	5.4155921825	5.057462456	11.81116605	5.391983545	9.33237919567	5.387177849	5.4831119085	5.1462816115	BRCA
Instance8	7.459003511	5.517599514	5.167931151	5.364932404	13.62077142	7.4513783	11.80179131	6.384435983	5.506693372	5.410974137	9.812803484	8.317391273	9.137478628	5.379819241	7.793800193	12.158665655	13.10298289	4.840729162	12.29684318	9.775841161	8.96544391575	11.58069917	6.740968142	13.27273406	5.832054464	8.74667273033	5.402536842	4.607083101	8.139859715	9.500762785	6.007201809	7.141308336	6.190817922	10.64533445	5.1632701255	10.848858533	4.96422506	5.520568082	4.840729162	4.867045482	4.846005888	5.384232247	8.469785393	5.384232247	5.167931151	5.536217098	7.898534063	9.515168153	6.780299108	5.15894364167	11.60131362	9.269086417	7.126784799	4.937828406	12.92133986	5.273526379	5.5246541575	5.273526379	4.918399651	5.757697518	5.341462114	11.82649119	5.893283963	7.26190433267	5.2353643615	4.348143714	10.8955187	5.265109838	6.291945442	5.5091785575	6.5300702935	6.692204361	Control
Instance9	6.695997726	6.274732813	8.923536316	5.835425946	13.26600764	7.299393782	11.29402062	6.76277535667	4.948613986	5.897486223	8.050530436	7.674829818	7.163325442	5.286166152	7.384915658	12.11638337	10.81594784	5.192205263	12.29328779	9.138438926	8.5929189175	11.72223985	7.6464704015	12.51214052	5.524897771	8.47914895033	9.5456637855	5.352274105	7.400369547	9.934575887	5.287261033	6.8431552575	6.337091664	10.33550233	5.0189983305	10.382563883	4.6728027165	5.724689425	5.298485344	5.011910695	5.686368332	5.766072507	7.3361743	4.528802152	4.749683847	4.347200447	8.5468693335	9.690059592	7.59287534	5.13439949667	10.5650833	6.58075273	6.989255759	5.582188094	13.02719506	5.391468086	5.2493603095	5.241850906	4.920187583	5.531234258	5.0188247	11.30983503	6.10688938	8.58381873133	5.3230765195	5.221694654	11.95350544	5.836814906	9.392384844	5.2415956165	5.400347364	5.208036869	BRCA
