Instance10	7.517947124	5.970169897	6.730983353	4.854508448	13.57024711	8.435671433	11.05212667	6.90278119133	5.408721412	5.867366683	10.51195055	7.614417457	7.703490296	5.5590900495	6.839333325	12.00064267	12.68048706	4.219774039	12.32501877	7.693210109	9.1299908475	11.39154181	6.946083848	12.87483063	5.187134224	8.74734237167	7.292380092	5.32446073	8.85164062	9.837833335	5.246228736	7.2051021795	6.152087694	11.87896296	5.511947247	11.328436982	5.034665276	5.267633249	4.73770262	4.958159726	5.787909903	4.981865493	7.254464427	4.618426738	4.656520763	4.799361019	5.846367781	9.835174498	5.6989439535	4.71463742167	12.30758799	7.914909976	7.191037308	5.557663769	12.95796723	6.009890885	5.8300379875	5.542111953	4.963487128	6.129803967	5.2209212	10.2589970025	5.850080124	9.57564639733	5.4861945155	4.790265497	11.76197512	5.888750097	8.53381039433	5.5971585195	6.45814549825	6.387905425	BRCA
Instance11	6.949129628	6.427778475	7.725027274	5.083225336	13.62353635	7.635393681	12.27941189	6.794071861	5.404469963	5.80432452	10.19503414	7.99347783	10.38874414	6.592045787	7.040183193	12.43177729	12.63275562	5.019714421	12.21756405	9.263915348	8.554241278	10.52031448	6.944785774	12.64987931	5.0935153415	8.93341183067	8.0997323895	4.541969328	7.164230976	9.540709807	5.224977213	7.1441526065	5.967866753	11.24903656	5.4108585	10.972825098	4.727758549	5.277469767	4.399365004	4.924350826	4.990967619	5.868150426	10.15511583	4.313881619	5.259471408	5.099517451	9.4211311925	9.678182465	7.8501522565	4.61709260833	11.8471671	9.866042932	7.408968939	5.312711681	13.08801473	4.990967619	5.125667049	4.547045185	5.787779337	5.58030474	5.56971228	11.329687575	6.2640646265	7.82566560567	4.942571063	5.099517451	10.45834538	5.71081418	8.639412074	5.729465955	5.7598949785	5.5690297595	BRCA
Instance12	7.158612528	5.532793245	13.34055118	4.32324994	13.1958974	8.404546734	10.54517472	6.798819909	5.321036278	5.826151982	10.55403266	8.788654005	9.113990271	5.938127412	7.447581521	12.03202581	13.33171827	5.440463287	12.3793121	9.997137528	9.53869735775	11.36117359	8.4735709515	13.14121392	5.306510833	13.31148609	13.45875072	4.124871089	10.74815115	9.77045376	5.555211263	6.890284772	5.955133321	10.71872147	5.254808295	12.1744696545	4.622356738	5.087437039	4.915773338	4.461934912	5.432467779	5.425938643	9.71662277	5.30707441	5.527642182	5.229790979	11.04031466	9.684643931	9.3380437685	4.99146069233	12.07353083	9.350851427	6.901292687	5.531078267	13.07191821	5.328415757	5.647965995	5.255511354	4.549507972	5.620081415	5.236886004	11.82766261	6.325598804	10.654760924	5.330975331	5.028139516	10.5875059	9.701844069	11.7220646317	5.7741947575	5.67693137575	5.3504690505	Control
Instance13	7.435526765	5.939585825	5.914690831	5.346257748	13.17478142	8.033479614	5.006310647	6.62443028967	5.100463921	5.7394451015	11.35660343	8.409625488	8.737501821	6.0505347045	7.578148344	11.805235185	14.08516788	5.561411108	12.55220564	8.936918446	9.71525398875	10.98307218	8.162332147	13.57316849	5.4429858425	11.148023343	6.606693953	4.542585892	7.316057755	9.322345697	4.642152489	7.4122593155	6.252481536	10.79624673	5.295894453	11.5016838055	5.184895689	5.5021896915	5.321757891	4.827579315	5.968097233	5.795397636	7.905584252	4.79482043	5.242898987	5.32446073	7.375927778	9.650594552	6.6511875605	4.887923041	13.074006	9.413057256	7.493217251	5.59052062	12.91499054	5.6098519	5.4313222975	5.249645622	4.963024656	5.836309985	5.15826759	11.776292095	6.6684637565	7.723910518	4.572181593	5.164817697	10.69507843	5.043313058	7.44836663133	5.5181136965	5.75778513	5.655860989	Control
Instance14	7.982196629	5.652064272	5.731598207	5.172738766	13.87701905	9.45863788	10.81229788	6.64091558333	5.481404906	6.238366589	8.628446565	9.952879951	7.023674317	5.141764623	7.676100105	11.711186175	11.17659722	5.38371401	12.24439068	8.856706512	8.6868891385	10.56788744	6.523048183	12.77666852	5.0027742635	9.08872412967	6.6699357665	4.081589455	9.524042672	9.190022869	5.354567863	8.065067082	7.119696279	11.59376472	5.0142821485	12.550933765	5.3291006545	5.40722417	5.401230463	4.854508448	5.831124321	5.815070224	7.422235366	4.680625393	4.202081312	5.078643187	6.952408206	8.330638085	6.1839304485	4.93610003867	12.32769025	8.393649073	8.381198053	5.206341637	13.49883304	5.580003175	5.04733699	5.109999067	5.149758548	5.511287161	5.18190882	11.72177862	6.097793866	10.775074747	5.115486711	5.196047562	11.2250027	4.847259412	7.00704151733	5.5523504485	5.35621693575	5.323490159	BRCA
Instance15	8.248557517	5.297201735	7.702901859	4.981066318	12.90439101	6.767857117	10.54381511	6.91303621433	5.307438771	5.5730734195	9.13733773	9.031467655	8.073955593	5.246647124	7.802615113	11.32324757	11.33246195	5.292055848	10.86455782	11.33541843	8.4222869235	12.11865571	7.0332689455	11.65676462	5.164364996	10.9540334177	9.0691229195	4.911105817	8.12497572	9.465179215	5.472171943	7.508861332	7.055936178	11.48628211	5.083882626	11.195848395	4.9109703175	5.6716993555	5.179522246	4.917683858	5.537460123	5.456979618	8.826549381	4.819682582	5.149758548	5.109163334	7.2017065665	7.922467146	6.2078153655	5.20830034733	11.71890753	9.169875611	6.089535888	5.064162066	12.76915812	4.981066318	5.171509486	4.619453945	4.683996719	5.734581769	5.760760691	11.66778647	6.2382323125	9.45464799067	5.082368334	5.083225336	10.86645813	5.44808429	9.01621344367	5.384625629	6.2902303295	6.1461996255	BRCA
Instance16	7.924457909	4.816870089	11.65369613	4.816870089	13.97885659	11.01182496	11.32350252	6.893637833	5.097833303	5.8043075705	9.4656486	9.329135442	8.595435709	6.277338049	7.78903004	12.148596505	11.34542758	5.262105418	12.05629403	9.152773555	8.7021110485	12.15837941	6.9875655105	13.12174076	5.203367226	12.27795235	11.32870583	5.258529523	8.940211632	9.471198195	5.06588596	7.9977257805	6.735729052	11.36005162	5.1433287845	12.594000985	5.001851644	5.3663148385	4.959899085	5.178327476	5.829222461	5.217435519	8.876134064	5.205559906	4.713162871	4.742021934	9.9186790705	8.546181736	7.8564122475	5.09290961133	11.58069917	7.948281259	7.522544507	5.619861398	13.54172225	5.43205013	5.4155975425	4.134646682	5.467451694	5.890696716	5.573807162	11.175740485	6.595907434	10.230830949	5.5729777865	4.618426738	11.71081731	6.332936692	10.7580498313	5.256080676	6.0592160015	5.533068037	BRCA
Instance17	7.879431812	5.603041174	7.10972914	5.666764579	13.87385551	9.592513625	11.55530105	7.025360691	4.949548063	6.1013077275	8.758990275	9.384309495	7.668390635	5.274938286	7.666474566	11.95794082	10.66204549	5.376612718	12.29943565	8.943482666	8.56828339025	11.13901746	6.0350763505	12.96626215	5.286669608	12.56468497	10.0298261845	5.31868854	9.591705185	9.288924383	5.10518698	8.804282437	7.053766063	12.07584355	4.7014211325	13.07984312	5.1740683305	5.5671360405	5.677234257	4.898705674	5.249456007	5.559423936	8.423285204	4.739053821	5.027254978	5.088323162	9.4866760665	7.790480663	7.891617685	5.14548719033	11.77058762	7.682241667	8.064569153	5.895551805	13.64083637	5.233246971	5.159732007	5.176533465	5.551986008	5.589247584	5.86196234	11.546869285	6.6272888075	9.43820420067	5.153023985	4.894103816	11.966264	5.179920282	9.43377691133	5.555276293	6.04835388725	6.105862067	BRCA
Instance18	7.718586173	5.50716927	6.421480524	5.391639926	14.0020375	8.771655456	10.97929498	6.89733264733	5.682019293	6.0513102565	9.428140886	8.998358512	7.589615804	5.1571038305	8.00718306	12.114997805	11.85143099	4.772164642	12.06924173	10.94302045	9.17750764125	11.51045032	7.182549979	13.18452521	5.277770955	8.82443668867	7.8302061435	5.08524538	8.116657323	9.73802516	5.297385178	7.761065212	6.909896458	11.05745385	4.950476999	11.4636120765	5.486255987	5.401148199	4.492329381	4.673294659	5.666480557	5.636777762	7.952247829	5.109581261	5.36790503	5.070616072	7.3754379615	7.790350329	6.176785881	4.78111573167	12.07463999	8.749652525	7.010447332	5.687348561	13.52808598	5.442621133	5.580144506	4.931459981	4.832144764	6.153811034	5.547365958	10.636796265	6.473916165	9.765289825	4.7671928475	4.91887665	11.57408981	5.541027867	7.891347881	5.0699161965	5.605852588	5.095472868	BRCA
Instance19	7.413672616	5.597539553	6.667328462	5.499376536	13.37131522	8.100558699	11.86074569	6.92484627367	4.944168843	5.9497075315	8.284894788	9.005344631	7.874076306	5.541454166	7.500047382	12.07005952	10.66287331	5.022602231	12.16189092	9.759147978	8.8265500415	11.09579607	6.084357074	12.71572616	5.2931603285	9.061409656	8.6318400445	5.196441066	9.097940678	9.190776032	5.290582217	8.0459612595	6.716857607	10.09998588	4.8352454725	12.148165725	5.0997240195	5.2443677925	5.31307462	4.558695017	5.402254249	5.975682485	9.417926928	4.505933891	5.003390009	5.041123858	6.7867493365	7.875812501	6.005551113	4.899158506	11.89968368	8.069558687	7.385001972	5.440131024	13.48222565	4.833536883	5.03208028	4.878003385	4.725212151	5.644873832	5.818908863	10.763373605	6.335985751	9.31578716567	4.7936445115	5.379907907	11.02017803	5.404129306	8.42737447133	5.380945835	5.66121578	6.0923372425	BRCA
Instance20	8.392683551	5.088959125	5.167730486	5.377654117	14.3269231	8.643748998	12.30526243	6.410460031	5.587673458	6.1499235805	7.136430133	8.572833904	8.486876366	6.3488353595	7.406483789	9.742974219	9.442057669	4.71233763	12.3239471	9.053763773	9.40309214425	10.95483991	8.17160611	13.32947056	4.8887886855	9.73265062	5.236568653	5.388199225	5.953737396	7.877009719	4.586234078	8.2118301915	5.233438728	10.54691402	4.8152796915	12.16274051	5.180509672	5.51746625	4.616223203	5.26763996	4.953976689	4.379943219	9.426794725	5.356153716	5.19062597	5.870494956	8.1115180165	8.978661219	7.685487121	4.78205714967	11.75371412	9.045064165	9.445243095	5.301415026	13.04549694	4.941119518	5.4017644025	5.113545539	5.255700175	5.80517071	5.870494956	11.1898475635	6.594969646	8.094740531	4.8861924	4.415681682	12.31595909	5.015037253	5.502132457	5.675354702	5.23868839375	4.99195193	BRCA
