ID	4208	5600	9252	1432	4205	2002	9261	1385	6196	6197	466	5516	5515	5528	5518	5595	5519	1849	5598	1848	1845	1846	5594	6195	DependentVariable
Instance1	9.521659876	7.4995792045	7.256578464	7.09994864525	7.78313105	9.719046985	7.3429582785	10.707890538	7.65857270567	6.52702968625	6.205212267	8.82094285433	11.688477345	7.96756283667	12.47196608	11.634256725	8.486261975	6.089906589	7.03030591433	9.368411083	12.65135565	7.713639689	8.27215776867	6.75911088	Control
Instance2	10.58265505	7.383968157	7.931104142	6.60639379225	7.902708426	9.192268846	7.508147197	11.4528809893	7.51923145167	6.64235424625	5.424931532	8.45745837133	11.725137905	7.44463675467	12.56790862	11.27623323	7.037171767	6.13986403	7.157624222	8.973347824	12.87602003	7.9725748555	7.85669691467	6.746992115	BRCA
Instance3	9.044121624	7.0833900895	7.428122563	6.58493097	7.507995028	9.676230874	7.067906808	10.8440250817	7.197314467	6.2422901355	6.225935832	8.297715334	11.639330205	7.775337819	12.66850837	11.198356615	6.469405549	6.064587171	6.689778979	8.7236802925	12.21350534	8.42336365	8.11094053067	7.136685014	BRCA
Instance4	9.709937252	7.0038486335	7.4437513505	6.0589973865	7.016310012	9.684192438	7.5757878185	11.337274206	6.97936211167	6.33404855075	6.574181472	7.178084026	11.80875598	7.15936184067	12.57347448	11.274247985	7.27396389367	5.01682082	7.046663354	8.5467491645	12.56946885	6.4582917475	7.98209816267	7.5978930125	Control
Instance5	10.17606751	6.931778481	7.794648318	6.730522711	7.945504008	9.981439248	7.645516256	11.0490871027	7.28840672033	6.76922237325	5.965559928	8.52183209933	11.458095575	7.58979746267	12.75620088	11.21839075	7.069555338	6.188000892	6.79859870533	8.9107455465	12.40419699	8.0824437485	7.82991936767	7.021079646	BRCA
Instance6	9.550766562	7.4215310095	7.69743404	6.87151716925	8.516705752	9.979768545	7.5964459115	10.8002004453	7.361977291	7.19245125	6.478491062	9.370871616	12.40345346	7.917623909	12.86342169	11.07534033	7.561705909	6.497057936	6.70524643733	8.7958369315	12.89109452	9.518144322	8.18650002	7.5246001185	BRCA
Instance7	10.64474883	6.239058915	7.844629794	6.362735412	7.842729237	9.212867878	7.3846532985	11.1354255073	7.46619594767	6.5621458705	4.84060329	7.46461112133	12.072677105	7.05650117433	12.04072818	11.151396135	6.68902141267	5.263890047	7.32404088833	9.2109085805	13.23377623	7.717614527	8.451561107	6.923040761	BRCA
Instance8	8.670303166	6.487104221	7.921844917	7.0975611175	7.642631408	9.290572499	7.097562405	10.258386433	7.49696018667	6.575528975	6.691119292	9.17209626933	11.932399345	7.630858662	12.30526243	11.40345044	7.08180120033	5.865554662	7.14839452233	8.501125356	11.86752597	8.2197528715	8.171538624	6.824884907	Control
Instance9	8.626175475	6.9655385505	7.9904688245	6.41978303225	7.29632232	10.01823535	7.4254276565	10.6759547673	6.894570391	6.443440984	6.507006194	8.63116965933	11.55756824	7.539110223	12.62816419	10.99057863	6.71771492967	6.047457275	6.63685147833	9.3886960075	12.44264168	8.864788033	7.91861634733	7.242305488	BRCA
Instance10	9.596921694	6.9279187635	8.0356480365	6.2012063225	7.098982487	9.726661428	7.581342169	11.1110274023	6.81342298733	6.26822091	6.207019812	8.44322777467	11.593713005	7.42782175433	12.69546762	11.551814785	8.46005630567	5.372961888	6.691964128	8.7461260365	12.83066776	8.0649007185	7.74245236133	6.8978346455	BRCA
Instance11	8.155224442	7.8209172285	6.9194271435	5.5612686795	6.186218877	9.68790976	7.82250581	11.005151922	7.09722914933	5.9896451145	5.564234295	8.16934643067	11.25085226	7.76578908133	12.7003986	11.573459625	8.21155236	5.418705435	6.87186987967	7.505336487	12.5850741	7.4599929215	8.06297051567	7.288835508	BRCA
Instance12	9.539333865	7.3186471095	7.9433269225	6.791169903	7.641421617	9.524248408	7.457900782	10.78322175	7.64534915633	6.67480979075	6.167925508	8.800541064	11.817863435	7.47167449833	12.31595909	11.32136754	7.38821850733	5.968673272	6.80618221367	8.893380673	12.44726543	8.6213007865	8.197304519	7.194930658	Control
Instance13	9.778192608	7.67532014	7.443962143	6.935865955	7.717524135	9.844219734	7.747843835	10.4041484903	7.42531964067	6.649787867	5.864874046	8.77440562733	11.68167441	7.97689047067	12.40526256	11.488573795	8.586240551	6.318954546	7.13682015067	8.864748553	12.49153253	7.84222089	8.151507585	6.833435745	Control
Instance14	8.108238405	8.0652644275	7.4277413705	6.23780006725	7.653026194	10.24378721	8.0739560435	10.5074705227	7.18948982933	6.13687965425	5.966252363	8.70510697067	11.736023615	7.67746532633	12.89109452	11.695521545	6.82775403067	6.330742691	7.63109708367	8.251533121	11.89889998	8.0986462275	8.08129530567	7.428771926	BRCA
Instance15	9.473467881	7.6098380195	7.5290493795	6.155251749	8.24541143	9.913970625	7.467041959	9.90083481867	7.22974910533	6.3478008495	5.488973851	8.474468248	11.7690989	7.38802305667	12.63275562	11.206231375	7.51099557433	6.137919084	7.16731786533	8.7714984645	12.27401999	7.0920435895	7.95451796533	7.665607022	BRCA
