@relation thedata

@attribute 10014 real
@attribute 1432 real
@attribute 207 real
@attribute 23523 real
@attribute 3479 real
@attribute 3480 real
@attribute 3630 real
@attribute 3643 real
@attribute 4205 real
@attribute 4207 real
@attribute 4208 real
@attribute 4209 real
@attribute 4654 real
@attribute 4772 real
@attribute 4773 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5598 real
@attribute 5608 real
@attribute 57172 real
@attribute 7533 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 8536 real
@attribute DependentVariable {BRCA,Control}

@data
6.6664981655,7.09994864525,9.746089281,8.716211674,7.6246849295,7.634903824,5.169936271,6.361861002,7.78313105,6.663490948,9.521659876,10.4068032,4.871364705,6.1646303325,5.358259724,6.685313404,6.299304767,7.0703331436,7.181967161,11.8054921,9.584314798,7.03030591433,5.85530403967,7.045216672,13.24583793,13.11037161,13.59313376,12.33572539,10.00123968,Control
6.8378488935,6.60639379225,9.68028616833,8.903973047,6.947135646,7.713354077,5.773212576,5.911818141,7.902708426,6.316829651,10.58265505,10.70325065,5.119990277,6.4733698555,5.287134046,7.098719371,7.09127967,7.6111323212,7.328338472,11.54241539,9.028818534,7.157624222,6.054235957,8.076523188,13.03973478,12.75620088,13.5121695,12.47764072,9.00192967,BRCA
6.4272338325,6.58493097,9.69256516467,8.694184723,5.9026635435,7.935549803,5.870864797,6.617140962,7.507995028,6.52305663,9.044121624,10.32680616,4.806596392,6.05907682475,5.0508794315,6.212526175,6.323194968,7.448654099,7.238491368,11.24175993,8.789730168,6.689778979,6.35618041933,7.020066336,12.90606669,12.13760287,13.47944813,12.54827894,8.091489767,BRCA
6.6904173635,6.0589973865,9.98949733167,9.668947514,6.5710894325,7.68113495,5.793122872,6.187258653,7.016310012,6.648325671,9.709937252,10.46847669,5.504788206,5.969107067,4.8161306655,5.584068992,6.299945779,7.6522265588,6.422323287,11.56978693,8.74769044,7.046663354,6.36100294267,7.00203053,12.89668817,12.20536419,13.35270561,12.76004735,9.013141976,Control
6.646989595,6.730522711,9.506100771,8.740810482,7.739494752,7.919550328,5.536217098,6.468750795,7.945504008,5.86196234,10.17606751,9.976772145,5.088323162,6.17905477475,5.183721743,7.405441727,7.300126299,7.950268865,7.7125980515,11.00452968,9.157246578,6.79859870533,5.979395943,8.468726998,12.87894279,12.34682957,13.37889296,12.45248586,8.388696618,BRCA
5.7156422195,6.87151716925,9.688092646,8.358795271,7.375850429,9.087722135,5.73607124,6.511519926,8.516705752,6.127948551,9.550766562,10.91587586,4.905220009,7.79825655525,6.0739409315,7.460253403,6.725540512,7.4183463498,7.745704965,11.73619062,9.836169177,6.70524643733,5.98125183967,6.590366699,13.51771248,13.11510467,13.71343219,12.66384721,8.825873953,BRCA
6.127226145,6.362735412,10.0480993307,9.927193184,10.349737175,7.203154957,5.705709271,6.512547399,7.842729237,6.060269679,10.64474883,10.09149526,4.920902135,5.88961529475,5.0860843655,6.662423158,7.476910459,8.3350079456,6.5896621115,11.41213066,7.747456426,7.32404088833,6.79660585167,8.33257494,12.11865571,12.34260121,13.29267684,12.61750082,9.05429304,BRCA
6.259011512,7.0975611175,9.436876068,8.282904386,7.733044401,7.320803087,5.451879748,5.826809832,7.642631408,6.500009775,8.670303166,10.37227772,5.115211455,5.9603886785,5.2291868665,6.020263967,6.726903149,7.757716558,7.480559564,11.39154181,9.508320259,7.14839452233,5.93944441167,8.407279583,13.15586736,12.57155186,13.44200721,12.74796537,9.004115895,Control
6.2641311135,6.41978303225,9.58057105933,7.99322306,7.2965384015,7.809255459,5.541182786,5.887653968,7.29632232,6.308617188,8.626175475,10.19459101,5.244897759,6.02825469225,5.2554434645,7.205282841,6.426437217,7.6719006758,7.5245411315,10.77439198,9.212004536,6.63685147833,6.398579306,7.370755236,13.13820464,12.3148028,13.70458133,12.4865699,8.559856117,BRCA
6.719389859,6.2012063225,9.75364579767,8.630249944,6.6155769395,8.284894788,5.233822166,6.078850631,7.098982487,6.124747507,9.596921694,10.26978741,4.63288196,6.0078154565,4.4572839285,7.606018576,6.76752611,7.3060563712,7.3344224225,11.36752411,9.015945424,6.691964128,5.92169088967,7.639433192,12.77284039,12.71572616,13.30755735,12.57561022,9.254793094,BRCA
6.770007855,5.5612686795,9.592833039,8.98794691,7.5228200195,6.94204856,6.062214149,5.63256723,6.186218877,6.248597096,8.155224442,9.972685879,5.224977213,7.27521674725,5.077444067,6.657000843,6.847562044,6.9076540764,7.1793537375,11.41782366,9.789998625,6.87186987967,5.64379041867,8.966585569,13.27043919,12.72208073,13.38150649,12.59449147,10.33742988,BRCA
6.2132718515,6.791169903,9.66262953467,7.983821782,8.087964069,7.723969969,5.773212576,6.256732941,7.641421617,6.1476177,9.539333865,10.20167708,5.040904755,6.19438472475,5.346357517,6.822223857,6.739109305,7.509195938,7.4303730355,11.31639767,9.291228915,6.80618221367,6.10103173667,8.251531081,13.19781415,12.77087865,13.60583775,12.7232493,8.946775538,Control
6.2837857225,6.935865955,9.935713008,8.285946739,8.090572707,7.678848562,5.252865266,5.840785003,7.717524135,6.380249461,9.778192608,10.38477057,5.249645622,6.7272117865,5.298679987,6.672535396,6.521369295,7.3656981534,7.50153016,11.73097541,9.562295439,7.13682015067,5.82446156933,6.829694594,13.03258307,12.97797754,13.47298527,12.52742331,9.705421205,Control
6.91939558,6.23780006725,10.2127518167,9.603728853,5.899641789,7.84580541,5.69544494,6.554362933,7.653026194,6.847374124,8.108238405,10.21758854,5.159277237,6.759633327,4.997642808,4.904979261,5.09930704,7.1534205814,6.8933171905,11.62683849,10.13925432,7.63109708367,6.17992307233,6.658358333,13.58717103,12.99135537,12.16391545,13.2860567,9.154432785,BRCA
6.5335608605,6.155251749,10.3303371883,9.24955267,8.452876529,7.737992796,5.133205159,6.444605472,8.24541143,6.368031123,9.473467881,10.55758842,5.412113573,6.23406257875,5.0933444835,5.472171943,6.107798352,7.0222287176,7.408146448,12.04715639,9.726252704,7.16731786533,6.406842111,7.297010529,13.1958974,13.22427159,12.44601199,13.16228672,9.123436726,BRCA
6.9570606425,6.273689165,10.0295226957,9.367917655,5.929829729,7.440414751,5.247843274,6.123713395,7.364180901,6.411812312,9.134080446,10.06840584,5.233246971,6.007950882,5.159575836,4.944168843,6.07692847,6.9209080238,7.1208014865,11.78825759,9.678499404,7.513620188,6.318598458,7.147335003,13.23568448,12.53522562,12.2076581,13.15138292,8.493566406,BRCA
7.0306546165,6.46315116575,10.1231177773,9.380688937,5.5987233425,8.081511566,5.034316149,6.253852802,7.200950391,6.976538706,8.150027916,10.26648823,5.10518698,6.538599406,4.8457210545,5.538546893,5.439300032,6.8965544166,6.752537335,11.72922572,10.00443156,7.367541703,6.132790906,6.73894048,13.28849775,12.56790862,12.15610687,13.15138292,8.995725554,BRCA
6.4570048145,6.3805448535,10.182290716,9.243864886,7.409838005,7.606499831,5.636777762,6.269038407,6.776041872,6.410159284,8.700336649,10.00702766,5.136490053,6.491152042,5.0687373255,5.070616072,6.101508918,6.895239566,7.0698721725,11.42322901,9.577046919,7.37085903833,6.31258353867,8.006159321,13.34981755,12.61931219,12.43207997,13.08540943,9.260026318,BRCA
6.886594582,6.522968526,10.3257906717,9.185390311,6.4844522785,8.357443276,5.780317481,6.351695128,7.392920835,7.000397602,7.013297895,9.827843283,5.479789356,6.4121055595,4.958492937,5.353156751,5.379907907,7.0040046146,6.9466844905,11.4712435,9.812915765,7.474173093,6.56668181467,7.45176979,13.33171827,12.52524557,12.39881323,13.04201932,8.968033945,BRCA
6.8797549975,6.65967948325,10.2867156497,10.14810827,6.797392804,7.732169334,5.123512303,7.093499766,7.508688368,6.648469487,8.817064493,11.37824759,4.805178017,5.81851615,5.2986916435,5.027033758,5.039808741,7.4112322548,7.9529606385,12.28769659,10.43684194,7.65359668867,5.459774314,6.310890502,13.17478142,12.50816376,8.929717871,10.82365605,8.687437909,BRCA
