@relation thedata

@attribute 10005 real
@attribute 10599 real
@attribute 10654 real
@attribute 10682 real
@attribute 10858 real
@attribute 10998 real
@attribute 11001 real
@attribute 1109 real
@attribute 134429 real
@attribute 147323 real
@attribute 1581 real
@attribute 1582 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1593 real
@attribute 1595 real
@attribute 1717 real
@attribute 1718 real
@attribute 213 real
@attribute 2172 real
@attribute 2222 real
@attribute 23600 real
@attribute 28234 real
@attribute 3156 real
@attribute 3157 real
@attribute 3283 real
@attribute 3284 real
@attribute 3290 real
@attribute 3293 real
@attribute 3295 real
@attribute 3422 real
@attribute 3930 real
@attribute 4047 real
@attribute 4597 real
@attribute 4598 real
@attribute 50814 real
@attribute 51302 real
@attribute 51478 real
@attribute 570 real
@attribute 6307 real
@attribute 6309 real
@attribute 6342 real
@attribute 6554 real
@attribute 6555 real
@attribute 6579 real
@attribute 6713 real
@attribute 6718 real
@attribute 6770 real
@attribute 7108 real
@attribute 80270 real
@attribute 80765 real
@attribute 8309 real
@attribute 8647 real
@attribute 8714 real
@attribute 9023 real
@attribute 91734 real
@attribute 9420 real
@attribute 9453 real
@attribute DependentVariable {BRCA,Control}

@data
7.686537513,5.104709621,10.22929384,9.563520973,7.842619252,8.053302965,6.227958227,5.648042042,5.615895347,4.896527677,6.086619917,5.732683853,9.177744123,4.9864844825,6.264916969,5.263890047,5.56133875533,6.520348088,11.55806922,7.013967798,9.476203229,8.593784309,8.503724095,5.405572051,11.07725042,6.57899015267,5.091711732,10.25814822,10.9364578,5.305068782,5.398069207,8.04748584467,5.947438964,10.94417051,7.39763426,6.24359551067,8.345899343,8.887647971,8.054687235,10.43977405,6.307228857,12.86854581,5.011910695,6.34701516967,6.523243856,6.1855141455,4.946977895,5.287261033,5.6395278026,7.662934648,9.717226957,5.972397868,10.71101325,9.914968493,7.274228807,10.2712474,5.97637008,7.903924232,9.420287182,4.951647528,5.944279407,8.917897488,BRCA
6.954723045,5.6783286315,8.970279295,9.59619028,7.121484628,7.673046,10.01166444,6.018929689,5.151586144,4.898101005,5.451879748,5.291135005,7.408841599,5.3912241155,5.981059894,5.664419727,5.494171808,6.475656937,11.13168997,6.898090799,10.837308625,9.209484513,6.912791493,5.055371676,12.370936965,7.72611715267,5.20340796,11.08484843,11.81615379,6.598615041,5.241088186,7.52307281167,6.000457109,11.25727898,9.601344195,6.98946536433,7.77566994133,8.421003517,8.651824084,9.978925319,6.537252681,12.41355925,4.977292804,8.53575976933,7.53173558467,8.2746413025,5.091923254,4.805564985,5.337664602,9.1554173705,11.7979114495,5.60940957567,10.00748325,8.276055905,6.741705437,10.13811214,5.582714993,7.842402382,9.254793094,5.853129402,5.406852318,8.717932425,Control
6.984051329,5.341986333,9.558756055,9.079192165,7.506131263,7.8694722,7.693802512,5.992094983,4.450633198,4.421396708,5.457225929,5.593287468,8.031385719,5.477321663,6.289378595,5.485435883,5.51675636433,6.140477679,10.5503671,6.502239591,9.254618766,9.253688629,10.133388387,5.057897256,11.431442425,7.31500335067,5.113545539,10.24482795,10.56172258,5.175436026,5.337364334,8.794511906,6.132068463,11.3989816,6.934991518,7.20375425233,8.28593651467,7.58331058,7.834630836,10.16928652,6.300763877,12.04345466,5.602298936,7.122665556,7.04101355367,7.187060127,4.79000478,4.966489589,5.291147926,7.3954172795,9.663585797,5.093272339,10.91544642,8.568565267,6.329300501,10.62352057,5.637792259,7.871263686,10.06320668,5.664704155,5.788040457,8.7018698025,Control
6.935197837,5.4488891775,9.811222598,9.546745518,7.780213504,7.789437666,6.738636546,5.7012796,5.504788206,5.528892615,5.507962085,5.463533568,7.804520085,4.674861496,5.619861398,5.545359333,5.425696196,7.349106756,11.03869289,5.718369332,9.392241752,10.38312675,8.53871716,5.3426754645,10.248387553,7.316624831,4.828595108,10.59878323,10.49565048,5.349976695,5.729288494,6.503350174,6.942283201,11.71363365,5.638516463,6.911340245,8.18247832067,8.44315193,8.368005605,10.24562434,6.541109169,11.97488965,4.933113756,6.73336447233,7.45921630533,7.3284529625,5.089171051,4.764223297,5.490384506,8.8408110145,9.8470855375,5.544046934,10.33656266,8.937801287,7.9648446665,9.77458988,5.309259193,8.7480356005,6.885455777,5.493944489,5.317422789,8.7568186305,BRCA
6.951521137,5.308063998,9.201879552,8.789192187,7.871937763,7.378037131,6.930918032,6.043635001,5.6227922,5.229790979,5.461570507,4.966374225,8.260238737,4.800635275,5.666480557,5.179522246,5.48049904433,7.162394161,10.47812272,5.149758548,9.902203253,8.905538281,11.72191125,5.4417573975,10.4055555735,7.72856936133,4.461934912,11.47712595,11.52882293,5.12102706,5.603041174,6.509952234,6.300952509,11.47374394,5.443947436,6.93425480867,7.74750055833,8.228435273,7.518498011,10.09500831,7.137136477,10.87078104,5.586322838,6.80092443833,7.21732099233,6.7016055775,4.952579644,4.917683858,5.8127020372,9.110277695,9.757492651,5.16587171567,9.82934264,8.826954486,7.3978880915,10.38826519,5.069757204,7.711191308,9.247797668,6.29131404,5.203016352,8.710210598,BRCA
7.289606548,5.3259828865,9.944646595,9.958817714,7.70535786,8.28259169,7.220840508,6.078850631,4.408341912,5.342529189,5.579701547,5.332538997,8.323506447,5.3730539435,5.738235001,5.352627229,5.57420269633,6.805457319,11.34599024,5.859106883,10.270912115,10.17944609,10.791425545,5.352552435,10.6331287045,7.64084558367,4.909306588,10.97440404,10.83188538,5.65306808,5.589622123,6.91971665333,6.661710859,11.33051934,6.123713395,6.73745800033,7.933217344,8.398680773,8.599095633,10.41674769,6.722669948,11.72191743,4.518505219,6.962172037,7.621201925,7.098526773,5.02526278,5.123512303,5.2549399508,8.9238587665,10.498127208,5.77564101033,9.900855914,9.106877698,7.7033991025,10.20855784,5.561792943,8.2752796725,8.261790678,6.095719417,5.398154738,8.9194900615,BRCA
7.41208525,5.2786936645,9.912028972,9.877790685,7.730336178,8.153857416,8.262201898,5.773740066,5.027254978,5.346435058,5.744774144,5.37304892,7.756141175,4.817268527,5.785165535,5.122477305,5.16198559333,7.054091788,11.0826449,6.019596982,9.524531944,9.612320761,8.1667364795,5.364703665,10.3907121925,7.60587163467,5.425938643,10.74402254,10.63612184,5.376612718,5.460260315,6.394154058,7.145578432,11.49113672,5.439300032,6.73387333233,8.22290227033,8.443545659,8.381695567,10.24862174,6.1684757915,11.87820241,5.077041333,6.340916465,7.86047526633,7.272190563,4.99911072,4.979809576,5.6692553992,9.2014338215,9.6026864805,5.400544516,10.38403931,8.864341803,7.5724264675,9.854642896,5.414821571,8.16052831,8.836035458,5.328685023,5.559423936,8.728531823,BRCA
7.560621583,5.2220729085,10.02803075,9.783907232,7.6746533,8.602996767,7.847622917,5.442621133,5.080243265,5.213649836,5.334685584,5.136490053,8.568812243,5.1865139995,5.810900139,5.123512303,5.743690292,6.076287179,10.85568242,6.298388541,10.24131017,9.222372974,10.57128421,5.453573065,10.6353957945,7.580803739,5.090018442,11.04825205,10.91513826,5.50716927,5.817118769,7.705209556,6.390302791,11.55940591,5.643287114,6.787242323,7.92521807233,8.662028433,8.216504732,10.41654451,6.739456546,11.01352875,4.931459981,6.808550438,7.55898376867,6.793055989,4.991874681,5.346612346,6.0184162604,9.4763176355,9.335142456,5.59030937333,10.64076035,9.265123395,7.3708999815,9.733261595,5.127954352,7.6317198585,8.827740542,5.943810735,5.651777341,8.89873187,BRCA
7.489448856,5.3910825315,10.0676969,10.15541314,7.809512721,8.47891229,7.581616992,5.67822071,5.234013847,5.009225385,5.888750097,5.657505139,7.962261434,5.133775527,6.116193835,5.335221732,5.583055926,6.225020007,10.94183646,6.037608037,9.919275795,9.169368307,7.090354371,5.5748439065,10.615749754,7.885073374,4.488522104,10.63715491,10.44466839,5.553138713,5.639529738,6.22160426733,6.476872244,11.56371361,5.714390638,6.82418563633,8.18224379933,8.687105426,8.286605263,10.40145051,6.8994632645,11.28654637,5.456322582,7.07980413633,7.700773363,7.2507504755,4.226628493,4.800785121,6.0566946712,9.364303311,9.3504105795,5.60803917467,11.16975297,9.360375869,8.241787591,9.524248408,5.394558084,7.4997982675,8.372148022,4.811742382,5.406001929,8.8818683215,BRCA
6.482691508,5.748064128,10.14269778,10.44623067,7.43588092,8.992655946,5.666764579,6.256213996,4.977521783,4.904256777,4.941119518,4.842490216,8.920026109,5.234068039,5.666764579,5.113545539,5.49712143033,7.100665295,11.24345683,6.51033347,10.43590252,9.997652699,8.2674938005,5.1732281645,8.955691983,6.394622927,4.904256777,8.431498779,11.47029296,5.244707519,5.636777762,7.87564522033,6.174082407,11.08484843,6.130936659,7.68498527167,8.103474308,8.517965696,9.128046616,11.18703979,6.6454742555,11.49594259,4.586234078,6.489677885,6.82526550867,7.1556732325,4.162385722,5.279110251,5.0576149536,7.8812538125,8.8998082855,5.75415646333,10.17351822,8.994354232,7.6012275,9.590793393,5.901899413,9.1710371135,9.098625049,7.559685148,5.052688948,7.600202288,BRCA
