@relation thedata

@attribute 10005 real
@attribute 10599 real
@attribute 10654 real
@attribute 10682 real
@attribute 10858 real
@attribute 10998 real
@attribute 11001 real
@attribute 1109 real
@attribute 134429 real
@attribute 147323 real
@attribute 1581 real
@attribute 1582 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1593 real
@attribute 1595 real
@attribute 1717 real
@attribute 1718 real
@attribute 213 real
@attribute 2172 real
@attribute 2222 real
@attribute 23600 real
@attribute 28234 real
@attribute 3156 real
@attribute 3157 real
@attribute 3283 real
@attribute 3284 real
@attribute 3290 real
@attribute 3293 real
@attribute 3295 real
@attribute 3422 real
@attribute 3930 real
@attribute 4047 real
@attribute 4597 real
@attribute 4598 real
@attribute 50814 real
@attribute 51302 real
@attribute 51478 real
@attribute 570 real
@attribute 6307 real
@attribute 6309 real
@attribute 6342 real
@attribute 6554 real
@attribute 6555 real
@attribute 6579 real
@attribute 6713 real
@attribute 6718 real
@attribute 6770 real
@attribute 7108 real
@attribute 80270 real
@attribute 80765 real
@attribute 8309 real
@attribute 8647 real
@attribute 8714 real
@attribute 9023 real
@attribute 91734 real
@attribute 9420 real
@attribute 9453 real
@attribute DependentVariable {BRCA,Control}

@data
7.184878131,5.101878389,9.246806572,8.69026092,7.069103653,6.701137054,6.963246156,5.519645097,4.742021934,4.742021934,5.019047182,5.178526673,7.930502474,4.7654509215,5.626155278,5.499695432,5.15709054133,6.572931815,10.7221503,6.879341631,9.0063268635,8.409986058,7.7376573975,4.669381468,11.31002212,6.93423366833,4.894103816,10.31313278,10.69826214,5.551986008,5.162704759,9.65777508967,5.651059765,11.09730811,6.488889022,7.175133021,7.706697481,7.524034528,7.568661331,10.00691549,6.456568394,12.06237178,4.993687096,7.223386449,7.200205439,7.2964269455,4.908706346,5.364932404,5.2019216324,7.843272147,9.815758405,5.760449912,10.68230579,9.315874762,6.9208933665,10.04737654,5.817758343,7.716785011,11.35660343,5.641987591,5.927073476,8.627020809,Control
6.722504021,5.2265271105,9.126898749,8.707705204,7.099981891,7.221082271,6.033319063,5.911818141,4.464508151,4.408172626,5.862210374,5.201056716,7.070285,4.8854495585,5.59724157,5.214524337,5.43543742333,6.379383241,11.02832761,6.631326684,9.3624259135,8.989423683,9.7870700585,5.372144051,11.488887055,6.402667179,4.744715005,10.257618,11.01352875,5.282820861,5.663779561,7.068728997,6.190817922,10.91180038,6.183690582,6.77707710533,7.86816454267,7.554763662,7.561137318,10.1306771,6.445892764,13.42222975,4.576912188,6.98346479667,6.84647240567,7.1981423495,5.648473532,5.456322582,5.2911445826,7.5808383245,10.1462129605,6.05648800867,9.473939649,8.748411858,6.456964605,10.33515616,5.152803256,7.650747482,7.947653191,5.492262803,5.394043544,8.676395939,BRCA
7.383663527,5.0449468895,9.075560123,8.992018573,6.774659006,8.427167336,6.053334703,6.040021845,4.213746022,5.117498954,5.995434345,5.182504847,7.580562199,4.922826352,5.90202005,5.442952823,5.38759982333,6.362211787,11.28307404,6.316874894,10.14349276,8.70215634,12.62697937,4.747148143,11.54985655,7.403785913,5.042218873,10.54869216,10.85568242,5.707228834,5.270913157,5.702404908,5.403788568,11.12068843,7.034637011,6.594820854,7.37847965,7.901683186,7.945240623,10.03174294,7.029139294,12.86342169,5.48205062,6.856210745,6.764801055,6.9330807505,5.690704299,5.117498954,6.1460431452,8.3467846705,9.7177441945,6.01156302567,9.575038625,8.598444418,6.373619747,9.571573066,4.889243844,8.052154908,7.459720794,6.023760589,5.383800396,8.8678931965,BRCA
7.59548338,5.9854039175,10.07797768,8.396884223,7.252526182,8.562873108,5.504788206,6.006528756,5.515077886,4.795989381,6.340211188,5.000914074,8.063854951,4.3905643155,6.381331506,5.574564199,5.510095752,7.080127653,11.11355354,6.261818145,9.876967559,8.92921485,7.930471455,5.568131634,11.574065385,6.13048027067,4.916490079,10.42231215,11.07134187,5.273526379,5.677798027,5.65916861833,5.927488357,10.55438287,6.044181661,6.35542893,7.86748559033,8.126112207,8.157600995,10.3976482,6.9302706035,13.52808598,4.441925913,6.91632323867,7.06099631667,6.8103280455,5.259471408,5.407702206,5.754767318,7.1952630245,10.085094788,6.00506568633,10.25398074,8.500683687,6.053037785,9.638010974,5.771893004,7.163384394,5.62000808,5.28559757,5.233822166,8.61196749,Control
7.197317764,5.2902147925,8.858261675,9.961088297,6.062214149,8.251531081,7.801322174,5.572595075,4.554721148,5.224591417,5.415666779,5.326799101,7.910194676,5.3791610015,5.687908393,5.810386064,5.59586093667,6.603630517,10.93731517,6.777719287,9.997579749,8.926667463,8.015173999,5.060435064,12.00614435,6.97442544467,5.144465785,10.54158093,11.31960737,5.518229233,5.406342144,6.98727481867,5.577890454,10.87758344,8.663425681,6.507180958,7.70666231433,8.230382115,8.220258753,10.257176,6.7706665135,13.00468928,5.588723066,8.04704834133,6.83660093233,7.8570900495,5.530141964,5.349976695,6.1058861592,8.4820803085,9.820262273,5.64558207067,10.48697102,8.888919105,6.401589547,9.562147541,5.963711807,7.965244826,7.456192424,5.84386532,5.744774144,8.854553139,BRCA
6.738737864,5.4356665065,8.571090032,8.443897851,6.590366699,6.425766121,6.354474751,6.052356793,5.048989481,4.699347423,5.743764871,5.222467693,7.22451093,5.0492724515,5.823119603,5.577437325,5.10312416833,5.770572224,11.89018267,7.098824623,9.488233601,8.26127355,6.9824236295,5.249617441,11.731081745,7.389363753,4.877267261,11.01714614,11.22269547,5.588872948,5.214330049,7.78200752633,5.831124321,11.02017803,8.192220215,7.210705806,8.03786340567,8.108708865,7.910644417,9.978221063,6.982590593,12.21133327,5.36773034,7.67602382933,6.841923281,8.003273693,4.801690636,5.182306199,5.5909866782,8.671086341,10.3744482785,5.41879283233,9.276660153,9.232481563,6.422945403,10.19564323,5.889480387,7.6988737995,8.647639314,6.193383055,5.413806667,8.8006376355,BRCA
6.00034443,5.883265422,9.183449993,8.127763684,8.050339969,6.913221911,5.857863615,5.850631456,4.872350143,5.129706745,5.836246857,5.630093262,8.641348343,5.1441596575,5.564234295,5.614644516,5.64127889433,6.742953157,10.84461576,6.816347305,9.262643103,9.117877553,6.9516337875,5.1707431075,11.528870665,5.992893276,5.622938584,10.96434468,11.89182747,4.73770262,5.346080415,5.747225222,5.455665247,10.02722219,5.672857555,6.53076217967,7.328299953,7.151831235,7.812114918,10.47812272,6.01779139,13.69061737,4.899068355,6.951270322,7.107227626,7.3238721285,4.145262653,6.101508918,5.0854369732,7.021669869,10.0252553475,6.20099171133,6.853313064,8.560448556,6.946815296,10.0436019,5.46859248,8.126866039,8.010809379,5.229406468,5.544509535,8.9720355355,BRCA
7.218444873,5.3386342155,9.368397941,9.172571974,6.47143593,7.789307238,6.539938605,5.805041697,4.947679304,4.177862416,5.808263565,5.528970731,7.359993557,4.882252345,5.859479655,5.865554662,5.60759746067,6.240415109,10.92031584,6.353195907,8.79803714,8.221636811,10.79455209,5.0590023175,11.222916425,7.81210927067,4.771372469,9.76569681,10.29905948,5.305616048,5.198308745,8.06822202767,5.388371455,11.38105635,6.94866253,6.986932852,7.320267541,7.431291005,7.352023833,9.943115915,7.0861768335,11.74803988,4.703782956,7.46098089533,7.07749237167,7.7267805215,5.273526379,4.894103816,5.6884673112,7.904277103,9.394676109,5.81689138433,9.796177999,8.880724644,7.050574401,10.15840177,5.384232247,7.892094081,9.486312704,5.582112807,5.439466268,8.762040563,Control
7.478610125,5.272324469,9.299655142,9.50346856,6.424171013,8.442550769,6.196730592,5.967059784,5.186273979,4.66393703,5.430796457,5.425183376,7.985615876,5.0970489625,6.089376987,5.39361462,5.40751594967,6.271841744,11.30129057,6.83687446,9.9507994785,8.688181342,6.0114515715,5.536406371,11.75292891,7.17517287233,4.850513484,10.70804518,11.03059147,5.488973851,5.641409649,5.803413096,5.968442884,11.10564356,7.209845971,6.436271157,7.493369982,8.214053297,8.257554173,10.1985743,7.471796476,12.26010515,5.352274105,7.72451612367,6.902193606,7.2983490845,5.210049084,4.66791382,6.0827014726,8.648079985,9.764335427,5.57629417433,10.14535302,9.225244272,6.5755160315,9.238668129,5.224591417,7.3969158535,8.322898347,5.534039223,5.886008211,8.7707276735,BRCA
7.31211405,5.3360874045,9.810861239,9.140300084,7.861042112,8.020912072,6.560107813,5.98664487,5.238033268,5.177231401,5.303973626,5.622938584,7.921991334,5.4576375785,6.472573571,5.495064524,5.48548137333,6.627610941,10.6623838,7.252526182,9.3881384425,9.770879053,13.31266958,4.9430597495,11.623083565,6.94116491067,4.854508448,10.56633026,11.17659722,5.546594509,5.159075364,8.22060742933,6.60637236,10.93055646,6.94477391,6.50623636633,7.828277235,8.012989182,8.051672711,10.15443559,7.009118688,13.36098494,5.250782787,6.78209997,6.69186578767,6.892680553,4.661658909,5.964751666,5.1624705018,7.5229651455,9.6444656875,5.89147224933,10.24862174,8.656086161,6.199731172,9.636706687,5.013139794,7.85338144,7.199527884,5.308713308,5.438884356,9.3098898905,BRCA
