@relation thedata

@attribute 10201 real
@attribute 10587 real
@attribute 10621 real
@attribute 10622 real
@attribute 10623 real
@attribute 10714 real
@attribute 11128 real
@attribute 124583 real
@attribute 129607 real
@attribute 139596 real
@attribute 1503 real
@attribute 151531 real
@attribute 1633 real
@attribute 1635 real
@attribute 171568 real
@attribute 1723 real
@attribute 1806 real
@attribute 1807 real
@attribute 1841 real
@attribute 1854 real
@attribute 1890 real
@attribute 22978 real
@attribute 23649 real
@attribute 246721 real
@attribute 25885 real
@attribute 29922 real
@attribute 30833 real
@attribute 30834 real
@attribute 318 real
@attribute 3704 real
@attribute 377841 real
@attribute 4830 real
@attribute 4831 real
@attribute 4832 real
@attribute 4833 real
@attribute 4860 real
@attribute 4907 real
@attribute 50484 real
@attribute 50808 real
@attribute 51082 real
@attribute 51251 real
@attribute 51727 real
@attribute 51728 real
@attribute 51733 real
@attribute 54107 real
@attribute 5422 real
@attribute 5424 real
@attribute 5425 real
@attribute 5426 real
@attribute 5427 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 548644 real
@attribute 54963 real
@attribute 5557 real
@attribute 5558 real
@attribute 55703 real
@attribute 56474 real
@attribute 56655 real
@attribute 56953 real
@attribute 57804 real
@attribute 6240 real
@attribute 6241 real
@attribute 64425 real
@attribute 654364 real
@attribute 661 real
@attribute 7083 real
@attribute 7084 real
@attribute 7296 real
@attribute 7298 real
@attribute 7371 real
@attribute 7372 real
@attribute 7378 real
@attribute 790 real
@attribute 83549 real
@attribute 8382 real
@attribute 84172 real
@attribute 84265 real
@attribute 84618 real
@attribute 87178 real
@attribute 93034 real
@attribute 953 real
@attribute 9533 real
@attribute 955 real
@attribute 956 real
@attribute 957 real
@attribute 9583 real
@attribute 978 real
@attribute DependentVariable {BRCA,Control}

@data
8.9060212165,6.369467803,7.249542819,5.387685194,11.20928598,7.2083497295,9.8043528365,10.32215382,6.253994582,9.164744253,8.048542898,5.006535067,7.794851492,10.0714380735,7.18041707467,6.0997253075,7.836115267,5.37209128,7.0835130385,8.65628527367,9.860836446,9.906646791,9.058425498,5.9692625635,6.059945345,7.1390408035,10.91047056,9.033630447,9.397972989,9.0173118705,5.594436856,8.353270084,7.754491566,11.49792431,11.76088636,9.692598558,8.013882508,6.7727345325,11.966264,11.24585035,9.284095409,9.4554214295,8.232374306,5.599623716,12.09842044,7.122160823,7.558728975,12.66507944,7.905163024,7.168850407,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,9.296423637,11.05050869,7.9259666445,5.97561041567,9.364594933,7.6924879005,12.18335943,6.325985037,8.824450546,12.07757191,4.443820456,9.709590464,6.86090423,6.894093582,6.468262051,9.78453716,9.9397481175,7.62454166,9.20788134,6.347449187,7.06711799733,8.449314912,7.621431263,7.572209693,7.330403606,11.75195417,5.980374532,10.6733343865,4.8950638875,8.399428676,9.5565740325,8.526902311,7.071458255,6.649044608,8.290342754,6.680046949,Control
8.9715185885,6.433349624,7.575484648,5.1376999325,11.33246195,7.3078710955,10.498619,10.69742832,5.415666779,8.839582623,7.686152286,5.049534115,7.2347296775,10.0528315565,7.50315837667,5.7204731125,7.995118605,5.827572151,6.794023405,8.86747317133,9.977156661,10.39822827,9.413279443,5.6230671195,5.810964386,7.2879478085,11.30718958,9.46660485367,9.965537021,8.9732977025,5.449964401,8.50448489433,7.8367885654,11.5568558,11.23391938,9.25541878,7.951694331,6.530101884,11.44994835,11.464696472,9.5152625605,9.563958257,8.821854583,5.737356364,12.28769659,6.409474951,7.88603356,12.99332148,7.56639873,7.041826475,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,8.686203838,11.63162057,7.9503875055,6.06639047267,9.290140483,7.67389439025,11.96427598,6.508829224,8.865378449,12.36339568,4.95444207,10.1054319495,6.547747191,6.900809838,7.192468208,8.951489538,8.876516089,6.968670032,8.959249336,6.404294855,7.216096853,8.559186941,7.51710071,8.31858927,8.102501307,11.53538974,5.143343669,11.263371418,5.400356387,8.131781256,10.167654931,8.2196559425,6.7855245155,6.724483583,9.234794159,6.144052107,BRCA
9.10188464,6.770154958,7.152236984,5.2427211675,11.60457421,7.33191487,10.405535215,11.12769149,5.469732364,9.086614694,8.536228878,4.863952387,7.55618079,10.560145025,7.97371610967,6.7995961795,7.803939173,5.602001935,7.309012323,9.12384909033,10.2657529545,10.5013399,9.650235514,5.4432550745,6.241654902,7.89028466,11.48278541,9.57131502533,9.938931883,9.6804527105,5.438651905,8.88242373233,8.407538505,11.65981099,11.78170407,8.66705043,7.020066336,6.2067188335,11.48354892,11.549943721,9.736617121,9.6648307085,8.756123553,5.144669712,12.41833894,7.180493836,8.575114814,13.23568448,8.099283532,8.010949209,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,8.39528898,11.4514534,8.517100268,5.72399821567,9.591859431,7.78296486275,11.79461296,6.78934168,8.72987657,12.44065386,5.605858198,10.874579065,7.150689453,6.986414135,8.563578707,8.660175215,8.848649378,9.100820741,10.05314227,6.783656769,6.733041683,9.537820753,7.990871388,8.541388151,7.9527385875,11.08706186,5.770175754,10.7250661535,5.4349492835,8.380224159,10.62316706,8.8837136495,5.796846089,6.615081971,8.546914832,6.351120887,BRCA
8.564686567,6.74843003933,7.831847361,5.094490614,11.57740772,6.472480484,10.250042477,11.31992061,5.057029153,8.654762326,8.528103528,4.994139844,6.9443344805,9.8959898455,7.510065876,5.852535275,6.787808308,5.919585149,6.511223551,9.07992671533,10.657609778,10.88836296,10.18060575,5.5210002265,5.963942952,7.300630567,11.93949851,9.30481310567,10.3582567055,9.8448320475,5.05040327967,8.61081870833,7.815186903,11.73732458,11.42477793,9.626585664,6.574181472,5.6898668955,12.07225833,11.93111194,8.7382979845,9.2974011565,9.253954487,5.077041333,12.60891324,7.023923823,9.123553123,13.52549699,8.251862414,7.627900667,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,8.006341684,11.33938254,8.4986833315,5.36854192167,10.23508114,7.66565811375,12.17272761,6.029900759,9.24062507,12.80008194,5.525294697,10.629892494,6.671191186,7.782574222,8.54325529,8.434608552,7.780883037,8.900701647,10.06753558,6.307661327,6.82095808167,9.358629843,7.961624956,9.010990369,7.9984599765,11.51246655,5.208879341,10.859026472,6.1029119045,7.748278612,10.513492295,8.596030608,5.828640961,6.737893326,8.068793222,5.923393601,Control
9.5912813715,6.40397068867,7.400753782,5.5087636715,11.28654637,7.2216641085,10.208315995,11.34861214,6.408334517,8.884163744,8.070364001,5.308895293,7.193690502,10.485947909,7.962433783,6.032212702,8.132321229,5.716724307,7.1899139695,9.132987602,10.316016191,10.48569377,9.590110341,6.120651217,6.07093198,7.566769279,11.28286272,9.343609953,9.925165791,9.3128864575,5.25549039033,8.33329569267,8.3137721662,11.37562067,11.44807772,9.338569892,7.625783943,6.5280698655,11.29880451,11.566212065,10.558272268,10.42538494,8.807557082,4.993460669,12.31128435,6.9330908945,7.821010387,12.73729283,7.31664612,7.098298285,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,9.707877238,11.32897515,8.3791173545,5.95280065933,9.122466386,7.63769993875,11.84868564,6.555513741,8.91062109,12.43084983,6.326164856,10.5917539385,7.290620516,7.464221286,7.95691498,8.805970434,9.209015634,8.422297266,9.175762306,6.590404128,6.850225344,8.493376264,7.713319706,8.203655262,8.015862385,11.62934992,4.509722249,11.002585266,5.0844784145,7.965035512,10.43283582,8.592496972,8.72542816,7.685556733,8.298797049,6.04931016,BRCA
7.912252775,6.601711179,7.40164993,5.15526288,11.2838525,7.523174648,9.945088254,10.59629253,6.290853455,9.395331225,8.945386131,4.289098871,7.8135609365,10.5716223565,7.87121052,6.6832421315,8.462462524,4.769786816,7.111104928,8.45000545933,10.967936619,10.09998588,9.225973251,5.6043359195,6.340656284,8.031403982,10.43684194,8.02227111267,8.504142234,9.0953431875,5.23667401633,7.975737601,7.381597763,10.5927189,9.879660254,10.89405437,8.440257839,7.459016473,11.39318948,10.8946986805,9.7294624885,10.327300587,7.778571841,5.342529189,12.64120964,6.8500213875,8.467973436,12.65702034,8.336909437,7.395150919,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,8.854277104,11.40689869,8.4061773715,6.237969269,9.056692662,7.6780103145,10.82382918,6.156543881,7.992656742,12.11321645,6.953443134,10.1629373265,6.690979665,7.002424408,7.624468551,9.048637487,10.2691356775,8.099138854,8.730717323,6.905631069,7.105405007,8.155856887,7.576259705,7.446423993,7.2078869845,11.08816233,5.159277237,10.990779129,4.5827648675,8.536228878,10.116303033,9.5408486505,6.260559762,6.607852271,8.490982332,7.044998189,BRCA
8.9959715005,6.91285304533,7.827423888,5.244422522,11.7646924,6.6588492955,10.7566257285,10.7921886,4.862217354,8.170802781,7.912427008,4.73770262,6.574167269,9.413804304,7.182888171,5.064700557,6.194663913,5.401230463,6.4052164875,9.05641503767,10.3060923515,10.86957864,9.935902096,5.306370149,6.00034443,6.2653989755,11.88149458,8.89643655,9.8298716515,9.1302418095,5.189827966,8.83704525933,7.0343697216,11.42477793,11.02017803,8.950804556,7.484019523,6.8591110825,12.16093036,11.312399139,9.7555137595,8.7842082885,8.45893061,5.263890047,12.39881323,6.349361739,8.346005182,13.63244094,7.690279365,6.452575359,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,8.146264608,10.74160205,7.114956815,5.788693131,10.36118197,7.32932741625,11.99297383,6.299579521,9.121676695,12.95796723,5.268482349,10.405068582,6.038980014,6.992431746,7.878788361,8.448282691,7.5952523985,7.317731701,9.560209161,5.832707292,7.24682448,9.011158142,6.508908434,10.05335613,8.7832744555,11.68808867,5.025927152,11.161406059,5.163737181,9.825285229,10.071555317,7.2951013575,5.4650806525,9.200065551,8.595333135,6.24317934,BRCA
8.558228249,6.72206800833,6.932040865,5.4773824495,11.40309208,7.325273656,9.119467449,10.67176022,5.520745364,9.438885981,8.322898347,5.293895772,7.6913063075,10.3861212215,6.99379720133,5.976364507,8.048801705,5.30196368,7.316612918,8.89594887333,9.5796796905,10.20970043,9.369358036,6.2395210165,6.238171237,7.8975521205,11.5155078,9.51073270533,10.137589407,8.918078784,5.30917094667,8.59221350267,8.0646141162,11.90213211,10.96869939,9.030143702,8.755289134,6.5351644145,11.73097541,11.564517125,9.667409219,9.498634571,9.156570504,5.032113243,12.0199261,7.048256226,7.539955806,12.59766508,7.956610113,6.995289824,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,10.24459905,11.09221886,8.4155051985,6.32473713233,9.30874921,7.7874836945,12.10871075,5.401401144,9.20124246,11.78375755,5.540872931,9.9477947875,7.221444838,7.064530251,7.349748135,8.801652691,9.064093402,8.193452823,9.875388873,6.465897452,6.88791071367,8.488313278,7.713285334,8.270121404,6.9885442035,11.31960737,5.083438106,10.312602083,4.968024817,9.076816348,10.1825281605,8.531311367,6.1053556205,5.998427535,7.88859277,6.887284979,Control
8.848869308,6.639923013,7.828646059,5.0990201605,11.48747845,7.244781381,9.9593763655,10.91737229,5.893369036,9.318317477,8.292806045,4.988015722,7.3854032445,10.710447224,7.78974217033,6.8211182055,7.880044356,6.134432096,7.439240242,9.38524725133,10.768548368,10.54869216,9.357783524,6.579894518,6.263509238,7.915399385,11.41436827,9.625758609,9.700156377,9.9566354525,5.24592166067,9.27878913267,8.3232637688,11.65066148,11.41351702,9.510972362,6.969476102,6.489624237,11.24175993,11.68681288,9.51716198,10.214418501,8.689964021,5.349622922,12.5708958,7.4543940705,8.608200408,13.17297049,8.048106907,7.782983675,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,9.667999034,11.49792431,9.0643521695,6.02795948867,9.392951213,7.91479650025,11.97488965,6.694083165,8.811664588,12.36339568,6.760856726,11.04095066,7.821010387,7.398275809,9.023512585,8.745490404,9.074471053,9.814767147,10.05113454,6.585116999,6.99789632633,8.867071067,7.769707491,8.569714298,7.844957294,11.3029546,5.244897759,10.7741084285,5.574872188,8.352927454,10.60652329,9.3605936935,5.89587904,6.847092199,8.633432232,6.712186921,BRCA
9.3406756745,6.74450994133,7.766597025,4.9622219385,11.36168902,7.099785483,10.267476237,11.34599024,5.550755441,9.069866689,7.337981137,5.308713308,6.812584605,10.030438187,7.77215312133,6.1102935065,7.463240557,5.846751073,7.2967897025,9.14084531633,10.501705028,10.3731319,9.162543096,5.9679169305,5.825538406,7.529863084,11.4871292,9.36953550633,10.128283618,9.489632398,5.70873320467,8.690064676,7.9361738904,12.02845184,11.49792431,8.525443607,7.206333395,6.544407535,11.88017861,11.1421601825,9.812887816,9.820988071,8.971644945,6.304287999,12.25692522,7.011695558,8.45693048,12.92825655,7.391761545,6.840718531,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,9.23553628,11.24671405,8.3222045595,5.43016628233,9.308419312,7.76675220375,12.17272761,6.427443278,9.25541878,12.33572539,5.447092526,10.1753395135,7.112755184,6.747357606,7.010559225,9.25541878,8.662343424,7.322741917,8.740388881,5.745379368,6.95030749333,8.570644248,7.693210109,8.707912224,8.5009800015,11.54512148,5.029686155,11.0449424705,5.333155571,7.345052847,9.9652216585,8.2939065315,6.056837136,8.471025982,8.114030058,6.764278222,BRCA
