@relation thedata

@attribute 10454 real
@attribute 1378 real
@attribute 1432 real
@attribute 1535 real
@attribute 2002 real
@attribute 2209 real
@attribute 2212 real
@attribute 2214 real
@attribute 2215 real
@attribute 23118 real
@attribute 2353 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3126 real
@attribute 3127 real
@attribute 3458 real
@attribute 3459 real
@attribute 3460 real
@attribute 3552 real
@attribute 3553 real
@attribute 3565 real
@attribute 3586 real
@attribute 3592 real
@attribute 3593 real
@attribute 3654 real
@attribute 3676 real
@attribute 3684 real
@attribute 3688 real
@attribute 3689 real
@attribute 3716 real
@attribute 3717 real
@attribute 3725 real
@attribute 4615 real
@attribute 4688 real
@attribute 4689 real
@attribute 4790 real
@attribute 4792 real
@attribute 4793 real
@attribute 4843 real
@attribute 51135 real
@attribute 5579 real
@attribute 5594 real
@attribute 5595 real
@attribute 5600 real
@attribute 5603 real
@attribute 5743 real
@attribute 5777 real
@attribute 5970 real
@attribute 6300 real
@attribute 65108 real
@attribute 6772 real
@attribute 6885 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7097 real
@attribute 7099 real
@attribute 7124 real
@attribute 718 real
@attribute 7189 real
@attribute 9103 real
@attribute DependentVariable {BRCA,Control}

@data
6.76556701167,5.4577519455,7.09994864525,11.74370273,9.719046985,5.801622311,7.22509133975,5.498515035,6.129473518,6.0750662075,14.72004222,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.676529235,12.80095353,12.74323457,5.428620839,9.000106455,5.0072306655,8.621509826,6.597386379,4.636656248,9.677464692,6.297013109,7.99361935,9.30169669467,11.423270155,11.04382723,8.378404463,14.72492149,9.4642502,6.062322099,7.084004619,12.34771002,15.00532806,6.709066159,5.496412483,7.450842404,6.21136540967,8.27215776867,11.634256725,7.4995792045,9.595220702,9.3930229045,6.80465488733,8.69026092,6.752518218,11.38910174,10.31346778,9.487800372,5.682300273,6.78103548,9.289875449,5.492342928,8.456252884,8.519696323,9.984080577,7.37822060033,5.182504847,Control
6.67949367567,4.95536856925,6.60639379225,11.683929,9.192268846,5.8698563925,7.2482562735,5.5359696935,6.441791117,6.2352424805,13.75148289,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.277995204,12.18834321,12.42907592,5.19062597,8.25032344,4.7333277815,9.0225626735,6.147057976,5.272407006,10.14535302,6.043635001,7.61467511,8.828078384,11.4456095,9.540845393,7.325982508,14.11502538,9.905361101,6.157756819,7.37690658433,12.34109771,13.91249272,6.373840507,5.36548732067,7.849500691,6.479820979,7.85669691467,11.27623323,7.383968157,9.166697324,8.8139773665,6.92689952033,8.669346719,6.478329262,11.94088626,10.329653278,9.4310771815,5.101199635,6.166218956,9.578863787,6.063509009,6.966306806,7.177920594,8.261532137,7.05787236967,4.937593039,BRCA
7.13302304567,5.080452378,6.58493097,11.98210419,9.676230874,5.9364032425,7.21481773975,5.65446729,6.208711893,6.077757674,14.33042537,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.336114869,12.87602003,12.45547628,5.173838258,8.349592102,5.313506773,8.5481499285,6.608332915,5.379561399,10.42139193,6.268430299,7.849031477,8.9042892375,11.82795379,10.145837,7.458490947,14.41297137,9.70697128,5.48205062,6.32466975733,12.51631937,14.51605303,6.74855168667,5.691198038,7.734880845,5.889051372,8.11094053067,11.198356615,7.0833900895,10.50005538,8.056837029,6.94614165833,9.073024297,6.215392848,12.81400365,10.0589241477,8.9013859115,5.014814152,5.995434345,9.330514214,6.577621898,6.90941648,8.414834386,9.077998072,7.01943370733,4.742291468,BRCA
7.27747024367,4.8380303745,6.0589973865,11.27567948,9.684192438,5.703920468,6.670983197,5.8400894345,6.5427937845,6.211699109,12.01436934,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,5.464840793,11.98345514,12.02845184,5.28559757,7.718260793,5.4457486575,8.7223001635,5.82808014,5.412113573,10.56828182,5.660003917,8.17437786,8.75186424133,11.954544835,7.64196344,6.114997467,14.08054111,9.766156644,5.402254249,6.37622909033,12.26985874,14.35403309,6.91424652367,5.37344951167,7.184878131,6.312672729,7.98209816267,11.274247985,7.0038486335,10.578656,7.8889224205,6.773314497,7.67194989,6.355796501,12.41833894,10.100698262,8.417672848,4.808914358,5.797150007,10.06419075,6.559687298,6.225261069,8.370459788,7.478529234,6.46814411567,5.238988625,Control
6.68095800667,5.28998155325,6.730522711,12.01615373,9.981439248,6.255067907,6.89687530375,5.6339076525,6.2006426915,6.0872080685,12.40857396,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,5.115211455,12.38876812,12.34109771,5.488491912,7.361595391,4.9685946665,8.63491322,6.568568473,4.805822905,10.67791364,5.694748763,7.090221279,9.13491446,11.664734205,10.16184396,7.364180901,13.43392773,9.855452948,5.513025813,6.38665324667,12.37603319,13.73047547,6.52162721267,5.24425162867,7.546047737,7.50900425433,7.82991936767,11.21839075,6.931778481,11.00715715,7.9471266005,6.95957036867,9.268495874,6.095297454,12.5173582,10.5729125313,9.2133861525,4.828848945,6.737352562,9.272076349,6.542068896,7.753252064,6.675961001,10.22558136,7.059741909,5.283839608,BRCA
6.273083892,5.5119388795,6.87151716925,11.23756269,9.979768545,5.8559405745,7.541032529,5.190440571,6.5984499465,6.15580083,13.96600025,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,5.298302041,12.80568549,12.38431166,5.388199225,8.525208673,4.916242232,8.5984358945,6.123713395,4.790265497,9.548258938,7.092337284,9.003996476,9.489530799,13.379465115,11.74013292,8.052107626,13.80946823,10.48083592,6.327872022,6.65231352133,12.87483063,13.77694807,6.160625593,5.431006781,8.234483507,6.98490046733,8.18650002,11.07534033,7.4215310095,10.15284924,8.852128455,7.329467798,9.673230059,5.996451597,11.8295207,10.5815088053,9.9163703245,5.321216715,7.238598499,9.540317507,6.055559693,8.209345068,6.320264091,10.27605783,7.331943975,4.292184127,BRCA
6.779059113,5.470879269,6.362735412,11.30262766,9.212867878,5.8137488125,6.69929235425,5.6035564115,6.7376724395,6.572961414,10.44201071,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,5.213941395,11.02951865,11.41436827,4.765549899,5.250782787,5.173542303,9.1479749325,5.850631456,5.328236218,9.834609753,6.042759915,7.49197557,9.251714595,11.636086735,8.66980731,6.705498046,13.91249272,9.530631222,5.865430938,6.24259464333,12.52075501,15.02279519,6.344653246,5.26103280633,7.141854563,6.81582852467,8.451561107,11.151396135,6.239058915,9.662659976,7.978764199,7.417935019,7.262755244,6.107065996,12.50573969,11.3817422673,8.575344218,4.73770262,6.518854253,11.79415195,6.371171674,5.606746643,6.423120638,5.442621133,6.42166024533,4.93712219,BRCA
7.020737198,5.19499797775,7.0975611175,12.67483341,9.290572499,5.5469070515,7.71369658525,5.677099914,6.3709421115,6.095394251,14.08516788,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,5.989996857,12.97619003,12.74323457,5.193979903,7.134583224,5.2313828535,8.2346108605,7.117464214,5.256643908,9.860714986,6.51601958,8.280192097,9.23773095817,11.69409393,10.70365297,8.158535374,13.96294256,9.695555047,5.688328124,7.06335765467,12.20475003,14.22362506,6.20271008933,5.32847452233,7.659908731,6.87117032933,8.171538624,11.40345044,6.487104221,10.21059864,7.884541234,7.27179105267,9.194320487,6.332712967,12.37603319,9.76574384767,8.9471097785,5.167931151,7.822174254,10.56613044,5.443615974,7.833192323,6.14308278,10.32139858,7.018808194,4.801431976,Control
6.649348596,5.1666971575,6.41978303225,12.25622352,10.01823535,6.1451870755,7.555325194,5.8288154675,5.946229943,6.3311955985,14.82357723,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.178725843,12.64577331,12.50251243,5.872096916,9.153147365,4.865162184,8.326192676,7.818711782,4.809043025,10.66204549,6.379383241,7.748010194,9.05065703483,11.5577866,10.41875948,7.011789475,14.44356588,9.573046472,5.612065855,6.363214653,12.42766909,14.37348409,6.496869675,5.32697615567,7.280958923,6.13414385767,7.91861634733,10.99057863,6.9655385505,10.55937736,9.7271422725,6.87905191167,9.012625324,6.387246745,12.89668817,9.956344037,9.204869818,5.46083367,6.303694572,9.938499406,6.380768944,6.888990144,8.252974189,9.687682355,7.05702786333,5.071045314,BRCA
7.04562845567,4.95573704225,6.2012063225,11.95847307,9.726661428,5.983491492,6.841040654,5.269484953,6.1008998075,6.2017657865,11.55023948,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,5.114586962,11.9984636,12.42457843,5.376786337,6.678428044,5.2729194505,8.946522269,5.69321599,4.314057196,10.47490271,5.729220505,7.162394161,9.06946628383,10.97266949,9.172928193,7.088605737,13.15952927,9.269361142,5.964751666,6.438178893,12.09766027,13.54172225,6.537366551,5.609631797,7.494497866,6.39658479233,7.74245236133,11.551814785,6.9279187635,10.19143901,7.7737994165,6.98522982867,8.33670864,6.271748387,12.48048484,10.3519697093,8.9430429875,5.062004299,6.274406692,9.642061229,5.831251023,6.819352447,6.105390642,7.986440979,6.71155131933,4.821979637,BRCA
