@relation thedata

@attribute 51422 real
@attribute 53632 real
@attribute 5562 real
@attribute 5563 real
@attribute 5564 real
@attribute 5565 real
@attribute 5571 real
@attribute 6009 real
@attribute 7248 real
@attribute 7249 real
@attribute DependentVariable {BRCA,Control}

@data
7.64611005,5.182504847,9.6271145295,4.980952113,10.08992748,8.596218763,10.084193648,11.39766944,7.68702726675,7.102536626,Control
7.78951872733,5.402083668,9.9140920795,4.833916319,9.883140084,8.632069254,9.5416181315,11.0078229,8.008767961,7.8100749315,BRCA
7.717289563,5.16953547,9.566117134,4.402621796,10.14535302,8.471818588,9.9835099365,11.33795649,7.89762192425,7.3984048785,BRCA
7.35253753667,4.95653443,9.7521116675,5.446761787,10.28239959,8.590101509,9.3324219335,10.44278832,7.22646478075,7.6503556025,Control
7.88745877033,5.312711681,9.378542152,5.133924369,10.06457475,8.426475613,9.8517271485,11.47602735,7.77948640775,7.4082400825,BRCA
8.682705693,5.601110562,10.1343921865,5.186075849,9.875534783,8.232662106,9.698559825,11.41291396,7.8254115435,7.2581526215,BRCA
8.026211755,5.622938584,9.746930711,5.391983545,9.962643412,7.44226163,8.827384863,10.22441209,7.0136583735,7.399969872,BRCA
7.93129970567,5.002490161,9.831690885,5.190033289,10.10583032,8.483464254,10.092337449,11.68597092,7.39410609925,7.055090386,Control
7.84812807267,5.425183376,9.676526932,4.817381859,10.19124467,8.390557125,9.9168075855,11.55993163,7.73151595125,7.327968466,BRCA
7.86377913433,4.710134856,9.813055769,5.368603583,9.977545082,8.965922146,9.689212392,10.97540039,7.874571879,7.271314855,BRCA
7.18064892933,4.888513434,9.497007081,5.14385383,9.958339241,8.645614417,10.115223719,10.80572395,7.782313495,7.5150055545,BRCA
7.998957331,5.191909277,9.6887289995,5.275017526,9.953964008,8.646217683,9.808880693,11.48988071,7.83297538875,7.0080930265,Control
8.05180494067,5.32446073,9.823832831,5.263044971,9.948801991,8.231642555,9.917648454,11.31960737,7.80621293675,7.1460675305,Control
7.903697422,5.241850906,9.931363831,5.139972076,10.60435889,8.389826114,9.757834043,11.51908594,7.59638411825,7.550712611,BRCA
7.42184551367,5.342706958,10.302850045,4.858492381,10.51810261,8.008150036,9.854883019,11.76197512,7.92036271475,7.16160132,BRCA
7.726489395,5.102250005,9.872683438,4.695733745,10.60049397,8.619102198,9.921195836,11.58695951,7.7012155005,7.4861186035,BRCA
7.57545454367,5.428620839,9.744406916,5.272033689,10.4984955,7.896318968,9.7498872995,11.26252082,7.98706931475,7.34171602,BRCA
7.534000256,4.850263431,9.706149146,5.4095702,10.33465909,8.131935554,9.908543862,11.41529827,7.23429106825,7.2558065975,BRCA
7.81716739833,5.196441066,9.577511154,5.252865266,10.67767365,7.750842834,10.0830347715,11.34154956,7.578121022,7.6189136335,BRCA
7.16584306967,5.356153716,7.68134271,4.085614282,10.48176693,5.935702091,9.4812362635,10.09874638,7.37965143875,7.146158321,BRCA
