@relation thedata

@attribute 1020 real
@attribute 10681 real
@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 1385 real
@attribute 156 real
@attribute 196883 real
@attribute 23236 real
@attribute 2767 real
@attribute 2769 real
@attribute 2770 real
@attribute 2771 real
@attribute 2773 real
@attribute 2774 real
@attribute 2775 real
@attribute 2776 real
@attribute 2779 real
@attribute 2780 real
@attribute 2781 real
@attribute 2782 real
@attribute 2783 real
@attribute 2784 real
@attribute 2785 real
@attribute 2786 real
@attribute 2787 real
@attribute 2788 real
@attribute 2790 real
@attribute 2791 real
@attribute 2792 real
@attribute 2793 real
@attribute 346562 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 4988 real
@attribute 5136 real
@attribute 5137 real
@attribute 5141 real
@attribute 5142 real
@attribute 5143 real
@attribute 5144 real
@attribute 5153 real
@attribute 5173 real
@attribute 51764 real
@attribute 5321 real
@attribute 5330 real
@attribute 5331 real
@attribute 5332 real
@attribute 54331 real
@attribute 5443 real
@attribute 5499 real
@attribute 5515 real
@attribute 5516 real
@attribute 5518 real
@attribute 5519 real
@attribute 5528 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5534 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 55811 real
@attribute 55970 real
@attribute 59345 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 814 real
@attribute 84152 real
@attribute 94235 real
@attribute 9630 real
@attribute DependentVariable {BRCA,Control}

@data
8.702935506,6.97244898767,6.45574924,7.091120961,12.17610621,6.551751032,10.29987056,7.499250204,6.134894093,8.179201405,11.005151922,4.987561048,10.90371263,6.4844860445,11.36612562,9.246622521,6.097670028,11.98415862,8.276218788,5.929873502,5.31994319167,6.808774778,5.9856913835,6.183690582,5.62600922,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,4.837361171,9.330368553,8.417642766,11.5968724,5.30666361433,8.1632269465,5.970630084,6.127019947,7.1655400235,9.8325031495,5.729492441,6.47585956,5.71081418,5.452703528,6.313976471,7.616550911,5.199683385,6.8672911265,7.365471921,6.4536458925,10.5894170155,11.25085226,8.16934643067,12.7003986,8.21155236,7.76578908133,7.1793537375,11.41782366,9.789998625,11.54965727,6.5859397695,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,6.104971499,7.23239964,7.5026355755,12.72208073,13.38150649,12.59449147,4.650608089,8.23613436233,5.091711732,6.563429392,BRCA
8.212400476,6.389883566,6.928720816,7.103762836,12.72821502,5.868767777,9.8796694575,7.346604868,6.137304345,8.316509092,10.78322175,5.529517425,10.62174996,6.6696596965,11.23978961,8.878435012,6.6687748565,12.06588572,8.495976037,5.92516075967,5.67424901833,9.546605663,6.132246513,6.336734717,5.053123557,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,4.916462894,10.4353997,9.772677934,11.78113439,5.09567565783,7.642822931,5.904129552,5.918035089,7.79913690525,10.0710904545,7.055177009,6.81214882,5.501129593,5.285412622,5.476714818,7.210454923,5.628781795,6.6906065225,8.135274649,6.167923973,9.753951278,11.817863435,8.800541064,12.31595909,7.38821850733,7.47167449833,7.4303730355,11.31639767,9.291228915,11.73142947,6.027160675,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,5.698920794,10.07238089,7.2400353085,12.77087865,13.60583775,12.7232493,4.9725463575,8.217215219,5.551986008,6.288640599,Control
8.520992932,6.757115983,6.6365159435,7.148098063,12.31128435,6.993564335,10.337719898,7.516962875,6.679413681,8.597597398,10.4041484903,4.913979924,10.76919343,6.8308282135,11.54241539,8.70989467,7.184102984,12.19850959,8.069988244,5.84291604167,5.34585836067,9.998851701,6.076222032,5.284580064,5.637792259,13.26893746,8.616586634,6.362562487,5.550447635,5.650485447,9.04801075,8.825389039,10.33248729,13.11366653,5.465820435,6.122264392,5.299808278,10.86238187,9.630713575,11.47029296,5.49024614883,7.398956807,6.108059818,6.059945345,7.37631595575,9.8295068835,7.247930183,7.821488802,5.057679059,5.293711886,5.605339686,7.225668073,5.637792259,6.47943359,8.384871286,5.814478485,9.775057581,11.68167441,8.77440562733,12.40526256,8.586240551,7.97689047067,7.50153016,11.73097541,9.562295439,11.8233355,6.4244788405,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,5.252865266,10.16363116,7.055096439,12.97797754,13.47298527,12.52742331,4.8612079925,8.44944894833,5.238988625,5.916841601,Control
8.562224414,6.61616787567,7.5681815995,6.757360421,12.08630553,6.859476161,10.5431463085,7.537142914,5.930152602,9.210044899,10.5074705227,5.139972076,12.10567621,6.0566410755,11.88448737,8.919415413,5.4787995935,12.44264168,7.185869332,5.43160010567,5.51542661367,9.061277435,6.179663759,5.40889121,5.598582011,13.29995283,9.333972157,6.798118982,5.149758548,6.389270486,9.210939846,10.09517319,10.07411507,11.61680165,5.973617732,6.768981971,5.1175874385,11.40394419,9.432772131,12.30526243,5.2341700205,7.06888056575,7.658516996,6.350944152,7.3446737195,10.0330223025,6.973097852,7.033371033,5.652064272,5.119782831,5.276507133,8.314312607,5.427447991,6.1256933725,6.997860083,5.9355579795,10.043198149,11.736023615,8.70510697067,12.89109452,6.82775403067,7.67746532633,6.8933171905,11.62683849,10.13925432,10.92879244,6.619283011,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,5.961629839,9.560920839,5.9799251475,12.99135537,12.16391545,13.2860567,5.0582051015,8.363317073,5.827953159,6.469727786,BRCA
8.209186643,6.60558999133,8.248473233,6.790319577,12.52742331,6.528184984,10.581626049,7.828646059,5.826428522,8.774277353,9.90083481867,5.133205159,10.84257057,6.1713175965,11.6188926,9.589230319,6.159811817,11.06323009,8.076790383,5.55058593933,5.42576550867,9.803614982,5.9988093905,5.461570507,6.183690582,13.17700839,8.807251164,7.068028862,6.121642945,5.614423668,7.763878152,9.531343017,10.34356359,11.8968755,6.049636893,5.93841004,4.9539984505,10.55627639,10.64514978,12.12065594,5.30714112983,7.357786553,5.729968205,5.844116484,7.61917873825,9.384371698,7.631306447,7.340408994,5.892033495,5.44062939,5.421737703,7.715929611,5.661643617,7.150427771,9.073024297,5.903309135,9.957884427,11.7690989,8.474468248,12.63275562,7.51099557433,7.38802305667,7.408146448,12.04715639,9.726252704,11.9029781,6.1288615465,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,5.545977053,9.949207023,6.9163256205,13.22427159,12.44601199,13.16228672,4.8425685345,8.11308128833,5.706262025,7.034802057,BRCA
8.907447372,6.784302337,7.7603213985,7.210990588,11.98243759,6.908335947,9.8093092945,7.272725709,5.809164401,9.115954722,10.2584479883,4.762629799,10.00516175,6.211869299,12.24637996,9.006446093,5.6032236615,12.03914706,7.526814397,5.73505074233,5.90680015067,8.90929393,6.0100107215,5.555211263,5.930625731,13.33363132,9.157436075,6.86950478,5.995773509,6.663917843,8.979483163,10.26174268,9.641921287,11.32190853,5.732683853,6.655642073,4.956584632,11.43117909,10.02677279,11.98934847,5.41781117667,6.955476123,7.473910928,5.96947934,7.3255832675,9.8525880255,6.988971848,6.887498235,6.043088135,5.110625549,4.909306588,8.095424881,5.276693226,6.6456791705,6.821203566,6.81850367,9.9873893335,11.54137497,8.202123709,12.76004735,6.629468797,7.40432172967,7.1208014865,11.78825759,9.678499404,11.4461297,6.5537420015,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,5.579701547,8.788074828,6.976093136,12.53522562,12.2076581,13.15138292,4.860483971,7.974172395,5.641409649,6.193383055,BRCA
8.627316027,6.51405773367,8.9607456695,6.696275996,11.37035382,6.506728574,10.2967908845,6.904728314,5.495384375,9.223803305,10.0323493423,4.657378453,10.70640129,5.8868527975,12.05836733,9.226822258,5.6081323905,12.10567621,7.296712346,6.04083923667,5.72491249667,8.5896522,5.970926171,5.208879341,5.922204539,13.36856584,9.539954171,7.120059311,5.836183727,6.132685436,9.24482828,9.81791145,9.90199107,11.52829551,5.542111953,6.354827336,4.949495872,11.63501532,10.62223972,11.82192354,5.35236010267,6.6420054865,6.925528107,6.649188353,7.553515487,9.612252888,6.876459007,6.991921791,5.834288528,5.023045997,5.034316149,8.03491053,4.800655715,6.090948927,6.808678261,5.7376293825,10.2225047675,11.71439964,8.527860513,13.06629278,6.60952083033,7.63460766867,6.752537335,11.72922572,10.00443156,10.69211442,6.61609541,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,5.967636237,8.870851027,5.6412905805,12.56790862,12.15610687,13.15138292,5.241351489,8.46662470633,5.59381033,6.767724723,BRCA
9.068960366,6.433898499,8.247227253,6.830360313,12.05450776,6.567237875,10.2833042595,7.245317684,5.626885346,8.75759096,9.692770319,4.903774919,10.12880025,6.0972822555,11.74635698,9.710479778,5.800661023,11.80901857,7.53251397,5.67987999433,5.747383259,8.886520521,5.812003386,5.136490053,5.955830777,13.36355512,9.306620611,6.63161771,5.527642182,6.202227307,9.252961701,10.64035818,10.08386525,11.49170796,5.655216748,6.385522173,5.2399151205,10.51995589,10.68629503,11.43832419,5.3872272245,6.98194092875,6.512784404,6.553095983,7.88815868425,9.1483738425,7.237929634,6.930030968,6.078850631,5.24660879,5.172938736,7.95691498,5.321757891,6.3105461925,8.086854242,6.263350646,10.030525935,11.698874855,8.05470427767,13.11037161,7.377204594,7.48674032467,7.0698721725,11.42322901,9.577046919,10.78663743,6.6313943815,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,5.799353673,8.673027334,6.3980360365,12.61931219,12.43207997,13.08540943,5.350576023,8.782433054,6.083006551,6.442492064,BRCA
9.209484513,6.36224381667,9.5775018565,6.904427271,11.82446468,6.427820369,10.2474442945,7.331949525,5.584068992,9.221769032,9.570767933,5.460587974,10.77554879,6.0356141115,11.79550409,9.810861239,5.52926424,12.54827894,6.843359327,5.431332113,5.37597226133,8.45292188,5.943083487,5.668041984,5.67822071,13.29267684,9.583727381,7.036891003,5.981059894,6.371171674,9.485326755,10.08672709,10.49650957,11.7674087,6.118635505,6.586919049,4.4933000015,10.92093732,9.595686927,11.71457622,5.20924794033,6.91262310675,6.351695128,6.511322251,7.36077250125,9.1440578315,6.761687933,7.166165908,6.031666056,4.808142121,5.501288856,8.341164221,5.532793245,6.1597871345,7.432878264,5.7407432605,10.396135035,11.60967717,8.62611672467,13.12486126,6.93058673833,8.00883452333,6.9466844905,11.4712435,9.812915765,10.70365297,6.8628717035,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,5.984140004,9.538005127,5.8819921345,12.52524557,12.39881323,13.04201932,4.804413236,9.16707625433,5.938762876,6.718296974,BRCA
8.3077144,6.073822667,6.364286878,7.048353701,8.501728854,7.081832585,10.35590611,8.493075988,5.980260273,9.31063614,10.2933462963,4.537176254,12.03158587,5.0579964415,11.7820728,10.57174817,5.47662364,12.35457868,8.285946739,5.70974771033,5.51468784233,9.284894137,6.67831094,5.156448444,5.113545539,13.38150649,9.930146364,6.360983667,5.052688948,5.59724157,9.799800123,8.329326713,7.075401932,12.75033439,5.537615426,5.687628504,5.2893107045,10.58930965,10.11297736,8.747421913,5.40272486833,7.1733495545,6.303329264,6.00360856,6.826697722,9.49194409,7.317731701,6.861555705,5.484469475,5.077041333,5.167730486,8.136146677,5.255700175,7.305777696,6.412997934,6.3361014115,10.5077297325,9.2723260095,9.02082982733,13.32349748,6.741190456,7.588837224,7.9529606385,12.28769659,10.43684194,9.868745837,6.2169798845,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,6.520033725,9.576399845,5.8308617525,12.50816376,8.929717871,10.82365605,4.9212815895,8.45049108667,6.034420016,5.80517071,BRCA
