@relation thedata

@attribute 10488 real
@attribute 11221 real
@attribute 1385 real
@attribute 1432 real
@attribute 1647 real
@attribute 1843 real
@attribute 1977 real
@attribute 2002 real
@attribute 207 real
@attribute 2872 real
@attribute 29904 real
@attribute 3315 real
@attribute 3554 real
@attribute 4216 real
@attribute 4217 real
@attribute 4294 real
@attribute 466 real
@attribute 4790 real
@attribute 50804 real
@attribute 5594 real
@attribute 5600 real
@attribute 5603 real
@attribute 5606 real
@attribute 5608 real
@attribute 6300 real
@attribute 6416 real
@attribute 6722 real
@attribute 6885 real
@attribute 7182 real
@attribute 7189 real
@attribute 8550 real
@attribute 8569 real
@attribute 9261 real
@attribute 9586 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
6.490735075,7.24433684825,10.707890538,7.09994864525,10.62754363,14.96942161,5.3832028615,9.719046985,9.746089281,11.24236857,11.56243576,13.18452521,6.981713185,8.1704885395,9.636896969,6.319315918,6.205212267,12.34771002,5.802717488,8.27215776867,7.4995792045,9.595220702,5.86129168933,5.85530403967,6.752518218,8.585478725,11.90369558,9.487800372,6.322383937,7.37822060033,8.6131693455,7.6838955385,7.3429582785,6.7355365388,7.16387589625,Control
6.524350224,7.38113434875,11.4528809893,6.60639379225,9.28877759,13.94018008,5.478418359,9.192268846,9.68028616833,11.53764798,11.53336151,12.74140174,6.464101029,8.036449489,9.908805826,5.452044542,5.424931532,12.34109771,5.091500179,7.85669691467,7.383968157,9.166697324,5.85702554217,6.054235957,6.478329262,8.106593131,12.0948349,9.4310771815,7.151552216,7.05787236967,8.3752710795,7.3510555305,7.508147197,6.2571731356,7.17118701125,BRCA
6.786534696,6.228517484,10.8440250817,6.58493097,10.689909005,14.43231028,5.231526198,9.676230874,9.69256516467,11.26220667,11.51908594,11.85473021,5.697600956,8.1426863055,9.513535713,5.583918611,6.225935832,12.51631937,5.316879984,8.11094053067,7.0833900895,10.50005538,5.82716031317,6.35618041933,6.215392848,8.6701660175,11.66204091,8.9013859115,6.690001901,7.01943370733,8.6506075105,7.22130858,7.067906808,6.4740992638,7.03238297825,BRCA
6.976424143,5.98703599375,11.337274206,6.0589973865,8.5101240955,13.07191821,5.0419966805,9.684192438,9.98949733167,11.485756425,11.32101501,12.10651723,6.135766351,8.3087359185,10.2853274,5.759562832,6.574181472,12.26985874,6.078210195,7.98209816267,7.0038486335,10.578656,5.05698450317,6.36100294267,6.355796501,8.231806127,11.78440594,8.417672848,8.078352484,6.46814411567,8.4311802525,7.550181463,7.5757878185,5.9052108054,6.55593589375,Control
6.189286535,6.9677448165,11.0490871027,6.730522711,8.93817669,13.00161496,5.609549966,9.981439248,9.506100771,11.40201826,11.36922669,12.65578567,6.5434229,8.2072773585,9.842350785,4.638105195,5.965559928,12.37603319,5.203505846,7.82991936767,6.931778481,11.00715715,6.07725681717,5.979395943,6.095297454,8.6043275615,11.30524968,9.2133861525,6.506054132,7.059741909,8.749129863,7.490961799,7.645516256,5.8986169228,6.99171327025,BRCA
6.499332184,7.716286818,10.8002004453,6.87151716925,10.2133474445,14.67922443,5.428588795,9.979768545,9.688092646,11.050839388,11.36276316,12.15735176,6.777719287,8.3583418895,9.445998278,5.572291894,6.478491062,12.87483063,5.828841787,8.18650002,7.4215310095,10.15284924,7.15443493,5.98125183967,5.996451597,8.9337864765,12.47196608,9.9163703245,6.678498469,7.331943975,8.944402292,7.9775367345,7.5964459115,6.1394132438,7.00999639125,BRCA
6.998198677,7.09236880775,11.1354255073,6.362735412,10.24418129,12.90048482,5.593019755,9.212867878,10.0480993307,11.60735899,11.42649031,12.66081938,5.672857555,7.890181034,10.88558411,5.46859248,4.84060329,12.52075501,5.520352508,8.451561107,6.239058915,9.662659976,5.4415442,6.79660585167,6.107065996,8.457614913,11.85634588,8.575344218,8.246765682,6.42166024533,7.866317614,6.9360294185,7.3846532985,6.2350466806,7.10702874775,BRCA
6.418279038,7.05708291225,10.258386433,7.0975611175,11.003760265,14.73750669,5.2934412195,9.290572499,9.436876068,10.6280523315,10.96976983,12.89900003,6.218786615,8.068051145,8.478204487,5.659219053,6.691119292,12.20475003,5.330209918,8.171538624,6.487104221,10.21059864,5.8607249385,5.93944441167,6.332712967,8.519260169,11.58622772,8.9471097785,6.211553127,7.018808194,8.731566002,7.2742748985,7.097562405,6.8237722894,7.09973287325,Control
7.109990256,7.309174729,10.6759547673,6.41978303225,9.09608678,14.74286599,5.6159439165,10.01823535,9.58057105933,10.934482423,11.39549546,12.28769659,6.279801496,8.154143817,9.024350935,5.553676326,6.507006194,12.42766909,5.758164072,7.91861634733,6.9655385505,10.55937736,6.020187685,6.398579306,6.387246745,8.505661469,11.78440594,9.204869818,6.792989118,7.05702786333,9.1104104155,7.165259291,7.4254276565,6.1964141492,7.18183415025,BRCA
6.732544377,6.59699370975,11.1110274023,6.2012063225,8.880544262,12.66850837,5.59106726,9.726661428,9.75364579767,11.34867369,11.07134187,13.22888561,6.854778406,8.281412746,9.918602815,5.630093262,6.207019812,12.09766027,5.582714993,7.74245236133,6.9279187635,10.19143901,5.75900304267,5.92169088967,6.271748387,8.616861979,11.68854659,8.9430429875,6.593283266,6.71155131933,8.2279334285,7.1768613545,7.581342169,5.7908224398,7.09000222,BRCA
7.173305173,6.49767022225,11.005151922,5.5612686795,8.873106035,14.63055838,5.6362406355,9.68790976,9.592833039,11.097645965,10.77455876,13.23568448,6.969677549,8.318065147,8.979483163,4.371626648,5.564234295,12.2590489,5.229406468,8.06297051567,7.8209172285,9.821790372,5.63874470533,5.64379041867,7.123193151,7.974032126,11.72159494,8.596587527,6.147057976,6.56440695667,8.7937986075,7.5839049945,7.82250581,6.6511921908,6.604948967,BRCA
6.230458223,6.777626021,10.78322175,6.791169903,10.33052152,14.90075929,4.9107340725,9.524248408,9.66262953467,10.5190084835,11.04774441,12.45678569,6.570163571,7.7876886765,9.584314798,5.325000691,6.167925508,12.38541089,5.190132086,8.197304519,7.3186471095,10.00036666,5.63836021117,6.10103173667,6.222800335,8.704684954,11.60131362,9.0816140535,6.561406812,6.78874329567,8.5231431435,7.617020006,7.457900782,6.1810404658,7.351535111,Control
6.891483363,7.66523086175,10.4041484903,6.935865955,10.3523372185,14.8317704,5.521543841,9.844219734,9.935713008,10.7640195565,11.05586894,12.74140174,6.289378595,8.3066038545,9.571942743,5.795397636,5.864874046,12.24889125,5.530063912,8.151507585,7.67532014,9.110118593,6.10693756767,5.82446156933,6.621469955,8.3498677015,12.02214941,9.1999885685,6.577433076,7.02586490967,8.748337153,7.919252636,7.747843835,6.2641767912,7.359104133,Control
7.034031682,7.66071912325,10.5074705227,6.23780006725,10.288105725,13.91614961,5.296964961,10.24378721,10.2127518167,11.018610315,11.47190394,12.76703924,6.299991555,8.3682502305,8.411459216,5.912716471,5.966252363,12.29388695,5.504788206,8.08129530567,8.0652644275,10.87659774,5.68339117333,6.17992307233,7.464997224,8.5569316505,12.80095353,8.733092931,6.276641472,7.215576291,7.999156742,8.2782480705,8.0739560435,6.4680598564,6.6884391885,BRCA
6.866664227,6.8642369085,9.90083481867,6.155251749,9.747476713,13.66590217,5.107609878,9.913970625,10.3303371883,10.6046041865,11.50429776,11.76666981,6.457877938,8.3055656955,9.186362588,6.001133,5.488973851,12.41257918,5.388199225,7.95451796533,7.6098380195,10.82965558,5.76476224117,6.406842111,7.090538878,8.5497894345,12.01701203,9.2660120735,7.32970918,6.78915135733,8.648821783,8.082186565,7.467041959,6.2731222318,6.843482732,BRCA
6.915763256,6.18461950825,10.2584479883,6.273689165,8.883844879,14.12961268,5.2643122405,10.00415062,10.0295226957,10.629985417,11.7240492,13.00770101,5.971837379,8.257624521,9.156570504,5.754627826,5.661429849,12.40655986,6.126297286,8.00665617633,7.0284721055,10.6792956,5.51281927767,6.318598458,6.615413078,8.480919728,12.32769025,8.692934023,6.708260103,7.091595276,8.2832770915,8.027067605,7.7812287505,5.9699885564,7.08107622375,BRCA
6.82683803,6.96266417525,10.0323493423,6.46315116575,9.2531399105,13.65917147,4.7722227,10.22872886,10.1231177773,10.73720125,11.49398064,12.28213433,5.987099833,8.277976672,8.088816224,5.742822246,5.343595475,12.32574401,5.86431694,7.86577453733,7.455521977,10.91211486,5.7480082465,6.132790906,7.250987916,8.4390426745,12.82188064,8.4734774435,6.872462884,7.36477082733,8.2627517945,7.98897492,7.8494133085,6.149615173,6.38540810175,BRCA
7.30834159,6.79957506275,9.692770319,6.3805448535,9.264019416,13.34055118,5.5008898215,10.30881145,10.182290716,10.7828298825,11.4075202,12.3749363,6.078850631,8.0063206985,8.515996551,5.823119603,5.782219336,12.39966386,5.745581053,8.01917131267,6.6752901625,11.25835125,5.4970801105,6.31258353867,7.043631926,8.551370553,12.50386679,8.580432115,6.511203633,7.06833791633,8.310783391,7.5779578615,8.0462685015,5.8423494772,6.7911300605,BRCA
6.941461789,7.09923060525,9.570767933,6.522968526,9.097803495,12.84571551,5.5432517045,10.45750942,10.3257906717,10.975866825,11.46692035,12.73839215,6.160280504,8.076680504,7.816185482,5.649336125,5.463697036,12.00382718,6.144052107,7.890844983,7.151868078,11.43596985,5.73544914683,6.56668181467,7.101978624,8.655247477,11.84868564,8.5357374825,6.511322251,6.99678506233,8.4695684015,7.897005192,8.1239601125,6.3082972356,6.67358924525,BRCA
6.918031734,7.400883831,10.2933462963,6.65967948325,8.805566555,10.71074211,5.0158799165,10.01669727,10.2867156497,10.907543785,6.966133735,12.78312415,5.027033758,8.405898909,9.55587899,5.823692844,5.334149236,12.05629403,5.233438728,8.742530249,7.830943777,11.1404753,5.95434088933,5.459774314,5.606894664,8.821488149,13.82037647,7.348718546,7.151831235,7.079701867,8.5186787305,8.2374680655,7.935994932,6.0107537932,6.6605798635,BRCA
