ID	1958	4685	4684	2002	4851	5613	6352	729	727	3553	6647	5605	10963	3303	5604	581	5566	5567	5568	3552	3309	5621	735	713	712	3915	714	5595	2534	731	3569	730	733	5594	732	DependentVariable
Instance1	11.55326703	6.178122649	5.93221879425	9.719046985	12.1006805	8.2742311235	10.4288009025	7.474316635	9.118734206	9.000106455	13.18229429	11.44994835	11.07544591	11.35464901	10.49127719	7.63009585267	6.36946717	5.4829326402	5.48205062	5.428620839	10.24263856	12.729004585	4.927435762	11.58695951	9.493065415	13.49883304	12.10196099	11.634256725	9.2289642325	4.424648213	13.60771409	7.244818397	5.980374532	8.27215776867	4.963024656	Control
Instance2	8.266787858	6.798669844	5.97107816475	9.192268846	11.57672774	8.137035193	12.30387242	7.447953386	9.091660914	8.25032344	13.0689563	11.52169626	10.65288555	11.57740772	9.559434991	7.28221449733	6.0929297895	5.5428379012	5.804719114	5.19062597	10.68983665	12.304048985	5.133410684	11.52103369	9.107570921	13.074006	11.70094695	11.27623323	8.8907159655	4.670607054	8.608616259	6.657501119	5.707366897	7.85669691467	5.372787809	BRCA
Instance3	9.805502513	7.399942501	5.8918818945	9.676230874	11.43412272	9.1235010805	12.58270474	6.40837698	9.298968193	8.349592102	12.92133986	11.72288448	11.15002032	12.42106423	9.65317699	7.63291516533	5.9034588485	5.4641368762	5.527329405	5.173838258	10.84558436	12.631315855	5.047245267	11.76843466	9.137228846	12.3793121	11.93859466	11.198356615	8.275073194	4.976605648	7.664022547	5.948373802	6.186615071	8.11094053067	5.741339733	BRCA
Instance4	7.952247829	5.833276737	5.851474378	9.684192438	11.4373387	9.2078924525	11.83266708	5.776111392	9.796177999	7.718260793	13.10574654	11.42772678	11.05704424	11.27393851	9.580847928	7.33493823133	6.323322532	5.1156792046	5.655216748	5.28559757	10.91800436	11.1484157985	4.893861206	11.63953303	9.128942349	12.41466417	11.41529827	11.274247985	8.08464112175	5.29683478	6.879402901	5.327517838	6.44717055	7.98209816267	5.854439094	Control
Instance5	8.894909539	6.314882854	6.027802849	9.981439248	10.60435889	8.5157239865	12.41216051	7.627900667	8.630058784	7.361595391	13.22219118	11.8471671	10.62352057	11.18505522	9.966174165	6.91556020333	6.52394041	5.466218321	6.407145055	5.488491912	10.57466711	12.571076415	5.100779273	11.58929079	9.096030618	12.45547628	11.27819405	11.21839075	8.34620788925	5.137105138	6.192791506	7.397078021	6.1817045	7.82991936767	4.261102729	BRCA
Instance6	12.54269462	6.564306234	6.00224285975	9.979768545	11.53538974	8.0343196725	10.266671617	6.284297232	8.584211958	8.525208673	12.40728377	11.5852209	11.34927862	12.41355925	10.23164154	6.71227636133	5.9174340255	5.6759717936	5.625863148	5.388199225	10.9484368	13.4296681	5.006983802	10.7357001	7.73643766	13.19114487	10.66068255	11.07534033	8.716652398	4.73377711	10.84461576	6.336020558	5.800130634	8.18650002	5.527329405	BRCA
Instance7	7.940814415	6.175530214	6.245483504	9.212867878	10.50583912	8.079817226	11.861831105	5.278924469	9.778964625	5.250782787	12.74140174	11.16076662	10.5815916	10.45145612	8.977681421	7.38616007233	6.330484187	5.5322651396	6.430289978	4.765549899	11.46239505	11.3537688715	4.915773338	10.93590557	8.355902877	13.10298289	10.36292765	11.151396135	8.39165280725	5.169134558	6.331772944	5.532793245	5.797798494	8.451561107	5.938762876	BRCA
Instance8	13.01560762	6.570846646	5.87065668425	9.290572499	11.06222513	8.116304847	11.332869705	7.7194592	8.838747853	7.134583224	13.16916718	11.28922369	10.93533103	11.62774602	10.00443156	7.43240197667	5.9718598575	5.3094441946	5.233822166	5.193979903	10.37973064	12.956599975	4.937828406	12.00461736	10.24459905	13.19114487	12.21264541	11.40345044	8.80415305075	5.125580074	10.45145612	7.638763741	6.213644369	8.171538624	5.064162066	Control
Instance9	11.2444532	6.228487433	5.72704209475	10.01823535	11.03013967	9.095386554	11.24078509	6.001752288	8.902421187	9.153147365	13.41290062	11.82274022	11.07439256	11.58210918	9.452231522	7.18054352333	6.3825279205	5.291675395	5.844493149	5.872096916	10.57829275	12.732873305	5.004514032	11.21413864	8.92274875	12.49390804	11.43208526	10.99057863	8.0162301535	4.517251297	10.12252426	6.29655434	6.130576354	7.91861634733	4.611660232	BRCA
