@relation thedata

@attribute 2534 real
@attribute 3122 real
@attribute 3123 real
@attribute 3932 real
@attribute 5788 real
@attribute 7535 real
@attribute 915 real
@attribute 916 real
@attribute 917 real
@attribute 919 real
@attribute 920 real
@attribute DependentVariable {BRCA,Control}

@data
9.2289642325,13.17461947,5.209464331,5.69019779725,5.552770925,5.75848104033,7.280935014,6.11956952,6.720624337,8.7285712195,7.587142037,Control
8.8907159655,13.80159564,6.166218956,5.74326863275,5.761736804,6.016599109,8.193154688,6.912593359,7.355551793,9.701700705,7.564704211,BRCA
8.275073194,13.830710045,6.220528877,5.8326297955,5.7813974245,6.474589657,8.37636907067,7.731643389,8.04094875,10.17915014,7.27775495,BRCA
8.08464112175,13.10958531,5.78869305,6.064440107,5.1671536775,6.072880996,8.21299733433,7.627900667,7.285266093,10.0511208,7.757275197,Control
8.34620788925,13.67035693,12.58150432,5.91669616975,5.93158530625,6.01685906633,8.28606754333,7.904094356,7.74183962,9.3494460205,7.922110302,BRCA
8.716652398,13.80707185,12.50251243,5.66966000725,5.9022013445,6.03909155233,6.930751522,6.389657687,6.529942434,8.381411497,7.239410274,BRCA
8.39165280725,12.56767587,10.54658128,5.862304229,5.875906139,6.25570060267,8.51372939333,7.380766509,7.791799626,9.811707063,7.114005486,BRCA
8.80415305075,13.646442645,11.59208337,5.88068915225,5.4118146555,5.73411668,7.87859624933,6.876858011,6.566324756,9.1744218995,7.840024324,Control
8.0162301535,13.92629211,12.10466109,5.81485113325,5.575716739,5.905664806,7.83390275633,6.663348622,6.735255184,8.5153541335,7.470071357,BRCA
8.42904151725,12.911595045,11.29724747,6.225327925,5.35829187075,6.16140338633,8.282150397,7.296207587,7.591674041,11.141348535,6.98547517,BRCA
8.9502413505,13.336444535,12.12065594,5.790786971,5.0602911245,6.52833088567,8.51785897267,7.570768631,6.995713808,9.612806537,7.572626574,BRCA
8.477755757,14.133262905,12.13760287,5.852877388,5.3468143985,5.90086299367,7.581881758,6.88402128,6.472573571,9.0080471655,8.062317545,Control
8.5293685075,13.717874695,11.35464901,5.8050524925,5.465254836,5.88686611933,7.36965209267,6.499212576,6.042212717,9.0364114565,7.324655646,Control
8.5706565075,13.99859808,5.168332398,5.77734798875,5.12336596575,6.55404359367,7.90980533,7.678848562,6.149448008,9.450971204,7.340030607,BRCA
8.93480514275,13.808752855,10.46950983,5.62585714825,6.23823784275,5.93021521,6.772887585,6.107798352,6.777686415,9.327483072,7.504284952,BRCA
8.1157153055,13.981464,10.19314989,5.6869878525,5.7894712835,6.223640868,7.87435355567,7.259487003,7.154213379,10.315147335,7.060753003,BRCA
7.9997957695,14.06575512,4.91887665,5.8591069415,5.2330931355,6.301003305,7.794650782,7.444975776,6.514442352,11.79381229,7.078260574,BRCA
8.34669283075,13.712322535,5.394901009,5.8570988385,5.380511539,6.138188914,8.18961236433,7.680572483,6.785946496,8.947881972,7.628739198,BRCA
8.21665827025,14.275570095,11.24502395,5.677996665,5.27831365375,6.25104049967,7.67099175533,7.868808861,6.114789302,8.294422198,7.524289246,BRCA
7.74146486825,13.81356339,5.039808741,5.6576825155,6.02382361625,6.73710692967,6.22075007433,6.848156962,7.653850253,7.8549590105,7.818200484,BRCA
