@relation thedata

@attribute 10987 real
@attribute 1385 real
@attribute 1906 real
@attribute 2033 real
@attribute 2056 real
@attribute 3091 real
@attribute 3320 real
@attribute 3725 real
@attribute 3939 real
@attribute 405 real
@attribute 444 real
@attribute 4846 real
@attribute 5034 real
@attribute 7422 real
@attribute 7428 real
@attribute DependentVariable {BRCA,Control}

@data
12.00461736,10.707890538,11.64198185,9.886672502,5.26866948,7.02395790633,11.0093826917,14.72492149,13.34674991,6.803731389,8.11702306033,8.903363049,12.49390804,7.08564090233,9.33255960233,Control
11.39453251,11.4528809893,10.55781096,10.41990782,5.376786337,7.00825358233,11.030777654,14.11502538,12.74918966,6.2524962125,6.66056962867,8.765461089,12.62461163,7.023588809,10.2124164527,BRCA
11.96009799,10.8440250817,11.980959,9.740911174,5.194176951,7.09945860967,11.1437694107,14.41297137,12.65578567,6.437723049,6.42572575433,7.420257374,12.95796723,6.75117246167,10.3401601237,BRCA
11.72826504,11.337274206,12.15837941,9.510601559,5.268575917,6.388136421,10.6939344647,14.08054111,12.62461163,6.3554571175,6.10934043267,7.314019254,13.17957018,6.94236106367,9.744029807,Control
11.66148208,11.0490871027,11.79269688,10.27748534,5.234397132,7.610990417,11.2182175033,13.43392773,12.63275562,6.5052205,7.03875475433,7.122365029,13.12486126,6.83736035933,10.3190386777,BRCA
11.65981099,10.8002004453,9.452983057,9.934575887,4.83277771,8.723292873,11.374489615,13.80946823,13.34674991,6.330849513,7.71931730067,8.804696631,13.11754819,7.082736173,9.405990297,BRCA
10.35655132,11.1354255073,12.5093322,10.17277787,5.602595877,7.18961462433,10.4929184813,13.91249272,12.29328779,6.0159459725,6.787973482,7.657248993,12.79172868,7.03127811267,10.4100445637,BRCA
12.15020274,10.258386433,11.17261832,9.744439113,5.110625549,7.45076398967,10.7716702567,13.96294256,12.76570158,6.183346325,7.35973640167,7.356058229,12.61931219,6.954021827,9.52576590667,Control
12.23236854,10.6759547673,12.02968073,9.125801619,5.26866948,7.73495430767,11.3126835957,14.44356588,13.03973478,6.415835082,6.74099211333,7.29075873,12.93429355,6.49244811067,10.2091877753,BRCA
11.83642135,11.1110274023,10.71430158,9.827664684,5.181511332,6.74119401433,10.9901063043,13.15952927,12.78963253,6.8084445505,6.79781681767,7.784080438,12.73729283,6.623727165,10.3011780143,BRCA
11.85055617,11.005151922,10.30881145,8.279449386,5.511287161,6.50383993467,10.8381684493,14.17314893,12.80741335,7.027867064,6.67046087233,8.130108627,12.79544315,6.35833293533,8.351187465,BRCA
12.17610621,10.78322175,11.40309208,9.378501395,5.495784089,7.76212393767,11.034315424,13.87385551,13.01560762,6.561041041,7.46312726233,8.107872385,12.75418295,6.85849471967,9.87833747733,Control
12.17707698,10.4041484903,11.49398064,9.675384217,5.018602184,7.189161001,10.7678923323,14.67256817,13.14975193,6.9182819665,8.21117093233,8.882277076,12.63275562,7.233892223,9.34068221633,Control
11.98210419,10.5074705227,11.00268162,9.604664936,5.712603517,6.13770606633,10.9296346363,13.48222565,13.37355718,6.8343707065,6.54640384233,9.452334495,13.01334802,6.81664442867,9.27361178533,BRCA
11.58766984,9.90083481867,11.15565329,9.80990119,5.520116743,6.29091191233,10.482276888,13.17144427,12.78522262,6.833182467,6.406186034,9.123811749,13.6548665,7.44082350167,8.54638045,BRCA
11.99074406,10.2584479883,9.774293365,9.987029866,5.862086362,5.978005477,10.592174145,14.09890062,13.30755735,6.9094566635,6.17253561667,7.846651776,13.17297049,7.368807487,8.51365015367,BRCA
11.93520936,10.0323493423,9.489507374,9.985543523,5.287261033,5.79530986033,10.5236420607,14.01211384,13.34320241,6.622572621,6.540378299,8.26545228,13.30220126,6.79477560367,8.732207941,BRCA
12.15071445,9.692770319,10.07853816,9.618225404,5.36790503,6.166198936,10.635449282,13.34674991,13.50065522,7.2819365525,6.372171563,7.995118605,13.78998546,6.968456404,8.96535312733,BRCA
12.11775357,9.570767933,9.442912986,9.505712886,5.564234295,6.12383909133,10.359324125,12.76004735,13.58212966,6.8962140275,6.38964767067,7.619066537,13.79334119,5.96185351633,8.91142935633,BRCA
11.83915468,10.2933462963,8.245625344,10.42139193,5.842294551,5.489018913,9.11059015067,12.03663478,12.67947906,6.91384472,5.89608102967,9.882139059,13.19781415,7.76283651767,9.58909033667,BRCA
