ID	842	5894	5579	5578	5535	5533	5534	9047	50487	8877	572	5582	8681	30814	5747	5880	8398	5600	4846	8399	5605	5320	5321	5881	5743	5322	5603	84647	5604	3791	207	64600	208	4893	10000	63928	10725	5595	5879	5319	5594	7867	23533	3265	4776	1432	6300	4775	9261	3845	56848	3315	7422	5829	123745	6714	8503	5532	5530	5290	5291	5293	5335	391013	5336	26279	25759	81579	4773	4772	5294	5295	5296	998	11261	DependentVariable
Instance1	7.924560768	10.11570732	6.21136540967	8.688181342	5.326799101	9.584314798	11.95847307	6.092128797	5.790192895	7.5696123375	7.546352606	5.313256056	9.970178212	5.346435058	9.55016911	9.146785748	5.9973155525	7.4995792045	8.903363049	5.934641074	11.44994835	9.972804328	5.689167221	8.243782269	9.3930229045	6.31084507	9.595220702	5.901658111	10.49127719	7.166266353	9.746089281	5.516024013	7.466690585	8.74899041	6.02664600925	5.580455499	7.12731409333	11.634256725	8.85850435833	5.368428976	8.27215776867	10.72737618	6.033979735	7.4423513115	6.328365825	7.09994864525	6.752518218	7.5492931052	7.3429582785	6.8286116825	10.28344757	13.18452521	7.08564090233	7.441203595	5.2037195755	6.75911734333	6.660285205	11.8054921	7.181967161	6.685313404	7.339184439	8.467616885	7.6745180755	5.110416751	10.98014335	7.445801364	6.35664089167	6.001133	5.358259724	6.1646303325	6.299304767	7.0703331436	11.7240492	7.16387589625	8.635084252	Control
Instance2	7.7506065195	10.34726733	6.479820979	9.433471275	4.255773643	9.028818534	11.93616504	5.827572151	5.821079567	7.745070192	7.48196166867	5.115003321	10.89604874	4.937593039	9.45642471	9.807552605	6.074195938	7.383968157	8.765461089	6.353195907	11.52169626	6.6596432	5.663779561	8.678284212	8.8139773665	5.804719114	9.166697324	5.899424146	9.559434991	6.590291838	9.68028616833	5.714802736	6.43012268	8.474680533	5.94776533325	6.026363672	7.57036449267	11.27623323	9.23532012167	5.473633714	7.85669691467	11.28922369	6.539395847	7.8897640555	6.757360421	6.60639379225	6.478329262	7.2620358308	7.508147197	6.4300637355	10.55438287	12.74140174	7.023588809	7.229350286	5.420625092	6.586005659	6.249592888	11.54241539	7.328338472	7.098719371	6.741201091	8.699078855	7.862876923	5.398154738	10.64134532	8.180387697	6.54570248567	5.644873832	5.287134046	6.4733698555	7.09127967	7.6111323212	12.12504541	7.17118701125	8.66542575	BRCA
Instance3	8.1061247785	10.45388564	5.889051372	8.48506563	4.77953729	8.789730168	11.74088764	5.891669042	6.193580184	7.550108584	7.496409352	5.434470814	10.58594865	4.838713892	8.9981409465	10.53833958	6.225222865	7.0833900895	7.420257374	6.403868968	11.72288448	5.760494586	5.682862067	9.330839099	8.056837029	5.173838258	10.50005538	6.376000002	9.65317699	6.329935892	9.69256516467	5.329313116	6.416760061	8.690112479	5.52044016575	5.379561399	7.19399695267	11.198356615	9.280236709	6.004058206	8.11094053067	11.524772	5.844744204	7.856102429	6.196140414	6.58493097	6.215392848	7.332988387	7.067906808	6.720661627	10.62072869	11.85473021	6.75117246167	7.347468842	5.4820486345	7.22912163867	6.638439986	11.24175993	7.238491368	6.212526175	6.813047234	9.063247518	7.7021225845	5.515393331	10.4984955	7.6220252555	5.873035507	6.257770271	5.0508794315	6.05907682475	6.323194968	7.448654099	12.67203307	7.03238297825	8.278880489	BRCA
Instance4	7.389583129	10.09500831	6.312672729	9.211511834	4.978894894	8.74769044	11.09993968	5.776111392	5.759562832	7.8570677945	7.166098701	5.36790503	11.09339134	4.904979261	9.0133211855	10.65628209	6.512188232	7.0038486335	7.314019254	6.816507311	11.42772678	6.594776658	5.460424154	9.868360018	7.8889224205	5.108536217	10.578656	5.863140121	9.580847928	6.617949048	9.98949733167	5.193979903	5.863140121	8.847629866	5.58777326775	5.229406468	7.11520144833	11.274247985	9.422761191	5.432467779	7.98209816267	11.77058762	5.341462114	8.398114105	5.745177655	6.0589973865	6.355796501	7.1860203686	7.5757878185	6.243898751	10.78010524	12.10651723	6.94236106367	7.84508404	5.275502987	6.91032494133	7.411068419	11.56978693	6.422323287	5.584068992	6.506054132	8.649598507	8.054801422	5.499695432	10.35580562	8.477277703	6.403711392	5.574564199	4.8161306655	5.969107067	6.299945779	7.6522265588	12.52623397	6.55593589375	8.829493729	Control
Instance5	7.637528126	10.22872886	7.50900425433	8.977409535	4.801431976	9.157246578	11.83833739	6.047784427	9.731989781	7.4928839495	7.33013335533	5.333791561	9.802112873	5.541492575	9.0250253645	10.3594479	6.518443469	6.931778481	7.122365029	5.925412759	11.8471671	8.905673654	5.599028548	8.752532121	7.9471266005	5.902080364	11.00715715	5.504788206	9.966174165	6.732646124	9.506100771	5.182107523	6.860966288	8.770532686	5.87271996825	5.458948931	7.250688443	11.21839075	9.29741101033	5.83744581	7.82991936767	11.29922535	6.042212717	7.697637374	6.162799782	6.730522711	6.095297454	7.5168645844	7.645516256	6.8833304115	10.0483987	12.65578567	6.83736035933	7.615006311	5.416694716	6.72839437467	6.561483187	11.00452968	7.7125980515	7.405441727	6.944393257	8.565760069	7.930765467	5.228252321	10.43232295	7.8127938485	6.34452495067	5.989826604	5.183721743	6.17905477475	7.300126299	7.950268865	11.96427598	6.99171327025	9.132211242	BRCA
Instance6	8.5459358775	10.624983	6.98490046733	8.467749328	5.048989481	9.836169177	12.08138533	5.761558711	5.353244986	8.1841381205	6.96976629	4.940884687	10.25398074	5.156043878	9.420287121	10.47450477	6.07383167	7.4215310095	8.804696631	6.064587171	11.5852209	7.21972788	6.376000002	7.941137313	8.852128455	6.024591871	10.15284924	5.093825554	10.23164154	6.306066817	9.688092646	5.334685584	7.477052175	9.445243095	6.0241266485	5.749206573	7.35928076267	11.07534033	9.14697742367	5.14017664	8.18650002	11.31140223	5.759695977	7.3388634815	6.71596585	6.87151716925	5.996451597	7.5289073748	7.5964459115	7.019536675	10.54540884	12.15735176	7.082736173	7.335951076	5.506526572	6.38912935567	6.446881172	11.73619062	7.745704965	7.460253403	7.80732453	8.146264608	7.6687152575	4.985513237	10.6767992	6.8315434305	6.44851453633	6.394896188	6.0739409315	7.79825655525	6.725540512	7.4183463498	12.02694363	7.00999639125	8.695716467	BRCA
Instance7	6.9179834015	9.961088297	6.81582852467	9.024558716	5.077041333	7.747456426	11.2413041	5.516024013	7.230263367	7.1879549345	6.54175895867	5.832707292	10.63491565	5.438302209	8.8796586	10.71717755	6.0879165975	6.239058915	7.657248993	7.988231821	11.16076662	6.139659422	5.333433796	9.25803663	7.978764199	4.77796061	9.662659976	5.626739362	8.977681421	6.28540742	10.0480993307	5.201056716	6.742953157	9.358008891	5.88751933675	5.183299167	7.43595589267	11.151396135	9.62804284167	5.014814152	8.451561107	11.77105209	5.942169184	7.9742866725	6.18408747	6.362735412	6.107065996	7.3270793584	7.3846532985	6.6232326	10.503672	12.66081938	7.03127811267	7.91692611	5.7231049945	7.54701473933	6.282259665	11.41213066	6.5896621115	6.662423158	5.996847001	8.302457433	8.590203577	5.014814152	10.27409306	8.4336189565	6.328291098	6.165867356	5.0860843655	5.88961529475	7.476910459	8.3350079456	13.11366653	7.10702874775	7.344808806	BRCA
Instance8	8.3320404855	10.12277013	6.87117032933	8.419813926	4.963487128	9.508320259	11.67233485	5.388371455	6.068354407	7.1838077395	7.84441516067	5.495064524	10.04775483	5.023045997	9.585335464	10.03012262	5.8864404035	6.487104221	7.356058229	6.918538669	11.28922369	7.542337622	5.891304496	8.339650867	7.884541234	5.887897624	10.21059864	6.001358226	10.00443156	6.547747191	9.436876068	5.354038858	6.689303092	8.993477034	5.55851851825	5.064162066	6.67244497167	11.40345044	8.82865486733	5.517599514	8.171538624	11.03612228	6.015923042	7.7095138065	6.913221911	7.0975611175	6.332712967	7.3160751194	7.097562405	7.0670465565	10.45055173	12.89900003	6.954021827	7.737283051	5.852605391	7.00963552967	6.094030827	11.39154181	7.480559564	6.020263967	7.162847292	8.452633655	7.7549264415	4.867045482	10.75653988	7.178770695	6.443340444	5.392842236	5.2291868665	5.9603886785	6.726903149	7.757716558	12.07897478	7.09973287325	8.7216983	Control
Instance9	7.7930385845	9.9831294	6.13414385767	8.419971893	5.391468086	9.212004536	11.67233485	6.078850631	5.563776856	7.626962933	7.80894971567	5.606746643	10.06457475	4.742156708	9.2675642675	10.26043183	5.700402949	6.9655385505	7.29075873	6.077249008	11.82274022	5.818908863	5.847816088	8.940035402	9.7271422725	5.781235931	10.55937736	5.956585975	9.452231522	6.425472417	9.58057105933	5.39361462	6.500527718	8.769533015	5.650041658	5.668822064	6.96379490667	10.99057863	9.29235500067	5.801553978	7.91861634733	11.27393851	5.978888461	7.94496816	5.801553978	6.41978303225	6.387246745	7.4954770344	7.4254276565	6.5497902615	10.42864835	12.28769659	6.49244811067	7.766232595	5.0692057385	6.85674479767	6.225020007	10.77439198	7.5245411315	7.205282841	7.428655643	8.407417683	8.1175343725	5.05203679	10.57213676	7.320817348	6.39158794533	6.058214335	5.2554434645	6.02825469225	6.426437217	7.6719006758	12.20624983	7.18183415025	8.761435816	BRCA
